,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,group
0,2021/04/03,1,11:00,前橋育英高校高崎グラウンド,前橋育英高校,矢板中央高校,試合終了,1,第1節,7,1,,,1,
1,2021/04/04,1,13:00,等々力陸上競技場,川崎フロンターレU-18,桐生第一高校,試合終了,2,第1節,3,2,,,2,
2,2021/04/04,1,14:00,カシマサッカースタジアムサブグラウンド,鹿島アントラーズユース,山梨学院高校,試合終了,3,第1節,3,0,,,3,
3,2021/04/04,1,14:00,ヴェルディグラウンド,東京ヴェルディユース,帝京高校,試合終了,4,第1節,0,4,,,4,
4,2021/08/15,1,16:00,昌平高校グラウンド,昌平高校,三菱養和SCユース,試合終了,46,第1節,0,3,,,5,
5,2021/04/10,2,13:00,矢板中央高校東泉グラウンド,矢板中央高校,鹿島アントラーズユース,試合終了,6,第2節,2,2,,,1,
6,2021/04/10,2,13:00,山梨学院高校和戸サッカー場,山梨学院高校,三菱養和SCユース,試合終了,7,第2節,0,0,,,2,
7,2021/04/10,2,14:00,昌平高校グラウンド,昌平高校,東京ヴェルディユース,試合終了,8,第2節,2,0,,,3,
8,2021/04/10,2,16:00,帝京大学グループ千住総合グラウンド,帝京高校,川崎フロンターレU-18,試合終了,9,第2節,0,1,,,4,
9,2021/04/11,2,15:30,あずまサッカースタジアム,桐生第一高校,前橋育英高校,試合終了,10,第2節,1,0,,,5,
10,2021/04/17,3,11:00,前橋育英高校高崎グラウンド,前橋育英高校,帝京高校,試合終了,11,第3節,3,0,,,1,
11,2021/04/17,3,11:00,山梨学院高校和戸サッカー場,山梨学院高校,昌平高校,試合終了,12,第3節,3,3,,,2,
12,2021/04/17,3,15:00,カシマサッカースタジアムサブグラウンド,鹿島アントラーズユース,桐生第一高校,試合終了,13,第3節,2,3,,,3,
13,2021/04/18,3,16:00,(公財)三菱養和会　巣鴨グラウンド,三菱養和SCユース,矢板中央高校,試合終了,14,第3節,1,3,,,4,
14,2021/04/18,3,15:00,富士通スタジアム川崎,川崎フロンターレU-18,東京ヴェルディユース,試合終了,15,第3節,3,0,,,5,
15,2021/04/24,4,13:00,矢板中央高校東泉グラウンド,矢板中央高校,山梨学院高校,試合終了,16,第4節,3,0,,,1,
16,2021/04/24,4,15:00,帝京大学グループ千住総合グラウンド,帝京高校,鹿島アントラーズユース,試合終了,17,第4節,1,2,,,2,
17,2021/04/24,4,16:00,あずまサッカースタジアム,桐生第一高校,三菱養和SCユース,試合終了,18,第4節,0,3,,,3,
18,2021/06/05,4,16:00,昌平高校グラウンド,昌平高校,川崎フロンターレU-18,試合終了,19,第4節,4,2,,,4,
19,2021/07/17,4,18:00,ヴェルディグラウンド,東京ヴェルディユース,前橋育英高校,試合終了,20,第4節,3,4,,,5,
20,2021/07/24,5,10:00,前橋育英高校高崎グラウンド,前橋育英高校,昌平高校,試合終了,21,第5節,0,0,,,1,
21,2021/05/01,5,11:00,矢板中央高校東泉グラウンド,矢板中央高校,桐生第一高校,試合終了,22,第5節,0,0,,,2,
22,2021/05/02,5,13:30,等々力第１サッカー場,川崎フロンターレU-18,鹿島アントラーズユース,試合終了,24,第5節,1,0,,,3,
23,2021/05/02,5,17:00,ヴェルディグラウンド,東京ヴェルディユース,三菱養和SCユース,試合終了,25,第5節,3,2,,,4,
24,2021/08/25,5,16:00,山梨学院高校和戸サッカー場,山梨学院高校,帝京高校,試合終了,67,第5節,2,0,,,5,
25,2021/05/08,6,14:00,昌平高校グラウンド,昌平高校,矢板中央高校,試合終了,26,第6節,6,1,,,1,
26,2021/08/29,6,16:00,(公財)三菱養和会　巣鴨グラウンド,三菱養和SCユース,帝京高校,試合終了,27,第6節,2,0,,,2,
27,2021/05/09,6,13:00,山梨学院高校和戸サッカー場,山梨学院高校,桐生第一高校,試合終了,28,第6節,0,2,,,3,
28,2021/08/22,6,17:30,鹿島アントラーズクラブハウスグラウンド,鹿島アントラーズユース,東京ヴェルディユース,試合終了,29,第6節,7,2,,,4,
29,2021/08/27,6,09:30,前橋育英高校高崎グラウンド,前橋育英高校,川崎フロンターレU-18,試合終了,73,第6節,1,3,,,5,
30,2021/06/26,7,11:00,矢板中央高校東泉グラウンド,矢板中央高校,帝京高校,試合終了,31,第7節,3,1,,,1,
31,2021/06/26,7,16:00,前橋育英高校高崎グラウンド,前橋育英高校,鹿島アントラーズユース,試合終了,32,第7節,4,1,,,2,
32,2021/06/26,7,16:00,あずまサッカースタジアム,桐生第一高校,昌平高校,試合終了,33,第7節,0,1,,,3,
33,2021/06/26,7,16:30,(公財)三菱養和会　巣鴨グラウンド,三菱養和SCユース,川崎フロンターレU-18,試合終了,34,第7節,0,2,,,4,
34,2021/06/27,7,16:00,山梨学院高校和戸サッカー場,山梨学院高校,東京ヴェルディユース,試合終了,35,第7節,2,5,,,5,
35,2021/07/03,8,16:00,帝京大学グループ千住総合グラウンド,帝京高校,桐生第一高校,試合終了,36,第8節,2,1,,,1,
36,2021/07/04,8,11:00,前橋育英高校高崎グラウンド,前橋育英高校,三菱養和SCユース,試合終了,37,第8節,3,0,,,2,
37,2021/07/04,8,16:00,昌平高校グラウンド,昌平高校,鹿島アントラーズユース,試合終了,38,第8節,1,1,,,3,
38,2021/07/04,8,16:00,ヴェルディグラウンド,東京ヴェルディユース,矢板中央高校,試合終了,39,第8節,3,1,,,4,
39,2021/08/18,8,09:30,山梨学院高校和戸サッカー場,山梨学院高校,川崎フロンターレU-18,試合終了,82,第8節,0,2,,,5,
40,2021/07/10,9,10:00,山梨学院高校和戸サッカー場,山梨学院高校,前橋育英高校,試合終了,41,第9節,0,7,,,1,
41,2021/07/10,9,16:30,あずまサッカースタジアム,桐生第一高校,東京ヴェルディユース,試合終了,42,第9節,2,1,,,2,
42,2021/07/11,9,09:30,昌平高校グラウンド,昌平高校,帝京高校,試合終了,43,第9節,0,2,,,3,
43,2021/07/11,9,11:00,矢板中央高校東泉グラウンド,矢板中央高校,川崎フロンターレU-18,試合終了,44,第9節,1,2,,,4,
44,2021/08/11,9,16:00,(公財)三菱養和会　巣鴨グラウンド,三菱養和SCユース,鹿島アントラーズユース,試合終了,45,第9節,1,1,,,5,
45,未定,10,未定,未定,三菱養和SCユース,昌平高校,試合中止,5,第10節,,,,,1,
46,未定,10,未定,未定,矢板中央高校,前橋育英高校,試合中止,47,第10節,,,,,2,
47,未定,10,未定,未定,桐生第一高校,川崎フロンターレU-18,試合中止,48,第10節,,,,,3,
48,未定,10,未定,未定,帝京高校,東京ヴェルディユース,試合中止,49,第10節,,,,,4,
49,未定,10,未定,未定,山梨学院高校,鹿島アントラーズユース,試合中止,50,第10節,,,,,5,
50,未定,11,未定,未定,鹿島アントラーズユース,矢板中央高校,試合中止,51,第11節,,,,,1,
51,未定,11,未定,未定,前橋育英高校,桐生第一高校,試合中止,52,第11節,,,,,2,
52,未定,11,未定,未定,三菱養和SCユース,山梨学院高校,試合中止,53,第11節,,,,,3,
53,未定,11,未定,未定,東京ヴェルディユース,昌平高校,試合中止,54,第11節,,,,,4,
54,未定,11,未定,未定,川崎フロンターレU-18,帝京高校,試合中止,55,第11節,,,,,5,
55,未定,12,未定,未定,昌平高校,山梨学院高校,試合中止,56,第12節,,,,,1,
56,未定,12,未定,未定,帝京高校,前橋育英高校,試合中止,57,第12節,,,,,2,
57,未定,12,未定,未定,矢板中央高校,三菱養和SCユース,試合中止,58,第12節,,,,,3,
58,未定,12,未定,未定,桐生第一高校,鹿島アントラーズユース,試合中止,59,第12節,,,,,4,
59,未定,12,未定,未定,東京ヴェルディユース,川崎フロンターレU-18,試合中止,60,第12節,,,,,5,
60,未定,13,未定,未定,鹿島アントラーズユース,帝京高校,試合中止,61,第13節,,,,,1,
61,未定,13,未定,未定,前橋育英高校,東京ヴェルディユース,試合中止,62,第13節,,,,,2,
62,未定,13,未定,未定,山梨学院高校,矢板中央高校,試合中止,63,第13節,,,,,3,
63,未定,13,未定,未定,三菱養和SCユース,桐生第一高校,試合中止,64,第13節,,,,,4,
64,未定,13,未定,未定,川崎フロンターレU-18,昌平高校,試合中止,65,第13節,,,,,5,
65,2021/10/02,14,16:00,帝京大学グループ千住総合グラウンド,帝京高校,山梨学院高校,試合終了,23,第14節,2,1,,,1,
