,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,group
66,2021/10/02,14,16:30,(公財)三菱養和会　巣鴨グラウンド,三菱養和SCユース,東京ヴェルディユース,試合終了,66,第14節,2,1,,,2,
67,2021/10/03,14,14:00,昌平高校グラウンド,昌平高校,前橋育英高校,試合終了,68,第14節,0,3,,,3,
68,2021/10/03,14,14:00,カシマサッカースタジアムサブグラウンド,鹿島アントラーズユース,川崎フロンターレU-18,試合終了,69,第14節,0,2,,,4,
69,2021/10/03,14,15:00,あずまサッカースタジアム,桐生第一高校,矢板中央高校,試合終了,70,第14節,1,1,,,5,
70,2021/10/10,15,18:45,富士通スタジアム川崎,川崎フロンターレU-18,前橋育英高校,試合終了,30,第15節,3,1,,,1,
71,2021/10/09,15,11:00,矢板中央高校東泉グラウンド,矢板中央高校,昌平高校,試合終了,71,第15節,5,2,,,2,
72,2021/10/09,15,16:30,帝京大学グループ千住総合グラウンド,帝京高校,三菱養和SCユース,試合終了,72,第15節,2,4,,,3,
73,2021/10/10,15,14:00,ヴェルディグラウンド,東京ヴェルディユース,鹿島アントラーズユース,試合終了,74,第15節,1,3,,,4,
74,2021/10/10,15,15:00,あずまサッカースタジアム,桐生第一高校,山梨学院高校,試合終了,75,第15節,4,0,,,5,
75,2021/11/20,16,14:00,鹿島アントラーズクラブハウスグラウンド,鹿島アントラーズユース,前橋育英高校,試合終了,76,第16節,2,1,,,1,
76,2021/11/20,16,15:00,帝京大学グループ千住総合グラウンド,帝京高校,矢板中央高校,試合終了,77,第16節,1,2,,,2,
77,2021/11/21,16,13:30,等々力第１サッカー場,川崎フロンターレU-18,三菱養和SCユース,試合終了,78,第16節,1,1,,,3,
78,2021/11/20,16,10:00,昌平高校グラウンド,昌平高校,桐生第一高校,試合終了,79,第16節,0,1,,,4,
79,2021/11/21,16,14:00,ヴェルディグラウンド,東京ヴェルディユース,山梨学院高校,試合終了,80,第16節,1,0,,,5,
80,2021/11/28,17,14:00,麻生グラウンド,川崎フロンターレU-18,山梨学院高校,試合終了,40,第17節,5,0,,,1,
81,2021/11/27,17,14:00,あずまサッカースタジアム,桐生第一高校,帝京高校,試合終了,81,第17節,2,1,,,2,
82,2021/11/28,17,13:00,矢板中央高校東泉グラウンド,矢板中央高校,東京ヴェルディユース,試合終了,83,第17節,0,2,,,3,
83,2021/11/28,17,14:00,カシマサッカースタジアム,鹿島アントラーズユース,昌平高校,試合終了,84,第17節,0,2,,,4,
84,2021/11/28,17,16:00,(公財)三菱養和会　巣鴨グラウンド,三菱養和SCユース,前橋育英高校,試合終了,85,第17節,1,1,,,5,
85,2021/12/05,18,13:30,カシマサッカースタジアムサブグラウンド,鹿島アントラーズユース,三菱養和SCユース,試合終了,86,第18節,2,1,,,1,
86,2021/12/05,18,13:30,前橋育英高校高崎グラウンド,前橋育英高校,山梨学院高校,試合終了,87,第18節,2,1,,,2,
87,2021/12/05,18,13:30,等々力陸上競技場,川崎フロンターレU-18,矢板中央高校,試合終了,88,第18節,2,1,,,3,
88,2021/12/05,18,13:30,ヴェルディグラウンド,東京ヴェルディユース,桐生第一高校,試合終了,89,第18節,3,1,,,4,
89,2021/12/05,18,13:30,帝京大学グループ千住総合グラウンド,帝京高校,昌平高校,試合終了,90,第18節,0,1,,,5,
