,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2022/03/12,1,1,13:03,ニッパツ,YS横浜,0,0,岐阜,ＤＡＺＮ,2152
1,2022/03/12,1,2,14:03,藤枝サ,藤枝,3,0,鳥取,ＤＡＺＮ,1207
2,2022/03/12,1,3,19:33,ギオンス,相模原,1,0,沼津,ＤＡＺＮ,3343
3,2022/03/13,1,4,13:03,ユニスタ,宮崎,2,0,八戸,ＤＡＺＮ,1391
4,2022/03/13,1,5,13:04,夢スタ,今治,0,1,福島,ＤＡＺＮ／南海放送（録）,2209
5,2022/03/13,1,6,13:05,白波スタ,鹿児島,1,1,いわき,ＤＡＺＮ／ＮＨＫ鹿児島,4832
6,2022/03/13,1,7,14:03,ピカスタ,讃岐,1,2,松本,ＤＡＺＮ,3283
7,2022/03/13,1,8,14:04,ミクスタ,北九州,0,2,長野,ＤＡＺＮ,4163
8,2022/03/13,1,9,15:03,ニンスタ,愛媛,1,2,富山,ＤＡＺＮ／南海放送（録）,2858
0,2022/03/19,2,1,13:03,愛鷹,沼津,0,5,福島,ＤＡＺＮ,1319
1,2022/03/19,2,2,14:03,藤枝サ,藤枝,1,1,長野,ＤＡＺＮ,1135
2,2022/03/19,2,3,15:03,長良川,岐阜,3,0,愛媛,ＤＡＺＮ／岐阜放送（録）,5679
3,2022/03/20,2,4,13:03,ニッパツ,YS横浜,1,2,松本,ＤＡＺＮ,1968
4,2022/03/20,2,5,13:03,夢スタ,今治,2,1,富山,ＤＡＺＮ／南海放送（録）,2206
5,2022/03/20,2,6,13:03,白波スタ,鹿児島,2,1,八戸,ＤＡＺＮ,4000
6,2022/03/20,2,7,13:03,Ｊスタ,いわき,1,0,相模原,ＤＡＺＮ,2743
7,2022/03/20,2,8,13:03,ユニスタ,宮崎,2,2,北九州,ＤＡＺＮ,1860
8,2022/03/20,2,9,14:03,ピカスタ,讃岐,4,1,鳥取,ＤＡＺＮ,1805
0,2022/03/26,3,1,13:03,ギオンス,相模原,2,1,宮崎,ＤＡＺＮ,2163
1,2022/03/26,3,2,14:03,サンアル,松本,1,2,鹿児島,ＤＡＺＮ／信越放送,7846
2,2022/03/27,3,3,13:03,Ａｘｉｓ,鳥取,1,1,今治,ＤＡＺＮ,2101
3,2022/03/27,3,4,13:03,Ｊスタ,福島,2,1,YS横浜,ＤＡＺＮ,685
4,2022/03/27,3,5,13:03,プラスタ,八戸,1,0,藤枝,ＤＡＺＮ,1562
5,2022/03/27,3,6,13:03,愛鷹,沼津,2,0,岐阜,ＤＡＺＮ,1836
6,2022/03/27,3,7,14:03,長野Ｕ,長野,3,1,讃岐,ＤＡＺＮ,3155
7,2022/03/27,3,8,14:03,富山,富山,1,2,北九州,ＤＡＺＮ,3496
8,2022/03/27,3,9,15:03,ニンスタ,愛媛,1,2,いわき,ＤＡＺＮ／南海放送（録）,1764
0,2022/04/02,4,1,13:03,ニッパツ,YS横浜,0,1,愛媛,ＤＡＺＮ,923
1,2022/04/02,4,2,14:03,藤枝サ,藤枝,1,0,讃岐,ＤＡＺＮ,919
2,2022/04/03,4,3,13:03,ギオンス,相模原,1,4,松本,ＤＡＺＮ,2350
3,2022/04/03,4,4,13:03,いわきＧ,いわき,1,1,富山,ＤＡＺＮ,1961
4,2022/04/03,4,5,13:03,とうスタ,福島,1,1,長野,ＤＡＺＮ,1258
5,2022/04/03,4,6,13:03,ユニスタ,宮崎,1,1,鹿児島,ＤＡＺＮ,2700
6,2022/04/03,4,7,14:03,ミクスタ,北九州,3,0,今治,ＤＡＺＮ,3984
7,2022/04/21,4,8,19:03,プラスタ,八戸,0,2,沼津,ＤＡＺＮ,586
8,2022/05/18,4,9,19:03,長良川,岐阜,3,0,鳥取,ＤＡＺＮ,2719
0,2022/04/10,5,1,13:03,夢スタ,今治,1,0,八戸,ＤＡＺＮ／南海放送（録）,1946
1,2022/04/10,5,2,13:03,チュスタ,鳥取,3,0,YS横浜,ＤＡＺＮ,2027
2,2022/04/10,5,3,13:03,白波スタ,鹿児島,2,0,藤枝,ＤＡＺＮ,3919
3,2022/04/10,5,4,13:03,愛鷹,沼津,4,0,北九州,ＤＡＺＮ,1394
4,2022/04/10,5,5,14:03,ピカスタ,讃岐,0,0,福島,ＤＡＺＮ,1515
5,2022/04/10,5,6,14:03,富山,富山,1,3,岐阜,ＤＡＺＮ／ＮＨＫ富山,3755
6,2022/04/10,5,7,14:03,長野Ｕ,長野,0,4,いわき,ＤＡＺＮ,2717
7,2022/04/10,5,8,15:03,ニンスタ,愛媛,2,1,相模原,ＤＡＺＮ／南海放送（録）,1942
8,2022/04/10,5,9,15:03,サンアル,松本,2,2,宮崎,ＤＡＺＮ,8082
0,2022/04/16,6,1,13:03,ニッパツ,YS横浜,0,1,長野,ＤＡＺＮ,1477
1,2022/04/16,6,2,14:03,白波スタ,鹿児島,1,0,鳥取,ＤＡＺＮ,3731
2,2022/04/17,6,3,13:03,いわきＧ,いわき,0,1,今治,ＤＡＺＮ,2212
3,2022/04/17,6,4,13:03,プラスタ,八戸,1,2,讃岐,ＤＡＺＮ,825
4,2022/04/17,6,5,13:03,とうスタ,福島,1,0,相模原,ＤＡＺＮ,1106
5,2022/04/17,6,6,13:04,ユニスタ,宮崎,2,1,沼津,ＤＡＺＮ,1045
6,2022/04/17,6,7,14:03,藤枝サ,藤枝,0,2,富山,ＤＡＺＮ,1194
7,2022/04/17,6,8,14:03,長良川,岐阜,1,3,松本,ＤＡＺＮ／岐阜放送（録）,6026
8,2022/04/17,6,9,14:03,ミクスタ,北九州,0,0,愛媛,ＤＡＺＮ,2918
0,2022/04/29,7,1,13:03,夢スタ,今治,0,0,宮崎,ＤＡＺＮ／南海放送（録）,1236
1,2022/04/29,7,2,13:03,Ｊスタ,いわき,3,1,八戸,ＤＡＺＮ,1105
2,2022/04/29,7,3,14:03,ニンスタ,愛媛,0,0,福島,ＤＡＺＮ／ＮＨＫ松山／南海放送（録）,1249
3,2022/04/29,7,4,14:03,ミクスタ,北九州,0,1,藤枝,ＤＡＺＮ,3375
4,2022/04/29,7,5,14:03,富山,富山,3,2,鳥取,ＤＡＺＮ,1291
5,2022/04/29,7,6,15:03,長野Ｕ,長野,2,1,鹿児島,ＤＡＺＮ／テレビ信州,1968
6,2022/04/30,7,7,14:03,ピカスタ,讃岐,2,1,岐阜,ＤＡＺＮ,2150
7,2022/04/30,7,8,19:03,サンアル,松本,1,0,沼津,ＤＡＺＮ,8221
8,2022/05/19,7,9,19:03,ギオンス,相模原,0,0,YS横浜,ＤＡＺＮ,581
0,2022/05/04,8,1,13:03,愛鷹,沼津,1,0,長野,ＤＡＺＮ,1715
1,2022/05/04,8,2,14:03,ピカスタ,讃岐,0,1,今治,ＤＡＺＮ,3044
2,2022/05/04,8,3,14:03,藤枝サ,藤枝,4,3,岐阜,ＤＡＺＮ,2716
3,2022/05/04,8,4,15:03,サンアル,松本,0,0,北九州,ＤＡＺＮ,9813
4,2022/05/04,8,5,16:00,とうスタ,福島,0,1,いわき,ＤＡＺＮ／テレビユー福島,4501
5,2022/05/05,8,6,13:03,白波スタ,鹿児島,4,1,富山,ＤＡＺＮ,5059
6,2022/05/05,8,7,13:03,ニッパツ,YS横浜,0,4,宮崎,ＤＡＺＮ,1275
7,2022/05/25,8,8,18:33,Ａｘｉｓ,鳥取,1,2,愛媛,ＤＡＺＮ,646
8,2022/06/15,8,9,19:03,プラスタ,八戸,2,1,相模原,ＤＡＺＮ,458
0,2022/05/15,9,1,13:03,Ｊスタ,いわき,2,2,藤枝,ＤＡＺＮ,1004
