,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2020/02/16,1,1,14:03,パロ瑞穂,名古屋,1,0,鹿島,試合終了,第1節第1日,,,,,,22735
1,2020/02/16,1,2,14:03,等々力,川崎Ｆ,5,1,清水,試合終了,第1節第1日,,,,,,22734
2,2020/02/16,1,3,14:03,埼玉,浦和,5,2,仙台,試合終了,第1節第1日,,,,,,22746
3,2020/02/16,1,4,15:03,ヤンマー,Ｃ大阪,4,1,松本,試合終了,第1節第1日,,,,,,22747
4,2020/02/16,1,5,14:03,駅スタ,鳥栖,0,3,札幌,試合終了,第1節第1日,,,,,,22759
5,2020/02/16,1,6,14:03,ニッパツ,横浜FC,0,2,広島,試合終了,第1節第1日,,,,,,22758
6,2020/02/16,1,7,15:03,ＢＭＷス,湘南,1,0,大分,試合終了,第1節第1日,,,,,,22770
7,2020/02/16,1,8,15:03,パナスタ,Ｇ大阪,0,1,柏,試合終了,第1節第1日,,,,,,22771
0,2020/08/05,2,1,19:03,カシマ,鹿島,2,3,川崎Ｆ,試合終了,第2節第1日,,,,,,24862
1,2020/08/05,2,2,19:03,アイスタ,清水,0,3,名古屋,試合終了,第2節第1日,,,,,,24863
2,2020/08/05,2,3,19:03,ヤンマー,Ｃ大阪,1,0,浦和,試合終了,第2節第1日,,,,,,24866
3,2020/08/05,2,4,19:03,駅スタ,鳥栖,0,1,横浜FC,試合終了,第2節第1日,,,,,,24963
4,2020/08/05,2,5,19:03,札幌厚別,札幌,2,1,広島,試合終了,第2節第1日,,,,,,24962
5,2020/08/05,2,6,19:03,昭和電ド,大分,1,1,Ｇ大阪,試合終了,第2節第1日,,,,,,24869
6,2020/08/05,2,7,19:03,三協Ｆ柏,柏,1,0,湘南,試合終了,第2節第1日,,,,,,24868
0,2020/08/12,3,1,19:03,パロ瑞穂,名古屋,2,2,川崎Ｆ,試合終了,第3節第1日,,,,,,24865
1,2020/08/12,3,2,19:03,アイスタ,清水,2,3,鹿島,試合終了,第3節第1日,,,,,,24864
2,2020/08/12,3,3,19:03,ユアスタ,仙台,0,3,Ｃ大阪,試合終了,第3節第1日,,,,,,24867
3,2020/08/12,3,4,19:03,札幌ド,札幌,1,1,横浜FC,試合終了,第3節第1日,,,,,,24964
4,2020/08/12,3,5,,Ｅスタ,広島,,,鳥栖,ＶＳ,第3節第1日,,,,,,
5,2020/08/12,3,6,19:03,三協Ｆ柏,柏,3,1,大分,試合終了,第3節第1日,,,,,,24870
6,2020/08/12,3,7,19:33,ＢＭＷス,湘南,1,2,Ｇ大阪,試合終了,第3節第1日,,,,,,24871
0,2020/09/02,-3,1,19:03,ヤンマー,Ｃ大阪,0,3,柏,試合終了,準々決勝,,,,,,24967
1,2020/09/02,-3,2,19:03,札幌厚別,札幌,1,1,横浜FM,試合終了,準々決勝,4,5,,,,24966
2,2020/09/02,-3,3,19:03,味スタ,FC東京,3,0,名古屋,試合終了,準々決勝,,,,,,24969
3,2020/09/02,-3,4,19:03,ノエスタ,神戸,0,6,川崎Ｆ,試合終了,準々決勝,,,,,,24968
0,2020/10/07,-2,1,19:03,ニッパツ,横浜FM,0,1,柏,試合終了,準決勝,,,,,,24970
1,2020/10/07,-2,2,19:03,等々力,川崎Ｆ,0,2,FC東京,試合終了,準決勝,,,,,,24971
0,2021/01/04,-1,1,14:41,国立,柏,1,2,FC東京,試合終了,決勝,,,,,,24973
