,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
65,2018/08/22,-5,19:00,Eスタ,広島,名古屋,試合終了,66,３回戦,4,1,,,16,3,0,
66,2018/07/11,-5,19:00,松本,浦和,松本,試合終了,67,３回戦,2,1,,,10,,,
67,2018/07/11,-5,19:00,味フィ西,関西学院大学,東京Ｖ,試合終了,68,３回戦,0,1,,,11,,,
68,2018/07/11,-5,19:00,石川西部,Ｃ大阪,金沢,試合終了,69,３回戦,3,0,,,12,,,
69,2018/07/11,-5,19:00,中銀スタ,清水,甲府,試合終了,70,３回戦,0,1,,,13,,,
70,2018/07/11,-5,19:00,みらスタ,磐田,レノファ山口FC,試合終了,71,３回戦,4,1,,,14,,,
71,2018/07/11,-5,19:00,レベスタ,札幌,福岡,試合終了,72,３回戦,4,0,,,15,,,
72,2018/08/22,-4,19:00,等々力,川崎Ｆ,湘南,試合終了,73,ラウンド16,3,1,,,1,,,
73,2018/08/22,-4,19:00,ベアスタ,鳥栖,神戸,試合終了,74,ラウンド16,3,0,,,2,,,
74,2018/08/22,-4,19:00,NDスタ,山形,FC東京,試合終了,75,ラウンド16,1,1,7,6,3,,,
75,2018/08/22,-4,19:00,ニッパツ,横浜FM,仙台,試合終了,76,ラウンド16,2,3,,,4,,,
76,2018/09/26,-4,19:00,カシマ,鹿島,広島,試合終了,77,ラウンド16,2,0,,,7,2,0,
77,2018/08/22,-4,19:00,熊谷陸,浦和,東京Ｖ,試合終了,78,ラウンド16,1,0,,,5,,,
78,2018/08/22,-4,19:00,中銀スタ,Ｃ大阪,甲府,試合終了,79,ラウンド16,0,1,,,6,0,1,
79,2018/09/26,-4,19:00,ヤマハ,磐田,札幌,試合終了,80,ラウンド16,4,2,,,8,,,
80,2018/10/24,-3,19:00,熊谷陸,浦和,鳥栖,試合終了,81,準々決勝,2,0,,,1,,,
81,2018/11/21,-3,19:00,中銀スタ,鹿島,甲府,試合終了,82,準々決勝,1,0,,,4,,,
82,2018/10/24,-3,19:00,ヤマハ,磐田,仙台,試合終了,83,準々決勝,1,1,3,4,2,,,
83,2018/10/24,-3,19:00,NDスタ,川崎Ｆ,山形,試合終了,84,準々決勝,2,3,,,3,,,
84,2018/12/05,-2,19:00,カシマ,浦和,鹿島,試合終了,85,準決勝,1,0,,,1,,,
85,2018/12/05,-2,19:00,ユアスタ,仙台,山形,試合終了,86,準決勝,3,2,,,2,,,
86,2018/12/09,-1,18:00,埼玉,浦和,仙台,試合終了,87,決勝戦,1,0,,,1,,,
