,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2023/03/04,1,1,14:03,ギオンス,相模原,2,3,鳥取,ＤＡＺＮ／ＮＨＫ鳥取,3398
1,2023/03/04,1,2,15:03,白波スタ,鹿児島,2,1,FC大阪,ＤＡＺＮ,5999
2,2023/03/04,1,3,15:03,タピスタ,琉球,1,0,八戸,ＤＡＺＮ／ＮＨＫ沖縄,3693
3,2023/03/05,1,4,13:03,ニッパツ,YS横浜,1,2,富山,ＤＡＺＮ,1468
4,2023/03/05,1,5,13:03,ユニスタ,宮崎,0,2,長野,ＤＡＺＮ／テレビ宮崎（録）,1616
5,2023/03/05,1,6,13:03,ロートＦ,奈良,0,2,松本,ＤＡＺＮ／奈良テレビ放送,4808
6,2023/03/05,1,7,13:07,里山Ｓ,今治,1,0,福島,ＤＡＺＮ／ＮＨＫ松山／愛媛朝日テレビ（録）,5424
7,2023/03/05,1,8,14:03,ミクスタ,北九州,1,1,岐阜,ＤＡＺＮ,5275
8,2023/03/05,1,9,14:03,ピカスタ,讃岐,1,0,沼津,ＤＡＺＮ,3216
9,2023/03/05,1,10,15:03,ニンスタ,愛媛,1,5,岩手,ＤＡＺＮ／南海放送（録）,3961
0,2023/03/11,2,1,13:03,ニッパツ,YS横浜,1,3,鳥取,ＤＡＺＮ,1509
1,2023/03/11,2,2,15:03,白波スタ,鹿児島,1,1,今治,ＤＡＺＮ,5137
2,2023/03/11,2,3,17:03,タピスタ,琉球,2,1,岩手,ＤＡＺＮ,1871
3,2023/03/12,2,4,13:03,ロートＦ,奈良,1,1,八戸,ＤＡＺＮ,1260
4,2023/03/12,2,5,13:04,ユニスタ,宮崎,0,1,FC大阪,ＤＡＺＮ,1570
5,2023/03/12,2,6,14:03,ミクスタ,北九州,3,0,讃岐,ＤＡＺＮ,2710
6,2023/03/12,2,7,14:03,愛鷹,沼津,2,1,富山,ＤＡＺＮ,2854
7,2023/03/12,2,8,14:04,長良川,岐阜,1,1,松本,ＤＡＺＮ／岐阜放送（録）,6733
8,2023/03/12,2,9,15:03,ニッパツ,相模原,2,1,福島,ＤＡＺＮ,1308
9,2023/03/12,2,10,15:03,ニンスタ,愛媛,1,1,長野,ＤＡＺＮ／南海放送（録）,2742
0,2023/03/18,3,1,14:03,愛鷹,沼津,0,1,八戸,ＤＡＺＮ,650
1,2023/03/18,3,2,14:03,花園,FC大阪,0,3,岩手,ＤＡＺＮ,3408
2,2023/03/18,3,3,15:03,長良川,岐阜,1,0,鹿児島,ＤＡＺＮ,3099
3,2023/03/19,3,4,13:03,里山Ｓ,今治,2,2,琉球,ＤＡＺＮ／愛媛朝日テレビ（録）,4118
4,2023/03/19,3,5,13:03,Ａｘｉｓ,鳥取,2,3,愛媛,ＤＡＺＮ,3702
5,2023/03/19,3,6,13:03,ニッパツ,YS横浜,0,3,松本,ＤＡＺＮ,3453
6,2023/03/19,3,7,13:04,とうスタ,福島,0,1,宮崎,ＤＡＺＮ,1578
7,2023/03/19,3,8,14:03,長野Ｕ,長野,0,3,奈良,ＤＡＺＮ,4394
8,2023/03/19,3,9,14:03,ピカスタ,讃岐,1,0,相模原,ＤＡＺＮ,1789
9,2023/03/19,3,10,14:03,富山,富山,3,2,北九州,ＤＡＺＮ,4575
0,2023/03/25,4,1,14:04,いわスタ,岩手,1,1,沼津,ＤＡＺＮ／岩手朝日テレビ,1843
1,2023/03/26,4,2,13:03,ロートＦ,奈良,2,2,YS横浜,ＤＡＺＮ,821
2,2023/03/26,4,3,13:03,Ａｘｉｓ,鳥取,2,2,讃岐,ＤＡＺＮ／日本海テレビ,1512
3,2023/03/26,4,4,13:03,白波スタ,鹿児島,2,1,相模原,ＤＡＺＮ,4201
4,2023/03/26,4,5,14:03,ミクスタ,北九州,0,1,今治,ＤＡＺＮ,3888
5,2023/03/26,4,6,14:03,富山,富山,3,3,長野,ＤＡＺＮ,1619
6,2023/03/26,4,7,14:03,プラスタ,八戸,1,0,岐阜,ＤＡＺＮ,1485
7,2023/03/26,4,8,14:04,サンアル,松本,1,1,宮崎,ＤＡＺＮ／信越放送,6880
8,2023/03/26,4,9,15:03,ニンスタ,愛媛,2,1,FC大阪,ＤＡＺＮ／南海放送（録）,1593
9,2023/03/26,4,10,17:03,タピスタ,琉球,0,1,福島,ＤＡＺＮ,1491
0,2023/04/01,5,1,14:03,花園,FC大阪,0,1,富山,ＤＡＺＮ,1435
1,2023/04/01,5,2,15:04,長良川,岐阜,3,1,琉球,ＤＡＺＮ,3803
2,2023/04/02,5,3,13:03,里山Ｓ,今治,1,1,奈良,ＤＡＺＮ／愛媛朝日テレビ（録）,4578
3,2023/04/02,5,4,14:03,サンアル,松本,0,0,鳥取,ＤＡＺＮ,8407
4,2023/04/02,5,5,14:03,ピカスタ,讃岐,2,0,鹿児島,ＤＡＺＮ,1474
5,2023/04/02,5,6,14:03,ギオンス,相模原,0,0,沼津,ＤＡＺＮ,2044
6,2023/04/02,5,7,14:03,プラスタ,八戸,1,1,北九州,ＤＡＺＮ,1456
7,2023/04/02,5,8,14:03,とうスタ,福島,0,2,岩手,ＤＡＺＮ,1021
8,2023/04/02,5,9,14:04,長野Ｕ,長野,1,0,YS横浜,ＤＡＺＮ,2421
9,2023/04/02,5,10,15:03,ユニスタ,宮崎,0,0,愛媛,ＤＡＺＮ,2932
0,2023/04/08,6,1,13:03,ニッパツ,YS横浜,1,1,鹿児島,ＤＡＺＮ,1382
1,2023/04/08,6,2,14:03,愛鷹,沼津,1,1,福島,ＤＡＺＮ,1233
2,2023/04/08,6,3,14:03,いわスタ,岩手,1,1,相模原,ＤＡＺＮ,892
3,2023/04/08,6,4,15:03,ニンスタ,愛媛,2,1,岐阜,ＤＡＺＮ／南海放送（録）,2561
4,2023/04/08,6,5,17:03,タピスタ,琉球,0,2,奈良,ＤＡＺＮ,1865
5,2023/04/09,6,6,13:03,花園,FC大阪,3,1,今治,ＤＡＺＮ,1980
6,2023/04/09,6,7,13:03,Ａｘｉｓ,鳥取,3,3,八戸,ＤＡＺＮ,1515
7,2023/04/09,6,8,14:03,富山,富山,2,0,宮崎,ＤＡＺＮ,2621
8,2023/04/09,6,9,14:03,長野Ｕ,長野,4,0,讃岐,ＤＡＺＮ,2445
9,2023/04/09,6,10,14:03,ミクスタ,北九州,2,4,松本,ＤＡＺＮ,3561
0,2023/04/15,7,1,13:03,とうスタ,福島,0,0,鳥取,ＤＡＺＮ／福島中央テレビ,675
1,2023/04/15,7,2,14:03,ギオンス,相模原,0,1,長野,ＤＡＺＮ,1134
2,2023/04/15,7,3,17:03,タピスタ,琉球,2,0,北九州,ＤＡＺＮ,1323
3,2023/04/16,7,4,13:03,白波スタ,鹿児島,3,3,宮崎,ＤＡＺＮ,6232
4,2023/04/16,7,5,13:03,里山Ｓ,今治,3,2,富山,ＤＡＺＮ／愛媛朝日テレビ（録）,3475
5,2023/04/16,7,6,13:03,ロートＦ,奈良,1,0,岩手,ＤＡＺＮ,1496
6,2023/04/16,7,7,14:03,ピカスタ,讃岐,0,0,愛媛,ＤＡＺＮ,2982
7,2023/04/16,7,8,14:03,プラスタ,八戸,1,1,YS横浜,ＤＡＺＮ,1213
8,2023/04/16,7,9,14:03,長良川,岐阜,0,1,FC大阪,ＤＡＺＮ,4356
9,2023/04/16,7,10,14:04,サンアル,松本,3,4,沼津,ＤＡＺＮ,8492
0,2023/04/29,8,1,13:03,Ａｘｉｓ,鳥取,0,2,奈良,ＤＡＺＮ／日本海テレビ,1661
1,2023/04/29,8,2,13:03,花園,FC大阪,0,1,沼津,ＤＡＺＮ,3448
2,2023/04/29,8,3,14:03,いわスタ,岩手,0,2,鹿児島,ＤＡＺＮ／岩手めんこいテレビ,1366
3,2023/04/29,8,4,14:03,富山,富山,3,0,松本,ＤＡＺＮ,6225
4,2023/04/29,8,5,14:03,ピカスタ,讃岐,0,3,八戸,ＤＡＺＮ,1513
5,2023/04/29,8,6,14:03,ミクスタ,北九州,1,1,相模原,ＤＡＺＮ,2976
6,2023/04/29,8,7,15:03,ニンスタ,愛媛,2,1,琉球,ＤＡＺＮ／南海放送（録）,1769
7,2023/04/30,8,8,13:03,ニッパツ,YS横浜,4,2,今治,ＤＡＺＮ,2041
8,2023/04/30,8,9,13:03,ユニスタ,宮崎,2,1,岐阜,ＤＡＺＮ／ＮＨＫ宮崎,1610
9,2023/04/30,8,10,15:05,長野Ｕ,長野,2,3,福島,ＤＡＺＮ／テレビ信州,3174
0,2023/05/03,9,1,13:03,ロートＦ,奈良,3,0,宮崎,ＤＡＺＮ,1823
1,2023/05/03,9,2,13:56,とうスタ,福島,0,0,讃岐,ＤＡＺＮ／テレビユー福島,1865
2,2023/05/03,9,3,14:03,長良川,岐阜,1,2,YS横浜,ＤＡＺＮ,6128
3,2023/05/03,9,4,14:03,いわスタ,岩手,1,4,長野,ＤＡＺＮ,1374
4,2023/05/03,9,5,14:03,愛鷹,沼津,1,2,愛媛,ＤＡＺＮ,2268
5,2023/05/03,9,6,15:03,サンアル,松本,1,0,FC大阪,ＤＡＺＮ／テレビ信州,10994
6,2023/05/03,9,7,18:33,タピスタ,琉球,2,3,鳥取,ＤＡＺＮ,3423
7,2023/05/04,9,8,14:01,白波スタ,鹿児島,2,0,北九州,ＤＡＺＮ／鹿児島放送,6081
8,2023/05/04,9,9,14:03,ギオンス,相模原,1,1,富山,ＤＡＺＮ,3381
9,2023/05/04,9,10,14:04,プラスタ,八戸,0,1,今治,ＤＡＺＮ／青森朝日放送,1711
0,2023/05/13,10,1,13:03,ニッパツ,YS横浜,2,2,相模原,ＤＡＺＮ,815
1,2023/05/13,10,2,13:03,ロートＦ,奈良,0,1,FC大阪,ＤＡＺＮ,1521
2,2023/05/13,10,3,18:03,長野Ｕ,長野,2,1,松本,ＤＡＺＮ／ＮＨＫ長野,12458
3,2023/05/14,10,4,13:03,ヤジン,鳥取,2,2,沼津,ＤＡＺＮ／中海テレビ,2212
4,2023/05/14,10,5,13:33,プラスタ,八戸,2,3,岩手,ＤＡＺＮ／ＮＨＫ青森／ＮＨＫ盛岡,2142
5,2023/05/14,10,6,13:33,白波スタ,鹿児島,2,0,琉球,ＤＡＺＮ／ＮＨＫ鹿児島,4664
6,2023/05/14,10,7,13:35,里山Ｓ,今治,0,0,愛媛,ＤＡＺＮ／ＮＨＫ松山／愛媛朝日テレビ（録）,5037
7,2023/05/14,10,8,14:03,富山,富山,1,0,福島,ＤＡＺＮ,2649
8,2023/05/14,10,9,14:03,ピカスタ,讃岐,0,2,岐阜,ＤＡＺＮ,1677
9,2023/05/14,10,10,14:03,ミクスタ,北九州,0,1,宮崎,ＤＡＺＮ,3716
0,2023/05/27,11,1,13:03,ニッパツ,YS横浜,2,1,北九州,ＤＡＺＮ,1235
1,2023/05/27,11,2,14:03,花園,FC大阪,0,1,八戸,ＤＡＺＮ,2443
2,2023/05/27,11,3,14:03,ピカスタ,讃岐,1,1,奈良,ＤＡＺＮ,1388
3,2023/05/27,11,4,15:03,ニンスタ,愛媛,0,1,福島,ＤＡＺＮ／南海放送（録）,2658
4,2023/05/28,11,5,12:04,サンアル,松本,2,4,鹿児島,ＤＡＺＮ／長野放送,7526
5,2023/05/28,11,6,13:03,ユニスタ,宮崎,1,0,岩手,ＤＡＺＮ,1111
6,2023/05/28,11,7,13:03,里山Ｓ,今治,3,0,鳥取,ＤＡＺＮ／愛媛朝日テレビ（録）,3253
7,2023/05/28,11,8,14:03,ギオンス,相模原,0,0,琉球,ＤＡＺＮ,1669
8,2023/05/28,11,9,14:04,愛鷹,沼津,1,0,長野,ＤＡＺＮ,2261
9,2023/05/28,11,10,19:03,長良川,岐阜,1,0,富山,ＤＡＺＮ／岐阜放送（録）,3812
0,2023/06/03,12,1,13:03,あいづ,福島,0,1,YS横浜,ＤＡＺＮ,1532
1,2023/06/03,12,2,14:03,ミクスタ,北九州,0,1,愛媛,ＤＡＺＮ,2598
2,2023/06/03,12,3,14:04,サンアル,松本,5,3,相模原,ＤＡＺＮ／長野朝日放送,6356
3,2023/06/03,12,4,15:03,ロートＦ,奈良,0,0,鹿児島,ＤＡＺＮ,1722
4,2023/06/03,12,5,18:03,いわスタ,岩手,2,1,今治,ＤＡＺＮ,1208
5,2023/06/03,12,6,18:33,タピスタ,琉球,3,0,沼津,ＤＡＺＮ,4339
