,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,group,home_pk_score,away_pk_score,round
0,2022/10/01,99,1,16:03,味の素フィールド西が丘,浦和,3,3,東京NB,試合終了,,4.0,2.0,決勝
