,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2024/03/06,-7,1,19:03,タピスタ,琉球,2,1,藤枝,試合終了,1回戦,,,,,,29630
1,2024/03/06,-7,2,19:03,正田スタ,群馬,4,1,相模原,試合終了,1回戦,,,3,0,,29622
2,2024/03/06,-7,3,19:03,ピカスタ,讃岐,0,2,秋田,試合終了,1回戦,,,,,,29625
3,2024/03/06,-7,4,19:03,白波スタ,鹿児島,1,0,千葉,試合終了,1回戦,,,,,,29629
4,2024/03/06,-7,5,19:03,いちご,宮崎,1,4,岡山,試合終了,1回戦,,,,,,29628
5,2024/03/06,-7,6,19:03,ニッパツ,YS横浜,1,0,水戸,試合終了,1回戦,,,,,,29623
6,2024/03/06,-7,7,19:03,ミクスタ,北九州,1,0,大分,試合終了,1回戦,,,1,0,,29627
7,2024/03/06,-7,8,19:03,愛鷹,沼津,3,2,仙台,試合終了,1回戦,,,,,,29624
8,2024/03/06,-7,9,19:03,ニンスタ,愛媛,3,4,長崎,試合終了,1回戦,,,0,1,,29626
9,2024/03/13,-7,10,18:03,いわスタ,岩手,1,0,栃木,試合終了,1回戦,,,,,,29632
10,2024/03/13,-7,11,18:33,プラスタ,八戸,0,0,金沢,試合終了,1回戦,5,3,0,0,,29631
11,2024/03/13,-7,12,19:03,長良川,岐阜,1,2,大宮,試合終了,1回戦,,,,,,29637
12,2024/03/13,-7,13,19:03,サンアル,松本,3,3,山口,試合終了,1回戦,4,3,2,2,,29634
13,2024/03/13,-7,14,19:03,花園,FC大阪,0,2,いわき,試合終了,1回戦,,,,,,29638
14,2024/03/13,-7,15,19:03,富山,富山,2,1,山形,試合終了,1回戦,,,2,1,,29636
15,2024/03/13,-7,16,19:03,とうスタ,福島,1,2,熊本,試合終了,1回戦,,,,,,29633
