,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team
0,2021-02-27,1,1,14:05,ミクスタ,新潟,4,1,北九州
1,2021-02-27,1,2,14:03,トラスタ,金沢,1,2,長崎
2,2021-02-28,1,3,13:03,ギオンス,京都,2,0,相模原
3,2021-02-28,1,4,14:03,Ｋｓスタ,大宮,2,1,水戸
4,2021-02-28,1,5,14:04,カンセキ,岡山,2,0,栃木
5,2021-02-28,1,6,14:03,正田スタ,秋田,1,2,群馬
6,2021-02-28,1,7,14:03,フクアリ,甲府,1,1,千葉
7,2021-02-28,1,8,14:03,Ｇスタ,山形,1,1,町田
8,2021-02-28,1,9,15:03,味スタ,愛媛,0,3,東京Ｖ
9,2021-02-28,1,10,15:03,タピスタ,磐田,0,1,琉球
10,2021-02-28,1,11,15:30,みらスタ,松本,0,0,山口
11,2021-03-06,2,1,13:33,デンカＳ,長崎,0,1,新潟
12,2021-03-06,2,2,14:03,ＮＡＣＫ,甲府,2,0,大宮
13,2021-03-06,2,3,14:03,ヤマハ,町田,3,1,磐田
14,2021-03-06,2,4,14:03,ミクスタ,水戸,2,1,北九州
15,2021-03-06,2,5,16:03,タピスタ,山口,1,2,琉球
16,2021-03-07,2,6,13:03,ギオンス,群馬,0,0,相模原
17,2021-03-07,2,7,14:03,カンセキ,秋田,1,0,栃木
18,2021-03-07,2,8,14:03,サンガＳ,松本,0,0,京都
19,2021-03-07,2,9,14:03,Ｃスタ,金沢,1,0,岡山
20,2021-03-07,2,10,14:03,ニンスタ,千葉,1,1,愛媛
21,2021-03-07,2,11,15:03,味スタ,山形,2,0,東京Ｖ
22,2021-03-13,3,1,14:03,ヤマハ,水戸,2,3,磐田
23,2021-03-13,3,2,14:03,みらスタ,新潟,2,1,山口
24,2021-03-13,3,3,14:03,トラスタ,愛媛,1,1,長崎
25,2021-03-14,3,4,14:03,正田スタ,琉球,2,0,群馬
26,2021-03-14,3,5,14:03,フクアリ,秋田,2,0,千葉
27,2021-03-14,3,6,14:03,Ｇスタ,東京Ｖ,2,2,町田
28,2021-03-14,3,7,14:03,ＪＩＴス,栃木,1,2,甲府
29,2021-03-14,3,8,14:03,サンアル,山形,1,1,松本
30,2021-03-14,3,9,14:03,石川西部,北九州,1,1,金沢
31,2021-03-14,3,10,14:03,Ｃスタ,相模原,0,0,岡山
32,2021-03-24,3,11,19:03,ＮＡＣＫ,京都,2,1,大宮
33,2021-03-20,4,1,14:03,デンカＳ,群馬,1,3,新潟
34,2021-03-20,4,2,16:03,味スタ,金沢,4,2,東京Ｖ
35,2021-03-20,4,3,16:03,タピスタ,長崎,1,3,琉球
36,2021-03-21,4,4,14:03,ＮＤスタ,栃木,2,1,山形
37,2021-03-21,4,5,14:03,サンアル,千葉,1,0,松本
38,2021-03-21,4,6,14:03,サンガＳ,磐田,4,3,京都
39,2021-03-21,4,7,14:03,ニンスタ,甲府,1,0,愛媛
40,2021-03-21,4,8,14:03,ミクスタ,秋田,1,1,北九州
41,2021-03-21,4,9,16:03,Ｋｓスタ,町田,0,3,水戸
42,2021-03-21,4,10,16:03,みらスタ,岡山,0,0,山口
43,2021-03-21,4,11,16:03,ギオンス,大宮,1,2,相模原
44,2021-03-27,5,1,14:03,ＮＡＣＫ,長崎,0,4,大宮
45,2021-03-27,5,2,14:03,ＪＩＴス,町田,1,0,甲府
46,2021-03-27,5,3,14:03,デンカＳ,東京Ｖ,0,7,新潟
47,2021-03-27,5,4,14:03,エコパ,山口,2,1,磐田
48,2021-03-27,5,5,14:03,フクアリ,琉球,2,1,千葉
49,2021-03-28,5,6,13:03,ソユスタ,京都,0,1,秋田
50,2021-03-28,5,7,14:03,ＮＤスタ,岡山,1,0,山形
51,2021-03-28,5,8,14:03,Ｋｓスタ,松本,0,3,水戸
