,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2009/03/07,1,1,13:03,レベスタ,福岡,0,0,富山,スカパースカチャン／ｅ２スカチャン,9102
1,2009/03/07,1,2,14:04,鳴門大塚,徳島,0,0,東京Ｖ,スカパースカチャン／ｅ２スカチャン／ＮＨＫ徳島,9334
2,2009/03/08,1,3,13:03,栃木グ,栃木,0,1,岐阜,スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）,5523
3,2009/03/08,1,4,13:06,熊本,熊本,1,2,草津,スカパースカチャン／ｅ２スカチャン／ＮＨＫ熊本,7013
4,2009/03/08,1,5,13:09,岡山,岡山,0,0,甲府,スカパースカチャン／ｅ２スカチャン／ＮＨＫ岡山／ＮＨＫ甲府,10525
5,2009/03/08,1,6,13:30,ニンスタ,愛媛,3,1,水戸,スカパースカチャン／ｅ２スカチャン／ＮＨＫ松山,4018
6,2009/03/08,1,7,14:03,札幌ド,札幌,0,1,仙台,スカパースカチャン／ｅ２スカチャン／ＮＨＫ札幌／ＮＨＫ仙台,21908
7,2009/03/08,1,8,16:03,平塚,湘南,2,1,横浜FC,スカパースカチャン／ｅ２スカチャン／ｔｖｋ（録）,8221
8,2009/03/08,1,9,16:05,長居,Ｃ大阪,4,1,鳥栖,スカパースカチャン／ｅ２スカチャン,8234
0,2009/03/14,2,1,13:04,笠松,水戸,1,0,徳島,スカパースカチャン／ｅ２スカチャン／ＮＨＫ水戸＊,2057
1,2009/03/14,2,2,14:03,ニッパ球,横浜FC,1,2,熊本,スカパースカチャン／ｅ２スカチャン,5431
2,2009/03/15,2,3,13:03,栃木グ,栃木,0,1,湘南,スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）,5093
3,2009/03/15,2,4,13:04,富山,富山,1,2,愛媛,スカパースカチャン／ｅ２スカチャン／ＮＨＫ富山,5214
4,2009/03/15,2,5,13:04,長良川,岐阜,0,1,甲府,スカパースカチャン／ｅ２スカチャン／ＮＨＫ岐阜,6803
5,2009/03/15,2,6,13:04,ベアスタ,鳥栖,1,2,札幌,スカパースカチャン／ｅ２スカチャン／ＮＨＫ佐賀,6572
6,2009/03/15,2,7,16:03,味スタ,東京Ｖ,1,2,Ｃ大阪,スカパースカチャン／ｅ２スカチャン／日本テレビ（録）,9378
7,2009/03/15,2,8,16:03,岡山,岡山,0,0,仙台,スカパースカチャン／ｅ２スカチャン,6455
8,2009/03/15,2,9,16:04,正田スタ,草津,3,2,福岡,スカパースカチャン／ｅ２スカチャン／群馬テレビ（録）,4782
0,2009/03/21,3,1,13:04,鳴門大塚,徳島,3,0,熊本,スカパースカチャン／ｅ２スカチャン,3181
1,2009/03/21,3,2,13:05,宮城ス,仙台,1,0,鳥栖,スカパースカチャン／ｅ２スカチャン,16372
2,2009/03/21,3,3,16:03,平塚,湘南,2,1,岡山,スカパースカチャン／ｅ２スカチャン,4948
3,2009/03/21,3,4,16:04,ニンスタ,愛媛,3,0,岐阜,スカパースカチャン／ｅ２スカチャン,3048
4,2009/03/22,3,5,13:03,レベスタ,福岡,1,2,水戸,スカパースカチャン／ｅ２スカチャン,6111
5,2009/03/22,3,6,13:04,長居,Ｃ大阪,1,0,栃木,スカパースカチャン／ｅ２スカチャン,5815
6,2009/03/22,3,7,14:03,小瀬,甲府,2,1,札幌,スカパースカチャン／ｅ２スカチャン／ＮＨＫ甲府,11252
7,2009/03/22,3,8,16:03,味スタ,東京Ｖ,1,0,富山,スカパースカチャン／ｅ２スカチャン,3826
8,2009/03/22,3,9,16:05,正田スタ,草津,3,2,横浜FC,スカパースカチャン／ｅ２スカチャン／群馬テレビ（録）,7297
0,2009/03/25,4,1,19:03,国立,栃木,0,2,福岡,スカパースカチャン／ｅ２スカチャン（録）,2020
1,2009/03/25,4,2,19:03,ニッパ球,横浜FC,0,0,富山,スカパースカチャン／ｅ２スカチャン,1967
2,2009/03/25,4,3,19:03,長良川,岐阜,1,0,草津,スカパースカチャン／ｅ２スカチャン（録）,2332
3,2009/03/25,4,4,19:03,熊本,熊本,1,1,愛媛,スカパースカチャン／ｅ２スカチャン（録）,3531
4,2009/03/25,4,5,19:04,札幌ド,札幌,0,1,湘南,スカパースカチャン／ｅ２スカチャンＨＤ,10786
5,2009/03/25,4,6,19:04,笠松,水戸,2,0,東京Ｖ,スカパースカチャン／ｅ２スカチャン（録）,1206
6,2009/03/25,4,7,19:04,長居,Ｃ大阪,2,1,徳島,スカパースカチャン／ｅ２スカチャン（録）,4837
7,2009/03/25,4,8,19:04,ベアスタ,鳥栖,0,0,岡山,スカパースカチャン／ｅ２スカチャン,4239
8,2009/03/25,4,9,19:06,宮城ス,仙台,0,1,甲府,スカパースカチャン／ｅ２スカチャン,7154
0,2009/03/29,5,1,12:04,岡山,岡山,1,1,札幌,スカパースカチャン／ｅ２スカチャン／岡山放送,5435
1,2009/03/29,5,2,13:04,笠松,水戸,1,0,熊本,スカパースカチャン／ｅ２スカチャン,2037
2,2009/03/29,5,3,13:04,レベスタ,福岡,1,0,横浜FC,スカパースカチャン／ｅ２スカチャン,10229
3,2009/03/29,5,4,14:03,小瀬,甲府,0,1,鳥栖,スカパースカチャン／ｅ２スカチャン（録）／山梨放送,10108
4,2009/03/29,5,5,14:04,鳴門大塚,徳島,3,1,岐阜,スカパースカチャン／ｅ２スカチャン,2959
5,2009/03/29,5,6,14:04,ニンスタ,愛媛,0,1,Ｃ大阪,スカパースカチャン／ｅ２スカチャン（録）／あいテレビ,4540
6,2009/03/29,5,7,16:03,国立,東京Ｖ,1,0,栃木,スカパースカチャン／ｅ２スカチャン,4404
7,2009/03/29,5,8,16:03,平塚,湘南,1,0,仙台,スカパースカチャン／ｅ２スカチャン,6528
8,2009/03/29,5,9,16:04,富山,富山,1,0,草津,スカパースカチャン／ｅ２スカチャン,3379
0,2009/04/04,6,1,13:03,正田スタ,草津,2,2,水戸,スカパースカチャン／ｅ２スカチャン／群馬テレビ（録）,6144
1,2009/04/04,6,2,16:04,ベアスタ,鳥栖,4,3,湘南,スカパースカチャン／ｅ２スカチャン,3975
2,2009/04/05,6,3,13:03,栃木グ,栃木,1,0,岡山,スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）,4584
3,2009/04/05,6,4,13:03,ニッパ球,横浜FC,0,0,愛媛,スカパースカチャン／ｅ２スカチャン,3244
4,2009/04/05,6,5,13:03,熊本,熊本,4,0,札幌,スカパースカチャン／ｅ２スカチャン,4653
5,2009/04/05,6,6,13:04,富山,富山,0,1,徳島,スカパースカチャン／ｅ２スカチャン,2741
6,2009/04/05,6,7,16:03,味スタ,東京Ｖ,1,3,仙台,スカパースカチャン／ｅ２スカチャン／日本テレビ（録）,7166
