,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2000/04/12,-5,1,19:00,大宮,大宮,0,4,神戸,試合終了,1回戦第1戦,,,,,1,5016
1,2000/04/12,-5,2,19:00,小瀬,甲府,0,2,横浜FM,試合終了,1回戦第1戦,,,,,1,5013
2,2000/04/12,-5,3,19:00,新潟,新潟,0,1,京都,試合終了,1回戦第1戦,,,,,1,5011
3,2000/04/12,-5,4,19:00,長居２,Ｃ大阪,2,0,仙台,試合終了,1回戦第1戦,,,,,1,5009
4,2000/04/12,-5,5,19:00,鳥栖,鳥栖,0,1,Ｖ川崎,試合終了,1回戦第1戦,,,,,1,5010
5,2000/04/12,-5,6,19:01,等々力,川崎Ｆ,3,0,浦和,試合終了,1回戦第1戦,,,,,1,5008
6,2000/04/12,-5,7,19:01,大分,大分,2,2,市原,試合終了,1回戦第1戦,,,,,1,5015
7,2000/04/12,-5,8,19:02,山形県,山形,0,3,広島,試合終了,1回戦第1戦,,,,,1,5014
8,2000/04/12,-5,9,19:03,平塚,湘南,2,3,福岡,試合終了,1回戦第1戦,,,,,1,5012
9,2000/04/19,-5,10,19:03,万博,Ｇ大阪,2,1,札幌,試合終了,1回戦第1戦,,,,,1,5017
10,2000/06/07,-5,11,19:00,草薙陸,清水,4,1,水戸,試合終了,1回戦第1戦,,,,,1,5018
0,2000/04/19,-5,7,19:00,市原,市原,3,1,大分,試合終了,1回戦第2戦,,,,,2,5026
1,2000/04/19,-5,5,19:00,等々力,Ｖ川崎,2,1,鳥栖,試合終了,1回戦第2戦,,,,,2,5021
2,2000/04/19,-5,1,19:00,神戸ユ,神戸,2,0,大宮,試合終了,1回戦第2戦,,,,,2,5027
3,2000/04/19,-5,8,19:00,広島ス,広島,0,1,山形,試合終了,1回戦第2戦,,,,,2,5025
4,2000/04/19,-5,9,19:00,博多球,福岡,0,0,湘南,試合終了,1回戦第2戦,,,,,2,5023
5,2000/04/19,-5,4,19:01,仙台,仙台,0,1,Ｃ大阪,試合終了,1回戦第2戦,,,,,2,5020
6,2000/04/19,-5,2,19:01,三ツ沢,横浜FM,5,1,甲府,試合終了,1回戦第2戦,,,,,2,5024
7,2000/04/19,-5,3,19:01,西京極,京都,3,1,新潟,試合終了,1回戦第2戦,,,,,2,5022
8,2000/04/19,-5,6,19:03,駒場,浦和,2,1,川崎Ｆ,試合終了,1回戦第2戦,,,,,2,5019
9,2000/05/24,-5,10,19:03,札幌,札幌,0,1,Ｇ大阪,試合終了,1回戦第2戦,,,,,2,5028
10,2000/06/14,-5,11,19:00,栃木,水戸,1,3,清水,試合終了,1回戦第2戦,,,,,2,5029
0,2000/06/28,-4,1,19:03,三ツ沢,横浜FM,4,1,広島,試合終了,2回戦第1戦,,,,,1,5030
1,2000/07/05,-4,2,19:00,市原,市原,1,1,名古屋,試合終了,2回戦第1戦,,,,,1,5035
2,2000/07/05,-4,3,19:00,万博,Ｇ大阪,0,1,磐田,試合終了,2回戦第1戦,,,,,1,5037
3,2000/07/05,-4,4,19:00,長居,Ｃ大阪,0,1,Ｖ川崎,試合終了,2回戦第1戦,,,,,1,5032
4,2000/07/05,-4,5,19:01,神戸ユ,神戸,2,0,清水,試合終了,2回戦第1戦,,,,,1,5036
5,2000/07/05,-4,6,19:02,博多球,福岡,1,1,鹿島,試合終了,2回戦第1戦,,,,,1,5034
6,2000/07/05,-4,7,19:03,等々力,川崎Ｆ,1,0,柏,試合終了,2回戦第1戦,,,,,1,5031
7,2000/07/05,-4,8,19:04,西京極,京都,1,1,Ｆ東京,試合終了,2回戦第1戦,,,,,1,5033
0,2000/07/05,-4,1,19:00,広島ス,広島,1,0,横浜FM,試合終了,2回戦第2戦,,,,,2,5038
1,2000/07/12,-4,6,19:00,カシマ,鹿島,3,2,福岡,試合終了,2回戦第2戦,,,1,0,2,5042
2,2000/07/12,-4,5,19:00,草薙陸,清水,4,0,神戸,試合終了,2回戦第2戦,,,,,2,5044
3,2000/07/12,-4,3,19:00,磐田,磐田,1,2,Ｇ大阪,試合終了,2回戦第2戦,3,2,0,0,2,5045
4,2000/07/12,-4,7,19:01,柏,柏,1,1,川崎Ｆ,試合終了,2回戦第2戦,,,0,1,2,5039
5,2000/07/12,-4,4,19:01,等々力,Ｖ川崎,1,0,Ｃ大阪,試合終了,2回戦第2戦,,,,,2,5040
6,2000/07/12,-4,8,19:03,江戸川,Ｆ東京,0,1,京都,試合終了,2回戦第2戦,,,,,2,5041
7,2000/07/12,-4,2,19:04,瑞穂陸,名古屋,2,1,市原,試合終了,2回戦第2戦,,,,,2,5043
0,2000/08/30,-3,1,19:00,草薙陸,清水,4,6,名古屋,試合終了,準々決勝第1戦,,,,,1,5049
1,2000/08/30,-3,2,19:00,磐田,磐田,1,1,京都,試合終了,準々決勝第1戦,,,,,1,5047
2,2000/08/30,-3,3,19:01,山形県,横浜FM,1,2,鹿島,試合終了,準々決勝第1戦,,,,,1,5048
3,2000/08/30,-3,4,19:03,等々力,Ｖ川崎,0,0,川崎Ｆ,試合終了,準々決勝第1戦,,,,,1,5046
0,2000/09/06,-3,1,19:00,瑞穂陸,名古屋,0,0,清水,試合終了,準々決勝第2戦,,,,,2,5053
1,2000/09/06,-3,2,19:00,西京極,京都,2,1,磐田,試合終了,準々決勝第2戦,,,1,0,2,5051
2,2000/09/06,-3,4,19:03,等々力,川崎Ｆ,2,0,Ｖ川崎,試合終了,準々決勝第2戦,,,,,2,5050
3,2000/09/06,-3,3,19:04,カシマ,鹿島,1,1,横浜FM,試合終了,準々決勝第2戦,,,,,2,5052
0,2000/10/11,-2,1,19:00,瑞穂球,名古屋,1,3,鹿島,試合終了,準決勝第1戦,,,,,1,5055
1,2000/10/11,-2,2,19:04,西京極,京都,0,2,川崎Ｆ,試合終了,準決勝第1戦,,,,,1,5054
0,2000/10/18,-2,1,19:04,仙台,鹿島,3,2,名古屋,試合終了,準決勝第2戦,,,,,2,5057
1,2000/10/18,-2,2,19:04,国立,川崎Ｆ,1,2,京都,試合終了,準決勝第2戦,,,1,0,2,5056
0,2000/11/04,-1,1,14:32,国立,川崎Ｆ,0,2,鹿島,試合終了,決勝,,,,,,5058
