,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2003/03/15,1,1,14:01,小瀬,甲府,1,1,鳥栖,山梨放送／スカイパーフェクＴＶ！（録）,4640
1,2003/03/15,1,2,14:03,札幌ド,札幌,1,3,横浜FC,ＮＨＫ札幌／Ｊスカイスポーツ,23590
2,2003/03/15,1,3,14:05,広島ビ,広島,2,2,川崎Ｆ,ＮＨＫ広島／スカイパーフェクＴＶ！,12426
3,2003/03/15,1,4,15:02,平塚,湘南,2,0,山形,Ｊスカイスポーツ（録）,8276
4,2003/03/15,1,5,15:05,博多球,福岡,1,2,水戸,ＮＨＫ福岡／スカイパーフェクＴＶ！（録）,11475
5,2003/03/16,1,6,14:05,埼玉,大宮,1,4,新潟,スカイパーフェクＴＶ！／テレビ埼玉（録）,20686
0,2003/03/21,2,1,14:02,水戸,水戸,1,0,甲府,スカイパーフェクＴＶ！（録）,3324
1,2003/03/22,2,2,13:05,新潟陸,新潟,4,0,福岡,新潟放送／スカイパーフェクＴＶ！,15089
2,2003/03/22,2,3,14:01,三ツ沢,横浜FC,0,1,大宮,Ｊスカイスポーツ（録）,4542
3,2003/03/22,2,4,14:04,山形県,山形,2,3,札幌,スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）,5875
4,2003/03/22,2,5,16:04,等々力,川崎Ｆ,2,1,湘南,スカイパーフェクＴＶ！,7357
5,2003/03/23,2,6,13:01,鳥栖,鳥栖,3,4,広島,スカイパーフェクＴＶ！（録）,5303
0,2003/03/29,3,1,14:00,小瀬,甲府,1,0,湘南,スカイパーフェクＴＶ！（録）,4274
1,2003/03/29,3,2,14:00,博多球,福岡,0,2,川崎Ｆ,Ｊスカイスポーツ（録）,4269
2,2003/03/29,3,3,14:01,大宮,大宮,1,0,鳥栖,スカイパーフェクＴＶ！（録）,3790
3,2003/03/29,3,4,14:04,札幌ド,札幌,2,4,水戸,札幌テレビ／スカイパーフェクＴＶ！,13198
4,2003/03/29,3,5,14:04,三ツ沢,横浜FC,1,0,新潟,スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）,5922
5,2003/03/29,3,6,14:04,広島ス,広島,2,1,山形,スカイパーフェクＴＶ！,5654
0,2003/04/05,4,1,14:01,山形県,山形,1,1,横浜FC,ＮＨＫ山形／Ｊスカイスポーツ（録）,2886
1,2003/04/05,4,2,14:03,ひたちな,水戸,0,2,大宮,スカイパーフェクＴＶ！（録）,1337
2,2003/04/05,4,3,14:04,等々力,川崎Ｆ,1,1,甲府,スカイパーフェクＴＶ！,2438
3,2003/04/05,4,4,14:04,新潟陸,新潟,0,1,札幌,ＮＨＫ新潟／スカイパーフェクＴＶ！／ＮＨＫ札幌（録）／Ｊスカイスポーツ（録）,10674
4,2003/04/05,4,5,15:00,鳥栖,鳥栖,2,3,福岡,スカイパーフェクＴＶ！（録）,4511
5,2003/04/05,4,6,15:04,平塚,湘南,0,1,広島,スカイパーフェクＴＶ！,3065
0,2003/04/09,5,1,18:59,博多球,福岡,3,2,横浜FC,Ｊスカイスポーツ（録）,3448
1,2003/04/09,5,2,19:00,等々力,川崎Ｆ,5,1,山形,スカイパーフェクＴＶ！（録）,3658
2,2003/04/09,5,3,19:00,平塚,湘南,2,1,鳥栖,スカイパーフェクＴＶ！（録）,2772
3,2003/04/09,5,4,19:04,大宮,大宮,1,1,札幌,Ｊスカイスポーツ,3106
