,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2022/05/21,-7,13:00,札幌厚別,札幌大学,山梨学院大学PEGASUS,試合終了,1,１回戦,1,0,,,1,,,
1,2022/05/21,-7,13:00,栃木グ,ヴェルフェ矢板,長井クラブ,試合終了,2,１回戦,7,0,,,2,,,
2,2022/05/21,-7,13:00,サンアル,松本山雅ＦＣ,北陸大学,試合終了,3,１回戦,3,2,,,3,,,
3,2022/05/21,-7,12:00,ニンスタ,FC今治,沖縄ＳＶ,試合終了,4,１回戦,1,4,,,4,,,
4,2022/05/22,-7,13:00,アース群馬サ,上武大学,富士大学,試合終了,5,１回戦,0,1,,,10,,,
5,2022/05/22,-7,13:00,白波スタ,鹿児島ユナイテッドＦＣ,北九州,試合終了,6,１回戦,3,1,,,11,,,
6,2022/05/22,-7,13:00,プラスタ,ヴァンラーレ八戸,新潟医療福祉大学,試合終了,7,１回戦,0,1,,,12,,,
7,2022/05/21,-7,13:00,長良川球,岐阜,中京大学,試合終了,8,１回戦,3,2,,,5,,,
8,2022/05/22,-7,13:00,長崎市,MD長崎,ＦＣ神楽しまね,試合終了,9,１回戦,1,2,,,13,,,
9,2022/05/22,-7,13:00,福井ﾃｸﾉ,福井ユナイテッドＦＣ,同志社大学,試合終了,10,１回戦,0,1,,,14,,,
10,2022/05/21,-7,13:00,紀三井寺,アルテリーヴォ和歌山,関西大学,試合終了,11,１回戦,2,4,,,6,,,
11,2022/05/22,-7,13:00,ロートＦ,奈良クラブ,Honda FC,試合終了,12,１回戦,0,1,,,15,0,1,
12,2022/05/22,-7,13:00,三交鈴鹿,鈴鹿ポイントゲッターズ,Cento Cuore HARIMA,試合終了,13,１回戦,3,0,,,16,,,
13,2022/05/22,-7,15:00,ピカスタ,高松大学,周南公立大学,試合終了,14,１回戦,0,3,,,17,,,
14,2022/05/22,-7,13:00,駅スタ,Brew KASHIMA,高知ユナイテッドＳＣ,試合終了,15,１回戦,0,2,,,18,,,
15,2022/05/22,-7,13:00,Ａｘｉｓ,ガイナーレ鳥取,ヴェルスパ大分,試合終了,16,１回戦,0,4,,,19,,,
16,2022/05/22,-7,13:00,レモンＳ,桐蔭横浜大学,立正大学,試合終了,17,１回戦,1,0,,,20,,,
17,2022/05/22,-7,13:00,東近江,MIOびわこ滋賀,環太平洋大学,試合終了,18,１回戦,1,2,,,21,0,1,
18,2022/05/22,-7,13:00,高岡,富山,藤枝,試合終了,19,１回戦,1,0,,,22,,,
19,2022/05/22,-7,13:00,ひたちなか,筑波大学,ブリオベッカ浦安,試合終了,20,１回戦,2,2,5,3,23,1,1,
20,2022/05/22,-7,13:00,Eスタ,福山シティＦＣ,ＦＣ徳島,試合終了,21,１回戦,3,2,,,24,,,
21,2022/05/21,-7,13:00,とうスタ,福島,ノースアジア大学,試合終了,22,１回戦,7,1,,,7,,,
22,2022/05/21,-7,13:00,ユニスタ,ホンダロックＳＣ,マリーゴールド熊本,試合終了,23,１回戦,3,0,,,8,,,
23,2022/05/21,-7,13:00,めぐみA,ソニー仙台ＦＣ,東京国際大学FC,試合終了,24,１回戦,3,1,,,9,,,
24,2022/06/01,-6,18:00,等々力,川崎Ｆ,札幌大学,試合終了,25,２回戦,5,0,,,1,,,
25,2022/06/01,-6,19:00,味スタ,東京Ｖ,秋田,試合終了,26,２回戦,2,1,,,2,,,
26,2022/06/01,-6,18:00,レモンＳ,湘南,ヴェルフェ矢板,試合終了,27,２回戦,3,0,,,3,,,
27,2022/06/01,-6,19:00,ヤマハ,磐田,松本山雅ＦＣ,試合終了,28,２回戦,5,2,,,4,,,
28,2022/06/01,-6,19:00,ベススタ,福岡,沖縄ＳＶ,試合終了,29,２回戦,3,0,,,5,,,
29,2022/06/01,-6,19:00,Gスタ,町田,盛岡,試合終了,30,２回戦,1,3,,,6,,,
30,2022/06/08,-6,19:00,味スタ,FC東京,富士大学,試合終了,31,２回戦,2,0,,,30,,,
31,2022/06/01,-6,19:00,トラスタ,V・ファーレン長崎,鹿児島ユナイテッドＦＣ,試合終了,32,２回戦,1,0,,,7,,,
32,2022/06/01,-6,19:00,カシマ,鹿島,新潟医療福祉大学,試合終了,33,２回戦,2,1,,,8,,,
33,2022/06/01,-6,19:00,タピスタ,ＦＣ琉球,大宮アルディージャ,試合終了,34,２回戦,1,4,,,9,,,
34,2022/06/01,-6,19:00,パナスタ,Ｇ大阪,岐阜,試合終了,35,２回戦,4,2,,,10,2,0,
35,2022/06/01,-6,19:00,昭和電ド,大分,ＦＣ神楽しまね,試合終了,36,２回戦,3,0,,,11,,,
36,2022/06/01,-6,19:00,ﾊﾟﾛ瑞穂ﾗ,名古屋,同志社大学,試合終了,37,２回戦,2,0,,,12,,,
37,2022/06/01,-6,19:00,フクアリ,千葉,金沢,試合終了,38,２回戦,1,2,,,13,,,
38,2022/06/01,-6,19:00,ヨドコウ,Ｃ大阪,関西大学,試合終了,39,２回戦,3,1,,,14,,,
39,2022/06/01,-6,19:00,ユアスタ,仙台,Honda FC,試合終了,40,２回戦,2,1,,,15,,,
40,2022/06/01,-6,19:00,ニッパツ,横浜FM,鈴鹿ポイントゲッターズ,試合終了,41,２回戦,3,0,,,16,,,
41,2022/06/01,-6,19:00,Cスタ,岡山,栃木ＳＣ,試合終了,42,２回戦,0,1,,,17,,,
42,2022/06/01,-6,19:00,アイスタ,清水,周南公立大学,試合終了,43,２回戦,8,0,,,18,,,
43,2022/06/01,-6,19:00,たけびし,京都サンガF.C.,高知ユナイテッドＳＣ,試合終了,44,２回戦,3,1,,,19,2,0,
44,2022/06/01,-6,19:00,駅スタ,鳥栖,ヴェルスパ大分,試合終了,45,２回戦,1,0,,,20,,,
45,2022/06/01,-6,19:00,デンカS,新潟,熊本,試合終了,46,２回戦,1,4,,,21,,,
46,2022/06/08,-6,18:00,札幌厚別,札幌,桐蔭横浜大学,試合終了,47,２回戦,4,3,,,31,1,0,
47,2022/06/01,-6,18:00,JITス,甲府,環太平洋大学,試合終了,48,２回戦,5,1,,,22,,,
48,2022/06/01,-6,18:00,ノエスタ,神戸,富山,試合終了,49,２回戦,3,2,,,23,,,
49,2022/06/01,-6,19:00,Ksスタ,水戸,山口,試合終了,50,２回戦,1,2,,,24,0,1,
50,2022/06/01,-6,19:00,三協F柏,柏,筑波大学,試合終了,51,２回戦,1,0,,,25,,,
51,2022/06/01,-6,19:00,鳴門大塚,徳島,福山シティＦＣ,試合終了,52,２回戦,2,1,,,26,,,
52,2022/06/01,-6,19:00,浦和駒場,浦和,福島,試合終了,53,２回戦,1,0,,,27,,,
53,2022/06/01,-6,19:00,NDスタ,山形,ザスパクサツ群馬,試合終了,54,２回戦,1,3,,,28,,,
54,2022/06/01,-6,18:30,福山,広島,ホンダロックＳＣ,試合終了,55,２回戦,2,0,,,29,,,
55,2022/06/08,-6,19:00,ニッパツ,横浜FC,ソニー仙台ＦＣ,試合終了,56,２回戦,3,3,3,1,32,1,1,
56,2022/06/22,-5,19:00,等々力,川崎Ｆ,東京Ｖ,試合終了,57,３回戦,0,1,,,1,,,
57,2022/06/22,-5,18:30,レモンＳ,湘南,磐田,試合終了,58,３回戦,0,1,,,2,,,
58,2022/06/22,-5,18:30,いわスタ,福岡,盛岡,試合終了,59,３回戦,3,1,,,3,,,
59,2022/06/22,-5,19:00,トラスタ,FC東京,V・ファーレン長崎,試合終了,60,３回戦,2,3,,,4,0,1,
60,2022/06/22,-5,19:00,ＮＡＣＫ,鹿島,大宮アルディージャ,試合終了,61,３回戦,3,0,,,5,,,
61,2022/06/22,-5,19:00,昭和電ド,Ｇ大阪,大分,試合終了,62,３回戦,3,1,,,6,,,
62,2022/06/22,-5,19:00,石川西部,名古屋,金沢,試合終了,63,３回戦,1,0,,,7,,,
63,2022/06/22,-5,19:00,ユアスタ,Ｃ大阪,仙台,試合終了,64,３回戦,3,2,,,8,,,
64,2022/06/22,-5,19:00,カンセキＳ,横浜FM,栃木ＳＣ,試合終了,65,３回戦,0,2,,,9,,,
65,2022/06/22,-5,19:00,アイスタ,清水,京都サンガF.C.,試合終了,66,３回戦,0,1,,,10,,,
66,2022/06/22,-5,19:00,えがおＳ,鳥栖,熊本,試合終了,67,３回戦,3,2,,,11,,,
67,2022/06/22,-5,18:00,JITス,札幌,甲府,試合終了,68,３回戦,1,2,,,12,,,
68,2022/06/22,-5,19:00,みらスタ,神戸,山口,試合終了,69,３回戦,2,1,,,13,,,
69,2022/06/22,-5,19:00,鳴門大塚,柏,徳島,試合終了,70,３回戦,2,1,,,14,,,
70,2022/06/22,-5,19:00,正田スタ,浦和,ザスパクサツ群馬,試合終了,71,３回戦,0,1,,,15,,,
71,2022/06/22,-5,19:00,ニッパツ,広島,横浜FC,試合終了,72,３回戦,5,0,,,16,,,
72,2022/07/20,-4,19:00,味スタ,東京Ｖ,磐田,試合終了,73,ラウンド16,2,1,,,8,1,0,
73,2022/07/13,-4,19:00,トラスタ,福岡,V・ファーレン長崎,試合終了,74,ラウンド16,2,0,,,1,,,
