,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2021/02/26,1,1,18:04,等々力,川崎Ｆ,2,0,横浜FM,ＤＡＺＮ,4868
1,2021/02/27,1,2,14:00,埼玉,浦和,1,1,FC東京,ＤＡＺＮ／ＮＨＫ総合,4943
2,2021/02/27,1,3,14:00,札幌ド,札幌,5,1,横浜FC,ＤＡＺＮ／ＮＨＫ札幌,11897
3,2021/02/27,1,4,14:03,昭和電ド,大分,1,1,徳島,ＤＡＺＮ／ＮＨＫ大分／ＮＨＫ徳島／ＮＨＫ松山／ＮＨＫ高知／ＮＨＫ高松,7012
4,2021/02/27,1,5,14:03,Ｅスタ,広島,1,1,仙台,ＤＡＺＮ／ＮＨＫ広島／ＮＨＫ仙台,8820
5,2021/02/27,1,6,15:03,カシマ,鹿島,1,3,清水,ＤＡＺＮ,9312
6,2021/02/27,1,7,15:03,レモンＳ,湘南,0,1,鳥栖,ＤＡＺＮ,4721
7,2021/02/27,1,8,16:03,ヤンマー,Ｃ大阪,2,0,柏,ＤＡＺＮ,4481
8,2021/02/27,1,9,17:03,ノエスタ,神戸,1,0,Ｇ大阪,ＤＡＺＮ,4636
9,2021/02/28,1,10,13:05,ベススタ,福岡,1,2,名古屋,ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ名古屋,4991
0,2021/03/06,2,1,14:03,アイスタ,清水,2,2,福岡,ＤＡＺＮ／テレビ静岡,9063
1,2021/03/06,2,2,14:03,味スタ,FC東京,3,2,Ｃ大阪,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,4768
2,2021/03/06,2,3,14:03,鳴門大塚,徳島,1,1,神戸,ＤＡＺＮ／ＮＨＫ徳島,7454
3,2021/03/06,2,4,14:04,ユアスタ,仙台,1,5,川崎Ｆ,ＤＡＺＮ／仙台放送／ＮＨＫ　ＢＳ１,9005
4,2021/03/06,2,5,15:03,ニッパツ,横浜FC,1,2,大分,ＤＡＺＮ,4422
5,2021/03/06,2,6,15:03,駅スタ,鳥栖,2,0,浦和,ＤＡＺＮ,7452
6,2021/03/06,2,7,16:03,三協Ｆ柏,柏,2,1,湘南,ＤＡＺＮ,3898
7,2021/03/06,2,8,16:03,豊田ス,名古屋,1,0,札幌,ＤＡＺＮ,9846
8,2021/03/07,2,9,13:03,日産ス,横浜FM,3,3,広島,ＤＡＺＮ,4906
9,2021/07/24,2,10,19:03,パナスタ,Ｇ大阪,0,1,鹿島,ＤＡＺＮ,4961
0,2021/03/10,3,1,18:01,三協Ｆ柏,柏,0,1,名古屋,ＤＡＺＮ／ＮＨＫ　ＢＳ１,2877
1,2021/03/10,3,2,18:03,埼玉,浦和,2,0,横浜FC,ＤＡＺＮ,4524
2,2021/03/10,3,3,18:03,味スタ,FC東京,2,3,神戸,ＤＡＺＮ,4707
3,2021/03/10,3,4,18:03,ベススタ,福岡,1,3,横浜FM,ＤＡＺＮ／ＲＫＢ毎日放送,4607
4,2021/03/10,3,5,19:03,Ｅスタ,広島,2,1,札幌,ＤＡＺＮ,3821
5,2021/03/10,3,6,19:03,カシマ,鹿島,3,1,湘南,ＤＡＺＮ,4546
6,2021/03/10,3,7,19:03,ヤンマー,Ｃ大阪,2,1,清水,ＤＡＺＮ,6063
7,2021/03/10,3,8,19:03,等々力,川崎Ｆ,2,0,徳島,ＤＡＺＮ,4853
8,2021/03/10,3,9,19:04,駅スタ,鳥栖,5,0,仙台,ＤＡＺＮ,4604
9,2021/07/27,3,10,19:03,パナスタ,Ｇ大阪,2,1,大分,ＤＡＺＮ,4205
0,2021/03/13,4,1,14:01,鳴門大塚,徳島,1,2,福岡,ＤＡＺＮ／ＮＨＫ　ＢＳ１,4203
1,2021/03/13,4,2,16:00,ニッパツ,横浜FC,1,4,Ｃ大阪,ＤＡＺＮ,2857
2,2021/03/13,4,3,16:03,カシマ,鹿島,1,1,広島,ＤＡＺＮ,6829
3,2021/03/13,4,4,16:03,レモンＳ,湘南,3,1,仙台,ＤＡＺＮ,3642
4,2021/03/13,4,5,17:33,等々力,川崎Ｆ,1,0,柏,ＤＡＺＮ,4744
5,2021/03/13,4,6,18:03,ノエスタ,神戸,0,1,名古屋,ＤＡＺＮ,8934
6,2021/03/14,4,7,13:03,日産ス,横浜FM,3,0,浦和,ＤＡＺＮ,4864
7,2021/03/14,4,8,14:03,アイスタ,清水,0,0,鳥栖,ＤＡＺＮ／静岡放送,7715
8,2021/03/14,4,9,15:03,昭和電ド,大分,1,1,FC東京,ＤＡＺＮ,9590
9,2021/07/30,4,10,18:03,札幌厚別,札幌,0,2,Ｇ大阪,ＤＡＺＮ,3845
0,2021/03/17,5,1,18:01,味スタ,FC東京,3,2,湘南,ＤＡＺＮ／ＮＨＫ　ＢＳ１,4133
1,2021/03/17,5,2,18:03,ベススタ,福岡,1,0,鹿島,ＤＡＺＮ,4510
2,2021/03/17,5,3,18:04,埼玉,浦和,0,0,札幌,ＤＡＺＮ／テレ玉,4571
3,2021/03/17,5,4,19:03,ニッパツ,横浜FM,1,0,徳島,ＤＡＺＮ,4787
4,2021/03/17,5,5,19:03,豊田ス,名古屋,3,0,横浜FC,ＤＡＺＮ,8457
5,2021/03/17,5,6,19:03,駅スタ,鳥栖,2,0,柏,ＤＡＺＮ,5119
6,2021/03/17,5,7,19:03,ヤンマー,Ｃ大阪,1,0,大分,ＤＡＺＮ,5230
7,2021/03/17,5,8,19:03,Ｅスタ,広島,1,0,清水,ＤＡＺＮ,4145
8,2021/03/17,5,9,19:03,ノエスタ,神戸,1,1,川崎Ｆ,ＤＡＺＮ,7446
9,2021/08/03,5,10,19:03,ユアスタ,仙台,0,1,Ｇ大阪,ＤＡＺＮ,4940
0,2021/03/20,6,1,14:03,札幌ド,札幌,3,4,神戸,ＤＡＺＮ,9512
1,2021/03/21,6,2,13:03,味スタ,FC東京,2,1,仙台,ＤＡＺＮ,4402
2,2021/03/21,6,3,14:03,駅スタ,鳥栖,0,0,福岡,ＤＡＺＮ／ＮＨＫ佐賀／ＮＨＫ福岡,9631
3,2021/03/21,6,4,14:03,鳴門大塚,徳島,2,1,横浜FC,ＤＡＺＮ,5180
4,2021/03/21,6,5,14:03,昭和電ド,大分,1,3,広島,ＤＡＺＮ,6231
5,2021/03/21,6,6,15:01,レモンＳ,湘南,0,0,Ｃ大阪,ＤＡＺＮ／ＮＨＫ　ＢＳ１,3585
6,2021/03/21,6,7,15:04,埼玉,浦和,0,5,川崎Ｆ,ＤＡＺＮ／テレ玉,4679
7,2021/03/21,6,8,16:03,カシマ,鹿島,0,1,名古屋,ＤＡＺＮ,7809
8,2021/03/21,6,9,16:03,三協Ｆ柏,柏,1,2,清水,ＤＡＺＮ,3236
9,2021/08/06,6,10,19:03,パナスタ,Ｇ大阪,2,3,横浜FM,ＤＡＺＮ,4459
0,2021/04/02,7,1,19:03,ヤンマー,Ｃ大阪,1,0,鳥栖,ＤＡＺＮ,7014
1,2021/04/03,7,2,13:03,日産ス,横浜FM,1,1,湘南,ＤＡＺＮ,9152
2,2021/04/03,7,3,14:03,Ｅスタ,広島,0,0,Ｇ大阪,ＤＡＺＮ,8665
3,2021/04/03,7,4,14:03,豊田ス,名古屋,0,0,FC東京,ＤＡＺＮ,15035
4,2021/04/03,7,5,14:03,ユアスタ,仙台,0,2,神戸,ＤＡＺＮ,4619
5,2021/04/03,7,6,14:03,ベススタ,福岡,1,2,札幌,ＤＡＺＮ,4432
6,2021/04/03,7,7,15:04,埼玉,浦和,2,1,鹿島,ＤＡＺＮ／テレ玉,9975
7,2021/04/03,7,8,17:03,ニッパツ,横浜FC,1,1,柏,ＤＡＺＮ,3941
8,2021/04/03,7,9,19:01,等々力,川崎Ｆ,2,0,大分,ＤＡＺＮ／ＮＨＫ　ＢＳ１,9810
9,2021/04/04,7,10,14:03,アイスタ,清水,0,3,徳島,ＤＡＺＮ,7464
0,2021/04/06,8,1,19:03,日産ス,横浜FM,1,0,Ｃ大阪,ＤＡＺＮ,7980
1,2021/04/07,8,2,19:01,カシマ,鹿島,2,1,柏,ＤＡＺＮ／ＮＨＫ　ＢＳ１,4550
2,2021/04/07,8,3,19:02,アイスタ,清水,0,2,浦和,ＤＡＺＮ,5548
3,2021/04/07,8,4,19:03,等々力,川崎Ｆ,1,0,鳥栖,ＤＡＺＮ,9173
4,2021/04/07,8,5,19:03,ニッパツ,横浜FC,0,3,広島,ＤＡＺＮ,1899
5,2021/04/07,8,6,19:03,レモンＳ,湘南,0,0,名古屋,ＤＡＺＮ,5285
6,2021/04/07,8,7,19:03,パナスタ,Ｇ大阪,0,0,福岡,ＤＡＺＮ,5604
7,2021/04/07,8,8,19:03,ノエスタ,神戸,1,0,大分,ＤＡＺＮ,5180
8,2021/04/07,8,9,19:03,鳴門大塚,徳島,1,0,仙台,ＤＡＺＮ,3515
9,2021/04/07,8,10,19:03,味スタ,FC東京,2,1,札幌,ＤＡＺＮ,6236
0,2021/04/10,9,1,14:03,Ｅスタ,広島,0,1,湘南,ＤＡＺＮ,7085
1,2021/04/10,9,2,15:03,ヤンマー,Ｃ大阪,2,2,福岡,ＤＡＺＮ,4607
2,2021/04/11,9,3,13:08,札幌ド,札幌,2,2,鹿島,ＤＡＺＮ／ＮＨＫ札幌,10342
3,2021/04/11,9,4,14:03,味スタ,FC東京,2,4,川崎Ｆ,ＤＡＺＮ,17615
4,2021/04/11,9,5,14:04,ユアスタ,仙台,0,0,横浜FM,ＤＡＺＮ,4355
5,2021/04/11,9,6,15:03,昭和電ド,大分,0,3,名古屋,ＤＡＺＮ,5919
6,2021/04/11,9,7,15:03,駅スタ,鳥栖,3,0,横浜FC,ＤＡＺＮ,7334
7,2021/04/11,9,8,16:01,埼玉,浦和,1,0,徳島,ＤＡＺＮ／ＮＨＫ　ＢＳ１／テレ玉,9972
8,2021/04/11,9,9,17:03,三協Ｆ柏,柏,1,0,Ｇ大阪,ＤＡＺＮ,5555
9,2021/04/11,9,10,17:03,ノエスタ,神戸,1,1,清水,ＤＡＺＮ,8350
0,2021/04/16,10,1,19:03,札幌ド,札幌,1,3,横浜FM,ＤＡＺＮ,9222
1,2021/04/17,10,2,14:01,昭和電ド,大分,0,1,柏,ＤＡＺＮ／ＮＨＫ　ＢＳ１,5237
2,2021/04/17,10,3,14:03,鳴門大塚,徳島,0,1,鹿島,ＤＡＺＮ,5748
3,2021/04/17,10,4,14:03,ニッパツ,横浜FC,2,2,仙台,ＤＡＺＮ,2997
4,2021/04/17,10,5,14:03,ベススタ,福岡,1,0,FC東京,ＤＡＺＮ,4981
5,2021/04/17,10,6,15:03,レモンＳ,湘南,0,0,神戸,ＤＡＺＮ,4796
6,2021/04/18,10,7,14:03,等々力,川崎Ｆ,1,1,広島,ＤＡＺＮ,9720
7,2021/04/18,10,8,15:03,ヤンマー,Ｃ大阪,1,0,浦和,ＤＡＺＮ,4672
8,2021/04/18,10,9,15:03,豊田ス,名古屋,1,2,鳥栖,ＤＡＺＮ,9552
