,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status
53,2022/03/05,12,3,14:03,熊谷スポーツ文化公園陸上競技場,浦和,2,0,千葉L,試合終了
54,2022/03/05,12,4,14:03,味の素フィールド西が丘,東京NB,4,0,AC長野,試合終了
55,2022/03/06,12,5,13:03,NACK5スタジアム大宮,大宮V,0,0,N相模原,試合終了
56,2022/03/12,13,1,13:03,フクダ電子アリーナ,千葉L,0,1,I神戸,試合終了
57,2022/03/12,13,2,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,2,2,大宮V,試合終了
58,2022/03/12,13,3,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,0,2,東京NB,試合終了
59,2022/03/13,13,4,13:03,相模原ギオンスタジアム,N相模原,2,2,浦和,試合終了
60,2022/03/13,13,5,13:03,長野Uスタジアム,AC長野,2,2,新潟L,試合終了
61,2022/03/19,14,1,13:03,ノエビアスタジアム神戸,I神戸,1,0,マイ仙台,試合終了
62,2022/03/19,14,2,14:03,味の素フィールド西が丘,東京NB,4,3,N相模原,試合終了
63,2022/03/20,14,3,14:03,デンカビッグスワンスタジアム,新潟L,1,1,大宮V,試合終了
64,2022/03/21,14,4,13:03,フクダ電子アリーナ,千葉L,1,0,S広島R,試合終了
65,2022/03/21,14,5,14:03,熊谷スポーツ文化公園陸上競技場,浦和,3,2,EL埼玉,試合終了
66,2022/03/26,15,1,15:04,正田醤油スタジアム群馬,EL埼玉,0,1,新潟L,試合終了
67,2022/03/27,15,2,13:03,NACK5スタジアム大宮,大宮V,0,1,東京NB,試合終了
68,2022/03/27,15,3,13:06,ユアテックスタジアム仙台,マイ仙台,2,0,AC長野,試合終了
69,2022/03/27,15,4,14:03,相模原ギオンスタジアム,N相模原,0,3,千葉L,試合終了
70,2022/03/27,15,5,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,0,1,浦和,試合終了
71,2022/04/02,16,1,13:03,ゼットエーオリプリスタジアム,千葉L,2,0,マイ仙台,試合終了
72,2022/04/03,16,2,13:03,味の素フィールド西が丘,東京NB,1,3,I神戸,試合終了
73,2022/04/03,16,3,13:03,長野Uスタジアム,AC長野,0,0,EL埼玉,試合終了
74,2022/04/03,16,4,14:03,浦和駒場スタジアム,浦和,1,2,大宮V,試合終了
75,2022/04/03,16,5,14:03,デンカビッグスワンスタジアム,新潟L,1,2,N相模原,試合終了
76,2022/04/16,17,1,13:03,ノエビアスタジアム神戸,I神戸,1,0,AC長野,試合終了
77,2022/04/16,17,2,14:03,相模原ギオンスタジアム,N相模原,0,2,S広島R,試合終了
78,2022/04/17,17,3,13:03,NACK5スタジアム大宮,大宮V,1,1,千葉L,試合終了
79,2022/04/17,17,4,13:04,味の素フィールド西が丘,マイ仙台,0,1,新潟L,試合終了
80,2022/04/17,17,5,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,0,東京NB,試合終了
81,2022/04/23,18,1,13:03,長野Uスタジアム,AC長野,2,3,浦和,試合終了
82,2022/04/23,18,2,18:03,味の素スタジアム,東京NB,2,3,千葉L,試合終了
83,2022/04/24,18,3,13:03,ユアテックスタジアム仙台,マイ仙台,1,0,EL埼玉,試合終了
84,2022/04/24,18,4,14:03,デンカビッグスワンスタジアム,新潟L,0,1,I神戸,試合終了
85,2022/04/24,18,5,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,3,0,大宮V,試合終了
86,2022/04/29,19,1,13:03,ゼットエーオリプリスタジアム,千葉L,0,0,AC長野,試合終了
87,2022/04/29,19,2,13:03,ノエビアスタジアム神戸,I神戸,3,2,S広島R,試合終了
88,2022/04/29,19,3,14:03,浦和駒場スタジアム,浦和,2,0,新潟L,試合終了
89,2022/04/30,19,4,13:03,NACK5スタジアム大宮,大宮V,0,1,マイ仙台,試合終了
90,2022/05/01,19,5,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,1,N相模原,試合終了
91,2022/05/03,11,2,14:03,新潟市陸上競技場,新潟L,2,4,浦和,試合終了
92,2022/05/04,11,3,14:03,相模原ギオンスタジアム,N相模原,0,2,東京NB,試合終了
93,2022/05/04,11,4,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,1,0,I神戸,試合終了
94,2022/05/04,11,5,15:03,長野Uスタジアム,AC長野,1,0,マイ仙台,試合終了
95,2022/05/07,20,1,13:04,ユアテックスタジアム仙台,マイ仙台,2,3,浦和,試合終了
96,2022/05/07,20,2,15:03,長野Uスタジアム,AC長野,1,0,大宮V,試合終了
97,2022/05/08,20,3,14:03,相模原ギオンスタジアム,N相模原,0,3,I神戸,試合終了
98,2022/05/08,20,4,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,4,0,EL埼玉,試合終了
99,2022/05/08,20,5,18:33,デンカビッグスワンスタジアム,新潟L,0,0,東京NB,試合終了
100,2022/05/14,21,1,14:03,長野Uスタジアム,AC長野,1,1,N相模原,試合終了
101,2022/05/14,21,2,16:03,MUFGスタジアム,I神戸,0,1,浦和,試合終了
102,2022/05/15,21,3,14:03,味の素フィールド西が丘,東京NB,2,1,マイ仙台,試合終了
103,2022/05/15,21,4,14:03,デンカビッグスワンスタジアム,新潟L,2,2,S広島R,試合終了
104,2022/05/15,21,5,15:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,4,千葉L,試合終了
105,2022/05/22,22,1,13:03,浦和駒場スタジアム,浦和,2,2,東京NB,試合終了
106,2022/05/22,22,2,13:03,NACK5スタジアム大宮,大宮V,2,5,I神戸,試合終了
107,2022/05/22,22,3,13:03,フクダ電子アリーナ,千葉L,1,1,新潟L,試合終了
108,2022/05/22,22,4,13:03,相模原ギオンスタジアム,N相模原,1,2,マイ仙台,試合終了
109,2022/05/22,22,5,13:05,サンフレッチェビレッジ 広島第一球技場,S広島R,1,0,AC長野,試合終了
