,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2021/05/22,-7,13:00,長野Ｕ,ＡＣ長野パルセイロ,新潟医療福祉大学ＦＣ,試合終了,1,１回戦,3,1,,,1,2,0,
1,2021/05/23,-7,13:00,広島一球,福山シティＦＣ,松江シティＦＣ,試合終了,2,１回戦,2,1,,,12,,,
2,2021/05/23,-7,13:00,いわスタ,盛岡,大山サッカークラブ,試合終了,3,１回戦,13,0,,,13,,,
3,2021/05/22,-7,13:00,紀三井寺,アルテリーヴォ和歌山,おこしやす京都ＡＣ,試合終了,4,１回戦,3,3,4,5,2,0,0,
4,2021/05/22,-7,15:00,みらスタ,山口,ヴェルスパ大分,試合終了,5,１回戦,1,1,2,4,3,0,0,
5,2021/05/22,-7,13:00,長良川球,ＦＣ岐阜,Ｈｏｎｄａ ＦＣ,試合終了,6,１回戦,0,2,,,4,,,
6,2021/05/23,-7,13:00,ソユスタ,秋田,北海道十勝スカイアース,試合終了,7,１回戦,1,1,8,9,14,0,0,
7,2021/05/23,-7,13:00,Ａxis,ガイナーレ鳥取,ＦＣ徳島,試合終了,8,１回戦,4,1,,,15,,,
8,2021/05/22,-7,11:00,えがおＳ,熊本,日本文理大学,試合終了,9,１回戦,3,0,,,5,,,
9,2021/05/23,-7,13:00,OSAKO,鹿児島ユナイテッドＦＣ,ＭＤ長崎,試合終了,10,１回戦,4,0,,,16,,,
10,2021/05/22,-7,13:00,ひたちなか,流通経済大学,Ｙ.Ｓ.Ｃ.Ｃ.横浜,試合終了,11,１回戦,2,3,,,6,,,
11,2021/05/22,-7,13:00,いわきGF,いわき,ソニー仙台ＦＣ,試合終了,12,１回戦,2,2,2,4,7,1,1,
12,2021/05/23,-7,13:00,ベススタ,福岡大学,沖縄ＳＶ,試合終了,13,１回戦,1,3,,,17,0,2,
13,2021/05/23,-7,13:00,東近江,びわこ成蹊スポーツ大学,関西学院大学,試合終了,14,１回戦,0,2,,,18,,,
14,2021/05/23,-7,13:00,プラスタ,ヴァンラーレ八戸,猿田興業,試合終了,15,１回戦,13,0,,,19,,,
