,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round
0,2027/04/17,97,1,,,未定,,,未定,ＶＳ,準々決勝
1,2027/04/17,97,2,,,未定,,,未定,ＶＳ,準々決勝
2,2027/04/24,98,1,,,未定,,,未定,ＶＳ,準決勝
3,2027/04/24,98,2,,,未定,,,未定,ＶＳ,準決勝
4,2027/05/05,99,1,,,未定,,,未定,ＶＳ,決勝
