,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2019/05/26,-7,13:00,ソユスタ,秋田,明治大学,試合終了,1,１回戦,0,3,,,10,,,
1,2019/05/25,-7,13:00,延岡西階,ホンダロックSC,ＦＣ徳島,試合終了,2,１回戦,5,1,,,1,,,
2,2019/05/25,-7,13:00,栃木グ,栃木シティＦＣ,ヴァンラーレ八戸,試合終了,3,１回戦,0,2,,,2,,,
3,2019/05/26,-7,13:00,佐久,AC長野パルセイロ,新潟医療福祉大学,試合終了,4,１回戦,1,0,,,11,,,
4,2019/05/25,-7,13:00,島根サ,松江シティＦＣ,讃岐,試合終了,5,１回戦,2,2,2,4,3,,,
5,2019/05/26,-7,13:00,フクアリ,ブリオベッカ浦安,法政大学,試合終了,6,１回戦,0,1,,,12,,,
6,2019/05/25,-7,13:00,福井テクノ,福井ユナイテッドFC,Honda FC,試合終了,7,１回戦,2,4,,,4,,,
7,2019/05/26,-7,13:00,三交鈴鹿,ヴィアティン三重,関西学院大学,試合終了,8,１回戦,3,2,,,13,1,0,
8,2019/05/26,-7,13:00,長崎市,MD長崎,高知,試合終了,9,１回戦,0,1,,,14,,,
9,2019/05/26,-7,13:00,札幌厚別,北海道教育大学岩見沢校,流通経済大学,試合終了,10,１回戦,0,2,,,15,,,
10,2019/05/26,-7,13:00,ならでん,奈良クラブ,立命館大学,試合終了,11,１回戦,1,2,,,16,,,
11,2019/05/25,-7,13:00,とうスタ,いわきFC,仙台大学,試合終了,12,１回戦,2,3,,,5,,,
12,2019/05/26,-7,13:00,夢スタ,松山大学,沖縄SV,試合終了,13,１回戦,0,2,,,17,,,
13,2019/05/26,-7,13:05,コカ広島ス,ＳＲＣ広島,鹿屋体育大学,試合終了,14,１回戦,1,2,,,18,,,
14,2019/05/26,-7,13:00,とりスタ,ガイナーレ鳥取,環太平洋大学,試合終了,15,１回戦,2,2,4,3,19,,,
15,2019/05/25,-7,13:00,紀三井寺,アルテリーヴォ和歌山,佐賀LIXIL FC,試合終了,16,１回戦,3,0,,,6,,,
16,2019/05/26,-7,13:00,ミクスタ,北九州,徳山大学,試合終了,17,１回戦,6,0,,,20,,,
