,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2023/03/08,1,1,19:03,ニッパツ,横浜FM,1,0,磐田,試合終了,第1節第1日,,,,,,29311
1,2023/03/08,1,2,19:04,駅スタ,鳥栖,0,0,札幌,試合終了,第1節第1日,,,,,,29312
2,2023/03/08,1,3,19:03,アイスタ,清水,3,2,川崎Ｆ,試合終了,第1節第1日,,,,,,29324
3,2023/03/08,1,4,19:04,レモンＳ,湘南,0,0,浦和,試合終了,第1節第1日,,,,,,29323
4,2023/03/08,1,5,19:03,ノエスタ,神戸,0,2,名古屋,試合終了,第1節第1日,,,,,,29335
5,2023/03/08,1,6,19:03,Ｅスタ,広島,3,1,横浜FC,試合終了,第1節第1日,,,,,,29336
6,2023/03/08,1,7,19:03,三協Ｆ柏,柏,1,1,鹿島,試合終了,第1節第1日,,,,,,29347
7,2023/03/08,1,8,19:03,ベススタ,福岡,1,0,新潟,試合終了,第1節第1日,,,,,,29348
8,2023/03/08,1,9,19:03,ヨドコウ,Ｃ大阪,1,0,FC東京,試合終了,第1節第1日,,,,,,29360
9,2023/03/08,1,10,19:03,サンガＳ,京都,1,3,Ｇ大阪,試合終了,第1節第1日,,,,,,29359
0,2023/03/25,2,1,14:03,ヤマハ,磐田,2,3,札幌,試合終了,第2節第1日,,,,,,29313
1,2023/03/26,2,3,15:03,浦和駒場,浦和,1,1,清水,試合終了,第2節第1日,,,,,,29325
2,2023/03/26,2,4,15:03,等々力,川崎Ｆ,0,0,湘南,試合終了,第2節第1日,,,,,,29326
3,2023/03/26,2,5,14:03,Ｅスタ,広島,1,2,名古屋,試合終了,第2節第1日,,,,,,29338
4,2023/03/26,2,6,14:03,ニッパツ,横浜FC,0,1,神戸,試合終了,第2節第1日,,,,,,29337
5,2023/03/26,2,7,14:03,デンカＳ,新潟,1,0,鹿島,試合終了,第2節第1日,,,,,,29349
6,2023/03/26,2,8,15:03,ベススタ,福岡,3,3,柏,試合終了,第2節第1日,,,,,,29350
7,2023/03/26,2,9,15:03,味スタ,FC東京,5,0,京都,試合終了,第2節第1日,,,,,,29361
8,2023/03/26,2,10,15:03,パナスタ,Ｇ大阪,1,1,Ｃ大阪,試合終了,第2節第1日,,,,,,29362
0,2023/03/26,2,2,15:04,駅スタ,鳥栖,0,2,横浜FM,試合終了,第2節第2日,,,,,,29314
0,2023/04/05,3,1,19:03,ヤマハ,磐田,1,2,鳥栖,試合終了,第3節第1日,,,,,,29316
1,2023/04/05,3,2,19:03,ニッパツ,横浜FM,2,1,札幌,試合終了,第3節第1日,,,,,,29315
2,2023/04/05,3,3,19:03,等々力,川崎Ｆ,0,0,浦和,試合終了,第3節第1日,,,,,,29327
3,2023/04/05,3,4,19:03,レモンＳ,湘南,3,0,清水,試合終了,第3節第1日,,,,,,29328
4,2023/04/05,3,5,19:03,ノエスタ,神戸,0,5,広島,試合終了,第3節第1日,,,,,,29339
5,2023/04/05,3,6,19:33,豊田ス,名古屋,3,2,横浜FC,試合終了,第3節第1日,,,,,,29340
6,2023/04/05,3,7,19:03,カシマ,鹿島,1,0,福岡,試合終了,第3節第1日,,,,,,29351
7,2023/04/05,3,8,19:04,デンカＳ,新潟,2,0,柏,試合終了,第3節第1日,,,,,,29352
8,2023/04/05,3,9,19:03,サンガＳ,京都,4,0,Ｃ大阪,試合終了,第3節第1日,,,,,,29363
9,2023/04/05,3,10,19:03,パナスタ,Ｇ大阪,3,0,FC東京,試合終了,第3節第1日,,,,,,29364
0,2023/04/19,4,1,19:03,ヤマハ,磐田,0,1,横浜FM,試合終了,第4節第1日,,,,,,29318
1,2023/04/19,4,2,19:03,札幌ド,札幌,4,1,鳥栖,試合終了,第4節第1日,,,,,,29317
2,2023/04/19,4,3,19:03,等々力,川崎Ｆ,6,0,清水,試合終了,第4節第1日,,,,,,29329
3,2023/04/19,4,4,19:33,埼玉,浦和,1,1,湘南,試合終了,第4節第1日,,,,,,29330
4,2023/04/19,4,5,19:03,ニッパツ,横浜FC,0,2,名古屋,試合終了,第4節第1日,,,,,,29341
5,2023/04/19,4,6,19:03,Ｅスタ,広島,2,1,神戸,試合終了,第4節第1日,,,,,,29342
6,2023/04/19,4,7,19:03,三協Ｆ柏,柏,3,2,新潟,試合終了,第4節第1日,,,,,,29353
7,2023/04/19,4,8,19:03,ベススタ,福岡,2,1,鹿島,試合終了,第4節第1日,,,,,,29354
8,2023/04/19,4,9,19:03,ヨドコウ,Ｃ大阪,0,2,京都,試合終了,第4節第1日,,,,,,29366
9,2023/04/19,4,10,19:03,味スタ,FC東京,1,0,Ｇ大阪,試合終了,第4節第1日,,,,,,29365
0,2023/05/24,5,1,19:03,札幌ド,札幌,3,2,横浜FM,試合終了,第5節第1日,,,,,,29319
1,2023/05/24,5,2,19:04,駅スタ,鳥栖,0,2,磐田,試合終了,第5節第1日,,,,,,29320
2,2023/05/24,5,3,19:03,アイスタ,清水,3,2,湘南,試合終了,第5節第1日,,,,,,29331
3,2023/05/24,5,4,19:33,埼玉,浦和,2,1,川崎Ｆ,試合終了,第5節第1日,,,,,,29332
4,2023/05/24,5,5,19:03,ニッパツ,横浜FC,1,0,広島,試合終了,第5節第1日,,,,,,29343
5,2023/05/24,5,6,19:33,豊田ス,名古屋,0,1,神戸,試合終了,第5節第1日,,,,,,29344
6,2023/05/24,5,7,19:03,デンカＳ,新潟,1,2,福岡,試合終了,第5節第1日,,,,,,29356
7,2023/05/24,5,8,19:10,カシマ,鹿島,1,0,柏,試合終了,第5節第1日,,,,,,29355
8,2023/05/24,5,9,19:03,パナスタ,Ｇ大阪,0,1,京都,試合終了,第5節第1日,,,,,,29368
9,2023/05/24,5,10,19:03,味スタ,FC東京,0,0,Ｃ大阪,試合終了,第5節第1日,,,,,,29367
0,2023/06/18,6,1,18:03,札幌ド,札幌,2,3,磐田,試合終了,第6節第1日,,,,,,29321
1,2023/06/18,6,2,18:03,ニッパツ,横浜FM,6,1,鳥栖,試合終了,第6節第1日,,,,,,29322
2,2023/06/18,6,3,18:03,アイスタ,清水,1,1,浦和,試合終了,第6節第1日,,,,,,29334
3,2023/06/18,6,4,18:03,レモンＳ,湘南,2,3,川崎Ｆ,試合終了,第6節第1日,,,,,,29333
4,2023/06/18,6,5,18:03,豊田ス,名古屋,2,1,広島,試合終了,第6節第1日,,,,,,29345
5,2023/06/18,6,6,18:03,ノエスタ,神戸,1,3,横浜FC,試合終了,第6節第1日,,,,,,29346
6,2023/06/18,6,7,18:03,三協Ｆ柏,柏,0,1,福岡,試合終了,第6節第1日,,,,,,29358
7,2023/06/18,6,8,18:03,カシマ,鹿島,2,0,新潟,試合終了,第6節第1日,,,,,,29357
8,2023/06/18,6,9,18:03,ヨドコウ,Ｃ大阪,0,1,Ｇ大阪,試合終了,第6節第1日,,,,,,29370
9,2023/06/18,6,10,18:03,サンガＳ,京都,1,3,FC東京,試合終了,第6節第1日,,,,,,29369
0,2023/09/06,-3,1,19:03,味スタ,FC東京,1,0,福岡,試合終了,準々決勝,,,,,1,29423
1,2023/09/06,-3,2,19:03,札幌ド,札幌,3,2,横浜FM,試合終了,準々決勝,,,,,1,29425
2,2023/09/06,-3,3,19:03,パナスタ,Ｇ大阪,0,1,浦和,試合終了,準々決勝,,,,,1,29424
3,2023/09/06,-3,4,19:33,豊田ス,名古屋,1,1,鹿島,試合終了,準々決勝,,,,,1,29422
0,2023/09/10,-3,4,18:03,カシマ,鹿島,1,2,名古屋,試合終了,準々決勝,,,0,1,2,29426
1,2023/09/10,-3,2,18:03,ニッパツ,横浜FM,3,0,札幌,試合終了,準々決勝,,,,,2,29429
2,2023/09/10,-3,1,19:03,ベススタ,福岡,2,0,FC東京,試合終了,準々決勝,,,,,2,29427
