,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2014/07/05,-7,13:00,レベスタ,福岡大学,高知大学,試合終了,1,１回戦,2,1,,,1,,,
1,2014/07/05,-7,15:00,金鳥スタ,FC大阪,金沢,試合終了,2,１回戦,0,5,,,2,,,
2,2014/07/05,-7,13:00,鳴門大塚,徳島市立高校,鹿児島,試合終了,3,１回戦,1,7,,,3,,,
3,2014/07/06,-7,13:00,秋田球,秋田,さいたまSC,試合終了,4,１回戦,7,1,,,11,,,
4,2014/07/05,-7,13:00,東近江,びわこ成蹊スポーツ大学,岐阜経済大学,試合終了,5,１回戦,7,0,,,4,,,
5,2014/07/26,-7,13:00,札幌厚別,クラブフィールズノルブリッツ北海道,tonan前橋サテライト,試合終了,6,１回戦,1,2,,,24,,,
6,2014/07/05,-7,13:00,鈴鹿,ヴィアティン桑名,京都産業大学,試合終了,7,１回戦,2,1,,,5,0,0,
7,2014/07/05,-7,13:00,奈良橿原,奈良クラブ,福島,試合終了,8,１回戦,3,1,,,6,,,
8,2014/07/05,-7,13:00,紀三井寺,アルテリーヴォ和歌山,藤枝,試合終了,9,１回戦,2,4,,,7,0,0,
9,2014/07/05,-7,15:00,ひたちなか,筑波大学,ソニー仙台FC,試合終了,10,１回戦,1,2,,,8,,,
10,2014/07/06,-7,13:00,佐賀,佐賀大学,徳山大学,試合終了,11,１回戦,0,1,,,12,,,
11,2014/07/06,-7,14:00,松江,デッツォーラ島根,ヴェルスパ大分,試合終了,12,１回戦,0,5,,,13,,,
12,2014/07/06,-7,13:00,長崎県立,三菱重工長崎SC,ホンダロックSC,試合終了,13,１回戦,1,2,,,14,,,
13,2014/07/05,-7,13:00,中銀スタ,山梨学院大学附属高校,明治大学,試合終了,14,１回戦,0,2,,,9,,,
14,2014/07/05,-7,13:00,栃木市,栃木ウーヴァFC,関西学院大学,試合終了,15,１回戦,1,2,,,10,,,
15,2014/07/06,-7,13:00,岩瀬,富山新庄クラブ,サウルコス福井,試合終了,16,１回戦,0,7,,,15,,,
16,2014/07/06,-7,13:00,愛媛球,FC今治,ファジアーノ岡山ネクスト,試合終了,17,１回戦,1,2,,,16,,,
17,2014/07/06,-7,15:00,松本球,AC長野パルセイロ,JAPANサッカーカレッジ,試合終了,18,１回戦,2,0,,,17,,,
