,match_date,section_no,start_time,stadium,home_team,away_team,status,matchNumber,home_goal,away_goal,extraTime,match_index_in_section,group
0,2022-06-18,1,15:00,埼玉スタジアム第3,浦和レッドダイヤモンズユース,流通経済大学付属柏高校 B,試合終了,1,2,0,False,1,
1,2022-04-03,1,14:00,カシマスタジアム,鹿島アントラーズユース,鹿島学園高校,試合終了,2,4,1,False,2,
2,2022-05-15,1,11:00,昌平高校グラウンド,昌平高校,西武台高校,試合終了,3,0,0,False,3,
3,2022-04-03,1,16:00,三菱養和会 巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,帝京高校,試合終了,4,0,2,False,4,
4,2022-04-03,1,14:00,矢板中央高校東泉グラウンド,矢板中央高校,東京ヴェルディユース,試合終了,5,0,1,False,5,
5,2022-04-10,2,14:00,ヴェルディグラウンド,東京ヴェルディユース,三菱養和サッカークラブユース,試合終了,6,2,1,False,1,
6,2022-04-09,2,11:00,昌平高校グラウンド,昌平高校,帝京高校,試合終了,7,3,0,False,2,
7,2022-04-09,2,15:00,西武台高校第2グラウンド,西武台高校,浦和レッドダイヤモンズユース,試合終了,8,1,2,False,3,
8,2022-04-10,2,11:00,龍ケ崎市陸上競技場 流通経済大学龍ケ崎フィールド（たつのこフィールド）,流通経済大学付属柏高校 B,鹿島アントラーズユース,試合終了,9,0,0,False,4,
9,2022-04-09,2,11:00,鹿島学園高校グラウンド,鹿島学園高校,矢板中央高校,試合終了,10,0,2,False,5,
10,2022-04-17,3,11:00,駒場スタジアム,浦和レッドダイヤモンズユース,帝京高校,試合終了,11,4,1,False,1,
11,2022-04-16,3,14:00,カシマスタジアム サブグラウンド,鹿島アントラーズユース,西武台高校,試合終了,12,2,2,False,2,
12,2022-07-16,3,16:00,昌平高校グラウンド,昌平高校,東京ヴェルディユース,試合終了,13,0,2,False,3,
13,2022-04-17,3,15:30,三菱養和会 調布グラウンド,三菱養和サッカークラブユース,矢板中央高校,試合終了,14,0,0,False,4,
14,2022-05-14,3,13:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,鹿島学園高校,試合終了,15,2,1,False,5,
15,2022-05-22,4,13:00,矢板中央高校東泉グラウンド,矢板中央高校,昌平高校,試合終了,16,1,3,False,1,
16,2022-04-24,4,14:00,ヴェルディグラウンド,東京ヴェルディユース,浦和レッドダイヤモンズユース,試合終了,17,2,1,False,2,
17,2022-07-17,4,17:00,帝京大学グループ千住総合G,帝京高校,鹿島アントラーズユース,,18,,,False,3,
18,2022-04-24,4,11:00,西武台高校第2グラウンド,西武台高校,流通経済大学付属柏高校 B,試合終了,19,1,2,False,4,
19,2022-07-16,4,16:00,鹿島学園高校グラウンド,鹿島学園高校,三菱養和サッカークラブユース,,20,,,False,5,
20,2022-05-29,5,11:00,昌平高校グラウンド,昌平高校,鹿島学園高校,試合終了,21,2,2,False,1,
21,2022-05-01,5,16:00,三菱養和会 巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,浦和レッドダイヤモンズユース,試合終了,22,1,0,False,2,
22,2022-04-30,5,13:00,矢板中央高校東泉グラウンド,矢板中央高校,鹿島アントラーズユース,試合終了,23,3,1,False,3,
23,2022-04-29,5,15:00,ヴェルディグラウンド,東京ヴェルディユース,流通経済大学付属柏高校 B,,24,,,False,4,
24,2022-04-29,5,11:00,西武台高校第2グラウンド,西武台高校,帝京高校,試合終了,25,0,2,False,5,
25,2022-05-08,6,11:00,駒場スタジアム,浦和レッドダイヤモンズユース,矢板中央高校,試合終了,26,1,3,False,1,
26,2022-05-08,6,14:00,カシマスタジアム サブグラウンド,鹿島アントラーズユース,東京ヴェルディユース,試合終了,27,3,2,False,2,
27,2022-05-07,6,16:30,三菱養和会 巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,昌平高校,試合終了,28,0,1,False,3,
28,2022-05-08,6,14:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,帝京高校,試合終了,29,0,2,False,4,
29,2022-05-07,6,11:00,鹿島学園高校グラウンド,鹿島学園高校,西武台高校,試合終了,30,2,1,False,5,
30,2022-06-26,7,16:00,カシマスタジアム サブグラウンド,鹿島アントラーズユース,三菱養和サッカークラブユース,試合終了,31,3,1,False,1,
31,2022-06-25,7,16:00,昌平高校グラウンド,昌平高校,浦和レッドダイヤモンズユース,試合終了,32,3,2,False,2,
32,2022-06-25,7,16:00,帝京大学グループ千住総合G,帝京高校,鹿島学園高校,試合終了,33,5,0,False,3,
33,2022-06-26,7,16:00,西武台高校第2グラウンド,西武台高校,東京ヴェルディユース,試合終了,34,2,2,False,4,
34,2022-06-26,7,16:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,矢板中央高校,試合終了,35,2,0,False,5,
35,2022-07-03,8,15:30,駒場スタジアム,浦和レッドダイヤモンズユース,鹿島学園高校,試合終了,36,2,1,False,1,
36,2022-07-03,8,16:00,昌平高校グラウンド,昌平高校,鹿島アントラーズユース,試合終了,37,2,1,False,2,
37,2022-07-03,8,16:00,三菱養和会 調布グラウンド,三菱養和サッカークラブユース,流通経済大学付属柏高校 B,試合終了,38,2,0,False,3,
38,2022-07-03,8,10:00,矢板中央高校東泉グラウンド,矢板中央高校,西武台高校,試合終了,39,3,0,False,4,
39,2022-07-03,8,18:00,ヴェルディグラウンド,東京ヴェルディユース,帝京高校,試合終了,40,1,3,False,5,
40,2022-07-09,9,16:00,カシマスタジアム サブグラウンド,鹿島アントラーズユース,浦和レッドダイヤモンズユース,試合終了,41,3,3,False,1,
41,2022-07-09,9,16:00,帝京大学グループ千住総合G,帝京高校,矢板中央高校,試合終了,42,5,3,False,2,
42,2022-07-09,9,16:00,西武台高校第2グラウンド,西武台高校,三菱養和サッカークラブユース,試合終了,43,2,0,False,3,
43,2022-07-10,9,10:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,昌平高校,試合終了,44,0,3,False,4,
44,2022-07-09,9,10:00,鹿島学園高校グラウンド,鹿島学園高校,東京ヴェルディユース,試合終了,45,1,0,False,5,
45,2022-09-04,10,16:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,浦和レッドダイヤモンズユース,,46,,,False,1,
46,2022-09-03,10,10:00,鹿島学園高校グラウンド,鹿島学園高校,鹿島アントラーズユース,,47,,,False,2,
47,2022-09-03,10,16:00,西武台高校第2グラウンド,西武台高校,昌平高校,,48,,,False,3,
48,2022-09-03,10,16:00,帝京大学グループ千住総合G,帝京高校,三菱養和サッカークラブユース,,49,,,False,4,
49,2022-09-04,10,16:00,ヴェルディグラウンド,東京ヴェルディユース,矢板中央高校,,50,,,False,5,
50,2022-09-10,11,16:30,三菱養和会 巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,東京ヴェルディユース,,51,,,False,1,
51,2022-09-10,11,16:00,帝京大学グループ千住総合G,帝京高校,昌平高校,,52,,,False,2,
52,未定,11,17:00,未定,浦和レッドダイヤモンズユース,西武台高校,,53,,,False,3,
53,2022-09-10,11,16:00,カシマスタジアム サブグラウンド,鹿島アントラーズユース,流通経済大学付属柏高校 B,,54,,,False,4,
54,2022-09-10,11,10:00,矢板中央高校東泉グラウンド,矢板中央高校,鹿島学園高校,,55,,,False,5,
55,2022-09-17,12,16:00,帝京大学グループ千住総合G,帝京高校,浦和レッドダイヤモンズユース,,56,,,False,1,
56,2022-09-17,12,16:00,西武台高校第2グラウンド,西武台高校,鹿島アントラーズユース,,57,,,False,2,
57,2022-09-18,12,15:00,ヴェルディグラウンド,東京ヴェルディユース,昌平高校,,58,,,False,3,
58,2022-09-18,12,10:00,矢板中央高校東泉グラウンド,矢板中央高校,三菱養和サッカークラブユース,,59,,,False,4,
59,2022-09-17,12,11:00,鹿島学園高校グラウンド,鹿島学園高校,流通経済大学付属柏高校 B,,60,,,False,5,
60,2022-09-25,13,14:00,昌平高校グラウンド,昌平高校,矢板中央高校,,61,,,False,1,
61,2022-09-24,13,16:00,埼玉スタジアム第2,浦和レッドダイヤモンズユース,東京ヴェルディユース,,62,,,False,2,
62,2022-09-25,13,14:00,アントラーズクラブハウスG,鹿島アントラーズユース,帝京高校,,63,,,False,3,
63,2022-09-25,13,11:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,西武台高校,,64,,,False,4,
64,2022-09-24,13,16:30,三菱養和会 調布グラウンド,三菱養和サッカークラブユース,鹿島学園高校,,65,,,False,5,
65,2022-10-01,14,11:00,鹿島学園高校グラウンド,鹿島学園高校,昌平高校,,66,,,False,1,
66,2022-10-01,14,15:00,埼玉スタジアム第2,浦和レッドダイヤモンズユース,三菱養和サッカークラブユース,,67,,,False,2,
67,2022-10-01,14,14:00,アントラーズクラブハウスG,鹿島アントラーズユース,矢板中央高校,,68,,,False,3,
68,2022-10-02,14,14:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,東京ヴェルディユース,,69,,,False,4,
69,2022-10-01,14,15:00,帝京大学グループ千住総合G,帝京高校,西武台高校,,70,,,False,5,
70,2022-10-08,15,14:00,矢板中央高校東泉グラウンド,矢板中央高校,浦和レッドダイヤモンズユース,,71,,,False,1,
71,2022-10-08,15,15:00,ヴェルディグラウンド,東京ヴェルディユース,鹿島アントラーズユース,,72,,,False,2,
72,2022-10-08,15,14:00,昌平高校グラウンド,昌平高校,三菱養和サッカークラブユース,,73,,,False,3,
73,2022-10-08,15,15:00,帝京大学グループ千住総合G,帝京高校,流通経済大学付属柏高校 B,,74,,,False,4,
74,2022-10-08,15,10:30,西武台高校第2グラウンド,西武台高校,鹿島学園高校,,75,,,False,5,
75,2022-11-20,16,16:00,三菱養和会 巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,鹿島アントラーズユース,,76,,,False,1,
76,未定,16,未定,未定,浦和レッドダイヤモンズユース,昌平高校,,77,,,False,2,
77,2022-11-20,16,11:00,鹿島学園高校グラウンド,鹿島学園高校,帝京高校,,78,,,False,3,
78,2022-11-20,16,15:00,ヴェルディグラウンド,東京ヴェルディユース,西武台高校,,79,,,False,4,
79,2022-11-20,16,13:00,矢板中央高校東泉グラウンド,矢板中央高校,流通経済大学付属柏高校 B,,80,,,False,5,
80,2022-11-26,17,11:00,鹿島学園高校グラウンド,鹿島学園高校,浦和レッドダイヤモンズユース,,81,,,False,1,
81,2022-11-27,17,14:00,カシマスタジアム,鹿島アントラーズユース,昌平高校,,82,,,False,2,
82,2022-11-27,17,13:00,流経大柏高校グラウンド,流通経済大学付属柏高校 B,三菱養和サッカークラブユース,,83,,,False,3,
83,2022-11-27,17,13:30,埼玉スタジアム第2,西武台高校,矢板中央高校,,84,,,False,4,
84,2022-11-27,17,16:00,帝京大学グループ千住総合G,帝京高校,東京ヴェルディユース,,85,,,False,5,
85,2022-12-04,18,13:30,未定,浦和レッドダイヤモンズユース,鹿島アントラーズユース,,86,,,False,1,
86,2022-12-04,18,13:30,矢板中央高校東泉グラウンド,矢板中央高校,帝京高校,,87,,,False,2,
87,2022-12-04,18,13:30,三菱養和会 巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,西武台高校,,88,,,False,3,
88,2022-12-04,18,13:30,昌平高校グラウンド,昌平高校,流通経済大学付属柏高校 B,,89,,,False,4,
89,2022-12-04,18,13:30,ヴェルディグラウンド,東京ヴェルディユース,鹿島学園高校,,90,,,False,5,
