,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,1999/08/06,1,1,19:05,横浜国,横浜FM,3,0,磐田,ＴＢＳ（全）,42798
1,1999/08/07,1,2,18:30,広島ス,広島,2,1,市原,スカイパーフェクＴＶ！（録）,6150
2,1999/08/07,1,3,18:33,平塚,平塚,4,2,名古屋,ディレクＴＶ,12085
3,1999/08/07,1,4,19:00,博多球,福岡,1,1,神戸,ディレクＴＶ（録）,14530
4,1999/08/07,1,5,19:03,日本平,清水,2,3,Ｃ大阪,Ｊ－ＳＰＯＲＴＳ,11262
5,1999/08/07,1,6,19:04,柏の葉,柏,2,1,鹿島,千葉テレビ／ＢＳ（録）,15697
6,1999/08/07,1,7,19:04,西京極,京都,2,1,浦和,ＫＢＳ京都,8652
7,1999/08/07,1,8,19:05,等々力,Ｖ川崎,1,0,Ｇ大阪,日本テレビ（録）／ＢＳ,7223
0,1999/08/14,2,1,18:00,神戸ユ,神戸,3,2,広島,ディレクＴＶ（録）,7226
1,1999/08/14,2,2,18:33,駒場,浦和,2,3,柏,テレビ埼玉,13329
2,1999/08/14,2,3,19:00,カシマ,鹿島,2,3,横浜FM,ＢＳ（録）,12980
3,1999/08/14,2,4,19:01,長居,Ｃ大阪,0,2,福岡,スカイパーフェクＴＶ！（録）,8253
4,1999/08/14,2,5,19:02,瑞穂陸,名古屋,0,3,京都,テレビ愛知,15119
5,1999/08/14,2,6,19:03,市原,市原,3,4,Ｖ川崎,千葉テレビ／ディレクＴＶ,4051
6,1999/08/14,2,7,19:03,万博,Ｇ大阪,2,1,平塚,Ｊ－ＳＰＯＲＴＳ,7210
7,1999/08/14,2,8,19:04,磐田,磐田,0,1,清水,静岡放送（録）／ＢＳ,17337
0,1999/08/18,3,1,19:00,長居,Ｃ大阪,3,2,磐田,毎日放送（録）,15439
1,1999/08/18,3,2,19:01,等々力,Ｖ川崎,2,3,神戸,日本テレビ（録）,4118
2,1999/08/18,3,3,19:03,横浜国,横浜FM,2,0,浦和,ＢＳ（録）／ディレクＴＶ,17916
3,1999/08/18,3,4,19:03,平塚,平塚,1,2,市原,スカイパーフェクＴＶ！（録）,5719
4,1999/08/18,3,5,19:03,日本平,清水,2,0,鹿島,静岡放送（録）／Ｊ－ＳＰＯＲＴＳ,14172
5,1999/08/18,3,6,19:04,西京極,京都,1,0,Ｇ大阪,ＫＢＳ京都,6026
6,1999/08/18,3,7,19:05,国立,柏,1,2,名古屋,ＢＳ（録）／千葉テレビ,13814
7,1999/10/02,3,8,15:03,広島ス,広島,2,0,福岡,ディレクＴＶ（生）,4013
0,1999/08/21,4,1,18:00,神戸ユ,神戸,2,2,平塚,スカイパーフェクＴＶ！（録）,6847
1,1999/08/21,4,2,18:33,広島ビ,広島,2,3,Ｖ川崎,Ｊ－ＳＰＯＲＴＳ,13461
2,1999/08/21,4,3,19:00,瑞穂球,名古屋,2,2,横浜FM,テレビ朝日（録）,12131
3,1999/08/21,4,4,19:00,万博,Ｇ大阪,1,0,柏,ディレクＴＶ（録）,10255
4,1999/08/21,4,5,19:02,博多球,福岡,0,2,磐田,ＢＳ（録）,19094
5,1999/08/21,4,6,19:03,カシマ,鹿島,1,2,Ｃ大阪,ディレクＴＶ,13390
6,1999/08/21,4,7,19:04,国立,浦和,0,3,清水,ＢＳ,28321
7,1999/08/21,4,8,19:04,市原,市原,2,1,京都,千葉テレビ,4673
0,1999/08/28,5,1,18:31,平塚,平塚,2,3,広島,ＢＳ（録）,5466
1,1999/08/28,5,2,19:02,等々力,Ｖ川崎,2,0,福岡,日本テレビ（録）,5038
2,1999/08/28,5,3,19:03,新潟,横浜FM,3,0,Ｇ大阪,テレビ新潟（録）,7759
3,1999/08/28,5,4,19:03,日本平,清水,4,3,名古屋,ディレクＴＶ,16115
4,1999/08/28,5,5,19:03,長居,Ｃ大阪,2,3,浦和,Ｊ－ＳＰＯＲＴＳ／テレビ大阪（録）,12718
5,1999/08/28,5,6,19:04,柏,柏,2,0,市原,千葉テレビ／ディレクＴＶ（録）,10188
6,1999/08/28,5,7,19:04,磐田,磐田,0,4,鹿島,ＢＳ（録）,17337
7,1999/08/28,5,8,19:05,西京極,京都,3,1,神戸,ＫＢＳ京都／ＢＳ／スカイパーフェクＴＶ！（録）,15075
0,1999/09/04,6,1,13:03,等々力,Ｖ川崎,2,1,平塚,日本テレビ（単）,4016
1,1999/09/04,6,2,16:03,国立,浦和,1,2,磐田,フジテレビ（全）,28650
2,1999/09/04,6,3,16:03,瑞穂陸,名古屋,3,2,Ｃ大阪,東海テレビ／ＢＳ,9853
3,1999/09/04,6,4,16:03,広島ス,広島,2,1,京都,テレビ新広島／スカイパーフェクＴＶ！（録）,7742
4,1999/09/04,6,5,16:04,万博,Ｇ大阪,1,0,清水,関西テレビ／ディレクＴＶ（録）,4639
5,1999/09/04,6,6,16:05,博多球,福岡,2,3,鹿島,テレビ西日本／ディレクＴＶ,15855
6,1999/09/04,6,7,18:03,神戸ユ,神戸,0,2,柏,ＢＳ（録）／Ｊ－ＳＰＯＲＴＳ,8967
7,1999/09/04,6,8,19:04,市原,市原,2,3,横浜FM,ＢＳ,6592
0,1999/09/11,7,1,14:01,カシマ,鹿島,2,1,浦和,ＮＨＫ総合,13227
1,1999/09/11,7,2,15:05,長居,Ｃ大阪,4,1,Ｇ大阪,ＢＳ,10901
2,1999/09/11,7,3,16:04,日本平,清水,2,1,市原,テレビ静岡,10453
3,1999/09/11,7,4,18:33,平塚,平塚,0,3,福岡,ディレクＴＶ（録）,4853
4,1999/09/11,7,5,19:00,柏,柏,0,4,広島,スカイパーフェクＴＶ！（録）,6757
5,1999/09/11,7,6,19:00,磐田,磐田,1,2,名古屋,ＢＳ（録）,14560
6,1999/09/11,7,7,19:03,横浜国,横浜FM,0,1,神戸,Ｊ－ＳＰＯＲＴＳ,11569
7,1999/09/11,7,8,19:03,鴨池,京都,1,0,Ｖ川崎,ＫＢＳ京都／ディレクＴＶ,14744
0,1999/09/15,8,1,14:05,万博,Ｇ大阪,3,1,磐田,ＮＨＫ総合,10490
1,1999/09/15,8,2,15:04,市原,市原,2,0,Ｃ大阪,千葉テレビ／スカイパーフェクＴＶ！（録）,3648
2,1999/09/15,8,3,16:03,瑞穂陸,名古屋,3,1,鹿島,ＴＢＳ（単）,17183
3,1999/09/15,8,4,16:04,広島ビ,広島,2,1,横浜FM,中国放送／ＢＳ,18263
4,1999/09/15,8,5,18:00,神戸ユ,神戸,1,2,清水,ディレクＴＶ（録）,6478
5,1999/09/15,8,6,19:00,平塚,平塚,0,1,京都,ＢＳ,6123
6,1999/09/15,8,7,19:03,等々力,Ｖ川崎,1,3,柏,日本テレビ（録）／ディレクＴＶ,5116
7,1999/09/15,8,8,19:03,博多球,福岡,2,1,浦和,Ｊ－ＳＰＯＲＴＳ,13924
0,1999/09/18,9,1,14:01,横浜国,横浜FM,3,2,Ｖ川崎,ＴＢＳ（単）,13513
1,1999/09/18,9,2,14:02,カシマ,鹿島,1,0,Ｇ大阪,テレビ朝日（全）,13091
2,1999/09/18,9,3,16:04,日本平,清水,2,0,広島,テレビ静岡／ＢＳ,11603
3,1999/09/18,9,4,19:00,長居,Ｃ大阪,5,0,神戸,スカイパーフェクＴＶ！（録）,7814
4,1999/09/18,9,5,19:03,柏,柏,1,0,平塚,ディレクＴＶ,5755
5,1999/09/18,9,6,19:03,磐田,磐田,1,2,市原,静岡放送（録）／Ｊ－ＳＰＯＲＴＳ,10549
6,1999/09/18,9,7,19:04,駒場,浦和,1,2,名古屋,テレビ埼玉／ＢＳ,18199
7,1999/09/18,9,8,19:04,西京極,京都,1,5,福岡,ＫＢＳ京都／ディレクＴＶ（録）,11015
0,1999/09/22,10,1,19:04,西京極,京都,1,2,柏,ＫＢＳ京都／ＢＳ,5075
1,1999/09/23,10,2,14:05,等々力,Ｖ川崎,0,2,清水,ＮＨＫ総合,10390
2,1999/09/23,10,3,15:03,広島ビ,広島,1,4,Ｃ大阪,広島ホームテレビ／Ｊ－ＳＰＯＲＴＳ,6113
3,1999/09/23,10,4,16:04,国立,市原,0,2,鹿島,ＢＳ,15521
4,1999/09/23,10,5,18:03,神戸ユ,神戸,0,0,磐田,読売テレビ（録）／ディレクＴＶ,12660
5,1999/09/23,10,6,19:00,博多球,福岡,1,3,名古屋,福岡放送（録）／スカイパーフェクＴＶ！（録）,13918
6,1999/09/23,10,7,19:04,万博,Ｇ大阪,1,2,浦和,ＢＳ,7817
7,1999/09/23,10,8,19:33,平塚,平塚,0,2,横浜FM,ディレクＴＶ（録）,7911
0,1999/10/30,11,1,13:03,国立,Ｖ川崎,1,0,磐田,日本テレビ（単）,15293
1,1999/10/30,11,2,15:01,柏の葉,柏,1,1,横浜FM,ＢＳ（録）,11099
2,1999/10/30,11,3,15:01,博多球,福岡,1,3,Ｇ大阪,ディレクＴＶ（録）,13514
3,1999/10/30,11,4,15:03,市原,市原,1,2,名古屋,千葉テレビ（録）／Ｊ－ＳＰＯＲＴＳ,6623
4,1999/10/30,11,5,15:03,平塚,平塚,1,6,Ｃ大阪,スカイパーフェクＴＶ！（録）,4318
5,1999/10/30,11,6,15:03,神戸ユ,神戸,2,0,浦和,ディレクＴＶ,12990
6,1999/10/30,11,7,15:04,西京極,京都,0,2,清水,ＫＢＳ京都（録）,12653
7,1999/10/30,11,8,15:04,広島ビ,広島,1,0,鹿島,ＢＳ,9106
0,1999/11/07,12,1,15:04,磐田,磐田,5,2,広島,ＢＳ,8046
1,1999/11/17,12,2,19:00,瑞穂陸,名古屋,2,1,Ｇ大阪,中京テレビ（録）,9105
2,1999/11/17,12,3,19:01,柏,柏,3,1,福岡,スカイパーフェクＴＶ！（録）,5166
3,1999/11/17,12,4,19:03,カシマ,鹿島,0,1,神戸,Ｊ－ＳＰＯＲＴＳ,10007
4,1999/11/17,12,5,19:03,長居,Ｃ大阪,2,1,Ｖ川崎,読売テレビ（録）／ディレクＴＶ,6285
5,1999/11/17,12,6,19:04,日本平,清水,2,1,平塚,ＢＳ（録）,10390
6,1999/11/17,12,7,19:06,駒場,浦和,1,0,市原,テレビ埼玉／ＢＳ／ディレクＴＶ（録）,19279
7,1999/11/17,12,8,19:06,横浜国,横浜FM,2,0,京都,テレビ神奈川,12465
0,1999/10/27,13,1,19:04,磐田,磐田,0,1,柏,静岡放送（録）／ＢＳ,6016
1,1999/11/20,13,2,14:00,カシマ,鹿島,5,0,京都,ＫＢＳ京都（録）／ディレクＴＶ（録）,13497
2,1999/11/20,13,3,14:03,瑞穂陸,名古屋,4,1,Ｖ川崎,名古屋テレビ,13833
3,1999/11/20,13,4,14:03,万博,Ｇ大阪,1,1,広島,読売テレビ（録）／Ｊ－ＳＰＯＲＴＳ,4535
4,1999/11/20,13,5,14:04,市原,市原,0,1,神戸,千葉テレビ（録）／ＢＳ,5060
5,1999/11/20,13,6,16:01,長居,Ｃ大阪,1,2,横浜FM,スカイパーフェクＴＶ！（録）,13030
6,1999/11/20,13,7,16:04,駒場,浦和,2,0,平塚,テレビ埼玉（録）／ＢＳ（録）／ディレクＴＶ,19034
7,1999/11/20,13,8,16:04,日本平,清水,1,0,福岡,テレビ静岡／ＢＳ,12815
0,1999/11/23,14,1,15:00,神戸ユ,神戸,2,1,Ｇ大阪,ディレクＴＶ（録）,11113
1,1999/11/23,14,2,15:01,柏,柏,0,3,Ｃ大阪,,8858
2,1999/11/23,14,3,15:01,横浜国,横浜FM,1,2,清水,テレビ神奈川（録）／ＮＨＫ総合,44028
3,1999/11/23,14,4,15:01,西京極,京都,2,6,磐田,ＫＢＳ京都（録）,20020
4,1999/11/23,14,5,15:03,等々力,Ｖ川崎,2,2,浦和,日本テレビ（録）,20126
5,1999/11/23,14,6,15:03,平塚,平塚,0,6,鹿島,ディレクＴＶ,8026
6,1999/11/23,14,7,15:03,広島ビ,広島,0,1,名古屋,スカイパーフェクＴＶ！（録）,10172
7,1999/11/23,14,8,15:07,博多球,福岡,0,5,市原,Ｊ－ＳＰＯＲＴＳ／ＢＳ（録）,15228
0,1999/11/27,15,1,15:00,カシマ,鹿島,2,1,Ｖ川崎,ディレクＴＶ（録）,13863
1,1999/11/27,15,2,15:01,横浜国,横浜FM,2,0,福岡,テレビ神奈川（録）／ＢＳ（録）,18143
2,1999/11/27,15,3,15:01,長居２,Ｃ大阪,2,3,京都,ＫＢＳ京都（録）／スカイパーフェクＴＶ！（録）,9682
3,1999/11/27,15,4,15:02,磐田,磐田,3,2,平塚,静岡放送（録）／ディレクＴＶ,8815
4,1999/11/27,15,5,15:03,瑞穂陸,名古屋,1,0,神戸,名古屋テレビ,15031
5,1999/11/27,15,6,15:03,万博,Ｇ大阪,0,1,市原,Ｊ－ＳＰＯＲＴＳ／ＢＳ（録）,9051
6,1999/11/27,15,7,15:04,駒場,浦和,1,0,広島,テレビ埼玉／ＢＳ,20042
7,1999/11/27,15,8,15:04,日本平,清水,1,2,柏,テレビ静岡,20059
