,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2016/07/02,1,1,18:04,中銀スタ,甲府,0,3,神戸,スカパー！／スカパー！プレミアムサービス,7011
1,2016/07/02,1,2,18:34,カシマ,鹿島,1,3,Ｇ大阪,スカパー！／スカパー！プレミアムサービス,21524
2,2016/07/02,1,3,19:00,ＮＡＣＫ,大宮,1,0,名古屋,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレ玉,10742
3,2016/07/02,1,4,19:04,柏,柏,1,0,新潟,スカパー！／スカパー！プレミアムサービス,10435
4,2016/07/02,1,5,19:04,ユアスタ,仙台,0,3,川崎Ｆ,スカパー！／スカパー！プレミアムサービス,15415
5,2016/07/02,1,6,19:04,ベアスタ,鳥栖,3,2,FC東京,スカパー！／スカパー！プレミアムサービス,9858
6,2016/07/02,1,7,19:04,Ｅスタ,広島,3,0,磐田,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,14502
7,2016/07/02,1,8,19:05,ＢＭＷス,湘南,0,3,横浜FM,スカパー！／スカパー！プレミアムサービス,13677
8,2016/07/02,1,9,19:05,レベスタ,福岡,1,2,浦和,スカパー！／スカパー！プレミアムサービス,18509
0,2016/07/09,2,1,18:06,パロ瑞穂,名古屋,0,3,川崎Ｆ,スカパー！／スカパー！プレミアムサービス,16780
1,2016/07/09,2,2,18:33,吹田Ｓ,Ｇ大阪,3,1,仙台,スカパー！／スカパー！プレミアムサービス,19482
2,2016/07/09,2,3,19:03,日産ス,横浜FM,3,0,福岡,スカパー！／スカパー！プレミアムサービス,19052
3,2016/07/09,2,4,19:04,味スタ,FC東京,1,0,甲府,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ,17978
4,2016/07/09,2,5,19:04,埼玉,浦和,2,0,柏,スカパー！／スカパー！プレミアムサービス,27875
5,2016/07/09,2,6,19:04,デンカＳ,新潟,0,1,湘南,スカパー！／スカパー！プレミアムサービス,16410
6,2016/07/09,2,7,19:04,Ｅスタ,広島,2,4,鹿島,スカパー！／スカパー！プレミアムサービス,16551
7,2016/07/09,2,8,19:04,ヤマハ,磐田,1,1,大宮,スカパー！／スカパー！プレミアムサービス,10416
8,2016/07/09,2,9,19:05,ノエスタ,神戸,2,2,鳥栖,スカパー！／スカパー！プレミアムサービス,13008
0,2016/07/13,3,1,19:03,柏,柏,3,3,広島,スカパー！／スカパー！プレミアムサービス,7090
1,2016/07/13,3,2,19:04,カシマ,鹿島,3,0,名古屋,スカパー！／スカパー！プレミアムサービス,6696
2,2016/07/13,3,3,19:04,ＮＡＣＫ,大宮,0,0,Ｇ大阪,スカパー！／スカパー！プレミアムサービス,9873
3,2016/07/13,3,4,19:04,ユアスタ,仙台,0,1,浦和,スカパー！／スカパー！プレミアムサービス,14056
4,2016/07/13,3,5,19:04,ＢＭＷス,湘南,0,2,鳥栖,スカパー！／スカパー！プレミアムサービス,9079
5,2016/07/13,3,6,19:04,レベスタ,福岡,2,1,FC東京,スカパー！／スカパー！プレミアムサービス,6497
6,2016/07/13,3,7,19:04,等々力,川崎Ｆ,3,2,新潟,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,14432
7,2016/07/13,3,8,19:05,中銀スタ,甲府,0,0,磐田,スカパー！／スカパー！プレミアムサービス,7064
8,2016/07/13,3,9,19:05,ニッパツ,横浜FM,3,2,神戸,スカパー！／スカパー！プレミアムサービス,7033
0,2016/07/17,4,1,18:04,ノエスタ,神戸,2,0,湘南,スカパー！／スカパー！プレミアムサービス／サンテレビ,13076
1,2016/07/17,4,2,18:04,中銀スタ,甲府,3,3,鹿島,スカパー！／スカパー！プレミアムサービス,14095
2,2016/07/17,4,3,18:34,ヤマハ,磐田,1,1,川崎Ｆ,スカパー！／スカパー！プレミアムサービス,14837
3,2016/07/17,4,4,19:03,味スタ,FC東京,0,1,柏,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ,22374
4,2016/07/17,4,5,19:04,ベアスタ,鳥栖,0,0,名古屋,スカパー！／スカパー！プレミアムサービス,10618
5,2016/07/17,4,6,19:04,Ｅスタ,広島,2,2,横浜FM,スカパー！／スカパー！プレミアムサービス,25845
6,2016/07/17,4,7,19:04,デンカＳ,新潟,1,2,仙台,スカパー！／スカパー！プレミアムサービス,19388
7,2016/07/17,4,8,19:04,吹田Ｓ,Ｇ大阪,0,0,福岡,スカパー！／スカパー！プレミアムサービス,23540
8,2016/07/17,4,9,19:04,埼玉,浦和,2,2,大宮,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉,53951
0,2016/07/23,5,1,18:04,パロ瑞穂,名古屋,1,3,甲府,スカパー！／スカパー！プレミアムサービス／中京テレビ（録）,12072
