,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,group
0,2026/04/04,1,13:00,佐賀市天,サガン鳥栖U-18,ヴィッセル神戸U-18,試合終了,107,第1節,0,3,,,1,
1,2026/04/05,1,11:00,熊本宇城,大津高校,ジュビロ磐田U-18,試合終了,108,第1節,3,2,,,2,
2,2026/04/05,1,11:00,鹿児島サ,神村学園高等部,サンフレッチェ広島F.Cユース,試合終了,109,第1節,1,0,,,3,
3,2026/04/05,1,13:00,トヨタＧ,名古屋グランパスU-18,東山高校,試合終了,110,第1節,0,0,,,4,
4,2026/04/05,1,13:00,どらパ球,米子北高校,アビスパ福岡U-18,試合終了,111,第1節,1,2,,,5,
5,2026/07/11,1,18:00,HUB寄島,ファジアーノ岡山U-18,ガンバ大阪ユース,,112,第1節,,,,,6,
6,2026/04/11,2,13:00,福岡FC-A,アビスパ福岡U-18,名古屋グランパスU-18,,207,第2節,,,,,1,
7,2026/04/11,2,14:00,ヤマハ,ジュビロ磐田U-18,神村学園高等部,,208,第2節,,,,,2,
8,2026/04/12,2,11:00,OFA万博B,ガンバ大阪ユース,大津高校,,209,第2節,,,,,3,
9,2026/04/12,2,11:00,安芸高田,サンフレッチェ広島F.Cユース,米子北高校,,210,第2節,,,,,4,
10,2026/04/12,2,14:30,東山高Ｇ,東山高校,サガン鳥栖U-18,,211,第2節,,,,,5,
11,2026/04/12,2,15:00,いぶきＣ,ヴィッセル神戸U-18,ファジアーノ岡山U-18,,212,第2節,,,,,6,
12,2026/04/18,3,11:00,どらパー,米子北高校,ジュビロ磐田U-18,,307,第3節,,,,,1,
13,2026/04/18,3,11:00,佐賀市天,サガン鳥栖U-18,名古屋グランパスU-18,,308,第3節,,,,,2,
14,2026/04/18,3,11:00,鹿児島サ,神村学園高等部,ガンバ大阪ユース,,309,第3節,,,,,3,
15,2026/04/19,3,11:00,安芸高田,サンフレッチェ広島F.Cユース,アビスパ福岡U-18,,310,第3節,,,,,4,
16,2026/04/19,3,11:00,熊本宇城,大津高校,ヴィッセル神戸U-18,,311,第3節,,,,,5,
17,2026/04/19,3,13:00,HUB寄島,ファジアーノ岡山U-18,東山高校,,312,第3節,,,,,6,
18,2026/04/25,4,10:00,東山高Ｇ,東山高校,大津高校,,407,第4節,,,,,1,
19,2026/04/25,4,11:00,OFA万博B,ガンバ大阪ユース,米子北高校,,408,第4節,,,,,2,
20,2026/04/25,4,13:00,福岡FC-B,アビスパ福岡U-18,サガン鳥栖U-18,,409,第4節,,,,,3,
21,2026/04/25,4,15:00,いぶきＣ,ヴィッセル神戸U-18,神村学園高等部,,410,第4節,,,,,4,
22,2026/04/26,4,11:00,トヨタＧ,名古屋グランパスU-18,ファジアーノ岡山U-18,,411,第4節,,,,,5,
23,2026/04/26,4,14:00,ヤマハ,ジュビロ磐田U-18,サンフレッチェ広島F.Cユース,,412,第4節,,,,,6,
24,2026/04/29,5,11:00,どらパ球,米子北高校,ヴィッセル神戸U-18,,507,第5節,,,,,1,
25,2026/04/29,5,11:00,熊本宇城,大津高校,名古屋グランパスU-18,,508,第5節,,,,,2,
26,2026/04/29,5,13:00,HUB寄島,ファジアーノ岡山U-18,サガン鳥栖U-18,,509,第5節,,,,,3,
27,2026/04/29,5,14:00,大久保Ｇ,ジュビロ磐田U-18,アビスパ福岡U-18,,510,第5節,,,,,4,
28,2026/05/02,5,11:00,安芸高田,サンフレッチェ広島F.Cユース,ガンバ大阪ユース,,511,第5節,,,,,5,
29,2026/05/02,5,11:00,OSAKO,神村学園高等部,東山高校,,512,第5節,,,,,6,
30,2026/05/05,6,11:00,OFA万博B,ガンバ大阪ユース,ジュビロ磐田U-18,,607,第6節,,,,,1,
31,2026/05/05,6,13:00,福岡FC-A,アビスパ福岡U-18,ファジアーノ岡山U-18,,608,第6節,,,,,2,
32,2026/05/05,6,15:00,いぶきＣ,ヴィッセル神戸U-18,サンフレッチェ広島F.Cユース,,609,第6節,,,,,3,
33,2026/05/06,6,10:00,佐賀市人,サガン鳥栖U-18,大津高校,,610,第6節,,,,,4,
34,2026/05/06,6,11:00,ＣＳア港,名古屋グランパスU-18,神村学園高等部,,611,第6節,,,,,5,
35,2026/05/06,6,11:00,たけびし,東山高校,米子北高校,,612,第6節,,,,,6,
36,2026/05/09,7,11:00,磐田ゆサ,ジュビロ磐田U-18,ヴィッセル神戸U-18,,707,第7節,,,,,1,
37,2026/05/09,7,11:00,OFA万博B,ガンバ大阪ユース,アビスパ福岡U-18,,708,第7節,,,,,2,
38,2026/05/09,7,11:00,Ａｘｉｓ,米子北高校,名古屋グランパスU-18,,709,第7節,,,,,3,
39,2026/05/09,7,13:00,指宿ＦＰ,神村学園高等部,サガン鳥栖U-18,,710,第7節,,,,,4,
40,2026/05/10,7,11:00,安芸高田,サンフレッチェ広島F.Cユース,東山高校,,711,第7節,,,,,5,
41,2026/05/10,7,11:00,大津球,大津高校,ファジアーノ岡山U-18,,712,第7節,,,,,6,
42,2026/05/16,8,11:00,佐賀市人,サガン鳥栖U-18,米子北高校,,807,第8節,,,,,1,
43,2026/05/16,8,13:00,HUB寄島,ファジアーノ岡山U-18,神村学園高等部,,808,第8節,,,,,2,
44,2026/05/16,8,15:00,いぶきＣ,ヴィッセル神戸U-18,ガンバ大阪ユース,,809,第8節,,,,,3,
45,2026/05/17,8,10:00,東山高Ｇ,東山高校,ジュビロ磐田U-18,,810,第8節,,,,,4,
46,2026/05/17,8,11:00,トヨタＧ,名古屋グランパスU-18,サンフレッチェ広島F.Cユース,,811,第8節,,,,,5,
47,2026/05/17,8,13:00,ベススタ,アビスパ福岡U-18,大津高校,,812,第8節,,,,,6,
48,2026/05/23,9,13:00,どらパ球,米子北高校,ファジアーノ岡山U-18,,907,第9節,,,,,1,
49,2026/05/23,9,15:00,いぶきＣ,ヴィッセル神戸U-18,アビスパ福岡U-18,,908,第9節,,,,,2,
50,2026/05/24,9,11:00,安芸高田,サンフレッチェ広島F.Cユース,サガン鳥栖U-18,,909,第9節,,,,,3,
51,2026/05/24,9,14:00,大久保Ｇ,ジュビロ磐田U-18,名古屋グランパスU-18,,910,第9節,,,,,4,
52,2026/06/07,9,11:00,OSAKO,神村学園高等部,大津高校,,911,第9節,,,,,5,
53,2026/07/04,9,18:30,OFA万博B,ガンバ大阪ユース,東山高校,,912,第9節,,,,,6,
54,2026/06/20,10,10:00,佐賀市天,サガン鳥栖U-18,ジュビロ磐田U-18,,1007,第10節,,,,,1,
55,2026/06/20,10,16:00,ＪＦＥス,ファジアーノ岡山U-18,サンフレッチェ広島F.Cユース,,1008,第10節,,,,,2,
56,2026/06/20,10,18:00,トヨタＧ,名古屋グランパスU-18,ガンバ大阪ユース,,1009,第10節,,,,,3,
57,2026/06/20,10,16:00,サンガＳ,東山高校,ヴィッセル神戸U-18,,1010,第10節,,,,,4,
58,2026/07/05,10,11:00,大津球,大津高校,米子北高校,,1011,第10節,,,,,5,
59,2026/07/11,10,16:00,OSAKO,神村学園高等部,アビスパ福岡U-18,,1012,第10節,,,,,6,
60,2026/06/27,11,18:00,OFA万博B,ガンバ大阪ユース,サガン鳥栖U-18,,1107,第11節,,,,,1,
61,2026/06/27,11,18:00,福岡FC-A,アビスパ福岡U-18,東山高校,,1108,第11節,,,,,2,
62,2026/06/28,11,11:00,安芸高田,サンフレッチェ広島F.Cユース,大津高校,,1109,第11節,,,,,3,
63,2026/06/28,11,15:00,どらパ球,米子北高校,神村学園高等部,,1110,第11節,,,,,4,
64,2026/06/28,11,16:00,ヤマハ,ジュビロ磐田U-18,ファジアーノ岡山U-18,,1111,第11節,,,,,5,
65,2026/06/28,11,17:00,いぶきＣ,ヴィッセル神戸U-18,名古屋グランパスU-18,,1112,第11節,,,,,6,
66,2026/09/05,12,17:00,いぶきＣ,ヴィッセル神戸U-18,サガン鳥栖U-18,,1207,第12節,,,,,1,
67,2026/09/05,12,18:00,竜洋,ジュビロ磐田U-18,大津高校,,1208,第12節,,,,,2,
68,2026/09/05,12,18:00,OFA万博B,ガンバ大阪ユース,ファジアーノ岡山U-18,,1209,第12節,,,,,3,
69,2026/09/05,12,18:00,福岡FC-A,アビスパ福岡U-18,米子北高校,,1210,第12節,,,,,4,
70,2026/09/06,12,16:00,東山高Ｇ,東山高校,名古屋グランパスU-18,,1211,第12節,,,,,5,
71,2026/09/06,12,16:00,安芸高田,サンフレッチェ広島F.Cユース,神村学園高等部,,1212,第12節,,,,,6,
72,2026/09/12,13,10:00,佐賀市天,サガン鳥栖U-18,東山高校,,1307,第13節,,,,,1,
73,2026/09/12,13,16:00,HUB寄島,ファジアーノ岡山U-18,ヴィッセル神戸U-18,,1308,第13節,,,,,2,
74,2026/09/13,13,11:00,熊本宇城,大津高校,ガンバ大阪ユース,,1309,第13節,,,,,3,
75,2026/09/13,13,11:00,鹿児島サ,神村学園高等部,ジュビロ磐田U-18,,1310,第13節,,,,,4,
76,2026/09/13,13,15:00,Ａｘｉｓ,米子北高校,サンフレッチェ広島F.Cユース,,1311,第13節,,,,,5,
77,2026/09/13,13,18:00,トヨタＧ,名古屋グランパスU-18,アビスパ福岡U-18,,1312,第13節,,,,,6,
78,2026/09/19,14,11:00,竜洋,ジュビロ磐田U-18,米子北高校,,1407,第14節,,,,,1,
79,2026/09/19,14,17:00,いぶきＣ,ヴィッセル神戸U-18,大津高校,,1408,第14節,,,,,2,
