,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,group
80,2026/09/19,14,18:00,OFA万博B,ガンバ大阪ユース,神村学園高等部,,1409,第14節,,,,,3,
81,2026/09/20,14,10:00,東山高Ｇ,東山高校,ファジアーノ岡山U-18,,1410,第14節,,,,,4,
82,2026/09/20,14,18:00,トヨタＧ,名古屋グランパスU-18,サガン鳥栖U-18,,1411,第14節,,,,,5,
83,2026/09/20,14,18:00,福岡FC-A,アビスパ福岡U-18,サンフレッチェ広島F.Cユース,,1412,第14節,,,,,6,
84,2026/09/26,15,10:00,どらパー,米子北高校,ガンバ大阪ユース,,1507,第15節,,,,,1,
85,2026/09/26,15,10:00,佐賀市天,サガン鳥栖U-18,アビスパ福岡U-18,,1508,第15節,,,,,2,
86,2026/09/26,15,16:00,HUB寄島,ファジアーノ岡山U-18,名古屋グランパスU-18,,1509,第15節,,,,,3,
87,2026/09/27,15,11:00,安芸高田,サンフレッチェ広島F.Cユース,ジュビロ磐田U-18,,1510,第15節,,,,,4,
88,2026/09/27,15,11:00,熊本宇城,大津高校,東山高校,,1511,第15節,,,,,5,
89,2026/09/27,15,11:00,鹿児島サ,神村学園高等部,ヴィッセル神戸U-18,,1512,第15節,,,,,6,
90,2026/10/03,16,11:00,佐賀市天,サガン鳥栖U-18,ファジアーノ岡山U-18,,1607,第16節,,,,,1,
91,2026/10/03,16,13:00,いぶきＣ,ヴィッセル神戸U-18,米子北高校,,1608,第16節,,,,,2,
92,2026/10/03,16,14:00,福岡FC-A,アビスパ福岡U-18,ジュビロ磐田U-18,,1609,第16節,,,,,3,
93,2026/10/03,16,17:00,OFA万博B,ガンバ大阪ユース,サンフレッチェ広島F.Cユース,,1610,第16節,,,,,4,
94,2026/10/04,16,10:00,東山高Ｇ,東山高校,神村学園高等部,,1611,第16節,,,,,5,
95,2026/10/04,16,11:00,トヨタＧ,名古屋グランパスU-18,大津高校,,1612,第16節,,,,,6,
96,2026/10/10,17,11:00,上大之郷,ジュビロ磐田U-18,ガンバ大阪ユース,,1707,第17節,,,,,1,
97,2026/10/10,17,11:00,どらパ球,米子北高校,東山高校,,1708,第17節,,,,,2,
98,2026/10/10,17,13:00,HUB寄島,ファジアーノ岡山U-18,アビスパ福岡U-18,,1709,第17節,,,,,3,
99,2026/10/11,17,11:00,熊本宇城,大津高校,サガン鳥栖U-18,,1710,第17節,,,,,4,
100,2026/10/11,17,11:00,指宿ＦＰ,神村学園高等部,名古屋グランパスU-18,,1711,第17節,,,,,5,
101,2026/10/12,17,11:00,安芸高田,サンフレッチェ広島F.Cユース,ヴィッセル神戸U-18,,1712,第17節,,,,,6,
102,2026/10/17,18,13:00,HUB寄島,ファジアーノ岡山U-18,大津高校,,1807,第18節,,,,,1,
103,2026/10/17,18,14:00,トヨタＧ,名古屋グランパスU-18,米子北高校,,1808,第18節,,,,,2,
104,2026/10/17,18,14:00,福岡FC-A,アビスパ福岡U-18,ガンバ大阪ユース,,1809,第18節,,,,,3,
105,2026/10/18,18,11:00,佐賀市天,サガン鳥栖U-18,神村学園高等部,,1810,第18節,,,,,4,
106,2026/10/18,18,13:00,いぶきＣ,ヴィッセル神戸U-18,ジュビロ磐田U-18,,1811,第18節,,,,,5,
107,2026/10/18,18,14:30,東山高Ｇ,東山高校,サンフレッチェ広島F.Cユース,,1812,第18節,,,,,6,
108,2026/11/21,19,11:00,磐田ゆサ,ジュビロ磐田U-18,東山高校,,1907,第19節,,,,,1,
109,2026/11/21,19,11:00,OFA万博B,ガンバ大阪ユース,ヴィッセル神戸U-18,,1908,第19節,,,,,2,
110,2026/11/21,19,13:00,どらパ球,米子北高校,サガン鳥栖U-18,,1909,第19節,,,,,3,
111,2026/11/21,19,13:00,大津球,大津高校,アビスパ福岡U-18,,1910,第19節,,,,,4,
112,2026/11/22,19,11:00,安芸高田,サンフレッチェ広島F.Cユース,名古屋グランパスU-18,,1911,第19節,,,,,5,
113,2026/11/22,19,11:00,鹿児島サ,神村学園高等部,ファジアーノ岡山U-18,,1912,第19節,,,,,6,
114,2026/11/28,20,11:00,佐賀市人,サガン鳥栖U-18,サンフレッチェ広島F.Cユース,,2007,第20節,,,,,1,
115,2026/11/28,20,13:00,HUB寄島,ファジアーノ岡山U-18,米子北高校,,2008,第20節,,,,,2,
116,2026/11/28,20,14:00,福岡FC-A,アビスパ福岡U-18,ヴィッセル神戸U-18,,2009,第20節,,,,,3,
117,2026/11/29,20,11:00,大津球,大津高校,神村学園高等部,,2010,第20節,,,,,4,
118,2026/11/29,20,13:00,トヨタＧ,名古屋グランパスU-18,ジュビロ磐田U-18,,2011,第20節,,,,,5,
119,2026/11/29,20,14:30,東山高Ｇ,東山高校,ガンバ大阪ユース,,2012,第20節,,,,,6,
120,2026/12/05,21,11:00,どらパー,米子北高校,大津高校,,2107,第21節,,,,,1,
121,2026/12/05,21,13:00,OFA万博B,ガンバ大阪ユース,名古屋グランパスU-18,,2108,第21節,,,,,2,
122,2026/12/05,21,13:00,いぶきＣ,ヴィッセル神戸U-18,東山高校,,2109,第21節,,,,,3,
123,2026/12/05,21,14:00,福岡FC-A,アビスパ福岡U-18,神村学園高等部,,2110,第21節,,,,,4,
124,2026/12/06,21,11:00,竜洋,ジュビロ磐田U-18,サガン鳥栖U-18,,2111,第21節,,,,,5,
125,2026/12/06,21,11:00,安芸高田,サンフレッチェ広島F.Cユース,ファジアーノ岡山U-18,,2112,第21節,,,,,6,
126,2026/12/13,22,13:00,トヨタＧ,名古屋グランパスU-18,ヴィッセル神戸U-18,,2207,第22節,,,,,1,
127,2026/12/13,22,13:00,たけびし,東山高校,アビスパ福岡U-18,,2208,第22節,,,,,2,
128,2026/12/13,22,13:00,HUB寄島,ファジアーノ岡山U-18,ジュビロ磐田U-18,,2209,第22節,,,,,3,
129,2026/12/13,22,13:00,佐賀市天,サガン鳥栖U-18,ガンバ大阪ユース,,2210,第22節,,,,,4,
130,2026/12/13,22,13:00,大津球,大津高校,サンフレッチェ広島F.Cユース,,2211,第22節,,,,,5,
131,2026/12/13,22,13:00,指宿ＦＰ,神村学園高等部,米子北高校,,2212,第22節,,,,,6,
