,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2023/05/21,-7,13:00,オリプリ,ブリオベッカ浦安,筑波大学,試合終了,1,１回戦,3,2,,,8,,,
1,2023/05/21,-7,13:00,高岡,富山,北陸大学,試合終了,2,１回戦,2,1,,,9,,,
2,2023/05/21,-7,13:00,ＨＡＴＯスタ,レイラック滋賀,アスルクラロ沼津,試合終了,3,１回戦,2,1,,,10,1,0,
3,2023/05/21,-7,13:00,三交鈴鹿,ヴィアティン三重,ガイナーレ鳥取,試合終了,4,１回戦,2,0,,,11,,,
4,2023/05/20,-7,13:00,紀三井寺,アルテリーヴォ和歌山,関西大学,試合終了,5,１回戦,1,3,,,1,,,
5,2023/05/21,-7,13:00,プラスタ,ヴァンラーレ八戸,ソニー仙台FC,試合終了,6,１回戦,2,3,,,12,1,2,
6,2023/05/21,-7,13:00,ロートＦ,奈良クラブ,Ｈｏｎｄａ ＦＣ,試合終了,7,１回戦,0,1,,,13,,,
7,2023/05/20,-7,13:00,サンアル,AC長野パルセイロ,AS.Laranja Kyoto,試合終了,8,１回戦,2,0,,,2,,,
8,2023/05/20,-7,15:00,ピカスタ,讃岐,Brew KASHIMA,試合終了,9,１回戦,2,1,,,3,,,
9,2023/05/21,-7,13:00,福井テクノ,福井ユナイテッドFC,Cento Cuore HARIMA,試合終了,10,１回戦,0,1,,,14,,,
10,2023/05/21,-7,13:00,札幌厚別,BTOP北海道,山形大学医学部,試合終了,11,１回戦,7,0,,,15,,,
11,2023/05/21,-7,13:00,ミクスタ,北九州,鹿児島,試合終了,12,１回戦,2,2,4,1,16,1,1,
12,2023/05/20,-7,13:00,栃木グ,栃木シティFC,FCマルヤス岡崎,試合終了,13,１回戦,4,1,,,4,3,0,
13,2023/05/21,-7,13:00,出雲浜山,ベルガロッソいわみ,高知,試合終了,14,１回戦,1,2,,,17,0,1,
14,2023/05/21,-7,13:00,いわスタ,盛岡,クリアソン新宿,試合終了,15,１回戦,4,0,,,18,,,
15,2023/05/21,-7,13:00,アース群馬サ,tonan前橋,山梨学院大学PEGASUS,試合終了,16,１回戦,3,4,,,19,,,
16,2023/05/21,-7,13:00,レモンＳ,相模原,東京国際大学FC,試合終了,17,１回戦,2,1,,,20,1,0,
17,2023/05/21,-7,12:00,レゾサA,ヴェルスパ大分,ＦＣバレイン下関,試合終了,18,１回戦,2,1,,,21,1,0,
18,2023/05/21,-7,13:00,福山,ＳＲＣ広島,ＦＣ徳島,試合終了,19,１回戦,1,3,,,22,,,
19,2023/05/21,-7,13:00,ニンスタ,今治,三菱重工長崎SC,試合終了,20,１回戦,1,0,,,23,,,
20,2023/05/20,-7,13:00,長良川球,岐阜,新潟医療福祉大学,試合終了,21,１回戦,2,1,,,5,,,
21,2023/05/20,-7,13:00,とうスタ,福島ユナイテッドＦＣ,ノースアジア大学,試合終了,22,１回戦,4,0,,,6,,,
22,2023/05/20,-7,13:00,ユニスタ,テゲバジャーロ宮崎,東海大学熊本,試合終了,23,１回戦,3,0,,,7,,,
23,2023/05/21,-7,13:00,タピスタ,ＦＣ琉球,三菱水島ＦＣ,試合終了,24,１回戦,2,1,,,24,,,
24,2023/06/07,-6,19:00,ニッパツ,横浜FM,ブリオベッカ浦安,試合終了,25,２回戦,2,0,,,1,,,
25,2023/06/07,-6,19:00,石川西部,金沢,町田,試合終了,26,２回戦,2,3,,,2,,,
26,2023/06/07,-6,19:00,たけびし,京都,富山,試合終了,27,２回戦,2,2,9,10,3,0,0,
27,2023/06/07,-6,19:00,デンカＳ,新潟,レイラック滋賀,試合終了,28,２回戦,1,0,,,4,,,
28,2023/06/07,-6,19:00,パロ瑞穂ラ,名古屋,ヴィアティン三重,試合終了,29,２回戦,3,2,,,5,,,
29,2023/06/07,-6,19:00,ユアスタ,仙台,藤枝,試合終了,30,２回戦,1,0,,,6,,,
30,2023/06/07,-6,19:00,浦和駒場,浦和,関西大学,試合終了,31,２回戦,1,0,,,7,1,0,
31,2023/06/07,-6,19:00,ＮＤスタ,山形,ソニー仙台FC,試合終了,32,２回戦,1,0,,,8,,,
32,2023/06/07,-6,19:00,カシマ,鹿島,Ｈｏｎｄａ ＦＣ,試合終了,33,２回戦,3,0,,,9,,,
33,2023/06/07,-6,19:00,トラスタ,長崎,甲府,試合終了,34,２回戦,0,1,,,10,,,
34,2023/06/14,-6,19:00,ノエスタ,神戸,AC長野パルセイロ,試合終了,35,２回戦,3,1,,,30,,,
35,2023/06/07,-6,19:00,ヤマハ,磐田,讃岐,試合終了,36,２回戦,2,0,,,11,,,
36,2023/06/07,-6,19:00,ヨドコウ,Ｃ大阪,Cento Cuore HARIMA,試合終了,37,２回戦,5,0,,,12,,,
37,2023/06/07,-6,19:00,フクアリ,千葉,大宮アルディージャ,試合終了,38,２回戦,0,1,,,13,,,
38,2023/06/07,-6,19:00,レモンＳ,湘南,BTOP北海道,試合終了,39,２回戦,6,1,,,14,,,
39,2023/06/07,-6,19:00,Ｃスタ,岡山,北九州,試合終了,40,２回戦,2,1,,,15,,,
40,2023/06/07,-6,19:00,等々力,川崎Ｆ,栃木シティFC,試合終了,41,２回戦,3,1,,,16,,,
41,2023/06/07,-6,19:00,Ｋｓスタ,水戸,山口,試合終了,42,２回戦,1,0,,,17,,,
42,2023/06/07,-6,19:00,パナスタ,Ｇ大阪,高知,試合終了,43,２回戦,1,2,,,18,,,
43,2023/06/21,-6,19:00,ニッパツ,横浜FC,盛岡,試合終了,44,２回戦,4,1,,,31,,,
44,2023/06/07,-6,19:00,三協Ｆ柏,柏,山梨学院大学PEGASUS,試合終了,45,２回戦,7,1,,,19,,,
45,2023/06/07,-6,19:00,鳴門大塚,徳島,いわき,試合終了,46,２回戦,2,1,,,20,1,0,
46,2023/06/07,-6,19:00,札幌厚別,札幌,相模原,試合終了,47,２回戦,3,0,,,21,,,
47,2023/06/07,-6,19:00,レゾド,大分,ヴェルスパ大分,試合終了,48,２回戦,0,1,,,22,,,
48,2023/06/07,-6,18:30,福山,広島,ＦＣ徳島,試合終了,49,２回戦,5,0,,,23,,,
49,2023/06/07,-6,19:00,ソユスタ,秋田,栃木ＳＣ,試合終了,50,２回戦,1,2,,,24,,,
50,2023/06/07,-6,19:00,ベススタ,福岡,今治,試合終了,51,２回戦,2,0,,,25,,,
51,2023/06/07,-6,19:00,アイスタ,清水,岐阜,試合終了,52,２回戦,1,2,,,26,0,1,
52,2023/06/07,-6,19:00,味スタ,FC東京,福島ユナイテッドＦＣ,試合終了,53,２回戦,3,1,,,27,,,
53,2023/06/07,-6,18:30,味フィ西,東京Ｖ,ザスパクサツ群馬,試合終了,54,２回戦,2,1,,,28,,,
54,2023/06/07,-6,19:00,駅スタ,鳥栖,テゲバジャーロ宮崎,試合終了,55,２回戦,5,1,,,29,,,
55,2023/06/21,-6,19:00,えがおＳ,熊本,ＦＣ琉球,試合終了,56,２回戦,2,2,5,4,32,0,0,
56,2023/07/12,-5,18:30,Gスタ,横浜FM,町田,試合終了,57,３回戦,1,4,,,1,,,
57,2023/07/19,-5,19:00,富山,富山,新潟,試合終了,58,３回戦,3,4,,,16,1,2,
58,2023/07/12,-5,19:00,CSア港,名古屋,仙台,試合終了,59,３回戦,1,1,5,4,2,1,1,
59,2023/07/12,-5,19:00,ＮＤスタ,浦和,山形,試合終了,60,３回戦,1,0,,,3,,,
60,2023/07/12,-5,19:00,JITス,鹿島,甲府,試合終了,61,３回戦,1,1,10,11,4,0,0,
61,2023/07/12,-5,19:00,ヤマハ,神戸,磐田,試合終了,62,３回戦,5,2,,,5,,,
62,2023/07/12,-5,19:00,ヨドコウ,Ｃ大阪,大宮アルディージャ,試合終了,63,３回戦,3,1,,,6,,,
63,2023/07/12,-5,19:00,Ｃスタ,湘南,岡山,試合終了,64,３回戦,2,0,,,7,,,
64,2023/07/12,-5,19:00,Ｋｓスタ,川崎Ｆ,水戸,試合終了,65,３回戦,2,1,,,8,,,
65,2023/07/12,-5,19:00,春野陸,高知,横浜FC,試合終了,66,３回戦,1,0,,,9,,,
66,2023/07/12,-5,19:00,鳴門大塚,柏,徳島,試合終了,67,３回戦,2,0,,,10,,,
67,2023/07/12,-5,19:00,レゾド,札幌,ヴェルスパ大分,試合終了,68,３回戦,5,2,,,11,,,
68,2023/07/12,-5,19:00,カンセキ,広島,栃木ＳＣ,試合終了,69,３回戦,0,2,,,12,,,
69,2023/07/12,-5,19:00,長良川陸,福岡,岐阜,試合終了,70,３回戦,2,1,,,13,1,0,
70,2023/07/12,-5,19:00,味スタ,FC東京,東京Ｖ,試合終了,71,３回戦,1,1,9,8,14,0,0,
71,2023/07/12,-5,19:00,駅スタ,鳥栖,熊本,試合終了,72,３回戦,3,4,,,15,0,1,
72,2023/08/02,-4,18:30,Gスタ,町田,新潟,試合終了,73,ラウンド16,0,1,,,1,,,
73,2023/08/02,-4,19:00,CSア港,名古屋,浦和,試合終了,74,ラウンド16,3,0,,,2,,,
74,2023/08/02,-4,19:00,JITス,甲府,神戸,試合終了,75,ラウンド16,1,4,,,3,,,
75,2023/08/02,-4,19:00,ヨドコウ,Ｃ大阪,湘南,試合終了,76,ラウンド16,1,1,4,5,4,0,0,
76,2023/08/02,-4,19:00,春野陸,川崎Ｆ,高知,試合終了,77,ラウンド16,1,0,,,5,,,
77,2023/08/02,-4,19:00,三協Ｆ柏,柏,札幌,試合終了,78,ラウンド16,1,0,,,6,,,
78,2023/08/02,-4,19:00,カンセキ,栃木ＳＣ,福岡,試合終了,79,ラウンド16,2,4,,,7,0,2,
79,2023/08/02,-4,19:00,えがおＳ,FC東京,熊本,試合終了,80,ラウンド16,0,2,,,8,,,
80,2023/08/30,-3,19:00,デンカＳ,新潟,川崎Ｆ,試合終了,81,準々決勝,2,2,3,4,1,1,1,
81,2023/08/30,-3,19:00,ベススタ,福岡,湘南,試合終了,82,準々決勝,3,1,,,2,,,
82,2023/08/30,-3,19:00,えがおＳ,熊本,神戸,試合終了,83,準々決勝,1,1,4,3,3,0,0,
83,2023/08/30,-3,19:00,三協Ｆ柏,柏,名古屋,試合終了,84,準々決勝,2,0,,,4,,,
84,2023/10/08,-2,15:30,等々力,川崎Ｆ,福岡,試合終了,85,準決勝,4,2,,,1,,,
85,2023/10/08,-2,13:10,三協Ｆ柏,熊本,柏,試合終了,86,準決勝,0,4,,,2,,,
86,2023/12/09,-1,14:00,国立,川崎Ｆ,柏,試合終了,87,決勝戦,0,0,8,7,1,0,0,
