,match_date,section_no,start_time,stadium,home_team,away_team,status,matchNumber,home_goal,away_goal,extraTime,match_index_in_section,group
0,2023/04/01,1,14:00,日産フ,横浜F・マリノスユース,旭川実業高校,試合終了,101,0,2,False,1,
1,2023/04/02,1,11:00,日立柏グ,柏レイソルU-18,青森山田高校,試合終了,102,0,5,False,2,
2,2023/04/02,1,11:00,流経柏Ｇ,流通経済大学付属柏高校,尚志高校,試合終了,103,0,0,False,3,
3,2023/04/02,1,13:00,ＮＡＣＫ,大宮アルディージャU18,市立船橋高校,試合終了,104,2,2,False,4,
4,2023/04/02,1,14:00,武蔵野苑,FC東京U-18,昌平高校,試合終了,105,1,1,False,5,
5,2023/04/02,1,14:00,ﾌﾛﾝﾀ生田,川崎フロンターレU-18,前橋育英高校,試合終了,106,3,0,False,6,
6,2023/04/08,2,14:00,昌平,昌平高校,柏レイソルU-18,試合終了,201,1,1,False,1,
7,2023/04/09,2,10:00,ﾌﾛﾝﾀ生田,川崎フロンターレU-18,流通経済大学付属柏高校,試合終了,202,1,1,False,2,
8,2023/04/09,2,11:00,青森山田,青森山田高校,横浜F・マリノスユース,試合終了,203,2,0,False,3,
9,2023/04/09,2,11:00,郡山西部,尚志高校,大宮アルディージャU18,試合終了,204,2,0,False,4,
10,2023/04/09,2,11:00,前橋育英,前橋育英高校,旭川実業高校,試合終了,205,3,0,False,5,
11,2023/04/09,2,11:00,D1秋津,市立船橋高校,FC東京U-18,試合終了,206,2,2,False,6,
12,2023/04/15,3,14:00,保土ヶ谷,横浜F・マリノスユース,昌平高校,試合終了,301,2,0,False,1,
13,2023/04/16,3,11:00,旭川実業,旭川実業高校,青森山田高校,試合終了,302,0,3,False,2,
14,2023/04/16,3,11:00,埼玉Ｓ３,大宮アルディージャU18,川崎フロンターレU-18,試合終了,303,0,1,False,3,
15,2023/04/16,3,11:00,龍ケ崎,流通経済大学付属柏高校,前橋育英高校,試合終了,304,0,1,False,4,
16,2023/04/16,3,11:00,武蔵野苑,FC東京U-18,尚志高校,試合終了,305,0,4,False,5,
17,2023/04/16,3,15:00,日立柏グ,柏レイソルU-18,市立船橋高校,試合終了,306,2,1,False,6,
18,2023/04/22,4,14:00,昌平,昌平高校,大宮アルディージャU18,試合終了,401,2,0,False,1,
19,2023/04/22,4,15:00,JFA夢ﾌｨC,市立船橋高校,流通経済大学付属柏高校,試合終了,402,1,1,False,2,
20,2023/04/23,4,11:00,旭川東光,旭川実業高校,柏レイソルU-18,試合終了,403,3,3,False,3,
21,2023/04/23,4,11:00,青森山田,青森山田高校,FC東京U-18,試合終了,404,0,2,False,4,
22,2023/04/23,4,11:00,尚志第３,尚志高校,川崎フロンターレU-18,試合終了,405,1,3,False,5,
23,2023/04/23,4,11:00,前橋育英,前橋育英高校,横浜F・マリノスユース,試合終了,406,2,0,False,6,
24,2023/05/07,5,11:00,尚志第３,尚志高校,前橋育英高校,試合終了,501,4,2,False,1,
25,2023/05/07,5,11:00,味ｽﾀAGF,FC東京U-18,旭川実業高校,試合終了,502,7,0,False,2,
26,2023/05/07,5,11:00,保土ヶ谷,川崎フロンターレU-18,市立船橋高校,試合終了,503,2,2,False,3,
27,2023/05/07,5,11:00,流経柏Ｇ,流通経済大学付属柏高校,昌平高校,試合終了,504,2,0,False,4,
28,2023/05/07,5,13:00,西大宮,大宮アルディージャU18,青森山田高校,試合終了,505,1,3,False,5,
