,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2000/06/24,1,1,14:04,等々力,川崎Ｆ,0,1,福岡,ＢＳ,4394
1,2000/06/24,1,2,16:02,瑞穂陸,名古屋,0,3,鹿島,フジテレビ（全）,16560
2,2000/06/24,1,3,16:04,万博,Ｇ大阪,2,1,Ｖ川崎,関西テレビ／スカイパーフェクＴＶ！（１２１ｃｈ）（録）,7153
3,2000/06/24,1,4,16:04,広島ビ,広島,1,0,神戸,ＢＳ／テレビ新広島,6438
4,2000/06/24,1,5,18:01,国立,Ｆ東京,3,0,横浜FM,テレビ東京（単）,14432
5,2000/06/24,1,6,19:03,長居,Ｃ大阪,3,1,清水,Ｊスカイスポーツ,11696
6,2000/06/24,1,7,19:04,西京極,京都,3,2,市原,ＫＢＳ京都／スカイパーフェクＴＶ！（１２１ｃｈ）,4521
7,2000/06/24,1,8,19:06,柏の葉,柏,2,1,磐田,ＢＳ,11773
0,2000/07/01,2,1,13:33,等々力,Ｖ川崎,1,0,柏,日本テレビ（単）,4727
1,2000/07/01,2,2,16:03,磐田,磐田,5,1,名古屋,静岡放送／ＢＳ,14291
2,2000/07/01,2,3,19:01,神戸ユ,神戸,1,3,Ｇ大阪,スカイパーフェクＴＶ！（１２１ｃｈ）（録）,6820
3,2000/07/01,2,4,19:03,カシマ,鹿島,4,0,川崎Ｆ,Ｊスカイスポーツ,13307
4,2000/07/01,2,5,19:03,長居,Ｃ大阪,2,0,京都,ＫＢＳ京都,9270
5,2000/07/01,2,6,19:03,博多球,福岡,1,2,Ｆ東京,九州朝日放送（録）,14495
6,2000/07/01,2,7,19:04,市原,市原,2,2,広島,千葉テレビ,4351
7,2000/07/01,2,8,19:04,国立,横浜FM,0,1,清水,ＢＳ,20354
0,2000/07/08,3,1,15:02,カシマ,鹿島,2,1,磐田,ＮＨＫ総合,13750
1,2000/07/08,3,2,15:34,日本平,清水,0,1,福岡,テレビ静岡／Ｊスカイスポーツ,10471
2,2000/07/08,3,3,16:04,国立,川崎Ｆ,0,3,Ｆ東京,ＢＳ（生）／テレビ神奈川（録）,8036
3,2000/07/08,3,4,18:04,鳥取,京都,1,3,横浜FM,ＫＢＳ京都,9285
4,2000/07/08,3,5,19:00,柏,柏,3,2,神戸,スカイパーフェクＴＶ！（１２１ｃｈ）（録）,6430
5,2000/07/08,3,6,19:00,万博,Ｇ大阪,1,0,市原,,4411
