,match_date,section_no,start_time,stadium,home_team,away_team,status,matchNumber,home_goal,away_goal,extraTime,match_index_in_section,group
70,2022-07-10,12,16:00,東福岡Ｇ,東福岡高校,清水エスパルスユース,試合終了,1211,2,1,False,5,
71,未定,12,未定,未定,セレッソ大阪U-18,名古屋グランパスU-18,,1212,,,False,6,
72,2022-09-03,13,16:00,アイスタ,清水エスパルスユース,ジュビロ磐田U-18,,1307,,,False,1,
73,2022-09-04,13,10:00,トヨタＧ,名古屋グランパスU-18,東福岡高校,,1308,,,False,2,
74,2022-09-04,13,10:00,吉田人工,サンフレッチェ広島F.Cユース,履正社高校,,1309,,,False,3,
75,2022-09-04,13,10:00,佐賀市天,サガン鳥栖U-18,静岡学園高校,,1310,,,False,4,
76,2022-09-04,13,19:00,OFA万博B,ガンバ大阪ユース,セレッソ大阪U-18,,1311,,,False,5,
77,2022-09-04,13,10:00,益城陸,大津高校,ヴィッセル神戸U-18,,1312,,,False,6,
78,2022-09-10,14,16:00,ヤマハ,ジュビロ磐田U-18,名古屋グランパスU-18,,1407,,,False,1,
79,2022-09-10,14,16:00,ベススタ,東福岡高校,ガンバ大阪ユース,,1408,,,False,2,
80,2022-09-10,14,17:00,J-G堺ﾒｲﾝ,履正社高校,清水エスパルスユース,,1409,,,False,3,
81,2022-09-10,14,17:00,いぶきＣ,ヴィッセル神戸U-18,セレッソ大阪U-18,,1410,,,False,4,
82,2022-09-11,14,10:00,時栖富士,静岡学園高校,サンフレッチェ広島F.Cユース,,1411,,,False,5,
83,2022-09-11,14,16:00,大津競,大津高校,サガン鳥栖U-18,,1412,,,False,6,
84,2022-09-17,15,16:00,アイスタ,清水エスパルスユース,静岡学園高校,,1507,,,False,1,
85,2022-09-17,15,17:00,南津守人,セレッソ大阪U-18,東福岡高校,,1508,,,False,2,
86,2022-09-18,15,11:00,吉田人工,サンフレッチェ広島F.Cユース,大津高校,,1509,,,False,3,
87,2022-09-18,15,16:00,トヨタＧ,名古屋グランパスU-18,履正社高校,,1510,,,False,4,
88,2022-09-18,15,16:00,佐賀市天,サガン鳥栖U-18,ヴィッセル神戸U-18,,1511,,,False,5,
89,2022-09-18,15,18:00,OFA万博B,ガンバ大阪ユース,ジュビロ磐田U-18,,1512,,,False,6,
90,2022-10-01,16,13:00,履正社Ｇ,履正社高校,ガンバ大阪ユース,,1607,,,False,1,
91,2022-10-02,16,11:00,佐賀市人,サガン鳥栖U-18,サンフレッチェ広島F.Cユース,,1608,,,False,2,
92,2022-10-02,16,13:00,時栖富士,静岡学園高校,名古屋グランパスU-18,,1609,,,False,3,
93,2022-10-02,16,14:00,竜洋,ジュビロ磐田U-18,セレッソ大阪U-18,,1610,,,False,4,
94,2022-10-02,16,15:00,いぶきＣ,ヴィッセル神戸U-18,東福岡高校,,1611,,,False,5,
95,2022-10-02,16,11:00,熊本宇城,大津高校,清水エスパルスユース,,1612,,,False,6,
96,2022-10-08,17,14:00,南津守人,セレッソ大阪U-18,履正社高校,,1707,,,False,1,
97,2022-10-08,17,17:00,OFA万博B,ガンバ大阪ユース,静岡学園高校,,1708,,,False,2,
98,2022-10-09,17,10:00,トヨタＧ,名古屋グランパスU-18,大津高校,,1709,,,False,3,
99,2022-10-09,17,11:00,東福岡Ｇ,東福岡高校,ジュビロ磐田U-18,,1710,,,False,4,
100,2022-10-10,17,11:00,吉田人工,サンフレッチェ広島F.Cユース,ヴィッセル神戸U-18,,1711,,,False,5,
101,2022-10-08,17,13:00,アイスタ,清水エスパルスユース,サガン鳥栖U-18,,1712,,,False,6,
102,2022-10-16,18,11:00,履正社Ｇ,履正社高校,東福岡高校,,1807,,,False,1,
103,2022-10-16,18,11:00,いぶきＣ,ヴィッセル神戸U-18,ジュビロ磐田U-18,,1808,,,False,2,
104,2022-10-16,18,11:00,吉田人工,サンフレッチェ広島F.Cユース,清水エスパルスユース,,1809,,,False,3,
105,2022-10-16,18,11:00,佐賀市人,サガン鳥栖U-18,名古屋グランパスU-18,,1810,,,False,4,
106,2022-10-16,18,13:00,時栖富士,静岡学園高校,セレッソ大阪U-18,,1811,,,False,5,
107,2022-10-15,18,13:00,益城陸,大津高校,ガンバ大阪ユース,,1812,,,False,6,
108,2022-10-22,19,14:00,ｾﾚｯｿ舞洲,セレッソ大阪U-18,大津高校,,1907,,,False,1,
109,2022-10-22,19,16:00,OFA万博B,ガンバ大阪ユース,サガン鳥栖U-18,,1908,,,False,2,
110,2022-10-23,19,10:00,トヨタＧ,名古屋グランパスU-18,サンフレッチェ広島F.Cユース,,1909,,,False,3,
111,2022-10-23,19,11:00,上大之郷,ジュビロ磐田U-18,履正社高校,,1910,,,False,4,
112,2022-10-23,19,11:00,東福岡Ｇ,東福岡高校,静岡学園高校,,1911,,,False,5,
113,未定,19,未定,未定,清水エスパルスユース,ヴィッセル神戸U-18,,1912,,,False,6,
114,2022-11-19,20,15:00,いぶきＣ,ヴィッセル神戸U-18,履正社高校,,2007,,,False,1,
115,2022-11-20,20,11:00,吉田人工,サンフレッチェ広島F.Cユース,ガンバ大阪ユース,,2008,,,False,2,
116,2022-11-20,20,11:00,佐賀市天,サガン鳥栖U-18,セレッソ大阪U-18,,2009,,,False,3,
117,2022-11-20,20,13:00,アイスタ,清水エスパルスユース,名古屋グランパスU-18,,2010,,,False,4,
118,2022-11-20,20,13:00,時栖富士,静岡学園高校,ジュビロ磐田U-18,,2011,,,False,5,
119,2022-11-20,20,13:00,大津町,大津高校,東福岡高校,,2012,,,False,6,
120,2022-11-26,21,13:00,履正社Ｇ,履正社高校,静岡学園高校,,2107,,,False,1,
121,2022-11-26,21,15:00,いぶきＣ,ヴィッセル神戸U-18,名古屋グランパスU-18,,2108,,,False,2,
122,2022-11-27,21,11:00,ヤマハ,ジュビロ磐田U-18,大津高校,,2109,,,False,3,
123,2022-11-27,21,11:00,東福岡Ｇ,東福岡高校,サガン鳥栖U-18,,2110,,,False,4,
124,2022-11-27,21,14:00,ｾﾚｯｿ舞洲,セレッソ大阪U-18,サンフレッチェ広島F.Cユース,,2111,,,False,5,
125,2022-11-27,21,15:00,OFA万博B,ガンバ大阪ユース,清水エスパルスユース,,2112,,,False,6,
126,2022-12-04,22,13:00,アイスタ,清水エスパルスユース,セレッソ大阪U-18,,2207,,,False,1,
127,2022-12-04,22,13:00,時栖富士,静岡学園高校,ヴィッセル神戸U-18,,2208,,,False,2,
128,2022-12-04,22,13:00,トヨタＧ,名古屋グランパスU-18,ガンバ大阪ユース,,2209,,,False,3,
129,2022-12-04,22,13:00,吉田人工,サンフレッチェ広島F.Cユース,東福岡高校,,2210,,,False,4,
130,2022-12-04,22,13:00,佐賀市天,サガン鳥栖U-18,ジュビロ磐田U-18,,2211,,,False,5,
131,2022-12-04,22,13:00,大津球,大津高校,履正社高校,,2212,,,False,6,
