,match_date,section_no,start_time,stadium,home_team,away_team,status,matchNumber,home_goal,away_goal,extraTime,match_index_in_section,group
0,2023/04/01,1,11:00,佐賀陸,サガン鳥栖U-18,神村学園高等部,試合終了,107,3,2,False,1,
1,2023/04/01,1,14:00,保土ヶ谷,横浜FCユース,ヴィッセル神戸U-18,試合終了,108,1,1,False,2,
2,2023/04/02,1,11:00,磐田ゆ球,ジュビロ磐田U-18,米子北高校,試合終了,109,1,1,False,3,
3,2023/04/02,1,11:00,吉田人工,サンフレッチェ広島F.Cユース,名古屋グランパスU-18,試合終了,110,2,5,False,4,
4,2023/04/02,1,11:00,東福岡Ｇ,東福岡高校,履正社高校,試合終了,111,4,1,False,5,
5,2023/04/02,1,11:00,大津球,大津高校,静岡学園高校,試合終了,112,1,5,False,6,
6,2023/04/09,2,11:00,OSAKO,神村学園高等部,ジュビロ磐田U-18,試合終了,207,5,2,False,1,
7,2023/04/08,2,14:00,服部陸,履正社高校,サンフレッチェ広島F.Cユース,試合終了,208,0,1,False,2,
8,2023/04/08,2,15:00,いぶきＣ,ヴィッセル神戸U-18,東福岡高校,試合終了,209,1,0,False,3,
9,2023/04/09,2,11:00,ﾄﾖﾀG天,名古屋グランパスU-18,サガン鳥栖U-18,試合終了,210,2,0,False,4,
10,2023/04/09,2,11:00,どらパー,米子北高校,大津高校,試合終了,211,2,4,False,5,
11,2023/04/09,2,13:00,時之栖Ａ,静岡学園高校,横浜FCユース,試合終了,212,3,1,False,6,
12,2023/04/16,3,11:00,どらパー,米子北高校,静岡学園高校,試合終了,307,3,1,False,1,
13,2023/04/16,3,11:00,吉田人工,サンフレッチェ広島F.Cユース,ヴィッセル神戸U-18,試合終了,308,3,0,False,2,
14,2023/04/16,3,11:00,東福岡Ｇ,東福岡高校,横浜FCユース,試合終了,309,0,1,False,3,
15,2023/04/16,3,11:00,佐賀市天,サガン鳥栖U-18,履正社高校,試合終了,310,1,2,False,4,
16,2023/04/16,3,13:00,磐田ゆ球,ジュビロ磐田U-18,名古屋グランパスU-18,試合終了,311,0,2,False,5,
17,2023/04/16,3,13:00,熊本宇城,大津高校,神村学園高等部,試合終了,312,3,5,False,6,
18,2023/04/22,4,11:00,OSAKO,神村学園高等部,米子北高校,試合終了,407,4,2,False,1,
19,2023/04/22,4,14:00,J-G堺ﾒｲﾝ,履正社高校,ジュビロ磐田U-18,試合終了,408,4,3,False,2,
20,2023/04/22,4,15:00,いぶきＣ,ヴィッセル神戸U-18,サガン鳥栖U-18,試合終了,409,2,2,False,3,
21,2023/04/23,4,11:00,ＬＥＯＣ,横浜FCユース,サンフレッチェ広島F.Cユース,試合終了,410,1,1,False,4,
22,2023/04/23,4,11:00,時栖富士,静岡学園高校,東福岡高校,試合終了,411,1,0,False,5,
23,2023/04/23,4,11:00,ﾄﾖﾀG天,名古屋グランパスU-18,大津高校,試合終了,412,2,2,False,6,
24,2023/05/06,5,11:00,ヤマハ,ジュビロ磐田U-18,ヴィッセル神戸U-18,試合終了,507,2,3,False,1,
25,2023/05/06,5,11:00,吉田人工,サンフレッチェ広島F.Cユース,東福岡高校,試合終了,508,4,0,False,2,
26,2023/05/07,5,11:00,どらパー,米子北高校,名古屋グランパスU-18,試合終了,509,3,2,False,3,
27,2023/05/07,5,11:00,佐賀市天,サガン鳥栖U-18,横浜FCユース,試合終了,510,2,0,False,4,
28,2023/05/07,5,11:00,熊本宇城,大津高校,履正社高校,試合終了,511,6,3,False,5,
29,2023/05/07,5,11:00,OSAKO,神村学園高等部,静岡学園高校,試合終了,512,1,3,False,6,
30,2023/05/13,6,11:00,OSAKO,神村学園高等部,履正社高校,試合終了,607,4,1,False,1,
31,2023/05/13,6,13:00,大津町CD,大津高校,横浜FCユース,試合終了,608,5,3,False,2,
32,2023/05/14,6,11:00,ヤマハ,ジュビロ磐田U-18,東福岡高校,試合終了,609,1,3,False,3,
33,2023/05/14,6,11:00,佐賀市人,サガン鳥栖U-18,サンフレッチェ広島F.Cユース,試合終了,610,1,1,False,4,
34,2023/05/14,6,13:00,ﾄﾖﾀG天,名古屋グランパスU-18,静岡学園高校,試合終了,611,1,1,False,5,
35,2023/05/14,6,13:00,Ａｘｉｓ,米子北高校,ヴィッセル神戸U-18,試合終了,612,1,0,False,6,
