,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,group
0,2021/04/03,1,13:00,保土ヶ谷,横浜FCユース,柏レイソルU-18,試合終了,101,第1節,1,0,,,1,
1,2021/04/04,1,11:00,浦和駒場,浦和レッドダイヤモンズユース,青森山田高校,試合終了,102,第1節,0,4,,,2,
2,2021/04/04,1,11:00,ＮＡＣＫ,大宮アルディージャU18,流通経済大学付属柏高校,試合終了,103,第1節,0,4,,,3,
3,2021/04/04,1,11:00,武蔵野苑,FC東京U-18,市立船橋高校,試合終了,104,第1節,1,0,,,4,
4,2021/04/04,1,11:00,日産フ,横浜F・マリノスユース,清水エスパルスユース,試合終了,105,第1節,1,4,,,5,
5,2021/04/10,2,14:00,日立柏グ,柏レイソルU-18,横浜F・マリノスユース,試合終了,201,第2節,2,3,,,1,
6,2021/04/11,2,11:00,青森山田,青森山田高校,市立船橋高校,試合終了,202,第2節,9,0,,,2,
7,2021/04/11,2,11:00,浦和駒場,浦和レッドダイヤモンズユース,流通経済大学付属柏高校,試合終了,203,第2節,1,2,,,3,
8,2021/04/11,2,11:00,アイスタ,清水エスパルスユース,大宮アルディージャU18,試合終了,204,第2節,1,0,,,4,
9,2021/04/11,2,13:00,日産フ,横浜FCユース,FC東京U-18,試合終了,205,第2節,2,2,,,5,
10,2021/04/17,3,16:00,武蔵野苑,FC東京U-18,横浜F・マリノスユース,試合終了,301,第3節,1,1,,,1,
11,2021/04/18,3,11:00,青森山田,青森山田高校,横浜FCユース,試合終了,302,第3節,2,0,,,2,
12,2021/04/18,3,11:00,埼玉Ｓ２,大宮アルディージャU18,柏レイソルU-18,試合終了,303,第3節,2,3,,,3,
13,2021/04/18,3,11:00,船橋法典,市立船橋高校,浦和レッドダイヤモンズユース,試合終了,304,第3節,0,0,,,4,
14,2021/04/18,3,11:00,流経柏Ｇ,流通経済大学付属柏高校,清水エスパルスユース,試合終了,305,第3節,1,2,,,5,
15,2021/04/24,4,11:00,埼玉Ｓ３,大宮アルディージャU18,FC東京U-18,試合終了,401,第4節,1,0,,,1,
16,2021/04/25,4,11:00,浦和駒場,浦和レッドダイヤモンズユース,清水エスパルスユース,試合終了,402,第4節,0,3,,,2,
17,2021/04/25,4,11:00,船橋法典,市立船橋高校,横浜FCユース,試合終了,403,第4節,0,1,,,3,
18,2021/04/25,4,11:00,日産フ,横浜F・マリノスユース,青森山田高校,試合終了,404,第4節,1,4,,,4,
19,2021/04/25,4,15:00,日立柏グ,柏レイソルU-18,流通経済大学付属柏高校,試合終了,405,第4節,1,1,,,5,
20,2021/05/01,5,11:00,アイスタ,清水エスパルスユース,柏レイソルU-18,試合終了,501,第5節,4,0,,,1,
21,2021/05/02,5,10:30,保土ヶ谷,横浜FCユース,浦和レッドダイヤモンズユース,試合終了,502,第5節,2,2,,,2,
22,2021/05/02,5,11:00,青森山田,青森山田高校,大宮アルディージャU18,試合終了,503,第5節,1,0,,,3,
23,2021/07/10,5,17:00,流経柏Ｇ,流通経済大学付属柏高校,FC東京U-18,試合終了,504,第5節,0,0,,,4,
24,2021/05/02,5,15:00,保土ヶ谷,横浜F・マリノスユース,市立船橋高校,試合終了,505,第5節,1,2,,,5,
25,2021/05/16,6,11:00,船橋法典,市立船橋高校,大宮アルディージャU18,試合終了,601,第6節,1,4,,,1,
