,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2017/04/22,-7,13:00,紀三井寺,アルテリーヴォ和歌山,ＦＣマルヤス岡崎,試合終了,1,１回戦,2,3,,,1,0,0,
1,2017/04/22,-7,13:00,とうスタ,いわき,ノルブリッツ北海道,試合終了,2,１回戦,8,2,,,2,,,
2,2017/04/23,-7,13:00,本城,北九州,アルヴェリオ高松,試合終了,3,１回戦,10,0,,,14,,,
3,2017/04/23,-7,13:00,中銀スタ,韮崎アストロス,ブリオベッカ浦安,試合終了,4,１回戦,1,5,,,15,,,
4,2017/04/22,-7,13:00,長野U,ＡＣ長野パルセイロ,鈴鹿アンリミテッドFC,試合終了,5,１回戦,1,0,,,3,,,
5,2017/04/23,-7,13:00,沖縄県陸,ＦＣ琉球,今治,試合終了,6,１回戦,5,5,3,5,16,,,
6,2017/04/23,-7,13:00,大銀ド,ヴェルスパ大分,高知,試合終了,7,１回戦,2,1,,,17,,,
7,2017/04/23,-7,13:00,都田,Honda FC,びわこ成蹊スポーツ大学,試合終了,8,１回戦,3,1,,,18,0,0,
8,2017/04/22,-7,13:00,A-スタ,秋田,国士舘大学,試合終了,9,１回戦,1,2,,,4,,,
9,2017/04/22,-7,13:00,群馬サ,tonan前橋,東京国際大学,試合終了,10,１回戦,1,0,,,5,,,
10,2017/04/23,-7,13:00,BMWス,Ｙ.Ｓ.Ｃ.Ｃ.横浜,筑波大学,試合終了,11,１回戦,1,2,,,19,,,
11,2017/04/22,-7,13:00,宮崎県,宮崎産業経営大学,徳山大学,試合終了,12,１回戦,2,1,,,6,,,
12,2017/04/23,-7,13:00,岩手陸,グルージャ盛岡,ソニー仙台ＦＣ,試合終了,13,１回戦,2,0,,,20,,,
13,2017/04/22,-7,13:00,金沢市民,北陸大学,バンディオンセ加古川,試合終了,14,１回戦,0,2,,,7,0,0,
14,2017/04/22,-7,13:00,長良川球,岐阜経済大学,新潟医療福祉大学,試合終了,15,１回戦,1,3,,,8,,,
15,2017/04/23,-7,13:00,富山,富山,アミティエSC京都,試合終了,16,１回戦,1,0,,,21,,,
16,2017/04/22,-7,14:00,ヤンマー,ＦＣ大阪,佐賀大学,試合終了,17,１回戦,4,1,,,9,,,
17,2017/04/22,-7,13:00,愛鷹,アスルクラロ沼津,サウルコス福井,試合終了,18,１回戦,1,0,,,10,,,
18,2017/04/22,-7,13:00,栃木グ,栃木ウーヴァＦＣ,ＦＣパラフレンチ米沢,試合終了,19,１回戦,6,1,,,11,,,
19,2017/04/22,-7,13:00,ならでん,奈良クラブ,ヴァンラーレ八戸,試合終了,20,１回戦,0,1,,,12,0,0,
20,2017/04/23,-7,14:00,福山,ＳＲＣ広島,三菱水島ＦＣ,試合終了,21,１回戦,1,0,,,22,,,
21,2017/04/23,-7,13:00,とりスタ,ガイナーレ鳥取,鹿児島ユナイテッドＦＣ,試合終了,22,１回戦,0,1,,,23,,,
22,2017/04/23,-7,19:00,えがおS,熊本県教員蹴友団,松江シティＦＣ,試合終了,23,１回戦,0,4,,,24,,,
