,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
23,2017/04/22,-7,13:00,鳴門大塚,ＦＣ徳島セレステ,ＭＤ長崎,試合終了,24,１回戦,1,2,,,13,,,
24,2017/06/21,-6,19:00,カシマ,鹿島,ＦＣマルヤス岡崎,試合終了,25,２回戦,5,0,,,1,,,
25,2017/06/21,-6,19:00,NDスタ,山形,V・ファーレン長崎,試合終了,26,２回戦,1,0,,,2,0,0,
26,2017/06/21,-6,19:00,札幌厚別,札幌,いわき,試合終了,27,２回戦,2,5,,,3,0,0,
27,2017/06/21,-6,19:00,アイスタ,清水,北九州,試合終了,28,２回戦,4,1,,,4,,,
28,2017/06/21,-6,19:00,柏,柏,ブリオベッカ浦安,試合終了,29,２回戦,1,0,,,5,,,
29,2017/06/21,-6,19:00,町田,FC町田ゼルビア,大分,試合終了,30,２回戦,2,4,,,6,,,
30,2017/06/21,-6,19:00,味スタ,FC東京,ＡＣ長野パルセイロ,試合終了,31,２回戦,1,1,4,5,7,,,
31,2017/06/21,-6,19:00,Cスタ,岡山,今治,試合終了,32,２回戦,0,0,5,3,8,,,
32,2017/06/21,-6,19:00,吹田S,Ｇ大阪,ヴェルスパ大分,試合終了,33,２回戦,3,0,,,9,,,
33,2017/06/21,-6,19:00,フクアリ,千葉,東京Ｖ,試合終了,34,２回戦,1,0,,,10,,,
34,2017/06/21,-6,19:00,ヤマハ,磐田,Honda FC,試合終了,35,２回戦,2,2,5,4,11,,,
35,2017/06/21,-6,19:00,BMWス,湘南,国士舘大学,試合終了,36,２回戦,1,0,,,12,0,0,
36,2017/06/21,-6,19:00,NACK,大宮アルディージャ,tonan前橋,試合終了,37,２回戦,3,0,,,13,,,
37,2017/06/21,-6,19:00,ニンスタ,愛媛FC,讃岐,試合終了,38,２回戦,2,1,,,14,,,
38,2017/06/21,-6,19:00,ユアスタ,仙台,筑波大学,試合終了,39,２回戦,2,3,,,15,,,
39,2017/06/21,-6,19:00,レベスタ,福岡,宮崎産業経営大学,試合終了,40,２回戦,4,2,,,16,,,
40,2017/06/21,-6,19:00,浦和駒場,浦和,グルージャ盛岡,試合終了,41,２回戦,3,2,,,17,,,
41,2017/06/21,-6,19:00,Ksスタ,水戸,熊本,試合終了,42,２回戦,1,2,,,18,0,0,
42,2017/06/21,-6,19:00,デンカS,新潟,バンディオンセ加古川,試合終了,43,２回戦,2,1,,,19,0,0,
43,2017/06/21,-6,19:00,金鳥スタ,Ｃ大阪,新潟医療福祉大学,試合終了,44,２回戦,2,0,,,20,,,
44,2017/06/21,-6,19:00,神戸ユ,神戸,富山,試合終了,45,２回戦,3,1,,,21,,,
45,2017/06/21,-6,19:00,石川西部,金沢,横浜FC,試合終了,46,２回戦,2,0,,,22,,,
46,2017/06/21,-6,19:00,ニッパツ,横浜F・マリノス,ＦＣ大阪,試合終了,47,２回戦,3,1,,,23,,,
47,2017/06/21,-6,19:00,西京極,京都サンガF.C.,アスルクラロ沼津,試合終了,48,２回戦,0,1,,,24,,,
48,2017/06/21,-6,19:00,等々力,川崎Ｆ,栃木ウーヴァＦＣ,試合終了,49,２回戦,2,0,,,25,,,
49,2017/06/21,-6,19:00,維新公園,レノファ山口FC,ザスパクサツ群馬,試合終了,50,２回戦,1,2,,,26,,,
50,2017/06/21,-6,19:00,中銀スタ,甲府,ヴァンラーレ八戸,試合終了,51,２回戦,0,1,,,27,,,
51,2017/06/21,-6,19:00,パロ瑞穂,名古屋,ＳＲＣ広島,試合終了,52,２回戦,6,0,,,28,,,
52,2017/06/21,-6,18:00,福山,広島,鹿児島ユナイテッドＦＣ,試合終了,53,２回戦,3,2,,,29,,,
53,2017/06/21,-6,19:00,鳴門大塚,徳島,岐阜,試合終了,54,２回戦,0,3,,,30,,,
54,2017/06/21,-6,19:00,ベアスタ,鳥栖,松江シティＦＣ,試合終了,55,２回戦,3,0,,,31,,,
55,2017/06/21,-6,19:00,松本,松本,ＭＤ長崎,試合終了,56,２回戦,4,0,,,32,,,
56,2017/07/12,-5,19:00,NDスタ,鹿島,山形,試合終了,57,３回戦,5,0,,,1,,,
57,2017/07/12,-5,19:00,アイスタ,いわき,清水,試合終了,58,３回戦,0,2,,,2,,,
58,2017/07/12,-5,19:00,大銀ド,柏,大分,試合終了,59,３回戦,2,0,,,3,,,
59,2017/07/12,-5,19:00,長野U,ＡＣ長野パルセイロ,岡山,試合終了,60,３回戦,1,0,,,4,,,
60,2017/07/12,-5,19:00,フクアリ,Ｇ大阪,千葉,試合終了,61,３回戦,2,0,,,5,,,
61,2017/07/12,-5,19:00,BMWス,磐田,湘南,試合終了,62,３回戦,4,1,,,6,,,
62,2017/07/12,-5,19:00,ニンスタ,大宮アルディージャ,愛媛FC,試合終了,63,３回戦,3,2,,,7,0,0,
63,2017/07/12,-5,19:30,Ksスタ,筑波大学,福岡,試合終了,64,３回戦,2,1,,,8,,,
64,2017/07/12,-5,19:00,浦和駒場,浦和,熊本,試合終了,65,３回戦,1,0,,,9,,,
65,2017/07/12,-5,19:00,デンカS,新潟,Ｃ大阪,試合終了,66,３回戦,2,3,,,10,0,0,
66,2017/07/12,-5,19:00,石川西部,神戸,金沢,試合終了,67,３回戦,3,1,,,11,,,
67,2017/07/12,-5,19:00,ニッパツ,横浜F・マリノス,アスルクラロ沼津,試合終了,68,３回戦,4,2,,,12,,,
68,2017/07/12,-5,19:00,正田スタ,川崎Ｆ,ザスパクサツ群馬,試合終了,69,３回戦,4,0,,,13,,,
69,2017/07/12,-5,19:00,パロ瑞穂,ヴァンラーレ八戸,名古屋,試合終了,70,３回戦,1,2,,,14,,,
70,2017/07/12,-5,19:00,長良川,広島,岐阜,試合終了,71,３回戦,2,1,,,15,,,
71,2017/07/12,-5,19:00,松本,鳥栖,松本,試合終了,72,３回戦,1,2,,,16,,,
72,2017/09/20,-4,19:00,松本,松本,神戸,試合終了,73,４回戦,0,2,,,1,,,
73,2017/09/20,-4,19:00,熊谷陸,浦和,鹿島,試合終了,74,４回戦,2,4,,,2,,,
74,2017/09/20,-4,19:00,パロ瑞穂,Ｃ大阪,名古屋,試合終了,75,４回戦,1,0,,,3,,,
75,2017/09/20,-4,19:00,カシマ,筑波大学,大宮アルディージャ,試合終了,76,４回戦,0,2,,,4,,,
76,2017/09/20,-4,19:00,ニッパツ,横浜F・マリノス,広島,試合終了,77,４回戦,3,2,,,5,0,0,
77,2017/09/20,-4,19:00,長野U,ＡＣ長野パルセイロ,磐田,試合終了,78,４回戦,0,1,,,6,,,
78,2017/09/20,-4,19:00,等々力,川崎Ｆ,清水,試合終了,79,４回戦,4,1,,,7,,,
79,2017/09/20,-4,19:00,吹田S,Ｇ大阪,柏,試合終了,80,４回戦,2,3,,,8,,,
80,2017/10/25,-3,19:00,神戸ユ,神戸,鹿島,試合終了,81,準々決勝,1,1,5,4,1,,,
81,2017/10/25,-3,19:00,金鳥スタ,Ｃ大阪,大宮アルディージャ,試合終了,82,準々決勝,2,0,,,2,,,
82,2017/10/25,-3,19:00,ニッパツ,横浜F・マリノス,磐田,試合終了,83,準々決勝,1,0,,,3,,,
83,2017/10/25,-3,19:30,等々力,川崎Ｆ,柏,試合終了,84,準々決勝,0,1,,,4,,,
84,2017/12/23,-2,13:00,ヤンマー,神戸,Ｃ大阪,試合終了,85,準決勝,1,3,,,1,0,0,
85,2017/12/23,-2,15:05,等々力,横浜F・マリノス,柏,試合終了,86,準決勝,2,1,,,2,0,0,
86,2018/01/01,-1,14:40,埼玉,Ｃ大阪,横浜F・マリノス,試合終了,87,決勝戦,2,1,,,1,0,0,
