,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2022/02/19,1,1,13:03,カンセキ,栃木,1,0,秋田,ＤＡＺＮ／とちぎテレビ,2956
1,2022/02/19,1,2,14:03,フクアリ,千葉,0,1,岩手,ＤＡＺＮ,5588
2,2022/02/19,1,3,14:03,正田スタ,群馬,1,0,山形,ＤＡＺＮ／群馬テレビ,3098
3,2022/02/19,1,4,14:03,ニッパツ,横浜FC,3,2,大宮,ＤＡＺＮ,4596
4,2022/02/19,1,5,14:03,トラスタ,長崎,1,1,東京Ｖ,ＤＡＺＮ,4719
5,2022/02/19,1,6,14:03,鳴門大塚,徳島,0,0,金沢,ＤＡＺＮ／ＮＨＫ徳島,3992
6,2022/02/20,1,7,13:33,みらスタ,山口,1,1,熊本,ＤＡＺＮ／山口放送,4305
7,2022/02/20,1,8,14:03,Ｃスタ,岡山,4,1,甲府,ＤＡＺＮ,6554
8,2022/02/20,1,9,14:03,ユアスタ,仙台,0,0,新潟,ＤＡＺＮ,9617
9,2022/02/20,1,10,14:03,Ｇスタ,町田,0,0,琉球,ＤＡＺＮ,2456
10,2022/03/09,1,11,19:03,昭和電ド,大分,1,1,水戸,ＤＡＺＮ,3544
0,2022/02/26,2,1,13:03,ＮＡＣＫ,大宮,2,2,新潟,ＤＡＺＮ／テレ玉,7174
1,2022/02/26,2,2,15:03,タピスタ,琉球,1,2,千葉,ＤＡＺＮ／ＮＨＫ沖縄,2234
2,2022/02/27,2,3,13:03,ＪＩＴス,甲府,1,1,大分,ＤＡＺＮ／山梨放送,4559
3,2022/02/27,2,4,13:03,えがおＳ,熊本,0,3,山形,ＤＡＺＮ,3747
4,2022/02/27,2,5,14:03,ニッパツ,横浜FC,1,0,長崎,ＤＡＺＮ,5433
5,2022/02/27,2,6,14:03,正田スタ,群馬,0,0,金沢,ＤＡＺＮ,2339
6,2022/02/27,2,7,14:03,Ｃスタ,岡山,1,1,徳島,ＤＡＺＮ／ＮＨＫ岡山／ＮＨＫ徳島,5804
7,2022/02/27,2,8,14:03,味スタ,東京Ｖ,3,0,栃木,ＤＡＺＮ,4362
8,2022/02/27,2,9,14:03,みらスタ,山口,2,0,秋田,ＤＡＺＮ,2890
