,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status
0,2025/02/15,1,1,14:03,ＣＦＳ,栃木Ｃ,2,1,相模原,試合終了
1,2025/02/15,1,2,14:03,正田スタ,群馬,0,0,琉球,試合終了
2,2025/02/16,1,3,14:03,カンセキ,栃木SC,1,0,高知,試合終了
3,2025/02/16,1,4,14:03,愛鷹,沼津,3,0,鳥取,試合終了
4,2025/02/16,1,5,14:04,花園,FC大阪,1,1,岐阜,試合終了
5,2025/02/16,1,6,14:04,ロートＦ,奈良,2,2,福島,試合終了
6,2025/02/16,1,7,14:03,いちご,宮崎,0,1,長野,試合終了
7,2025/02/16,1,8,15:03,白波スタ,鹿児島,1,1,讃岐,試合終了
8,2025/04/26,1,9,14:03,ミクスタ,北九州,1,2,松本,試合終了
9,2025/04/27,1,10,13:03,プラスタ,八戸,2,0,金沢,試合終了
10,2025/02/22,2,1,14:03,正田スタ,群馬,2,0,栃木Ｃ,試合終了
11,2025/02/22,2,2,14:03,ギオンス,相模原,1,0,栃木SC,試合終了
12,2025/02/22,2,3,14:03,ミクスタ,北九州,2,0,長野,試合終了
13,2025/02/22,2,4,14:03,沖縄県陸,琉球,0,1,FC大阪,試合終了
14,2025/02/23,2,5,14:03,愛鷹,沼津,1,1,松本,試合終了
15,2025/02/23,2,6,14:05,長良川,岐阜,0,1,八戸,試合終了
16,2025/02/23,2,7,14:03,県立丸亀,讃岐,2,0,奈良,試合終了
17,2025/02/23,2,8,14:05,春野陸,高知,0,0,鳥取,試合終了
18,2025/02/23,2,9,14:03,いちご,宮崎,3,1,福島,試合終了
19,2025/02/23,2,10,14:04,白波スタ,鹿児島,1,2,金沢,試合終了
20,2025/03/01,3,1,14:03,ＣＦＳ,栃木Ｃ,0,0,沼津,試合終了
21,2025/03/01,3,2,14:03,ギオンス,相模原,0,2,鹿児島,試合終了
22,2025/03/01,3,3,14:03,長野Ｕ,長野,3,2,群馬,試合終了
23,2025/03/01,3,4,14:03,長良川,岐阜,2,1,北九州,試合終了
24,2025/03/01,3,5,14:03,ロートＦ,奈良,2,1,松本,試合終了
25,2025/03/01,3,6,14:03,沖縄県陸,琉球,0,1,福島,試合終了
26,2025/03/02,3,7,14:03,栃木グ,栃木SC,1,2,宮崎,試合終了
27,2025/03/02,3,8,14:03,Ａｘｉｓ,鳥取,1,1,八戸,試合終了
28,2025/03/02,3,9,14:03,県立丸亀,讃岐,1,1,金沢,試合終了
29,2025/03/02,3,10,14:03,春野陸,高知,1,2,FC大阪,試合終了
30,2025/03/08,4,1,13:06,とうスタ,福島,4,3,岐阜,試合終了
31,2025/03/08,4,2,14:03,長野Ｕ,長野,1,2,栃木Ｃ,試合終了
32,2025/03/08,4,3,14:04,花園,FC大阪,1,0,鳥取,試合終了
33,2025/03/08,4,4,14:03,ロートＦ,奈良,2,1,琉球,試合終了
34,2025/03/08,4,5,14:03,ミクスタ,北九州,2,0,讃岐,試合終了
35,2025/03/08,4,6,15:03,白波スタ,鹿児島,5,2,群馬,試合終了
36,2025/03/09,4,7,14:03,プラスタ,八戸,1,2,相模原,試合終了
37,2025/03/09,4,8,14:08,ゴースタ,金沢,1,2,高知,試合終了
38,2025/03/09,4,9,14:04,愛鷹,沼津,0,0,栃木SC,試合終了
39,2025/03/09,4,10,14:03,いちご,宮崎,0,0,松本,試合終了
40,2025/03/15,5,1,13:03,春野陸,高知,2,2,鹿児島,試合終了
41,2025/03/15,5,2,14:03,ギオンス,相模原,1,1,奈良,試合終了
42,2025/03/15,5,3,14:03,県立丸亀,讃岐,1,0,琉球,試合終了
43,2025/03/15,5,4,14:03,ミクスタ,北九州,1,0,八戸,試合終了
44,2025/03/16,5,5,14:03,栃木グ,栃木SC,1,0,FC大阪,試合終了
45,2025/03/16,5,6,14:03,ＣＦＳ,栃木Ｃ,3,2,宮崎,試合終了
46,2025/03/16,5,7,14:03,正田スタ,群馬,2,0,鳥取,試合終了
