,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,1999/04/07,-5,1,13:03,室蘭,札幌,1,0,福岡,試合終了,1回戦第1戦,,,,,1,4401
1,1999/04/07,-5,2,18:00,新潟,新潟,0,3,柏,試合終了,1回戦第1戦,,,,,1,4402
2,1999/04/07,-5,3,19:00,仙台,仙台,1,2,広島,試合終了,1回戦第1戦,,,,,1,4408
3,1999/04/07,-5,4,19:00,西が丘,Ｆ東京,1,1,神戸,試合終了,1回戦第1戦,,,,,1,4406
4,1999/04/07,-5,5,19:00,等々力,川崎Ｆ,1,3,Ｇ大阪,試合終了,1回戦第1戦,,,,,1,4409
5,1999/04/07,-5,6,19:00,小瀬,甲府,0,2,Ｖ川崎,試合終了,1回戦第1戦,,,,,1,4405
6,1999/04/07,-5,7,19:00,大分,大分,2,1,平塚,試合終了,1回戦第1戦,,,,,1,4410
7,1999/04/07,-5,8,19:03,大宮,大宮,1,1,横浜FM,試合終了,1回戦第1戦,,,,,1,4407
8,1999/04/07,-5,9,19:03,鳥栖,鳥栖,0,3,Ｃ大阪,試合終了,1回戦第1戦,,,,,1,4403
9,1999/04/07,-5,10,19:04,山形県,山形,0,5,京都,試合終了,1回戦第1戦,,,,,1,4404
0,1999/04/14,-5,2,19:00,柏,柏,2,0,新潟,試合終了,1回戦第2戦,,,,,2,4412
1,1999/04/14,-5,7,19:00,平塚,平塚,0,0,大分,試合終了,1回戦第2戦,,,,,2,4420
2,1999/04/14,-5,5,19:00,万博,Ｇ大阪,0,1,川崎Ｆ,試合終了,1回戦第2戦,,,,,2,4419
3,1999/04/14,-5,9,19:00,長居,Ｃ大阪,2,0,鳥栖,試合終了,1回戦第2戦,,,,,2,4413
4,1999/04/14,-5,4,19:00,神戸ユ,神戸,1,2,Ｆ東京,試合終了,1回戦第2戦,,,0,1,2,4416
5,1999/04/14,-5,3,19:00,広島ス,広島,4,1,仙台,試合終了,1回戦第2戦,,,,,2,4418
6,1999/04/14,-5,1,19:01,博多球,福岡,3,0,札幌,試合終了,1回戦第2戦,,,,,2,4411
7,1999/04/14,-5,8,19:02,三ツ沢,横浜FM,3,0,大宮,試合終了,1回戦第2戦,,,,,2,4417
8,1999/04/14,-5,10,19:02,西京極,京都,4,1,山形,試合終了,1回戦第2戦,,,,,2,4414
9,1999/04/14,-5,6,19:03,等々力,Ｖ川崎,1,1,甲府,試合終了,1回戦第2戦,,,,,2,4415
0,1999/06/12,-4,1,14:05,岩手,Ｖ川崎,0,3,名古屋,試合終了,2回戦第1戦,,,,,1,4424
1,1999/06/12,-4,2,15:00,長居,Ｃ大阪,0,2,柏,試合終了,2回戦第1戦,,,,,1,4422
2,1999/06/12,-4,3,16:01,広島ビ,広島,2,3,横浜FM,試合終了,2回戦第1戦,,,,,1,4426
3,1999/06/12,-4,4,18:00,大分,大分,1,0,浦和,試合終了,2回戦第1戦,,,,,1,4428
4,1999/06/12,-4,5,19:00,西京極,京都,1,0,清水,試合終了,2回戦第1戦,,,,,1,4423
5,1999/06/12,-4,6,19:01,西が丘,Ｆ東京,1,2,市原,試合終了,2回戦第1戦,,,,,1,4425
6,1999/06/12,-4,7,19:02,博多球,福岡,1,1,磐田,試合終了,2回戦第1戦,,,,,1,4421
7,1999/06/12,-4,8,19:03,万博,Ｇ大阪,1,1,鹿島,試合終了,2回戦第1戦,,,,,1,4427
0,1999/06/19,-4,7,14:03,磐田,磐田,1,0,福岡,試合終了,2回戦第2戦,,,,,2,4429
1,1999/06/19,-4,8,15:00,秋田,鹿島,1,0,Ｇ大阪,試合終了,2回戦第2戦,,,,,2,4435
2,1999/06/19,-4,5,16:04,日本平,清水,2,0,京都,試合終了,2回戦第2戦,,,1,0,2,4431
3,1999/06/19,-4,4,18:33,駒場,浦和,3,1,大分,試合終了,2回戦第2戦,,,,,2,4436
4,1999/06/19,-4,2,19:00,柏,柏,1,2,Ｃ大阪,試合終了,2回戦第2戦,,,1,0,2,4430
5,1999/06/19,-4,1,19:00,瑞穂球,名古屋,4,2,Ｖ川崎,試合終了,2回戦第2戦,,,,,2,4432
6,1999/06/19,-4,3,19:02,丸亀,横浜FM,1,0,広島,試合終了,2回戦第2戦,,,,,2,4434
7,1999/06/19,-4,6,19:03,市原,市原,1,4,Ｆ東京,試合終了,2回戦第2戦,,,,,2,4433
0,1999/07/20,-3,1,16:03,横浜国,横浜FM,0,3,Ｆ東京,試合終了,準々決勝第1戦,,,,,1,4439
1,1999/07/20,-3,2,18:33,駒場,浦和,2,0,鹿島,試合終了,準々決勝第1戦,,,,,1,4440
2,1999/07/20,-3,3,19:00,瑞穂球,名古屋,3,2,清水,試合終了,準々決勝第1戦,,,,,1,4438
3,1999/07/20,-3,4,19:03,柏,柏,1,1,磐田,試合終了,準々決勝第1戦,,,,,1,4437
0,1999/07/24,-3,2,19:00,カシマ,鹿島,3,0,浦和,試合終了,準々決勝第2戦,,,1,0,2,4444
1,1999/07/24,-3,1,19:00,江戸川,Ｆ東京,0,2,横浜FM,試合終了,準々決勝第2戦,,,,,2,4443
2,1999/07/24,-3,3,19:00,日本平,清水,0,0,名古屋,試合終了,準々決勝第2戦,,,,,2,4442
3,1999/07/24,-3,4,19:03,鴨池,磐田,0,2,柏,試合終了,準々決勝第2戦,,,,,2,4441
0,1999/09/29,-2,1,19:02,瑞穂陸,名古屋,1,3,柏,試合終了,準決勝第1戦,,,,,1,4445
1,1999/09/29,-2,2,19:03,カシマ,鹿島,2,0,Ｆ東京,試合終了,準決勝第1戦,,,,,1,4446
0,1999/10/06,-2,1,19:04,柏,柏,1,2,名古屋,試合終了,準決勝第2戦,,,1,0,2,4447
1,1999/10/06,-2,2,19:04,国立,Ｆ東京,1,1,鹿島,試合終了,準決勝第2戦,,,,,2,4448
0,1999/11/03,-1,1,14:00,国立,柏,2,2,鹿島,試合終了,決勝戦,5,4,0,0,,4449
