,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2024/05/26,-7,13:00,高岡,富山,関西大学,試合終了,1,１回戦,3,0,,,9,,,
1,2024/05/26,-7,13:00,いわスタ,盛岡,北海道十勝スカイアース,試合終了,2,１回戦,3,1,,,10,,,
2,2024/05/26,-7,13:00,Ｋｓスタ,筑波大学,明治大学,試合終了,3,１回戦,1,0,,,11,,,
3,2024/05/26,-7,13:00,鳴門大塚,ＦＣ徳島,ジェイリースFC,試合終了,4,１回戦,0,1,,,12,0,1,
4,2024/05/26,-7,13:00,OSAKO,鹿屋体育大学,北九州,試合終了,5,１回戦,0,3,,,13,,,
5,2024/05/26,-7,13:00,福山,三菱水島FC,讃岐,試合終了,6,１回戦,3,4,,,14,1,2,
6,2024/05/25,-7,13:00,ロートＦ,奈良クラブ,京都産業大学,試合終了,7,１回戦,3,2,,,1,,,
7,2024/05/26,-7,13:00,春野球,高知,ベルガロッソいわみ,試合終了,8,１回戦,1,0,,,15,,,
8,2024/05/26,-7,13:00,プラスタ,ヴァンラーレ八戸,ブリオベッカ浦安,試合終了,9,１回戦,2,0,,,16,,,
9,2024/05/26,-7,13:00,紀三井寺,アルテリーヴォ和歌山,JAPANサッカーカレッジ,試合終了,10,１回戦,1,2,,,17,,,
10,2024/05/26,-7,13:00,福井テクノ,福井ユナイテッドFC,大宮アルディージャ,試合終了,11,１回戦,0,3,,,18,,,
11,2024/05/25,-7,13:00,水前寺,東海大学熊本,三菱重工長崎SC,試合終了,12,１回戦,0,4,,,2,,,
12,2024/05/25,-7,13:00,長良川球,岐阜,アスルクラロ沼津,試合終了,13,１回戦,1,0,,,3,,,
13,2024/05/26,-7,13:00,Jヴィレッジ,福島,大山サッカークラブ,試合終了,14,１回戦,9,0,,,19,,,
14,2024/05/25,-7,13:00,いちご,テゲバジャーロ宮崎,川副クラブ,試合終了,15,１回戦,4,0,,,4,,,
15,2024/05/25,-7,13:00,めぐみＢ,ソニー仙台FC,tonan前橋,試合終了,16,１回戦,3,1,,,5,,,
16,2024/05/26,-7,13:00,ラピスタ,ヴィアティン三重,FC今治,試合終了,17,１回戦,1,0,,,20,,,
17,2024/05/26,-7,13:00,HATOスタ,びわこ成蹊スポーツ大学,中京大学,試合終了,18,１回戦,0,1,,,21,,,
18,2024/05/26,-7,13:00,Ａｘｉｓ,ガイナーレ鳥取,FCバレイン下関,試合終了,19,１回戦,1,1,3,4,22,0,0,
19,2024/05/25,-7,13:00,ゴースタ,金沢,甲南大学,試合終了,20,１回戦,1,1,3,4,6,0,0,
20,2024/05/26,-7,13:00,サンアル,AC長野パルセイロ,猿田興業,試合終了,21,１回戦,7,0,,,23,,,
21,2024/05/26,-7,13:00,Ｅピース,福山シティFC,沖縄SV,試合終了,22,１回戦,3,0,,,24,,,
22,2024/05/25,-7,13:00,栃木グ,栃木シティ,横河武蔵野FC,試合終了,23,１回戦,1,0,,,7,,,
23,2024/05/25,-7,13:00,レモンＳ,相模原,山梨学院大学PEGASUS,試合終了,24,１回戦,3,0,,,8,,,
24,2024/06/12,-6,19:00,ノエスタ,神戸,富山,試合終了,25,２回戦,2,0,,,1,,,
25,2024/06/12,-6,19:00,鳴門大塚,徳島,仙台,試合終了,26,２回戦,1,0,,,2,,,
26,2024/06/12,-6,19:00,三協Ｆ柏,柏,盛岡,試合終了,27,２回戦,2,0,,,3,,,
27,2024/06/12,-6,18:30,Ｇスタ,町田,筑波大学,試合終了,28,２回戦,1,1,2,4,4,0,0,
28,2024/06/12,-6,19:00,ヨドコウ,Ｃ大阪,ジェイリースFC,試合終了,29,２回戦,3,1,,,5,,,
29,2024/06/12,-6,19:00,ＪＩＴス,甲府,Ｈｏｎｄａ ＦＣ,試合終了,30,２回戦,2,0,,,6,,,
30,2024/06/12,-6,19:00,デンカＳ,新潟,北九州,試合終了,31,２回戦,4,4,3,1,7,0,0,
31,2024/06/12,-6,19:00,トラスタ,長崎,讃岐,試合終了,32,２回戦,3,2,,,8,,,
32,2024/06/12,-6,19:00,カシマ,鹿島,奈良クラブ,試合終了,33,２回戦,2,1,,,9,,,
33,2024/06/12,-6,19:00,藤枝サ,藤枝,栃木ＳＣ,試合終了,34,２回戦,2,0,,,10,,,
34,2024/06/12,-6,19:00,駅スタ,鳥栖,高知,試合終了,35,２回戦,2,1,,,11,,,
35,2024/06/12,-6,19:00,ニッパツ,横浜FC,ヴァンラーレ八戸,試合終了,36,２回戦,2,1,,,12,1,0,
