,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
29,2025/06/11,-6,19:00,デンカＳ,新潟,福山シティFC,試合終了,30,２回戦,1,0,,,3,1,0,
30,2025/06/11,-6,19:00,三協Ｆ柏,柏,東洋大学,試合終了,31,２回戦,0,2,,,4,0,2,
31,2025/06/11,-6,19:00,Ｕ等々力,川崎Ｆ,福島,試合終了,32,２回戦,4,3,,,5,,,
32,2025/06/11,-6,19:00,ヤマハ,磐田,相模原,試合終了,33,２回戦,1,2,,,6,,,
33,2025/06/11,-6,18:30,ニッパツ,横浜FM,ラインメール青森,試合終了,34,２回戦,0,2,,,7,,,
34,2025/06/11,-6,19:00,ハワスタ,いわき,秋田,試合終了,35,２回戦,1,2,,,8,,,
35,2025/06/18,-6,19:00,パナスタ,Ｇ大阪,ヴィアティン三重,試合終了,36,２回戦,2,1,,,27,,,
36,2025/06/11,-6,19:00,ＮＤスタ,山形,鹿児島,試合終了,37,２回戦,2,1,,,9,,,
37,2025/06/11,-6,19:00,カシマ,鹿島,ザスパ群馬,試合終了,38,２回戦,4,0,,,10,,,
38,2025/06/11,-6,19:00,ピースタ,長崎,筑波大学,試合終了,39,２回戦,2,1,,,11,,,
39,2025/06/11,-6,19:00,ベススタ,福岡,沖縄SV,試合終了,40,２回戦,2,0,,,12,,,
40,2025/06/11,-6,19:00,ＪＦＥス,岡山,北九州,試合終了,41,２回戦,0,2,,,13,,,
41,2025/06/11,-6,18:30,福山,広島,Brew SAGA,試合終了,42,２回戦,3,1,,,14,,,
42,2025/06/11,-6,19:00,藤枝サ,藤枝,FCバレイン下関,試合終了,43,２回戦,2,0,,,15,,,
43,2025/06/11,-6,19:00,レモンＳ,湘南,岐阜,試合終了,44,２回戦,2,0,,,16,,,
44,2025/06/11,-6,19:00,アイスタ,清水,松本,試合終了,45,２回戦,4,2,,,17,,,
45,2025/06/18,-6,19:00,味スタ,FC東京,金沢,試合終了,46,２回戦,3,1,,,28,,,
46,2025/06/18,-6,19:00,プレド,札幌,大分,試合終了,47,２回戦,2,2,3,5,29,0,0,
47,2025/06/11,-6,19:00,ヨドコウ,Ｃ大阪,アルテリーヴォ和歌山,試合終了,48,２回戦,5,0,,,18,,,
48,2025/06/11,-6,18:30,鳴門大塚,徳島,山口,試合終了,49,２回戦,2,1,,,19,,,
49,2025/06/11,-6,18:30,Ｇスタ,町田,京都産業大学,試合終了,50,２回戦,2,1,,,20,,,
50,2025/06/11,-6,19:00,Qスタ,仙台,富山,試合終了,51,２回戦,0,1,,,21,,,
51,2025/06/11,-6,19:00,サンガＳ,京都,奈良クラブ,試合終了,52,２回戦,1,0,,,22,,,
52,2025/06/18,-6,18:30,ニッパツ,横浜FC,盛岡,試合終了,53,２回戦,2,1,,,30,,,
53,2025/06/11,-6,19:00,味スタ,東京Ｖ,栃木,試合終了,54,２回戦,3,1,,,23,,,
54,2025/06/11,-6,19:00,駅スタ,鳥栖,愛媛,試合終了,55,２回戦,1,0,,,24,,,
55,2025/06/11,-6,18:30,豊田Ｓ,名古屋,ヴェロスクロノス都農,試合終了,56,２回戦,3,0,,,25,,,
56,2025/06/11,-6,19:00,フクアリ,千葉,熊本,試合終了,57,２回戦,1,1,4,5,26,0,0,
57,2025/07/16,-5,19:00,ＪＩＴス,神戸,甲府,試合終了,58,３回戦,2,1,,,1,1,0,
58,2025/07/16,-5,19:00,デンカＳ,新潟,東洋大学,試合終了,59,３回戦,1,2,,,2,,,
59,2025/07/16,-5,19:00,Ｕ等々力,川崎Ｆ,相模原,試合終了,60,３回戦,0,0,1,3,3,0,0,
60,2025/07/16,-5,18:30,プラスタ,ラインメール青森,秋田,試合終了,61,３回戦,1,2,,,4,,,
61,2025/07/16,-5,19:00,ＮＤスタ,Ｇ大阪,山形,試合終了,62,３回戦,4,4,3,4,5,1,1,
62,2025/07/16,-5,19:00,ピースタ,鹿島,長崎,試合終了,63,３回戦,2,1,,,6,,,
63,2025/07/16,-5,19:00,ベススタ,福岡,北九州,試合終了,64,３回戦,0,0,4,2,7,0,0,
64,2025/07/16,-5,19:00,藤枝サ,広島,藤枝,試合終了,65,３回戦,5,2,,,8,,,
65,2025/07/16,-5,19:00,レモンＳ,湘南,清水,試合終了,66,３回戦,0,1,,,9,0,1,
66,2025/07/16,-5,19:00,クラド,FC東京,大分,試合終了,67,３回戦,2,0,,,10,,,
67,2025/07/16,-5,18:30,鳴門大塚,Ｃ大阪,徳島,試合終了,68,３回戦,2,0,,,11,,,
68,2025/07/16,-5,19:00,富山,町田,富山,試合終了,69,３回戦,2,1,,,12,,,
69,2025/07/16,-5,19:00,サンガＳ,京都,横浜FC,試合終了,70,３回戦,3,3,4,3,13,2,2,
70,2025/07/16,-5,19:00,駅スタ,東京Ｖ,鳥栖,試合終了,71,３回戦,1,0,,,14,,,
71,2025/07/16,-5,19:00,えがおS,名古屋,熊本,試合終了,72,３回戦,2,1,,,15,,,
72,2025/08/06,-4,19:00,ノエスタ,神戸,東洋大学,試合終了,73,ラウンド16,2,1,,,1,1,0,
73,2025/08/06,-4,19:00,レモンＳ,相模原,秋田,試合終了,74,ラウンド16,2,1,,,2,1,0,
74,2025/08/06,-4,19:00,ＮＤスタ,山形,浦和,試合終了,75,ラウンド16,1,2,,,3,,,
75,2025/08/06,-4,19:00,メルスタ,鹿島,福岡,試合終了,76,ラウンド16,3,2,,,4,1,0,
76,2025/08/06,-4,18:30,Ｅピース,広島,清水,試合終了,77,ラウンド16,3,0,,,5,,,
77,2025/08/06,-4,18:30,ヨドコウ,FC東京,Ｃ大阪,試合終了,78,ラウンド16,2,1,,,6,,,
78,2025/08/06,-4,18:30,Ｇスタ,町田,京都,試合終了,79,ラウンド16,1,0,,,7,,,
79,2025/08/13,-4,19:00,味スタ,東京Ｖ,名古屋,試合終了,80,ラウンド16,1,2,,,8,,,
80,2025/08/27,-3,18:30,Ｇスタ,町田,鹿島,試合終了,81,準々決勝,3,0,,,1,,,
81,2025/08/27,-3,19:00,埼玉,FC東京,浦和,試合終了,82,準々決勝,2,1,,,2,,,
82,2025/08/27,-3,19:00,レモンＳ,相模原,神戸,試合終了,83,準々決勝,1,1,2,4,3,0,0,
83,2025/08/27,-3,18:30,豊田Ｓ,名古屋,広島,試合終了,84,準々決勝,2,4,,,4,,,
84,2025/11/16,-2,13:10,国立,町田,FC東京,試合終了,85,準決勝,2,0,,,1,2,0,
85,2025/11/16,-2,15:05,パナスタ,神戸,広島,試合終了,86,準決勝,2,0,,,2,,,
86,2025/11/22,-1,14:00,国立,町田,神戸,試合終了,87,決勝戦,3,1,,,1,,,
