,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2024/02/24,1,1,14:03,ロートＦ,奈良,1,2,琉球,ＤＡＺＮ／ＮＨＫ奈良,2007
1,2024/02/24,1,2,14:03,ＮＡＣＫ,大宮,4,1,八戸,ＤＡＺＮ／Ｌｅｍｉｎｏ／テレ玉,7183
2,2024/02/24,1,3,14:04,ミクスタ,北九州,0,1,相模原,ＤＡＺＮ,4253
3,2024/02/24,1,4,15:03,長良川,岐阜,4,1,福島,ＤＡＺＮ／Ｌｅｍｉｎｏ／ＣＣＮ,7814
4,2024/02/25,1,5,13:05,里山Ｓ,今治,1,0,鳥取,ＤＡＺＮ／ＮＨＫ鳥取／愛媛朝日テレビ（録）,4005
5,2024/02/25,1,6,14:03,いちご,宮崎,1,2,松本,ＤＡＺＮ,1576
6,2024/02/25,1,7,14:03,愛鷹,沼津,3,0,金沢,ＤＡＺＮ,2206
7,2024/02/25,1,8,14:03,ニッパツ,YS横浜,1,1,富山,ＤＡＺＮ,1177
8,2024/02/25,1,9,14:03,ピカスタ,讃岐,1,1,岩手,ＤＡＺＮ／Ｌｅｍｉｎｏ,2220
9,2024/02/25,1,10,19:03,花園,FC大阪,2,1,長野,ＤＡＺＮ,1822
0,2024/03/02,2,1,14:03,ＮＡＣＫ,大宮,1,0,岐阜,ＤＡＺＮ,6014
1,2024/03/02,2,2,14:03,ギオンス,相模原,1,0,八戸,ＤＡＺＮ／Ｌｅｍｉｎｏ,4216
2,2024/03/02,2,3,14:03,いちご,宮崎,1,2,福島,ＤＡＺＮ／Ｌｅｍｉｎｏ,797
3,2024/03/02,2,4,14:03,ミクスタ,北九州,1,1,岩手,ＤＡＺＮ／Ｌｅｍｉｎｏ,2564
4,2024/03/02,2,5,14:03,愛鷹,沼津,4,0,鳥取,ＤＡＺＮ,1315
5,2024/03/02,2,6,14:03,ピカスタ,讃岐,0,0,富山,ＤＡＺＮ,1621
6,2024/03/02,2,7,16:03,タピスタ,琉球,2,2,松本,ＤＡＺＮ,4957
7,2024/03/03,2,8,14:03,ロートＦ,奈良,1,1,長野,ＤＡＺＮ,1711
8,2024/03/03,2,9,14:03,ニッパツ,YS横浜,0,2,FC大阪,ＤＡＺＮ,1151
9,2024/03/03,2,10,14:04,ゴースタ,金沢,1,3,今治,ＤＡＺＮ,3352
0,2024/03/09,3,1,14:03,長野Ｕ,長野,1,1,相模原,ＤＡＺＮ,3182
1,2024/03/09,3,2,14:03,富山,富山,1,1,奈良,ＤＡＺＮ,2132
2,2024/03/09,3,3,14:03,サンアル,松本,1,1,YS横浜,ＤＡＺＮ／信越放送,8882
3,2024/03/09,3,4,14:03,ゴースタ,金沢,2,6,FC大阪,ＤＡＺＮ,2434
4,2024/03/10,3,5,13:03,里山Ｓ,今治,1,0,沼津,ＤＡＺＮ／愛媛朝日テレビ（録）,3168
5,2024/03/10,3,6,13:03,Ａｘｉｓ,鳥取,1,1,宮崎,ＤＡＺＮ,3023
6,2024/03/10,3,7,15:04,長良川,岐阜,4,3,讃岐,ＤＡＺＮ／ＣＣＮ,4109
7,2024/04/20,3,8,14:03,いわスタ,岩手,1,1,琉球,ＤＡＺＮ／Ｌｅｍｉｎｏ,812
8,2024/04/21,3,9,13:03,とうスタ,福島,1,2,大宮,ＤＡＺＮ／Ｌｅｍｉｎｏ／福島中央テレビ,1959
9,2024/04/21,3,10,13:03,プラスタ,八戸,0,0,北九州,ＤＡＺＮ／Ｌｅｍｉｎｏ／青森放送,816
0,2024/03/16,4,1,13:03,花園,FC大阪,0,0,岐阜,ＤＡＺＮ,2251
1,2024/03/16,4,2,14:03,ＮＡＣＫ,大宮,2,0,奈良,ＤＡＺＮ,6219
2,2024/03/16,4,3,14:03,愛鷹,沼津,1,0,北九州,ＤＡＺＮ,1702
3,2024/03/16,4,4,14:03,いちご,宮崎,0,2,金沢,ＤＡＺＮ,942
4,2024/03/16,4,5,14:03,ピカスタ,讃岐,1,1,長野,ＤＡＺＮ,1306
5,2024/03/16,4,6,14:03,ニッパツ,YS横浜,0,2,今治,ＤＡＺＮ,1417
6,2024/03/17,4,7,13:03,プラスタ,八戸,2,0,富山,ＤＡＺＮ／Ｌｅｍｉｎｏ,1950
7,2024/03/17,4,8,14:03,いわスタ,岩手,1,3,鳥取,ＤＡＺＮ／Ｌｅｍｉｎｏ,2575
8,2024/03/17,4,9,14:03,とうスタ,福島,1,0,松本,ＤＡＺＮ／Ｌｅｍｉｎｏ,2327
9,2024/03/17,4,10,14:03,ギオンス,相模原,0,0,琉球,ＤＡＺＮ,2341
0,2024/03/20,5,1,13:03,里山Ｓ,今治,0,2,岐阜,ＤＡＺＮ／愛媛朝日テレビ（録）,2664
1,2024/03/20,5,2,13:03,Ａｘｉｓ,鳥取,1,1,讃岐,ＤＡＺＮ,934
2,2024/03/20,5,3,14:03,サンアル,松本,1,0,岩手,ＤＡＺＮ／Ｌｅｍｉｎｏ,5905
3,2024/03/20,5,4,14:03,富山,富山,1,0,金沢,ＤＡＺＮ／富山テレビ,3047
4,2024/03/20,5,5,14:03,ミクスタ,北九州,0,0,FC大阪,ＤＡＺＮ,3127
5,2024/03/20,5,6,14:03,ロートＦ,奈良,1,0,八戸,ＤＡＺＮ／Ｌｅｍｉｎｏ,734
6,2024/03/20,5,7,14:03,いちご,宮崎,1,1,沼津,ＤＡＺＮ,715
7,2024/03/20,5,8,14:03,長野Ｕ,長野,2,1,福島,ＤＡＺＮ／Ｌｅｍｉｎｏ,2250
8,2024/03/20,5,9,15:03,タピスタ,琉球,2,1,YS横浜,ＤＡＺＮ,2615
9,2024/03/20,5,10,18:03,ギオンス,相模原,1,1,大宮,ＤＡＺＮ,2294
0,2024/03/23,6,1,13:04,花園,FC大阪,0,0,松本,ＤＡＺＮ,2031
1,2024/03/23,6,2,14:03,ＮＡＣＫ,大宮,3,1,宮崎,ＤＡＺＮ／テレ玉,4445
2,2024/03/24,6,3,13:03,プラスタ,八戸,1,1,長野,ＤＡＺＮ／Ｌｅｍｉｎｏ,1282
3,2024/03/24,6,4,13:03,里山Ｓ,今治,0,1,北九州,ＤＡＺＮ／愛媛朝日テレビ（録）,2249
4,2024/03/24,6,5,14:03,愛鷹,沼津,2,1,琉球,ＤＡＺＮ,1472
5,2024/03/24,6,6,14:03,とうスタ,福島,0,0,富山,ＤＡＺＮ／Ｌｅｍｉｎｏ,1055
