,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2021/02/27,1,1,14:03,トラスタ,長崎,2,1,金沢,ＤＡＺＮ／長崎国際テレビ,6436
1,2021/02/27,1,2,14:05,ミクスタ,北九州,1,4,新潟,ＤＡＺＮ,3447
2,2021/02/28,1,3,13:03,ギオンス,相模原,0,2,京都,ＤＡＺＮ,2470
3,2021/02/28,1,4,14:03,Ｋｓスタ,水戸,1,2,大宮,ＤＡＺＮ,3312
4,2021/02/28,1,5,14:03,フクアリ,千葉,1,1,甲府,ＤＡＺＮ,3798
5,2021/02/28,1,6,14:03,正田スタ,群馬,2,1,秋田,ＤＡＺＮ／群馬テレビ,3415
6,2021/02/28,1,7,14:03,Ｇスタ,町田,1,1,山形,ＤＡＺＮ,2618
7,2021/02/28,1,8,14:04,カンセキ,栃木,0,2,岡山,ＤＡＺＮ,4616
8,2021/02/28,1,9,15:03,味スタ,東京Ｖ,3,0,愛媛,ＤＡＺＮ,3411
9,2021/02/28,1,10,15:03,タピスタ,琉球,1,0,磐田,ＤＡＺＮ／ＮＨＫ沖縄,3871
10,2021/02/28,1,11,15:30,みらスタ,山口,0,0,松本,ＤＡＺＮ／山口朝日放送,4862
0,2021/03/06,2,1,13:33,デンカＳ,新潟,1,0,長崎,ＤＡＺＮ／テレビ新潟,9442
1,2021/03/06,2,2,14:03,ＮＡＣＫ,大宮,0,2,甲府,ＤＡＺＮ／テレ玉,4000
2,2021/03/06,2,3,14:03,ミクスタ,北九州,1,2,水戸,ＤＡＺＮ,2504
3,2021/03/06,2,4,14:03,ヤマハ,磐田,1,3,町田,ＤＡＺＮ,6791
4,2021/03/06,2,5,16:03,タピスタ,琉球,2,1,山口,ＤＡＺＮ,1086
5,2021/03/07,2,6,13:03,ギオンス,相模原,0,0,群馬,ＤＡＺＮ,1268
6,2021/03/07,2,7,14:03,Ｃスタ,岡山,0,1,金沢,ＤＡＺＮ／テレビせとうち,5788
7,2021/03/07,2,8,14:03,サンガＳ,京都,0,0,松本,ＤＡＺＮ／ＫＢＳ京都（録）,6556
8,2021/03/07,2,9,14:03,カンセキ,栃木,0,1,秋田,ＤＡＺＮ／とちぎテレビ,3706
9,2021/03/07,2,10,14:03,ニンスタ,愛媛,1,1,千葉,ＤＡＺＮ／南海放送（録）,2393
10,2021/03/07,2,11,15:03,味スタ,東京Ｖ,0,2,山形,ＤＡＺＮ,2709
0,2021/03/13,3,1,14:03,トラスタ,長崎,1,1,愛媛,ＤＡＺＮ,5490
1,2021/03/13,3,2,14:03,みらスタ,山口,1,2,新潟,ＤＡＺＮ,3045
2,2021/03/13,3,3,14:03,ヤマハ,磐田,3,2,水戸,ＤＡＺＮ,3878
3,2021/03/14,3,4,14:03,Ｇスタ,町田,2,2,東京Ｖ,ＤＡＺＮ,2598
4,2021/03/14,3,5,14:03,サンアル,松本,1,1,山形,ＤＡＺＮ／信越放送,7718
5,2021/03/14,3,6,14:03,石川西部,金沢,1,1,北九州,ＤＡＺＮ,2707
6,2021/03/14,3,7,14:03,正田スタ,群馬,0,2,琉球,ＤＡＺＮ,2258
7,2021/03/14,3,8,14:03,フクアリ,千葉,0,2,秋田,ＤＡＺＮ,3969
8,2021/03/14,3,9,14:03,Ｃスタ,岡山,0,0,相模原,ＤＡＺＮ,6091
9,2021/03/14,3,10,14:03,ＪＩＴス,甲府,2,1,栃木,ＤＡＺＮ／山梨放送,5146
10,2021/03/24,3,11,19:03,ＮＡＣＫ,大宮,1,2,京都,ＤＡＺＮ／テレ玉,2531
0,2021/03/20,4,1,14:03,デンカＳ,新潟,3,1,群馬,ＤＡＺＮ／新潟総合テレビ,9329
1,2021/03/20,4,2,16:03,タピスタ,琉球,3,1,長崎,ＤＡＺＮ,1917
2,2021/03/20,4,3,16:03,味スタ,東京Ｖ,2,4,金沢,ＤＡＺＮ,2245
3,2021/03/21,4,4,14:03,サンガＳ,京都,3,4,磐田,ＤＡＺＮ,8024
4,2021/03/21,4,5,14:03,ＮＤスタ,山形,1,2,栃木,ＤＡＺＮ,6242
5,2021/03/21,4,6,14:03,サンアル,松本,0,1,千葉,ＤＡＺＮ,4143
6,2021/03/21,4,7,14:03,ニンスタ,愛媛,0,1,甲府,ＤＡＺＮ／南海放送（録）,1593
7,2021/03/21,4,8,14:03,ミクスタ,北九州,1,1,秋田,ＤＡＺＮ,2491
8,2021/03/21,4,9,16:03,Ｋｓスタ,水戸,3,0,町田,ＤＡＺＮ,1400
9,2021/03/21,4,10,16:03,ギオンス,相模原,2,1,大宮,ＤＡＺＮ,727
10,2021/03/21,4,11,16:03,みらスタ,山口,0,0,岡山,ＤＡＺＮ,3276
0,2021/03/27,5,1,14:03,フクアリ,千葉,1,2,琉球,ＤＡＺＮ,4169
1,2021/03/27,5,2,14:03,エコパ,磐田,1,2,山口,ＤＡＺＮ,5587
2,2021/03/27,5,3,14:03,ＮＡＣＫ,大宮,4,0,長崎,ＤＡＺＮ,4510
3,2021/03/27,5,4,14:03,ＪＩＴス,甲府,0,1,町田,ＤＡＺＮ,5008
4,2021/03/27,5,5,14:03,デンカＳ,新潟,7,0,東京Ｖ,ＤＡＺＮ／新潟テレビ２１,10968
5,2021/03/28,5,6,13:03,ソユスタ,秋田,1,0,京都,ＤＡＺＮ／秋田放送,3015
6,2021/03/28,5,7,14:03,正田スタ,群馬,0,2,北九州,ＤＡＺＮ,1319
