,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2025/03/20,-7,1,13:03,プラスタ,八戸,1,1,新潟,試合終了,1回戦,2,4,0,0,,31313
1,2025/03/20,-7,2,14:03,ＣＦＳ,栃木Ｃ,0,1,鹿島,試合終了,1回戦,,,,,,31317
2,2025/03/20,-7,3,14:03,石川西部,金沢,0,1,湘南,試合終了,1回戦,,,,,,31321
3,2025/03/20,-7,4,14:03,春野陸,高知,1,2,Ｇ大阪,試合終了,1回戦,,,,,,31316
4,2025/03/20,-7,5,14:03,ロートＦ,奈良,0,1,FC東京,試合終了,1回戦,,,,,,31320
5,2025/03/20,-7,6,14:03,ミクスタ,北九州,1,0,岡山,試合終了,1回戦,,,,,,31315
6,2025/03/20,-7,7,14:03,愛鷹,沼津,0,1,柏,試合終了,1回戦,,,,,,31318
7,2025/03/20,-7,8,14:03,いちご,宮崎,0,3,名古屋,試合終了,1回戦,,,0,3,,31324
8,2025/03/20,-7,9,14:03,長良川,岐阜,0,2,横浜FC,試合終了,1回戦,,,,,,31314
9,2025/03/20,-7,10,14:03,長野Ｕ,長野,0,0,東京Ｖ,試合終了,1回戦,4,5,0,0,,31319
10,2025/03/20,-7,11,14:03,ピカスタ,讃岐,1,5,Ｃ大阪,試合終了,1回戦,,,,,,31322
11,2025/03/20,-7,12,14:03,Ａｘｉｓ,鳥取,0,2,京都,試合終了,1回戦,,,,,,31323
12,2025/03/20,-7,13,14:03,タピスタ,琉球,0,2,福岡,試合終了,1回戦,,,,,,31325
13,2025/03/26,-7,14,18:03,ギオンス,相模原,1,3,清水,試合終了,1回戦,,,,,,31326
14,2025/03/26,-7,15,19:03,ＮＡＣＫ,大宮,3,3,いわき,試合終了,1回戦,7,6,1,1,,31339
15,2025/03/26,-7,16,19:03,白波スタ,鹿児島,0,2,山形,試合終了,1回戦,,,,,,31336
16,2025/03/26,-7,17,19:03,ＪＩＴス,甲府,2,1,藤枝,試合終了,1回戦,,,,,,31327
17,2025/03/26,-7,18,19:03,富山,富山,4,2,千葉,試合終了,1回戦,,,,,,31337
18,2025/03/26,-7,19,19:03,正田スタ,群馬,1,4,長崎,試合終了,1回戦,,,0,3,,31334
19,2025/03/26,-7,20,19:03,Ｋｓスタ,水戸,1,0,熊本,試合終了,1回戦,,,,,,31328
20,2025/03/26,-7,21,19:03,クラド,大分,2,3,山口,試合終了,1回戦,,,,,,31330
21,2025/03/26,-7,22,19:03,とうスタ,福島,6,3,札幌,試合終了,1回戦,,,3,0,,31331
22,2025/03/26,-7,23,19:03,サンアル,松本,1,0,鳥栖,試合終了,1回戦,,,1,0,,31333
23,2025/03/26,-7,24,19:03,ニンスタ,愛媛,0,2,秋田,試合終了,1回戦,,,,,,31332
24,2025/03/26,-7,25,19:03,花園,FC大阪,1,2,磐田,試合終了,1回戦,,,,,,31329
25,2025/03/26,-7,26,19:03,栃木グ,栃木SC,0,0,仙台,試合終了,1回戦,4,3,0,0,,31338
26,2025/04/09,-7,27,19:03,アシさと,今治,2,1,徳島,試合終了,1回戦,,,,,,31335
0,2025/04/09,-6,1,19:03,ヤマハ,磐田,2,1,清水,試合終了,2回戦,,,,,,31341
1,2025/04/09,-6,2,19:03,ピースタ,長崎,1,2,湘南,試合終了,2回戦,,,0,1,,31344
2,2025/04/09,-6,3,19:03,ＪＩＴス,甲府,0,1,町田,試合終了,2回戦,,,,,,31340
3,2025/04/09,-6,4,19:03,みらスタ,山口,1,1,鹿島,試合終了,2回戦,5,3,0,0,,31342
4,2025/04/09,-6,5,19:03,ＮＤスタ,山形,0,1,京都,試合終了,2回戦,,,,,,31345
5,2025/04/09,-6,6,19:03,サンアル,松本,0,2,新潟,試合終了,2回戦,,,,,,31343
6,2025/04/16,-6,7,19:03,Ｋｓスタ,水戸,0,1,Ｇ大阪,試合終了,2回戦,,,0,1,,31347
