,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2022/02/23,1,1,14:03,パナスタ,Ｇ大阪,2,3,Ｃ大阪,試合終了,第1節第1日,,,,,,27280
1,2022/02/23,1,2,14:03,豊田ス,名古屋,0,0,清水,試合終了,第1節第1日,,,,,,27292
2,2022/02/23,1,3,14:03,鳴門大塚,徳島,0,3,広島,試合終了,第1節第1日,,,,,,27293
3,2022/02/23,1,4,14:03,サンガＳ,京都,1,1,柏,試合終了,第1節第1日,,,,,,27304
4,2022/02/23,1,5,15:03,駅スタ,鳥栖,2,2,札幌,試合終了,第1節第1日,,,,,,27305
5,2022/02/23,1,6,15:03,レモンＳ,湘南,3,1,福岡,試合終了,第1節第1日,,,,,,27317
0,2022/03/02,2,1,19:03,カシマ,鹿島,0,1,Ｃ大阪,試合終了,第2節第1日,,,,,,27282
1,2022/03/02,2,2,19:03,昭和電ド,大分,2,2,Ｇ大阪,試合終了,第2節第1日,,,,,,27283
2,2022/03/02,2,3,19:03,Ｅスタ,広島,2,0,名古屋,試合終了,第2節第1日,,,,,,27295
3,2022/03/02,2,4,19:03,アイスタ,清水,1,1,徳島,試合終了,第2節第1日,,,,,,27294
4,2022/03/02,2,5,18:33,サンガＳ,京都,2,1,鳥栖,試合終了,第2節第1日,,,,,,27306
5,2022/03/02,2,6,19:03,三協Ｆ柏,柏,2,3,札幌,試合終了,第2節第1日,,,,,,27307
6,2022/03/02,2,7,19:03,ヤマハ,磐田,0,1,湘南,試合終了,第2節第1日,,,,,,27318
7,2022/03/02,2,8,19:03,ベススタ,福岡,1,0,FC東京,試合終了,第2節第1日,,,,,,27319
0,2022/03/15,1,7,19:03,昭和電ド,大分,3,3,鹿島,試合終了,第1節第2日,,,,,,27281
1,2022/03/15,1,8,19:03,味スタ,FC東京,0,0,磐田,試合終了,第1節第2日,,,,,,27316
0,2022/03/26,3,1,14:03,ヨドコウ,Ｃ大阪,6,1,大分,試合終了,第3節第1日,,,,,,27284
1,2022/03/26,3,2,15:03,カシマ,鹿島,4,1,Ｇ大阪,試合終了,第3節第1日,,,,,,27285
2,2022/03/26,3,3,14:03,豊田ス,名古屋,2,0,徳島,試合終了,第3節第1日,,,,,,27296
3,2022/03/26,3,4,14:03,Ｅスタ,広島,1,2,清水,試合終了,第3節第1日,,,,,,27297
4,2022/03/26,3,5,15:03,三協Ｆ柏,柏,1,1,鳥栖,試合終了,第3節第1日,,,,,,27309
5,2022/03/26,3,6,14:03,ヤマハ,磐田,1,0,福岡,試合終了,第3節第1日,,,,,,27320
6,2022/03/26,3,7,15:03,味スタ,FC東京,2,1,湘南,試合終了,第3節第1日,,,,,,27321
0,2022/04/13,4,1,19:03,ヨドコウ,Ｃ大阪,1,3,鹿島,試合終了,第4節第1日,,,,,,27287
1,2022/04/13,4,2,19:03,パナスタ,Ｇ大阪,2,0,大分,試合終了,第4節第1日,,,,,,27286
2,2022/04/13,4,3,19:03,鳴門大塚,徳島,4,1,清水,試合終了,第4節第1日,,,,,,27298
3,2022/04/13,4,4,19:33,豊田ス,名古屋,1,2,広島,試合終了,第4節第1日,,,,,,27299
4,2022/04/13,4,5,18:33,サンガＳ,京都,3,2,札幌,試合終了,第4節第1日,,,,,,27310
5,2022/04/13,4,6,19:03,駅スタ,鳥栖,1,3,柏,試合終了,第4節第1日,,,,,,27311
6,2022/04/13,4,7,19:03,レモンＳ,湘南,2,1,FC東京,試合終了,第4節第1日,,,,,,27322
7,2022/04/13,4,8,19:03,ベススタ,福岡,2,1,磐田,試合終了,第4節第1日,,,,,,27323
0,2022/04/20,3,8,19:03,札幌ド,札幌,4,1,京都,試合終了,第3節第2日,,,,,,27308
0,2022/04/23,5,1,14:03,ヨドコウ,Ｃ大阪,0,0,Ｇ大阪,試合終了,第5節第1日,,,,,,27288
1,2022/04/23,5,2,15:03,カシマ,鹿島,3,0,大分,試合終了,第5節第1日,,,,,,27289
2,2022/04/23,5,3,14:03,Ｅスタ,広島,4,0,徳島,試合終了,第5節第1日,,,,,,27301
