,match_date,section_no,start_time,stadium,home_team,away_team,status,matchNumber,home_goal,away_goal,extraTime,match_index_in_section,group
0,2023/04/01,1,15:00,帝京科学大学千住総合グラウンド,帝京高校,高崎健康福祉大学高崎高校,試合終了,1,2,2,False,1,
1,2023/04/01,1,16:00,（公財）三菱養和会　巣鴨スポーツセンターグラウンド,三菱養和サッカークラブユース,浦和レッズユース,試合終了,2,0,2,False,2,
2,2023/04/02,1,12:00,太田市運動公園サッカー・ラグビー場,桐生第一高校,ヴァンフォーレ甲府U-18,試合終了,3,3,2,False,3,
3,2023/04/02,1,13:00,ヴェルディグラウンド,東京ヴェルディユース,鹿島学園高校,試合終了,4,1,1,False,4,
4,2023/04/02,1,11:00,カシマスタジアムサブグラウンド,鹿島アントラーズユース,矢板中央高校,試合終了,5,2,0,False,5,
5,2023/04/08,2,15:30,鹿島学園高校グラウンド,鹿島学園高校,桐生第一高校,試合終了,6,1,4,False,1,
6,2023/04/08,2,14:00,矢板中央高校東泉グラウンド,矢板中央高校,東京ヴェルディユース,試合終了,7,1,2,False,2,
7,2023/04/09,2,12:00,いこいの杜グラウンド,ヴァンフォーレ甲府U-18,帝京高校,試合終了,8,1,3,False,3,
8,2023/04/09,2,14:00,高崎健康福祉大学高崎高校サッカー場,高崎健康福祉大学高崎高校,三菱養和サッカークラブユース,試合終了,9,0,1,False,4,
9,2023/04/09,2,15:00,レッズランド F2（天然芝）,浦和レッズユース,鹿島アントラーズユース,試合終了,10,5,2,False,5,
10,2023/04/15,3,11:00,矢板中央高校東泉グラウンド,矢板中央高校,桐生第一高校,試合終了,11,2,2,False,1,
11,2023/04/15,3,14:00,いこいの杜グラウンド,ヴァンフォーレ甲府U-18,高崎健康福祉大学高崎高校,試合終了,12,2,0,False,2,
12,2023/04/15,3,15:00,帝京科学大学千住総合グラウンド,帝京高校,鹿島学園高校,試合終了,13,2,2,False,3,
