,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status
0,2022/10/22,1,1,13:05,ユアテックスタジアム仙台,マイ仙台,3,1,EL埼玉,試合終了
1,2022/10/22,1,2,14:03,味の素フィールド西が丘,東京NB,1,0,新潟L,試合終了
2,2022/10/23,1,3,13:03,ノエビアスタジアム神戸,I神戸,2,0,大宮V,試合終了
3,2022/10/23,1,4,14:03,埼玉スタジアム2002,浦和,3,2,AC長野,試合終了
4,2022/10/23,1,5,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,2,1,千葉L,試合終了
5,2022/10/29,2,1,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,0,新潟L,試合終了
6,2022/10/29,2,2,14:03,長野Uスタジアム,AC長野,1,2,マイ仙台,試合終了
7,2022/10/30,2,3,13:03,ノエビアスタジアム神戸,I神戸,4,2,千葉L,試合終了
8,2022/10/30,2,4,14:03,味の素フィールド西が丘,東京NB,3,5,浦和,試合終了
9,2022/10/30,2,5,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,1,2,N相模原,試合終了
10,2022/11/05,3,1,13:03,フクダ電子アリーナ,千葉L,1,0,AC長野,試合終了
11,2022/11/05,3,2,14:03,NACK5スタジアム大宮,大宮V,1,0,EL埼玉,試合終了
12,2022/11/05,3,3,14:03,デンカビッグスワンスタジアム,新潟L,0,1,マイ仙台,試合終了
13,2022/11/05,3,4,15:03,レモンガススタジアム平塚,N相模原,1,3,東京NB,試合終了
14,2022/11/06,3,5,15:03,浦和駒場スタジアム,浦和,2,1,S広島R,試合終了
15,2022/11/26,4,1,13:03,デンカビッグスワンスタジアム,新潟L,2,3,N相模原,試合終了
16,2022/11/26,4,2,13:04,ユアテックスタジアム仙台,マイ仙台,0,4,大宮V,試合終了
17,2022/11/26,4,3,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,3,1,千葉L,試合終了
18,2022/11/26,4,4,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,1,1,I神戸,試合終了
19,2022/11/26,4,5,14:05,長野Uスタジアム,AC長野,0,2,東京NB,試合終了
20,2022/12/03,5,1,13:03,ゼットエーオリプリスタジアム,千葉L,1,1,新潟L,試合終了
21,2022/12/03,5,2,14:03,NACK5スタジアム大宮,大宮V,0,3,浦和,試合終了
22,2022/12/03,5,3,14:03,相模原ギオンスタジアム,N相模原,1,2,マイ仙台,試合終了
23,2022/12/04,5,4,13:03,ノエビアスタジアム神戸,I神戸,3,0,EL埼玉,試合終了
24,2022/12/04,5,5,14:04,味の素フィールド西が丘,東京NB,0,1,S広島R,試合終了
25,2022/12/10,6,1,13:03,新潟市陸上競技場,新潟L,0,1,大宮V,試合終了
26,2022/12/10,6,2,13:04,ユアテックスタジアム仙台,マイ仙台,0,0,千葉L,試合終了
27,2022/12/10,6,3,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,0,S広島R,試合終了
28,2022/12/10,6,4,14:03,長野Uスタジアム,AC長野,1,0,N相模原,試合終了
29,2022/12/11,6,5,14:03,浦和駒場スタジアム,浦和,1,2,I神戸,試合終了
30,2022/12/24,7,1,14:03,NACK5スタジアム大宮,大宮V,0,2,東京NB,試合終了
31,2022/12/25,7,2,13:03,ノエビアスタジアム神戸,I神戸,1,0,AC長野,試合終了
32,2022/12/25,7,3,14:03,浦和駒場スタジアム,浦和,2,0,マイ仙台,試合終了
33,2022/12/25,7,4,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,2,N相模原,試合終了
34,2023/01/07,8,1,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,0,0,AC長野,試合終了
35,2023/01/07,8,2,14:04,相模原ギオンスタジアム,N相模原,1,1,大宮V,試合終了
36,2023/01/08,8,3,10:33,ノエビアスタジアム神戸,I神戸,2,1,新潟L,試合終了
37,2023/01/08,8,4,13:03,ゼットエーオリプリスタジアム,千葉L,0,2,浦和,試合終了
38,2023/01/09,8,5,14:03,味の素フィールド西が丘,東京NB,0,0,マイ仙台,試合終了
39,2023/03/05,9,1,13:04,デンカビッグスワンスタジアム,新潟L,1,2,浦和,試合終了
40,2023/03/05,9,2,14:03,ユアテックスタジアム仙台,マイ仙台,1,2,I神戸,試合終了
41,2023/03/05,9,3,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,3,東京NB,試合終了
42,2023/03/05,9,4,14:03,相模原ギオンスタジアム,N相模原,2,0,千葉L,試合終了
43,2023/03/05,9,5,14:03,長野Uスタジアム,AC長野,0,0,大宮V,試合終了
44,2023/03/12,10,1,13:03,フクダ電子アリーナ,千葉L,1,2,東京NB,試合終了
45,2023/03/12,10,2,13:03,ノエビアスタジアム神戸,I神戸,2,0,N相模原,試合終了
46,2023/03/12,10,3,14:03,浦和駒場スタジアム,浦和,1,0,EL埼玉,試合終了
47,2023/03/12,10,4,14:03,NACK5スタジアム大宮,大宮V,5,0,S広島R,試合終了
48,2023/03/12,10,5,14:03,長野Uスタジアム,AC長野,0,2,新潟L,試合終了
49,2023/03/18,11,1,13:03,フクダ電子アリーナ,千葉L,1,0,大宮V,試合終了
50,2023/03/18,11,2,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,2,1,マイ仙台,試合終了
51,2023/03/18,11,3,14:04,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,3,AC長野,試合終了
52,2023/03/19,11,4,14:03,味の素フィールド西が丘,東京NB,1,1,I神戸,試合終了
53,2023/03/19,11,5,14:04,相模原ギオンスタジアム,N相模原,1,3,浦和,試合終了
54,2023/03/21,7,5,13:03,サンフレッチェビレッジ 広島第一球技場,S広島R,2,1,新潟L,試合終了
55,2023/03/25,12,1,13:03,新発田市五十公野公園陸上競技場,新潟L,0,3,EL埼玉,試合終了
56,2023/03/25,12,2,14:03,長野Uスタジアム,AC長野,0,0,千葉L,試合終了
57,2023/03/26,12,3,13:03,ノエビアスタジアム神戸,I神戸,1,1,S広島R,試合終了
58,2023/03/26,12,4,13:04,ユアテックスタジアム仙台,マイ仙台,1,2,東京NB,試合終了
59,2023/03/26,12,5,14:03,NACK5スタジアム大宮,大宮V,0,0,N相模原,試合終了
60,2023/04/01,13,1,13:03,フクダ電子アリーナ,千葉L,0,0,S広島R,試合終了
61,2023/04/01,13,2,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,1,マイ仙台,試合終了
62,2023/04/01,13,3,14:03,相模原ギオンスタジアム,N相模原,2,0,AC長野,試合終了
63,2023/04/02,13,4,14:03,浦和駒場スタジアム,浦和,3,0,新潟L,試合終了
64,2023/04/02,13,5,14:03,味の素フィールド西が丘,東京NB,3,2,大宮V,試合終了
65,2023/04/15,19,1,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,0,0,大宮V,試合終了
66,2023/04/22,14,1,13:03,新潟市陸上競技場,新潟L,2,2,千葉L,試合終了
67,2023/04/22,14,2,13:04,味の素フィールド西が丘,マイ仙台,1,2,浦和,試合終了
68,2023/04/22,14,3,14:03,ニッパツ三ツ沢球技場,N相模原,0,1,EL埼玉,試合終了
69,2023/04/23,14,4,14:03,NACK5スタジアム大宮,大宮V,0,1,I神戸,試合終了
70,2023/04/23,14,5,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,1,3,東京NB,試合終了
71,2023/04/29,15,1,12:03,ゼットエーオリプリスタジアム,千葉L,2,2,EL埼玉,試合終了
72,2023/04/29,15,2,14:03,浦和駒場スタジアム,浦和,2,0,N相模原,試合終了
73,2023/04/29,15,3,14:03,NACK5スタジアム大宮,大宮V,3,2,新潟L,試合終了
74,2023/04/29,15,4,15:03,長野Uスタジアム,AC長野,3,3,S広島R,試合終了
75,2023/04/29,15,5,19:03,ノエビアスタジアム神戸,I神戸,3,0,マイ仙台,試合終了
76,2023/05/03,16,1,13:03,味の素フィールド西が丘,東京NB,0,0,千葉L,試合終了
77,2023/05/03,16,2,13:03,新潟市陸上競技場,新潟L,1,0,I神戸,試合終了
78,2023/05/03,16,3,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,2,大宮V,試合終了
79,2023/05/03,16,4,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,1,2,浦和,試合終了
80,2023/05/03,16,5,19:04,ユアテックスタジアム仙台,マイ仙台,1,0,AC長野,試合終了
81,2023/05/07,17,1,10:33,新発田市五十公野公園陸上競技場,新潟L,1,0,S広島R,試合終了
82,2023/05/07,17,2,13:03,ゼットエーオリプリスタジアム,千葉L,1,1,マイ仙台,試合終了
83,2023/05/07,17,3,14:03,浦和駒場スタジアム,浦和,2,2,東京NB,試合終了
84,2023/05/07,17,4,14:03,相模原ギオンスタジアム,N相模原,0,2,I神戸,試合終了
85,2023/05/07,17,5,15:03,長野Uスタジアム,AC長野,2,1,EL埼玉,試合終了
86,2023/05/13,18,1,13:03,フクダ電子アリーナ,千葉L,4,0,N相模原,試合終了
87,2023/05/13,18,2,14:03,NACK5スタジアム大宮,大宮V,0,2,AC長野,試合終了
88,2023/05/14,18,3,13:03,ユアテックスタジアム仙台,マイ仙台,0,0,新潟L,試合終了
89,2023/05/14,18,4,13:03,ノエビアスタジアム神戸,I神戸,1,2,浦和,試合終了
90,2023/05/14,18,5,14:03,味の素フィールド西が丘,東京NB,9,0,EL埼玉,試合終了
91,2023/05/20,19,2,14:03,味の素フィールド西が丘,東京NB,3,0,N相模原,試合終了
92,2023/05/21,19,3,13:03,デンカビッグスワンスタジアム,新潟L,1,0,AC長野,試合終了
93,2023/05/21,19,4,14:03,浦和駒場スタジアム,浦和,3,0,千葉L,試合終了
94,2023/05/21,19,5,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,2,I神戸,試合終了
95,2023/05/27,20,1,13:06,ユアテックスタジアム仙台,マイ仙台,3,2,S広島R,試合終了
96,2023/05/27,20,2,14:03,NACK5スタジアム大宮,大宮V,2,4,千葉L,試合終了
97,2023/05/27,20,3,14:03,相模原ギオンスタジアム,N相模原,1,1,新潟L,試合終了
98,2023/05/27,20,4,14:03,長野Uスタジアム,AC長野,2,1,浦和,試合終了
99,2023/05/28,20,5,13:03,ノエビアスタジアム神戸,I神戸,2,2,東京NB,試合終了
100,2023/06/03,21,1,13:03,ユアテックスタジアム仙台,マイ仙台,1,1,N相模原,試合終了
101,2023/06/03,21,2,14:03,浦和駒場スタジアム,浦和,4,0,大宮V,試合終了
102,2023/06/03,21,3,14:03,味の素フィールド西が丘,東京NB,3,3,AC長野,試合終了
103,2023/06/03,21,4,14:03,サンフレッチェビレッジ 広島第一球技場,S広島R,1,0,EL埼玉,試合終了
104,2023/06/04,21,5,13:03,フクダ電子アリーナ,千葉L,0,1,I神戸,試合終了
105,2023/06/10,22,1,14:03,NACK5スタジアム大宮,大宮V,1,1,マイ仙台,試合終了
106,2023/06/10,22,2,14:03,相模原ギオンスタジアム,N相模原,0,2,S広島R,試合終了
107,2023/06/10,22,3,14:03,長野Uスタジアム,AC長野,2,2,I神戸,試合終了
108,2023/06/10,22,4,14:03,新潟市陸上競技場,新潟L,2,3,東京NB,試合終了
109,2023/06/10,22,5,14:04,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,5,浦和,試合終了
