,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
5,2021/05/19,6,6,19:03,埼玉,浦和,2,0,横浜FC,試合終了,第6節第1日,,,,,,26060
6,2021/05/19,6,7,19:03,ニッパツ,横浜FM,5,1,清水,試合終了,第6節第1日,,,,,,26073
7,2021/05/19,6,8,19:03,ユアスタ,仙台,3,0,広島,試合終了,第6節第1日,,,,,,26072
0,2021/06/02,-4,1,19:03,アイスタ,清水,0,1,鹿島,試合終了,プレーオフラウンド,,,,,1,26371
1,2021/06/05,-4,2,14:03,駒沢,FC東京,0,1,湘南,試合終了,プレーオフラウンド,,,,,1,26372
2,2021/06/06,-4,3,13:03,札幌厚別,札幌,1,1,横浜FM,試合終了,プレーオフラウンド,,,,,1,26374
3,2021/06/06,-4,4,18:03,ノエスタ,神戸,1,2,浦和,試合終了,プレーオフラウンド,,,,,1,26376
0,2021/06/06,-4,1,15:03,カシマ,鹿島,2,1,清水,試合終了,プレーオフラウンド,,,,,2,26373
1,2021/06/13,-4,2,17:03,レモンＳ,湘南,1,4,FC東京,試合終了,プレーオフラウンド,,,,,2,26375
2,2021/06/13,-4,3,17:03,ニッパツ,横浜FM,1,3,札幌,試合終了,プレーオフラウンド,,,,,2,26377
3,2021/06/13,-4,4,18:03,浦和駒場,浦和,2,2,神戸,試合終了,プレーオフラウンド,,,,,2,26378
0,2021/09/01,-3,1,19:03,浦和駒場,浦和,1,1,川崎Ｆ,試合終了,準々決勝,,,,,1,26399
1,2021/09/01,-3,2,19:03,ヨドコウ,Ｃ大阪,0,1,Ｇ大阪,試合終了,準々決勝,,,,,1,26398
2,2021/09/01,-3,3,19:03,豊田ス,名古屋,2,0,鹿島,試合終了,準々決勝,,,,,1,26397
3,2021/09/01,-3,4,19:03,札幌厚別,札幌,2,1,FC東京,試合終了,準々決勝,,,,,1,26396
0,2021/09/05,-3,1,18:03,等々力,川崎Ｆ,3,3,浦和,試合終了,準々決勝,,,,,2,26403
1,2021/09/05,-3,3,18:03,カシマ,鹿島,0,2,名古屋,試合終了,準々決勝,,,,,2,26401
2,2021/09/05,-3,2,18:03,パナスタ,Ｇ大阪,0,4,Ｃ大阪,試合終了,準々決勝,,,,,2,26402
3,2021/09/05,-3,4,18:03,レモンＳ,FC東京,2,0,札幌,試合終了,準々決勝,,,,,2,26400
0,2021/10/06,-2,1,19:03,豊田ス,名古屋,3,1,FC東京,試合終了,準決勝,,,,,1,26480
1,2021/10/06,-2,2,19:03,埼玉,浦和,1,1,Ｃ大阪,試合終了,準決勝,,,,,1,26482
0,2021/10/10,-2,1,14:03,味スタ,FC東京,2,1,名古屋,試合終了,準決勝,,,,,2,26481
1,2021/10/10,-2,2,15:03,ヨドコウ,Ｃ大阪,1,0,浦和,試合終了,準決勝,,,,,2,26483
0,2021/10/30,-1,1,13:09,埼玉,名古屋,2,0,Ｃ大阪,試合終了,決勝,,,,,,26496
