,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2021/03/02,1,1,19:03,昭和電ド,大分,1,3,神戸,試合終了,第1節第1日,,,,,,26039
1,2021/03/02,1,2,18:03,レモンＳ,湘南,0,0,浦和,試合終了,第1節第1日,,,,,,26051
2,2021/03/03,1,5,18:03,ベススタ,福岡,2,3,札幌,試合終了,第1節第1日,,,,,,26026
3,2021/03/03,1,6,19:03,カシマ,鹿島,3,0,鳥栖,試合終了,第1節第1日,,,,,,26027
4,2021/03/03,1,7,18:03,ニッパツ,横浜FM,1,0,仙台,試合終了,第1節第1日,,,,,,26062
5,2021/03/03,1,8,19:03,Ｅスタ,広島,0,0,清水,試合終了,第1節第1日,,,,,,26063
0,2021/03/03,1,3,18:03,味スタ,FC東京,1,0,徳島,試合終了,第1節第2日,,,,,,26038
1,2021/03/03,1,4,18:03,三協Ｆ柏,柏,0,1,横浜FC,試合終了,第1節第2日,,,,,,26050
0,2021/03/27,2,1,14:03,駅スタ,鳥栖,1,5,札幌,試合終了,第2節第1日,,,,,,26028
1,2021/03/27,2,2,18:03,ベススタ,福岡,1,5,鹿島,試合終了,第2節第1日,,,,,,26029
2,2021/03/27,2,3,14:03,鳴門大塚,徳島,0,1,大分,試合終了,第2節第1日,,,,,,26040
3,2021/03/27,2,4,15:03,埼玉,浦和,0,1,柏,試合終了,第2節第1日,,,,,,26052
4,2021/03/27,2,5,15:03,レモンＳ,湘南,1,0,横浜FC,試合終了,第2節第1日,,,,,,26053
5,2021/03/27,2,6,14:03,ニッパツ,横浜FM,5,0,広島,試合終了,第2節第1日,,,,,,26065
6,2021/03/27,2,7,14:03,ユアスタ,仙台,0,1,清水,試合終了,第2節第1日,,,,,,26064
0,2021/03/28,2,8,14:03,味スタ,FC東京,2,0,神戸,試合終了,第2節第2日,,,,,,26041
0,2021/04/20,3,1,19:03,カシマ,鹿島,3,0,札幌,試合終了,第3節第1日,,,,,,26030
1,2021/04/21,3,3,18:03,ノエスタ,神戸,0,1,徳島,試合終了,第3節第1日,,,,,,26043
2,2021/04/21,3,4,19:03,昭和電ド,大分,0,1,FC東京,試合終了,第3節第1日,,,,,,26042
3,2021/04/21,3,5,18:03,三協Ｆ柏,柏,1,1,湘南,試合終了,第3節第1日,,,,,,26055
4,2021/04/21,3,6,19:03,ニッパツ,横浜FC,1,2,浦和,試合終了,第3節第1日,,,,,,26054
5,2021/04/21,3,7,19:03,アイスタ,清水,0,0,横浜FM,試合終了,第3節第1日,,,,,,26066
6,2021/04/21,3,8,19:03,Ｅスタ,広島,0,1,仙台,試合終了,第3節第1日,,,,,,26067
0,2021/04/21,3,2,19:03,駅スタ,鳥栖,0,1,福岡,試合終了,第3節第2日,,,,,,26031
0,2021/04/28,4,1,19:03,札幌ド,札幌,1,1,福岡,試合終了,第4節第1日,,,,,,26032
1,2021/04/28,4,2,19:03,駅スタ,鳥栖,2,2,鹿島,試合終了,第4節第1日,,,,,,26033
2,2021/04/28,4,3,18:03,ノエスタ,神戸,0,0,大分,試合終了,第4節第1日,,,,,,26044
3,2021/04/28,4,4,19:03,鳴門大塚,徳島,1,1,FC東京,試合終了,第4節第1日,,,,,,26045
4,2021/04/28,4,5,18:03,埼玉,浦和,0,0,湘南,試合終了,第4節第1日,,,,,,26057
5,2021/04/28,4,6,19:03,ニッパツ,横浜FC,2,0,柏,試合終了,第4節第1日,,,,,,26056
6,2021/04/28,4,7,18:03,ユアスタ,仙台,2,5,横浜FM,試合終了,第4節第1日,,,,,,26068
7,2021/04/28,4,8,19:03,アイスタ,清水,1,2,広島,試合終了,第4節第1日,,,,,,26069
0,2021/05/05,5,1,14:03,札幌ド,札幌,2,1,鳥栖,試合終了,第5節第1日,,,,,,26034
1,2021/05/05,5,2,15:03,カシマ,鹿島,1,1,福岡,試合終了,第5節第1日,,,,,,26035
2,2021/05/05,5,3,14:03,昭和電ド,大分,1,1,徳島,試合終了,第5節第1日,,,,,,26046
3,2021/05/05,5,4,15:03,ノエスタ,神戸,0,0,FC東京,試合終了,第5節第1日,,,,,,26047
4,2021/05/05,5,5,14:03,ニッパツ,横浜FC,1,1,湘南,試合終了,第5節第1日,,,,,,26058
5,2021/05/05,5,6,16:03,三協Ｆ柏,柏,3,3,浦和,試合終了,第5節第1日,,,,,,26059
6,2021/05/05,5,7,14:03,アイスタ,清水,4,1,仙台,試合終了,第5節第1日,,,,,,26070
7,2021/05/05,5,8,14:03,Ｅスタ,広島,1,1,横浜FM,試合終了,第5節第1日,,,,,,26071
0,2021/05/19,6,1,19:03,ベススタ,福岡,4,1,鳥栖,試合終了,第6節第1日,,,,,,26037
1,2021/05/19,6,2,19:03,札幌ド,札幌,0,0,鹿島,試合終了,第6節第1日,,,,,,26036
2,2021/05/19,6,3,19:03,鳴門大塚,徳島,0,3,神戸,試合終了,第6節第1日,,,,,,26049
3,2021/05/19,6,4,19:03,味スタ,FC東京,1,1,大分,試合終了,第6節第1日,,,,,,26048
4,2021/05/19,6,5,19:03,レモンＳ,湘南,1,1,柏,試合終了,第6節第1日,,,,,,26061
