,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
0,2020/09/16,-8,19:00,ユアスタ,ソニー仙台ＦＣ,猿田興業,試合終了,1,１回戦,3,0,,,1,,,
1,2020/09/16,-8,15:00,Jヴィレッジ,いわきFC,大山サッカークラブ,試合終了,2,１回戦,4,0,,,2,,,
2,2020/09/16,-8,13:00,プラスタ,ラインメール青森,札幌大学,試合終了,3,１回戦,2,1,,,3,,,
3,2020/09/16,-8,19:00,ひたちなか,筑波大学,東京国際大学,試合終了,4,１回戦,2,0,,,4,,,
4,2020/09/16,-8,19:00,BMWス,桐蔭横浜大学,山梨学院大学ペガサス,試合終了,5,１回戦,4,2,,,5,,,
5,2020/09/16,-8,14:00,群馬サ,tonan前橋,ＶＯＮＤＳ市原ＦＣ,試合終了,6,１回戦,2,3,,,6,,,
6,2020/09/16,-8,16:00,味フィ西,東京武蔵野シティＦＣ,栃木シティFC,試合終了,7,１回戦,3,3,5,4,7,0,0,
7,2020/09/16,-8,15:00,金沢市民,金沢星稜大学,富山新庄クラブ,試合終了,8,１回戦,1,2,,,8,,,
8,2020/09/16,-8,19:00,パロ瑞穂,ＦＣマルヤス岡崎,鈴鹿ポイントゲッターズ,試合終了,9,１回戦,3,2,,,9,,,
9,2020/09/16,-8,18:00,三木陸,Cento Cuore HARIMA,ＭＩＯびわこ滋賀,試合終了,10,１回戦,1,1,2,4,10,1,1,
10,2020/09/16,-8,15:00,太陽が丘,おこしやす京都ＡＣ,奈良クラブ,試合終了,11,１回戦,0,1,,,11,,,
11,2020/09/16,-8,19:00,Axis,Yonago Genki SC,松江シティＦＣ,試合終了,12,１回戦,0,5,,,12,,,
12,2020/09/16,-8,19:00,えがおS,熊本県教員蹴友団,福岡大学,試合終了,13,１回戦,0,0,1,3,13,0,0,
13,2020/09/16,-8,17:00,国分多,鹿屋体育大学,沖縄SV,試合終了,14,１回戦,1,0,,,14,,,
14,2020/09/16,-8,19:00,佐賀陸,EVインテルナシオナル,ＭＤ長崎,試合終了,15,１回戦,0,4,,,15,,,
15,2020/09/16,-8,19:00,昭和電ド,ヴェルスパ大分,テゲバジャーロ宮崎,試合終了,16,１回戦,2,2,5,4,16,0,0,
16,2020/09/23,-7,19:00,Qスタ,富士大学,ソニー仙台ＦＣ,試合終了,17,２回戦,3,2,,,1,,,
17,2020/09/23,-7,15:00,Jヴィレッジ,いわきFC,ラインメール青森,試合終了,18,２回戦,0,3,,,2,,,
18,2020/09/23,-7,19:00,ひたちなか,筑波大学,桐蔭横浜大学,試合終了,19,２回戦,4,3,,,3,,,
19,2020/09/23,-7,17:00,オリプリ,ＶＯＮＤＳ市原ＦＣ,東京武蔵野シティＦＣ,試合終了,20,２回戦,2,3,,,4,2,3,
20,2020/09/23,-7,17:00,新発田陸,新潟医療福祉大学,アルティスタ浅間,試合終了,21,２回戦,3,0,,,5,,,
21,2020/09/23,-7,19:00,福井テクノ,福井ユナイテッドFC,富山新庄クラブ,試合終了,22,２回戦,2,1,,,6,1,0,
22,2020/09/23,-7,19:00,エコパ,Honda FC,常葉大学,試合終了,23,２回戦,2,1,,,7,,,
23,2020/09/23,-7,19:00,長良川陸,長良クラブ,ＦＣマルヤス岡崎,試合終了,24,２回戦,0,4,,,8,,,
24,2020/09/23,-7,18:15,紀三井寺,アルテリーヴォ和歌山,ＭＩＯびわこ滋賀,試合終了,25,２回戦,1,0,,,9,,,
25,2020/09/23,-7,19:00,ヤンマー,FC TIAMO枚方,奈良クラブ,試合終了,26,２回戦,1,0,,,10,,,
26,2020/09/30,-7,16:00,広島一球,福山シティＦＣ,ＦＣバレイン下関,試合終了,27,２回戦,1,0,,,16,,,
27,2020/09/23,-7,14:00,みよし陸,三菱水島ＦＣ,松江シティＦＣ,試合終了,28,２回戦,1,0,,,11,1,0,
28,2020/09/23,-7,19:00,春野陸,高知,高松大学,試合終了,29,２回戦,2,1,,,12,,,
29,2020/09/23,-7,16:00,春野陸,FC徳島,松山大学,試合終了,30,２回戦,5,0,,,13,,,
30,2020/09/23,-7,17:00,国分陸,福岡大学,鹿屋体育大学,試合終了,31,２回戦,1,4,,,14,0,3,
31,2020/09/23,-7,19:00,トラスタ,ＭＤ長崎,ヴェルスパ大分,試合終了,32,２回戦,0,2,,,15,,,
32,2020/10/28,-6,19:00,Qスタ,富士大学,ラインメール青森,試合終了,33,３回戦,1,2,,,1,,,
33,2020/10/28,-6,19:00,Ｋｓスタ,筑波大学,東京武蔵野シティＦＣ,試合終了,34,３回戦,3,2,,,2,2,1,
34,2020/10/28,-6,18:00,福井テクノ,新潟医療福祉大学,福井ユナイテッドFC,試合終了,35,３回戦,0,2,,,3,,,
35,2020/10/28,-6,16:00,エコパ,Honda FC,ＦＣマルヤス岡崎,試合終了,36,３回戦,1,0,,,4,,,
36,2020/10/28,-6,19:00,ヤンマー,アルテリーヴォ和歌山,FC TIAMO枚方,試合終了,37,３回戦,3,2,,,5,1,0,
37,2020/10/28,-6,13:00,みよし陸,福山シティＦＣ,三菱水島ＦＣ,試合終了,38,３回戦,2,0,,,6,,,
38,2020/11/11,-6,19:00,ピカスタ,高知,FC徳島,試合終了,39,３回戦,2,1,,,8,,,
39,2020/10/28,-6,19:00,えがおS,鹿屋体育大学,ヴェルスパ大分,試合終了,40,３回戦,1,2,,,7,,,
40,2020/12/13,-5,13:00,福井テクノ,福井ユナイテッドFC,ラインメール青森,試合終了,41,４回戦,2,1,,,1,1,0,
41,2020/12/13,-5,14:00,広島一球,福山シティＦＣ,アルテリーヴォ和歌山,試合終了,42,４回戦,2,1,,,2,,,
42,2020/12/13,-5,13:00,大分陸,ヴェルスパ大分,Honda FC,試合終了,43,４回戦,0,1,,,3,,,
43,2020/12/13,-5,19:00,カシマ,筑波大学,高知,試合終了,44,４回戦,3,2,,,4,1,0,
44,2020/12/20,-4,13:00,広島一球,福井ユナイテッドFC,福山シティＦＣ,試合終了,45,５回戦,0,3,,,1,,,
45,2020/12/20,-4,18:00,エコパ,Honda FC,筑波大学,試合終了,46,５回戦,2,1,,,2,,,
46,2020/12/23,-3,19:00,ユアスタ,秋田,福山シティＦＣ,試合終了,47,準々決勝,3,1,,,1,,,
47,2020/12/23,-3,19:00,ノエスタ,徳島,Honda FC,試合終了,48,準々決勝,3,0,,,2,,,
48,2020/12/27,-2,13:05,等々力,川崎Ｆ,秋田,試合終了,49,準決勝,2,0,,,1,,,
49,2020/12/27,-2,16:00,パナスタ,Ｇ大阪,徳島,試合終了,50,準決勝,2,0,,,2,,,
50,2021/01/01,-1,14:40,国立,川崎Ｆ,Ｇ大阪,試合終了,51,決勝戦,1,0,,,1,,,
