,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
5,2017/04/26,3,6,19:34,ニッパツ,横浜FM,4,1,新潟,試合終了,第3節第1日,,,,,,20123
0,2017/05/03,4,1,15:03,柏,柏,1,2,磐田,試合終了,第4節第1日,,,,,,20149
1,2017/05/03,4,2,15:03,ＮＡＣＫ,大宮,1,2,仙台,試合終了,第4節第1日,,,,,,20148
2,2017/05/03,4,3,15:04,味スタ,FC東京,1,0,札幌,試合終了,第4節第1日,,,,,,20150
3,2017/05/03,4,4,14:04,中銀スタ,甲府,0,1,横浜FM,試合終了,第4節第1日,,,,,,20124
4,2017/05/03,4,5,14:04,Ｅスタ,広島,0,1,Ｃ大阪,試合終了,第4節第1日,,,,,,20125
5,2017/05/03,4,6,16:03,ノエスタ,神戸,1,0,鳥栖,試合終了,第4節第1日,,,,,,20126
0,2017/05/10,5,1,19:03,ユアスタ,仙台,1,1,柏,試合終了,第5節第1日,,,,,,20152
1,2017/05/10,5,2,19:03,アイスタ,清水,2,4,磐田,試合終了,第5節第1日,,,,,,20154
2,2017/05/10,5,3,19:04,味スタ,FC東京,4,3,大宮,試合終了,第5節第1日,,,,,,20153
3,2017/05/10,5,4,19:03,ノエスタ,神戸,2,1,甲府,試合終了,第5節第1日,,,,,,20128
4,2017/05/10,5,5,19:03,金鳥スタ,Ｃ大阪,1,0,新潟,試合終了,第5節第1日,,,,,,20127
5,2017/05/10,5,6,19:04,Ｅスタ,広島,1,0,鳥栖,試合終了,第5節第1日,,,,,,20129
0,2017/05/24,6,1,19:03,札幌ド,札幌,1,2,仙台,試合終了,第6節第1日,,,,,,20156
1,2017/05/24,6,2,19:03,ＮＡＣＫ,大宮,4,0,清水,試合終了,第6節第1日,,,,,,20157
2,2017/05/24,6,3,19:03,柏,柏,0,1,FC東京,試合終了,第6節第1日,,,,,,20158
3,2017/05/24,6,4,19:03,金鳥スタ,Ｃ大阪,1,0,神戸,試合終了,第6節第1日,,,,,,20131
4,2017/05/24,6,5,19:03,デンカＳ,新潟,0,2,甲府,試合終了,第6節第1日,,,,,,20130
5,2017/05/24,6,6,19:04,ベアスタ,鳥栖,1,2,横浜FM,試合終了,第6節第1日,,,,,,20132
0,2017/05/31,7,1,19:03,札幌厚別,札幌,2,1,柏,試合終了,第7節第1日,,,,,,20160
1,2017/05/31,7,2,19:03,ヤマハ,磐田,1,2,大宮,試合終了,第7節第1日,,,,,,20162
2,2017/05/31,7,3,19:03,アイスタ,清水,2,1,FC東京,試合終了,第7節第1日,,,,,,20161
3,2017/05/31,7,4,19:03,デンカＳ,新潟,0,1,神戸,試合終了,第7節第1日,,,,,,20135
4,2017/05/31,7,5,19:03,ニッパツ,横浜FM,1,2,広島,試合終了,第7節第1日,,,,,,20133
5,2017/05/31,7,6,19:04,中銀スタ,甲府,2,3,鳥栖,試合終了,第7節第1日,,,,,,20134
0,2017/06/28,-4,1,19:03,札幌ド,札幌,0,2,Ｃ大阪,試合終了,プレーオフラウンド,,,,,1,20175
1,2017/06/28,-4,2,19:04,Ｅスタ,広島,0,1,FC東京,試合終了,プレーオフラウンド,,,,,1,20176
0,2017/07/26,-4,1,19:03,金鳥スタ,Ｃ大阪,1,0,札幌,試合終了,プレーオフラウンド,,,,,2,20177
1,2017/07/26,-4,2,19:34,味スタ,FC東京,1,0,広島,試合終了,プレーオフラウンド,,,,,2,20178
0,2017/08/30,-3,1,19:00,ノエスタ,神戸,0,0,Ｇ大阪,試合終了,準々決勝　第1戦,,,,,1,20191
1,2017/08/30,-3,2,19:03,ヤンマー,Ｃ大阪,0,0,浦和,試合終了,準々決勝　第1戦,,,,,1,20192
2,2017/08/30,-3,3,19:03,ユアスタ,仙台,3,1,鹿島,試合終了,準々決勝　第1戦,,,,,1,20194
3,2017/08/30,-3,4,19:04,等々力,川崎Ｆ,2,0,FC東京,試合終了,準々決勝　第1戦,,,,,1,20193
0,2017/09/03,-3,3,18:03,カシマ,鹿島,3,2,仙台,試合終了,準々決勝　第2戦,,,,,2,20198
1,2017/09/03,-3,2,18:34,埼玉,浦和,2,2,Ｃ大阪,試合終了,準々決勝　第2戦,,,,,2,20196
2,2017/09/03,-3,1,19:03,吹田Ｓ,Ｇ大阪,2,0,神戸,試合終了,準々決勝　第2戦,,,,,2,20195
3,2017/09/03,-3,4,19:04,味スタ,FC東京,1,5,川崎Ｆ,試合終了,準々決勝　第2戦,,,,,2,20197
0,2017/10/04,-2,1,19:03,ヤンマー,Ｃ大阪,2,2,Ｇ大阪,試合終了,準決勝　第1戦,,,,,1,20205
1,2017/10/04,-2,2,19:04,ユアスタ,仙台,3,2,川崎Ｆ,試合終了,準決勝　第1戦,,,,,1,20204
0,2017/10/08,-2,1,14:03,吹田Ｓ,Ｇ大阪,1,2,Ｃ大阪,試合終了,準決勝　第2戦,,,,,2,20206
1,2017/10/08,-2,2,15:04,等々力,川崎Ｆ,3,1,仙台,試合終了,準決勝　第2戦,,,,,2,20207
0,2017/11/04,-1,1,13:09,埼玉,Ｃ大阪,2,0,川崎Ｆ,試合終了,決勝,,,,,,20232
