,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2008/03/08,1,1,13:02,万博,Ｇ大阪,0,0,千葉,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,18093
1,2008/03/08,1,2,14:04,味スタ,Ｆ東京,1,1,神戸,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＴＯＫＹＯ　ＭＸ,24390
2,2008/03/08,1,3,14:04,豊田ス,名古屋,1,1,京都,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ／ＮＨＫ名古屋,26102
3,2008/03/08,1,4,14:05,日産ス,横浜FM,1,0,浦和,スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）,61246
4,2008/03/08,1,5,15:04,日本平,清水,1,2,大分,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／静岡放送,19054
5,2008/03/08,1,6,16:03,カシマ,鹿島,4,0,札幌,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）,28152
6,2008/03/09,1,7,14:04,柏,柏,2,0,磐田,スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ,11210
7,2008/03/09,1,8,14:04,等々力,川崎Ｆ,1,1,東京Ｖ,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ総合,21020
8,2008/03/09,1,9,16:00,ＮＡＣＫ,大宮,2,0,新潟,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレ玉（録）,12505
0,2008/03/15,2,1,13:05,九石ド,大分,2,0,柏,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,18263
1,2008/03/15,2,2,14:04,埼玉,浦和,0,2,名古屋,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ総合,54482
2,2008/03/15,2,3,15:00,ホムスタ,神戸,4,1,川崎Ｆ,スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）,16066
3,2008/03/15,2,4,15:04,エコパ,磐田,3,0,Ｇ大阪,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＢＳ／静岡放送,25560
4,2008/03/15,2,5,16:03,東北電ス,新潟,2,3,Ｆ東京,スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）,35083
