,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
7,2001/04/18,-5,8,19:00,広島ス,広島,2,0,新潟,試合終了,1回戦第2戦,,,,,2,5663
8,2001/04/18,-5,1,19:00,博多球,福岡,2,2,仙台,試合終了,1回戦第2戦,,,,,2,5660
9,2001/04/18,-5,3,19:01,柏,柏,0,0,湘南,試合終了,1回戦第2戦,,,,,2,5652
10,2001/04/18,-5,5,19:01,万博,Ｇ大阪,2,0,京都,試合終了,1回戦第2戦,,,,,2,5654
11,2001/04/18,-5,11,19:04,駒場,浦和,3,0,山形,試合終了,1回戦第2戦,,,,,2,5653
0,2001/06/13,-4,1,19:00,市原,市原,1,0,清水,試合終了,2回戦第1戦,,,,,1,5666
1,2001/06/13,-4,2,19:00,三ツ沢,横浜FC,0,1,川崎Ｆ,試合終了,2回戦第1戦,,,,,1,5668
2,2001/06/13,-4,3,19:00,磐田,磐田,1,0,大分,試合終了,2回戦第1戦,,,,,1,5667
3,2001/06/13,-4,4,19:00,広島ス,広島,3,3,Ｆ東京,試合終了,2回戦第1戦,,,,,1,5671
4,2001/06/13,-4,5,19:00,博多球,福岡,0,3,横浜FM,試合終了,2回戦第1戦,,,,,1,5669
5,2001/06/13,-4,6,19:01,万博,Ｇ大阪,1,3,浦和,試合終了,2回戦第1戦,,,,,1,5665
6,2001/06/13,-4,7,19:02,柏の葉,柏,3,1,鹿島,試合終了,2回戦第1戦,,,,,1,5664
7,2001/06/13,-4,8,19:05,神戸ユ,神戸,2,2,名古屋,試合終了,2回戦第1戦,,,,,1,5670
0,2001/06/20,-4,2,19:00,等々力,川崎Ｆ,2,1,横浜FC,試合終了,2回戦第2戦,,,,,2,5676
1,2001/06/20,-4,1,19:00,草薙陸,清水,2,1,市原,試合終了,2回戦第2戦,4,5,0,0,2,5674
2,2001/06/20,-4,8,19:00,瑞穂陸,名古屋,2,1,神戸,試合終了,2回戦第2戦,,,,,2,5678
3,2001/06/20,-4,5,19:01,三ツ沢,横浜FM,2,0,福岡,試合終了,2回戦第2戦,,,,,2,5677
4,2001/06/20,-4,3,19:02,熊本,大分,1,1,磐田,試合終了,2回戦第2戦,,,,,2,5675
5,2001/06/20,-4,7,19:04,カシマ,鹿島,4,0,柏,試合終了,2回戦第2戦,,,,,2,5672
6,2001/06/20,-4,4,19:04,東京,Ｆ東京,1,2,広島,試合終了,2回戦第2戦,,,0,1,2,5679
7,2001/06/20,-4,6,19:05,駒場,浦和,3,2,Ｇ大阪,試合終了,2回戦第2戦,,,,,2,5673
0,2001/08/08,-3,1,19:00,三ツ沢,横浜FM,3,0,川崎Ｆ,試合終了,準々決勝　第1戦,,,,,1,5682
1,2001/08/08,-3,2,19:01,広島ス,広島,2,3,名古屋,試合終了,準々決勝　第1戦,,,,,1,5683
2,2001/08/08,-3,3,19:05,駒場,浦和,1,0,鹿島,試合終了,準々決勝　第1戦,,,,,1,5680
3,2001/08/08,-3,4,19:06,鴨池,磐田,2,2,市原,試合終了,準々決勝　第1戦,,,,,1,5681
0,2001/08/22,-3,2,19:00,瑞穂陸,名古屋,1,0,広島,試合終了,準々決勝　第2戦,,,,,2,5684
1,2001/08/28,-3,4,19:00,市原,市原,0,2,磐田,試合終了,準々決勝　第2戦,,,,,2,5685
2,2001/08/29,-3,3,19:04,カシマ,鹿島,2,0,浦和,試合終了,準々決勝　第2戦,,,1,0,2,5686
3,2001/08/29,-3,1,19:05,等々力,川崎Ｆ,0,2,横浜FM,試合終了,準々決勝　第2戦,,,,,2,5687
0,2001/09/26,-2,1,19:05,磐田,磐田,1,0,鹿島,試合終了,準決勝第1戦,,,,,1,5688
1,2001/09/26,-2,2,19:05,瑞穂陸,名古屋,0,1,横浜FM,試合終了,準決勝第1戦,,,,,1,5689
0,2001/10/10,-2,1,19:04,カシマ,鹿島,0,0,磐田,試合終了,準決勝第2戦,,,,,2,5690
1,2001/10/10,-2,2,19:05,三ツ沢,横浜FM,0,0,名古屋,試合終了,準決勝第2戦,,,,,2,5691
0,2001/10/27,-1,1,14:00,国立,磐田,0,0,横浜FM,試合終了,決勝,1,3,0,0,,5692
