,match_date,section_no,start_time,stadium,home_team,away_team,status,matchNumber,home_goal,away_goal,extraTime,match_index_in_section,group
0,2024/04/06,1,13:00,夢ﾌｨ千葉,市立船橋高校,青森山田高校,試合終了,101,0,2,False,1,
1,2024/04/07,1,11:00,前橋育英,前橋育英高校,FC東京U-18,試合終了,102,0,2,False,2,
2,2024/04/07,1,11:00,日立柏グ,柏レイソルU-18,鹿島アントラーズユース,試合終了,103,3,1,False,3,
3,2024/04/07,1,11:00,流経柏Ｇ,流通経済大学付属柏高校,尚志高校,試合終了,104,1,0,False,4,
4,2024/04/07,1,12:00,保土ヶ谷,横浜FCユース,昌平高校,試合終了,105,1,0,False,5,
5,2024/04/07,1,14:00,ﾌﾛﾝﾀ生田,川崎フロンターレU-18,大宮アルディージャU18,試合終了,106,4,1,False,6,
6,2024/04/13,2,14:00,昌平,昌平高校,前橋育英高校,試合終了,201,4,2,False,1,
7,2024/04/14,2,11:00,青森山田,青森山田高校,流通経済大学付属柏高校,試合終了,202,1,1,False,2,
8,2024/04/14,2,11:00,仙大郡山,尚志高校,横浜FCユース,試合終了,203,0,3,False,3,
9,2024/04/14,2,11:00,カシマ,鹿島アントラーズユース,市立船橋高校,試合終了,204,1,1,False,4,
10,2024/04/14,2,14:00,西大宮,大宮アルディージャU18,柏レイソルU-18,試合終了,205,2,3,False,5,
11,2024/04/14,2,14:00,武蔵野苑,FC東京U-18,川崎フロンターレU-18,試合終了,206,0,2,False,6,
12,2024/04/20,3,11:00,ニッパツ,横浜FCユース,青森山田高校,試合終了,301,0,1,False,1,
13,2024/04/21,3,11:00,仙大郡山,尚志高校,昌平高校,試合終了,302,0,0,False,2,
14,2024/04/21,3,11:00,船橋法典,市立船橋高校,大宮アルディージャU18,試合終了,303,0,2,False,3,
15,2024/04/21,3,11:00,流経柏Ｇ,流通経済大学付属柏高校,鹿島アントラーズユース,試合終了,304,2,2,False,4,
16,2024/04/21,3,14:00,ﾌﾛﾝﾀ生田,川崎フロンターレU-18,前橋育英高校,試合終了,305,2,1,False,5,
17,2024/04/21,3,16:00,日立柏グ,柏レイソルU-18,FC東京U-18,試合終了,306,3,3,False,6,
18,2024/04/27,4,11:00,カシマ,鹿島アントラーズユース,横浜FCユース,試合終了,401,2,1,False,1,
19,2024/04/28,4,11:00,青森山田,青森山田高校,尚志高校,試合終了,402,0,1,False,2,
20,2024/04/28,4,11:00,昌平,昌平高校,川崎フロンターレU-18,試合終了,403,3,1,False,3,
21,2024/04/28,4,11:00,ＮＡＣＫ,大宮アルディージャU18,流通経済大学付属柏高校,試合終了,404,0,2,False,4,
