,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,1996/06/01,-9,1,16:00,三ツ沢,横浜M,2,3,Ｇ大阪,試合終了,Round 1 1st Leg,,,,,,2241
1,1996/06/01,-9,2,17:31,広島ビ,広島,1,0,磐田,試合終了,Round 1 1st Leg,,,,,,2242
2,1996/06/01,-9,3,18:33,駒場,浦和,1,3,柏,試合終了,Round 1 1st Leg,,,,,,2243
3,1996/06/01,-9,4,18:36,西京極,京都,1,1,平塚,試合終了,Round 1 1st Leg,,,,,,2244
4,1996/06/01,-9,5,16:04,瑞穂陸,名古屋,1,1,横浜Ｆ,試合終了,Round 1 1st Leg,,,,,,2298
5,1996/06/01,-9,6,16:05,日本平,清水,1,0,鹿島,試合終了,Round 1 1st Leg,,,,,,2297
6,1996/06/01,-9,7,19:00,市原,市原,0,1,福岡,試合終了,Round 1 1st Leg,,,,,,2299
7,1996/06/01,-9,8,19:00,長居２,Ｃ大阪,0,1,Ｖ川崎,試合終了,Round 1 1st Leg,,,,,,2300
0,1996/06/05,-9,9,19:00,柏,柏,2,0,浦和,試合終了,Round 1 2nd Leg,,,,,,2245
1,1996/06/05,-9,10,19:00,万博,Ｇ大阪,1,1,横浜M,試合終了,Round 1 2nd Leg,,,,,,2248
2,1996/06/05,-9,11,19:02,磐田,磐田,1,0,広島,試合終了,Round 1 2nd Leg,,,,,,2247
3,1996/06/05,-9,12,19:04,平塚,平塚,3,1,京都,試合終了,Round 1 2nd Leg,,,,,,2246
4,1996/06/05,-9,13,18:59,等々力,Ｖ川崎,3,0,Ｃ大阪,試合終了,Round 1 2nd Leg,,,,,,2302
5,1996/06/05,-9,14,19:00,カシマ,鹿島,2,2,清水,試合終了,Round 1 2nd Leg,,,,,,2301
6,1996/06/05,-9,15,19:00,三ツ沢,横浜Ｆ,1,1,名古屋,試合終了,Round 1 2nd Leg,,,,,,2303
7,1996/06/05,-9,16,19:00,博多球,福岡,0,2,市原,試合終了,Round 1 2nd Leg,,,,,,2304
0,1996/06/08,-8,1,18:31,柏,柏,0,0,横浜M,試合終了,Round 2 1st Leg,,,,,,2249
1,1996/06/08,-8,2,18:33,駒場,浦和,0,0,平塚,試合終了,Round 2 1st Leg,,,,,,2250
2,1996/06/08,-8,3,18:34,水前寺,京都,0,1,広島,試合終了,Round 2 1st Leg,,,,,,2251
3,1996/06/08,-8,4,19:02,磐田,磐田,3,1,Ｇ大阪,試合終了,Round 2 1st Leg,,,,,,2252
4,1996/06/08,-8,5,13:02,札幌,Ｃ大阪,3,3,市原,試合終了,Round 2 1st Leg,,,,,,2305
5,1996/06/08,-8,6,18:30,博多球,福岡,0,0,鹿島,試合終了,Round 2 1st Leg,,,,,,2307
6,1996/06/08,-8,7,18:33,三ツ沢,横浜Ｆ,0,1,清水,試合終了,Round 2 1st Leg,,,,,,2306
7,1996/06/08,-8,8,19:01,新潟,Ｖ川崎,4,0,名古屋,試合終了,Round 2 1st Leg,,,,,,2308
0,1996/06/12,-8,9,19:00,三ツ沢,横浜M,3,1,柏,試合終了,Round 2 2nd Leg,,,,,,2253
1,1996/06/12,-8,10,19:00,万博,Ｇ大阪,0,5,磐田,試合終了,Round 2 2nd Leg,,,,,,2255
2,1996/06/12,-8,11,19:01,平塚,平塚,1,2,浦和,試合終了,Round 2 2nd Leg,,,,,,2254
3,1996/06/12,-8,12,19:04,広島ビ,広島,0,0,京都,試合終了,Round 2 2nd Leg,,,,,,2256
4,1996/06/12,-8,13,19:00,カシマ,鹿島,2,0,福岡,試合終了,Round 2 2nd Leg,,,,,,2309
5,1996/06/12,-8,14,19:00,日本平,清水,3,3,横浜Ｆ,試合終了,Round 2 2nd Leg,,,,,,2311
6,1996/06/12,-8,15,19:00,長良川,名古屋,0,3,Ｖ川崎,試合終了,Round 2 2nd Leg,,,,,,2312
7,1996/06/12,-8,16,19:02,市原,市原,2,0,Ｃ大阪,試合終了,Round 2 2nd Leg,,,,,,2310
0,1996/06/15,-7,1,18:30,柏,柏,2,1,磐田,試合終了,Round 3 1st Leg,,,,,,2257
1,1996/06/15,-7,2,18:30,平塚,平塚,1,1,横浜M,試合終了,Round 3 1st Leg,,,,,,2258
2,1996/06/15,-7,3,18:31,大分,広島,1,1,Ｇ大阪,試合終了,Round 3 1st Leg,,,,,,2260
3,1996/06/15,-7,4,18:34,西京極,京都,1,1,浦和,試合終了,Round 3 1st Leg,,,,,,2259
4,1996/06/15,-7,5,16:04,日本平,清水,3,1,福岡,試合終了,Round 3 1st Leg,,,,,,2313
5,1996/06/15,-7,6,16:04,瑞穂陸,名古屋,1,1,市原,試合終了,Round 3 1st Leg,,,,,,2314
6,1996/06/15,-7,7,18:34,鴨池,横浜Ｆ,5,1,Ｖ川崎,試合終了,Round 3 1st Leg,,,,,,2315
7,1996/06/15,-7,8,19:00,長居２,Ｃ大阪,0,2,鹿島,試合終了,Round 3 1st Leg,,,,,,2316
0,1996/06/19,-7,9,19:00,三ツ沢,横浜M,0,3,平塚,試合終了,Round 3 2nd Leg,,,,,,2262
1,1996/06/19,-7,10,19:00,万博,Ｇ大阪,0,3,広島,試合終了,Round 3 2nd Leg,,,,,,2264
2,1996/06/19,-7,11,19:02,磐田,磐田,1,1,柏,試合終了,Round 3 2nd Leg,,,,,,2263
3,1996/06/19,-7,12,19:03,駒場,浦和,0,1,京都,試合終了,Round 3 2nd Leg,,,,,,2261
4,1996/06/19,-7,13,19:00,カシマ,鹿島,0,3,Ｃ大阪,試合終了,Round 3 2nd Leg,,,,,,2317
5,1996/06/19,-7,14,19:00,等々力,Ｖ川崎,3,1,横浜Ｆ,試合終了,Round 3 2nd Leg,,,,,,2319
6,1996/06/19,-7,15,19:01,市原,市原,1,0,名古屋,試合終了,Round 3 2nd Leg,,,,,,2318
7,1996/06/19,-7,16,19:01,博多球,福岡,0,1,清水,試合終了,Round 3 2nd Leg,,,,,,2320
0,1996/06/22,-6,1,15:01,三ツ沢,横浜M,2,0,浦和,試合終了,Round 4 1st Leg,,,,,,2265
1,1996/06/22,-6,2,18:30,柏,柏,1,2,広島,試合終了,Round 4 1st Leg,,,,,,2266
2,1996/06/22,-6,3,18:30,平塚,平塚,1,3,磐田,試合終了,Round 4 1st Leg,,,,,,2267
3,1996/06/22,-6,4,19:04,万博,Ｇ大阪,4,3,京都,試合終了,Round 4 1st Leg,,,,,,2268
4,1996/06/22,-6,5,16:03,日本平,清水,2,1,Ｃ大阪,試合終了,Round 4 1st Leg,,,,,,2321
5,1996/06/22,-6,6,18:00,福井,市原,0,2,Ｖ川崎,試合終了,Round 4 1st Leg,,,,,,2323
6,1996/06/22,-6,7,18:02,カシマ,鹿島,2,0,名古屋,試合終了,Round 4 1st Leg,,,,,,2322
7,1996/06/22,-6,8,18:31,長崎,福岡,1,1,横浜Ｆ,試合終了,Round 4 1st Leg,,,,,,2324
0,1996/06/26,-6,9,19:00,駒場,浦和,2,1,横浜M,試合終了,Round 4 2nd Leg,,,,,,2269
1,1996/06/26,-6,10,19:00,広島ス,広島,1,3,柏,試合終了,Round 4 2nd Leg,,,,,,2272
2,1996/06/26,-6,11,19:02,磐田,磐田,2,1,平塚,試合終了,Round 4 2nd Leg,,,,,,2270
3,1996/06/26,-6,12,19:04,西京極,京都,1,2,Ｇ大阪,試合終了,Round 4 2nd Leg,,,,,,2271
4,1996/06/26,-6,13,19:00,等々力,Ｖ川崎,1,2,市原,試合終了,Round 4 2nd Leg,,,,,,2325
5,1996/06/26,-6,14,19:00,三ツ沢,横浜Ｆ,4,1,福岡,試合終了,Round 4 2nd Leg,,,,,,2326
6,1996/06/26,-6,15,19:01,瑞穂陸,名古屋,0,2,鹿島,試合終了,Round 4 2nd Leg,,,,,,2327
7,1996/06/26,-6,16,19:01,長居２,Ｃ大阪,0,1,清水,試合終了,Round 4 2nd Leg,,,,,,2328
0,1996/06/29,-5,1,18:31,広島ビ,広島,2,3,平塚,試合終了,Round 5 1st Leg,,,,,,2275
1,1996/06/29,-5,2,18:33,駒場,浦和,1,2,磐田,試合終了,Round 5 1st Leg,,,,,,2273
2,1996/06/29,-5,3,18:35,富山,京都,1,3,横浜M,試合終了,Round 5 1st Leg,,,,,,2274
3,1996/06/29,-5,4,19:00,万博,Ｇ大阪,1,4,柏,試合終了,Round 5 1st Leg,,,,,,2276
4,1996/06/29,-5,5,16:04,日本平,清水,2,0,名古屋,試合終了,Round 5 1st Leg,,,,,,2329
5,1996/06/29,-5,6,18:30,博多球,福岡,2,2,Ｃ大阪,試合終了,Round 5 1st Leg,,,,,,2331
6,1996/06/29,-5,7,18:33,三ツ沢,横浜Ｆ,2,3,市原,試合終了,Round 5 1st Leg,,,,,,2330
7,1996/06/29,-5,8,19:00,等々力,Ｖ川崎,1,1,鹿島,試合終了,Round 5 1st Leg,,,,,,2332
0,1996/07/03,-5,9,19:00,柏,柏,2,0,Ｇ大阪,試合終了,Round 5 2nd Leg,,,,,,2277
1,1996/07/03,-5,10,19:01,平塚,平塚,3,0,広島,試合終了,Round 5 2nd Leg,,,,,,2279
2,1996/07/03,-5,11,19:01,磐田,磐田,2,2,浦和,試合終了,Round 5 2nd Leg,,,,,,2280
3,1996/07/03,-5,12,19:04,三ツ沢,横浜M,0,1,京都,試合終了,Round 5 2nd Leg,,,,,,2278
4,1996/07/03,-5,13,19:00,市原,市原,1,5,横浜Ｆ,試合終了,Round 5 2nd Leg,,,,,,2334
