,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,home_score_ex,away_score_ex,group
36,2016/09/07,-6,19:00,NACK,大宮アルディージャ,ガイナーレ鳥取,試合終了,37,２回戦,1,0,,,21,,,
37,2016/09/03,-6,18:00,ヤマハ,磐田,神奈川大学,試合終了,38,２回戦,2,0,,,1,,,
38,2016/09/03,-6,19:00,BMWス,湘南,山梨学院大学オリオンズ,試合終了,39,２回戦,6,0,,,2,,,
39,2016/09/03,-6,18:00,鳴門大塚,徳島,北九州,試合終了,40,２回戦,2,0,,,3,,,
40,2016/09/03,-6,18:00,名古屋港,名古屋,ＡＣ長野パルセイロ,試合終了,41,２回戦,0,1,,,4,,,
41,2016/09/03,-6,18:30,トラスタ,長崎,横浜FC,試合終了,42,２回戦,1,2,,,5,0,0,
42,2016/09/03,-6,15:00,中銀スタ,甲府,大分,試合終了,43,２回戦,0,0,6,7,6,,,
43,2016/09/03,-6,19:00,アイスタ,清水,水戸,試合終了,44,２回戦,3,0,,,7,,,
44,2016/09/03,-6,18:30,カシマ,鹿島,富山,試合終了,45,２回戦,3,0,,,8,,,
45,2016/09/03,-6,13:00,札幌厚別,札幌,岡山,試合終了,46,２回戦,1,2,,,9,,,
46,2016/09/07,-6,19:00,神戸ユ,神戸,鈴鹿アンリミテッドFC,試合終了,47,２回戦,7,1,,,22,,,
47,2016/09/03,-6,18:00,NDスタ,山形,ザスパクサツ群馬,試合終了,48,２回戦,5,0,,,10,,,
48,2016/09/03,-6,16:00,デンカＳ,新潟,関西学院大学,試合終了,49,２回戦,5,3,,,11,0,0,
49,2016/09/07,-6,19:00,レベスタ,福岡,山口,試合終了,50,２回戦,2,2,2,4,23,,,
50,2016/09/07,-6,19:00,ニッパツ,横浜FM,福島ユナイテッドＦＣ,試合終了,51,２回戦,2,0,,,24,0,0,
51,2016/09/03,-6,19:00,うまスタ,熊本,東京Ｖ,試合終了,52,２回戦,1,5,,,12,,,
52,2016/09/03,-6,18:00,柏,柏,奈良クラブ,試合終了,53,２回戦,5,2,,,13,,,
53,2016/09/03,-6,15:00,ピカスタ,讃岐,愛媛,試合終了,54,２回戦,0,2,,,14,,,
54,2016/09/03,-6,19:00,ユアスタ,仙台,グルージャ盛岡,試合終了,55,２回戦,2,5,,,15,,,
55,2016/09/03,-6,16:00,松本,松本山雅ＦＣ,Ｈｏｎｄａ ＦＣ,試合終了,56,２回戦,1,2,,,16,,,
56,2016/09/03,-6,19:00,等々力,川崎Ｆ,秋田,試合終了,57,２回戦,3,1,,,17,,,
57,2016/09/03,-6,18:00,フクアリ,千葉,金沢,試合終了,58,２回戦,2,0,,,18,,,
58,2016/09/03,-6,19:00,ベアスタ,鳥栖,ＦＣ琉球,試合終了,59,２回戦,3,1,,,19,,,
59,2016/09/03,-6,19:00,金鳥スタ,Ｃ大阪,京都サンガF.C.,試合終了,60,２回戦,2,1,,,20,0,0,
60,2016/09/22,-5,16:00,NACK,大宮アルディージャ,磐田,試合終了,61,３回戦,5,0,,,1,,,
61,2016/09/22,-5,19:00,BMWス,湘南,徳島,試合終了,62,３回戦,4,0,,,2,,,
62,2016/09/22,-5,19:00,パロ瑞穂,ＡＣ長野パルセイロ,横浜FC,試合終了,63,３回戦,2,3,,,3,0,0,
63,2016/09/22,-5,15:00,中銀スタ,大分,清水,試合終了,64,３回戦,0,1,,,4,,,
64,2016/09/22,-5,15:00,カシマ,鹿島,岡山,試合終了,65,３回戦,2,1,,,5,,,
65,2016/09/22,-5,15:00,神戸ユ,神戸,山形,試合終了,66,３回戦,3,3,5,3,6,,,
66,2016/09/22,-5,14:00,デンカＳ,新潟,山口,試合終了,67,３回戦,1,0,,,7,,,
67,2016/09/22,-5,16:00,高知陸,横浜FM,東京Ｖ,試合終了,68,３回戦,4,0,,,8,,,
68,2016/09/22,-5,19:00,柏,柏,愛媛,試合終了,69,３回戦,1,0,,,9,0,0,
69,2016/09/22,-5,13:00,ユアスタ,グルージャ盛岡,Ｈｏｎｄａ ＦＣ,試合終了,70,３回戦,1,2,,,10,,,
70,2016/09/22,-5,18:00,等々力,川崎Ｆ,千葉,試合終了,71,３回戦,4,1,,,11,0,0,
71,2016/09/22,-5,19:00,ベアスタ,鳥栖,Ｃ大阪,試合終了,72,３回戦,2,0,,,12,,,
72,2016/11/12,-4,15:00,日産ス,横浜FM,新潟,試合終了,73,４回戦,1,0,,,4,,,
73,2016/11/09,-4,19:00,吹田Ｓ,Ｇ大阪,清水,試合終了,74,４回戦,1,0,,,1,0,0,
74,2016/11/12,-4,14:00,ノエスタ,鹿島,神戸,試合終了,75,４回戦,2,1,,,5,,,
75,2016/11/12,-4,15:00,ベアスタ,鳥栖,広島,試合終了,76,４回戦,0,3,,,6,,,
76,2016/11/09,-4,19:00,NACK,大宮アルディージャ,横浜FC,試合終了,77,４回戦,1,0,,,2,,,
77,2016/11/12,-4,13:00,柏,柏,湘南,試合終了,78,４回戦,1,3,,,7,,,
78,2016/11/09,-4,19:00,味スタ,FC東京,Ｈｏｎｄａ ＦＣ,試合終了,79,４回戦,2,1,,,3,,,
79,2016/11/12,-4,19:00,等々力,川崎Ｆ,浦和,試合終了,80,４回戦,3,3,4,1,8,,,
80,2016/12/24,-3,13:00,日産ス,横浜FM,Ｇ大阪,試合終了,81,準々決勝,2,1,,,1,,,
81,2016/12/24,-3,13:00,カシマ,鹿島,広島,試合終了,82,準々決勝,1,0,,,2,,,
82,2016/12/24,-3,16:00,NACK,大宮アルディージャ,湘南,試合終了,83,準々決勝,4,2,,,3,0,0,
83,2016/12/24,-3,16:00,味スタ,FC東京,川崎Ｆ,試合終了,84,準々決勝,1,2,,,4,,,
84,2016/12/29,-2,13:05,ヤンマー,横浜FM,鹿島,試合終了,85,準決勝,0,2,,,1,,,
85,2016/12/29,-2,15:05,日産ス,大宮アルディージャ,川崎Ｆ,試合終了,86,準決勝,0,1,,,2,,,
86,2017/01/01,-1,14:00,吹田Ｓ,鹿島,川崎Ｆ,試合終了,87,決勝戦,2,1,,,1,0,0,
