,match_date,section_no,start_time,stadium,home_team,away_team,status,match_number,round,home_goal,away_goal,home_pk_score,away_pk_score,match_index_in_section,group
0,2025/04/05,1,14:00,浦和駒場,浦和レッズユース,流通経済大学付属柏高校,試合終了,101,第1節,1,2,,,1,
1,2025/04/05,1,14:00,武蔵野苑,FC東京U-18,青森山田高校,試合終了,102,第1節,2,1,,,2,
2,2025/04/06,1,11:00,前橋育英,前橋育英高校,柏レイソルU-18,試合終了,103,第1節,2,0,,,3,
3,2025/04/06,1,12:00,保土ヶ谷,横浜FCユース,鹿島アントラーズユース,試合終了,104,第1節,1,2,,,4,
4,2025/04/06,1,14:00,昌平,昌平高校,市立船橋高校,試合終了,105,第1節,2,1,,,5,
5,2025/04/06,1,14:00,ﾌﾛﾝﾀ生田,川崎フロンターレU-18,東京ヴェルディユース,試合終了,106,第1節,3,2,,,6,
6,2025/04/12,2,14:00,鹿島Ｇ,鹿島アントラーズユース,前橋育英高校,試合終了,201,第2節,3,2,,,1,
7,2025/04/12,2,11:00,龍ケ崎,流通経済大学付属柏高校,昌平高校,試合終了,202,第2節,3,0,,,2,
8,2025/04/12,2,17:00,ｳﾞｪﾙﾃﾞｨG,東京ヴェルディユース,FC東京U-18,試合終了,203,第2節,2,2,,,3,
9,2025/04/13,2,11:00,青森山田,青森山田高校,横浜FCユース,試合終了,204,第2節,0,1,,,4,
10,2025/04/13,2,11:00,船橋法典,市立船橋高校,川崎フロンターレU-18,試合終了,205,第2節,2,2,,,5,
11,2025/04/13,2,11:00,ZWP柏,柏レイソルU-18,浦和レッズユース,試合終了,206,第2節,1,3,,,6,
12,2025/04/19,3,11:00,昌平,昌平高校,浦和レッズユース,試合終了,301,第3節,3,1,,,1,
13,2025/04/19,3,14:00,味スタ,FC東京U-18,市立船橋高校,試合終了,302,第3節,3,2,,,2,
14,2025/04/20,3,11:00,前橋育英,前橋育英高校,青森山田高校,試合終了,303,第3節,1,0,,,3,
15,2025/04/20,3,11:00,カシマ,鹿島アントラーズユース,柏レイソルU-18,試合終了,304,第3節,1,2,,,4,
16,2025/04/20,3,14:00,川崎麻生,川崎フロンターレU-18,流通経済大学付属柏高校,試合終了,305,第3節,1,1,,,5,
17,2025/04/20,3,17:00,ＬＥＯＣ,横浜FCユース,東京ヴェルディユース,試合終了,306,第3節,1,1,,,6,
18,2025/04/26,4,11:00,青森山田,青森山田高校,鹿島アントラーズユース,試合終了,401,第4節,0,1,,,1,
19,2025/04/26,4,14:00,埼玉Ｓ4,浦和レッズユース,川崎フロンターレU-18,試合終了,402,第4節,0,1,,,2,
20,2025/04/26,4,14:00,流経柏Ｇ,流通経済大学付属柏高校,FC東京U-18,試合終了,403,第4節,3,1,,,3,
21,2025/04/26,4,16:00,ｳﾞｪﾙﾃﾞｨG,東京ヴェルディユース,前橋育英高校,試合終了,404,第4節,2,1,,,4,
22,2025/04/27,4,11:00,船橋法典,市立船橋高校,横浜FCユース,試合終了,405,第4節,3,3,,,5,
23,2025/04/27,4,11:00,三協Ｆ柏,柏レイソルU-18,昌平高校,試合終了,406,第4節,0,0,,,6,
24,2025/04/29,5,14:00,青森山田,青森山田高校,柏レイソルU-18,試合終了,501,第5節,2,0,,,1,
25,2025/04/29,5,16:00,武蔵野苑,FC東京U-18,浦和レッズユース,試合終了,502,第5節,3,0,,,2,
26,2025/05/03,5,11:00,前橋育英,前橋育英高校,市立船橋高校,試合終了,503,第5節,3,0,,,3,
27,2025/05/03,5,12:00,ＬＥＯＣ,横浜FCユース,流通経済大学付属柏高校,試合終了,504,第5節,1,4,,,4,
28,2025/05/03,5,13:00,鹿島Ｇ,鹿島アントラーズユース,東京ヴェルディユース,試合終了,505,第5節,0,3,,,5,
29,2025/05/03,5,14:00,ﾌﾛﾝﾀ生田,川崎フロンターレU-18,昌平高校,試合終了,506,第5節,4,3,,,6,
30,2025/05/05,6,11:00,ZWP柏,柏レイソルU-18,川崎フロンターレU-18,試合終了,601,第6節,3,2,,,1,
31,2025/05/06,6,11:00,昌平,昌平高校,FC東京U-18,試合終了,602,第6節,0,0,,,2,
32,2025/05/06,6,11:00,埼玉Ｓ2,浦和レッズユース,横浜FCユース,試合終了,603,第6節,2,4,,,3,
33,2025/05/06,6,11:00,船橋法典,市立船橋高校,鹿島アントラーズユース,試合終了,604,第6節,0,1,,,4,
34,2025/05/06,6,11:00,流経柏Ｇ,流通経済大学付属柏高校,前橋育英高校,試合終了,605,第6節,1,1,,,5,
35,2025/05/06,6,13:00,ｳﾞｪﾙﾃﾞｨG,東京ヴェルディユース,青森山田高校,試合終了,606,第6節,1,3,,,6,
36,2025/05/10,7,11:00,カシマ,鹿島アントラーズユース,昌平高校,試合終了,701,第7節,1,2,,,1,
