,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2024/02/23,1,1,14:06,Ｅピース,広島,2,0,浦和,ＤＡＺＮ／ＮＨＫ総合,27545
1,2024/02/23,1,2,18:03,豊田ス,名古屋,0,3,鹿島,ＤＡＺＮ,36933
2,2024/02/24,1,3,13:03,ヤマハ,磐田,0,2,神戸,ＤＡＺＮ／静岡放送,14778
3,2024/02/24,1,4,14:04,ベススタ,福岡,0,0,札幌,ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ札幌,9445
4,2024/02/24,1,5,14:05,駅スタ,鳥栖,1,2,新潟,ＤＡＺＮ／ＮＨＫ新潟／サガテレビ,9610
5,2024/02/24,1,6,15:03,Ｇスタ,町田,1,1,Ｇ大阪,ＤＡＺＮ,13506
6,2024/02/24,1,7,15:03,ヨドコウ,Ｃ大阪,2,2,FC東京,ＤＡＺＮ,20705
7,2024/02/24,1,8,15:04,レモンＳ,湘南,1,2,川崎Ｆ,ＤＡＺＮ,12987
8,2024/02/25,1,9,14:03,三協Ｆ柏,柏,1,1,京都,ＤＡＺＮ,10478
9,2024/02/25,1,10,14:04,国立,東京Ｖ,1,2,横浜FM,ＤＡＺＮ／ＢＳ松竹東急,53026
0,2024/03/01,2,1,19:03,日産ス,横浜FM,0,1,福岡,ＤＡＺＮ,19487
1,2024/03/01,2,2,19:04,Ｕ等々力,川崎Ｆ,4,5,磐田,ＤＡＺＮ,20316
2,2024/03/02,2,3,13:03,ノエスタ,神戸,0,1,柏,ＤＡＺＮ／ＮＨＫ　ＢＳ,23107
3,2024/03/02,2,4,14:03,豊田ス,名古屋,0,1,町田,ＤＡＺＮ／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,30415
4,2024/03/02,2,5,14:03,サンガＳ,京都,1,2,湘南,ＤＡＺＮ／ＫＢＳ京都（録）,11885
5,2024/03/02,2,6,14:04,駅スタ,鳥栖,4,0,札幌,ＤＡＺＮ,7346
6,2024/03/02,2,7,15:03,カシマ,鹿島,1,1,Ｃ大阪,ＤＡＺＮ,24664
7,2024/03/02,2,8,15:03,パナスタ,Ｇ大阪,1,0,新潟,ＤＡＺＮ,28669
8,2024/03/02,2,9,15:04,味スタ,FC東京,1,1,広島,ＤＡＺＮ,32274
9,2024/03/03,2,10,16:04,埼玉,浦和,1,1,東京Ｖ,ＤＡＺＮ／テレ玉,50863
0,2024/03/09,3,1,14:03,Ｇスタ,町田,1,0,鹿島,ＤＡＺＮ／ＮＨＫ　ＢＳ,11901
1,2024/03/09,3,2,14:03,ヤマハ,磐田,0,1,柏,ＤＡＺＮ,12720
2,2024/03/09,3,3,14:05,デンカＳ,新潟,1,0,名古屋,ＤＡＺＮ／テレビ新潟,22942
