,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg,match_number
0,2012/03/20,1,1,15:01,埼玉,浦和,1,0,仙台,試合終了,第1節,,,,,,13939
1,2012/03/20,1,2,16:04,ベアスタ,鳥栖,2,1,川崎Ｆ,試合終了,第1節,,,,,,13940
2,2012/03/20,1,3,19:04,ヤマハ,磐田,2,1,Ｃ大阪,試合終了,第1節,,,,,,13941
3,2012/03/20,1,4,13:04,札幌ド,札幌,0,1,新潟,試合終了,第1節,,,,,,13960
4,2012/03/20,1,5,15:00,カシマ,鹿島,2,0,神戸,試合終了,第1節,,,,,,13961
5,2012/03/20,1,6,16:00,ＮＡＣＫ,大宮,1,1,横浜FM,試合終了,第1節,,,,,,13962
0,2012/04/04,2,1,19:03,ユアスタ,仙台,2,0,鳥栖,試合終了,第2節,,,,,,13942
1,2012/04/04,2,2,19:04,ヤマハ,磐田,4,3,浦和,試合終了,第2節,,,,,,13943
2,2012/04/04,2,3,19:04,広島ビ,広島,1,1,川崎Ｆ,試合終了,第2節,,,,,,13944
3,2012/04/04,2,4,19:00,カシマ,鹿島,1,0,大宮,試合終了,第2節,,,,,,13963
4,2012/04/04,2,5,19:04,アウスタ,清水,1,0,新潟,試合終了,第2節,,,,,,13964
5,2012/04/04,2,6,19:33,ニッパ球,横浜FM,1,2,札幌,試合終了,第2節,,,,,,13965
0,2012/04/18,3,1,19:00,等々力,川崎Ｆ,3,1,仙台,試合終了,第3節,,,,,,13945
1,2012/04/18,3,2,19:04,ヤマハ,磐田,1,0,広島,試合終了,第3節,,,,,,13946
2,2012/04/18,3,3,19:30,埼玉,浦和,1,4,Ｃ大阪,試合終了,第3節,,,,,,13947
3,2012/04/18,3,4,19:03,札幌ド,札幌,1,2,鹿島,試合終了,第3節,,,,,,13966
4,2012/04/18,3,5,19:03,東北電ス,新潟,1,0,神戸,試合終了,第3節,,,,,,13967
5,2012/04/18,3,6,19:04,アウスタ,清水,1,0,横浜FM,試合終了,第3節,,,,,,13968
0,2012/05/16,4,1,19:00,等々力,川崎Ｆ,0,3,浦和,試合終了,第4節,,,,,,13948
1,2012/05/16,4,2,19:04,金鳥スタ,Ｃ大阪,2,1,広島,試合終了,第4節,,,,,,13949
2,2012/05/16,4,3,19:04,ベアスタ,鳥栖,3,2,磐田,試合終了,第4節,,,,,,13950
3,2012/05/16,4,4,19:03,ＮＡＣＫ,大宮,1,1,札幌,試合終了,第4節,,,,,,13969
4,2012/05/16,4,5,19:04,ホームズ,神戸,1,2,清水,試合終了,第4節,,,,,,13970
5,2012/05/16,4,6,19:33,ニッパ球,横浜FM,3,2,鹿島,試合終了,第4節,,,,,,13971
0,2012/06/06,5,1,19:00,金鳥スタ,Ｃ大阪,3,2,川崎Ｆ,試合終了,第5節,,,,,,13951
1,2012/06/06,5,2,19:04,広島ビ,広島,1,3,仙台,試合終了,第5節,,,,,,13952
2,2012/06/06,5,3,19:04,ベアスタ,鳥栖,2,1,浦和,試合終了,第5節,,,,,,13953
3,2012/06/06,5,4,19:03,札幌厚別,札幌,0,4,清水,試合終了,第5節,,,,,,13972
4,2012/06/06,5,5,19:03,ＮＡＣＫ,大宮,1,0,神戸,試合終了,第5節,,,,,,13973
5,2012/06/06,5,6,19:03,東北電ス,新潟,0,1,鹿島,試合終了,第5節,,,,,,13974
0,2012/06/09,6,1,16:03,ユアスタ,仙台,1,0,Ｃ大阪,試合終了,第6節,,,,,,13954
1,2012/06/09,6,2,16:04,等々力,川崎Ｆ,0,1,磐田,試合終了,第6節,,,,,,13955
2,2012/06/09,6,3,16:04,広島ビ,広島,5,1,鳥栖,試合終了,第6節,,,,,,13956
3,2012/06/09,6,4,13:03,ニッパ球,横浜FM,0,0,新潟,試合終了,第6節,,,,,,13975
4,2012/06/09,6,5,13:04,アウスタ,清水,3,1,大宮,試合終了,第6節,,,,,,13976
5,2012/06/09,6,6,13:04,ホームズ,神戸,2,2,札幌,試合終了,第6節,,,,,,13977
0,2012/06/27,7,1,19:00,金鳥スタ,Ｃ大阪,5,0,鳥栖,試合終了,第7節,,,,,,13959
1,2012/06/27,7,2,19:01,埼玉,浦和,3,0,広島,試合終了,第7節,,,,,,13958
2,2012/06/27,7,3,19:04,ユアスタ,仙台,4,0,磐田,試合終了,第7節,,,,,,13957
3,2012/06/27,7,4,19:03,東北電ス,新潟,4,3,大宮,試合終了,第7節,,,,,,13979
4,2012/06/27,7,5,19:04,カシマ,鹿島,2,1,清水,試合終了,第7節,,,,,,13978
5,2012/06/27,7,6,19:04,ホームズ,神戸,3,2,横浜FM,試合終了,第7節,,,,,,13980
0,2012/07/25,-3,1,19:00,カシマ,鹿島,2,1,Ｃ大阪,試合終了,準々決勝　第1戦,,,,,1,13982
1,2012/07/25,-3,2,19:03,万博,Ｇ大阪,1,3,柏,試合終了,準々決勝　第1戦,,,,,1,13984
2,2012/07/25,-3,3,19:04,ユアスタ,仙台,2,2,Ｆ東京,試合終了,準々決勝　第1戦,,,,,1,13981
3,2012/07/25,-3,4,19:04,アウスタ,清水,0,1,名古屋,試合終了,準々決勝　第1戦,,,,,1,13983
0,2012/08/08,-3,4,19:03,瑞穂陸,名古屋,3,4,清水,試合終了,準々決勝　第2戦,,,,,2,13987
1,2012/08/08,-3,2,19:04,柏,柏,2,1,Ｇ大阪,試合終了,準々決勝　第2戦,,,,,2,13985
2,2012/08/08,-3,1,19:04,長居,Ｃ大阪,0,3,鹿島,試合終了,準々決勝　第2戦,,,,,2,13988
3,2012/08/08,-3,3,19:05,味スタ,Ｆ東京,2,0,仙台,試合終了,準々決勝　第2戦,,,,,2,13986
0,2012/09/05,-2,1,19:04,カシマ,鹿島,3,2,柏,試合終了,準決勝　第1戦,,,,,1,13989
1,2012/09/05,-2,2,19:04,味スタ,Ｆ東京,2,1,清水,試合終了,準決勝　第1戦,,,,,1,13990
0,2012/10/13,-2,2,14:00,アウスタ,清水,3,0,Ｆ東京,試合終了,準決勝　第2戦,,,,,2,13991
1,2012/10/13,-2,1,19:04,柏,柏,2,2,鹿島,試合終了,準決勝　第2戦,,,,,2,13992
0,2012/11/03,-1,1,13:10,国立,清水,1,2,鹿島,試合終了,決勝,,,0,1,,13993
