,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2016/03/13,1,1,13:00,ギオンス,相模原,1,0,Ｆ東23,,7280
1,2016/03/13,1,2,13:00,とうスタ,福島,1,1,秋田,,2136
2,2016/03/13,1,3,13:03,栃木グ,栃木,0,0,鳥取,とちぎテレビ（録）,5644
3,2016/03/13,1,4,13:35,鴨池,鹿児島,0,0,富山,ＮＨＫ鹿児島,4452
4,2016/03/13,1,5,14:00,金鳥スタ,Ｃ大23,2,0,盛岡,,1869
5,2016/03/13,1,6,14:00,吹田Ｓ,Ｇ大23,0,0,YS横浜,,3359
6,2016/03/13,1,7,14:05,大銀ド,大分,1,0,長野,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大分,9189
7,2016/03/13,1,8,16:00,沖縄県陸,琉球,1,0,藤枝,,1311
0,2016/03/19,2,1,13:05,鴨池,鹿児島,0,1,大分,スカパー！／スカパー！プレミアムサービス／南日本放送,3920
1,2016/03/20,2,2,13:00,藤枝サ,藤枝,1,0,Ｃ大23,,1620
2,2016/03/20,2,3,13:00,とりスタ,鳥取,1,1,秋田,,2645
3,2016/03/20,2,4,13:00,ギオンス,相模原,0,1,YS横浜,,2912
4,2016/03/20,2,5,13:03,南長野,長野,1,0,栃木,スカパー！／スカパー！プレミアムサービス,7073
5,2016/03/20,2,6,13:04,富山,富山,1,1,福島,,4055
6,2016/03/20,2,7,14:00,吹田Ｓ,Ｇ大23,4,1,盛岡,,2870
7,2016/03/20,2,8,14:00,味フィ西,Ｆ東23,2,3,琉球,,3584
0,2016/04/02,3,1,14:00,金鳥スタ,Ｃ大23,2,1,琉球,,1408
1,2016/04/03,3,2,13:00,ニッパツ,YS横浜,0,1,鹿児島,,1309
2,2016/04/03,3,3,13:00,栃木グ,栃木,2,0,藤枝,とちぎテレビ（録）,3509
3,2016/04/03,3,4,13:00,とうスタ,福島,0,1,相模原,,1230
4,2016/04/03,3,5,13:04,富山,富山,2,1,Ｇ大23,,3676
5,2016/04/03,3,6,13:05,Ａ‐スタ,秋田,1,0,Ｆ東23,秋田テレビ,2169
6,2016/04/03,3,7,13:05,いわスタ,盛岡,0,1,長野,テレビ岩手,1434
7,2016/04/03,3,8,14:01,大銀ド,大分,2,1,鳥取,,7532
0,2016/04/10,4,1,13:00,とりスタ,鳥取,0,1,鹿児島,,1653
1,2016/04/10,4,2,13:00,ギオンス,相模原,0,0,盛岡,,2940
2,2016/04/10,4,3,13:00,とうスタ,福島,2,1,栃木,,2122
3,2016/04/10,4,4,13:00,ニッパツ,YS横浜,1,2,秋田,,805
4,2016/04/10,4,5,13:03,南長野,長野,2,1,藤枝,長野放送,3906
5,2016/04/10,4,6,14:00,味フィ西,Ｆ東23,0,3,富山,,2206
6,2016/04/10,4,7,14:04,吹田Ｓ,Ｇ大23,2,1,Ｃ大23,スカパー！／スカパー！プレミアムサービス,8038
7,2016/04/10,4,8,16:00,沖縄県陸,琉球,1,0,大分,,1424
0,2016/04/16,5,1,14:00,ヤンマー,Ｃ大23,0,0,長野,,1594
1,2016/04/17,5,2,13:00,藤枝サ,藤枝,4,0,YS横浜,,904
2,2016/04/17,5,3,13:00,いわスタ,盛岡,2,3,琉球,,486
3,2016/04/17,5,4,13:00,Ａ‐スタ,秋田,2,1,栃木,,1129
4,2016/04/17,5,5,14:00,夢の島,Ｆ東23,1,1,Ｇ大23,,1993
5,2016/06/05,5,6,18:30,大銀ド,大分,1,0,福島,,5408
6,2016/08/13,5,7,17:00,鴨池,鹿児島,1,1,相模原,,3202
7,2016/08/13,5,8,17:04,富山,富山,4,1,鳥取,,2770
0,2016/04/23,6,1,14:00,万博,Ｇ大23,2,2,大分,,1711
1,2016/04/24,6,2,13:00,いわスタ,盛岡,1,1,秋田,,1076
2,2016/04/24,6,3,13:00,とうスタ,福島,1,1,藤枝,,1045
3,2016/04/24,6,4,13:00,とりスタ,鳥取,0,1,Ｆ東23,,1464
4,2016/04/24,6,5,13:00,ニッパツ,YS横浜,0,2,長野,,931
5,2016/04/24,6,6,13:00,ギオンス,相模原,3,1,Ｃ大23,,3369
6,2016/04/24,6,7,13:03,栃木グ,栃木,1,0,鹿児島,,2864
7,2016/04/24,6,8,16:00,沖縄県陸,琉球,2,2,富山,,948
0,2016/05/01,7,1,13:00,Ａ‐スタ,秋田,1,0,Ｇ大23,,1488
1,2016/05/01,7,2,13:00,藤枝サ,藤枝,3,2,盛岡,,1702
2,2016/05/01,7,3,14:00,鴨池,鹿児島,1,0,福島,鹿児島放送,3097
