,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,2004/03/13,1,1,14:01,横浜国,横浜FM,1,1,浦和,ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）,51052
1,2004/03/13,1,2,15:00,柏,柏,2,1,大分,千葉テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,8063
2,2004/03/13,1,3,15:04,カシマ,鹿島,1,1,Ｇ大阪,ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）,24314
3,2004/03/13,1,4,15:35,味スタ,Ｆ東京,1,0,新潟,ＮＨＫ新潟／ＢＳ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,35880
4,2004/03/13,1,5,16:03,神戸ウイ,神戸,2,1,市原,スカイパーフェクＴＶ！／ＮＨＫ神戸（録）／Ｊ　ＳＰＯＲＴＳ（録）,29835
5,2004/03/13,1,6,16:04,長居,Ｃ大阪,1,2,名古屋,Ｊ　ＳＰＯＲＴＳ,18542
6,2004/03/13,1,7,16:05,広島ビ,広島,1,1,清水,ＮＨＫ広島／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,19072
7,2004/03/13,1,8,19:04,ヤマハ,磐田,2,0,東京Ｖ,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,15088
0,2004/03/20,2,1,14:00,日本平,清水,1,2,鹿島,テレビ静岡／Ｊ　ＳＰＯＲＴＳ,12215
1,2004/03/20,2,2,15:04,豊田ス,名古屋,1,3,磐田,名古屋テレビ／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,32406
2,2004/03/20,2,3,15:34,万博,Ｇ大阪,1,0,広島,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,11250
3,2004/03/20,2,4,16:04,大分ス,大分,2,1,Ｆ東京,Ｊ　ＳＰＯＲＴＳ／ＭＸテレビ（録）,19730
4,2004/03/20,2,5,16:05,新潟ス,新潟,0,0,神戸,新潟放送／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,40029
5,2004/03/20,2,6,19:05,市原,市原,3,0,横浜FM,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,6813
6,2004/03/21,2,7,14:04,味スタ,東京Ｖ,0,1,柏,ＢＳ－ｉ／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,15867
7,2004/03/21,2,8,15:35,埼玉,浦和,4,2,Ｃ大阪,ＢＳ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）,43067
0,2004/04/03,3,1,15:04,味スタ,Ｆ東京,3,2,東京Ｖ,ＢＳ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,23136
1,2004/04/03,3,2,15:04,広島ビ,広島,1,3,市原,広島ホームテレビ／Ｊ　ＳＰＯＲＴＳ（録）,8798
2,2004/04/03,3,3,16:02,万博,Ｇ大阪,4,0,清水,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,8329
3,2004/04/03,3,4,16:04,横浜国,横浜FM,2,1,Ｃ大阪,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,22102
4,2004/04/03,3,5,16:04,ヤマハ,磐田,3,1,浦和,静岡放送／Ｊ　ＳＰＯＲＴＳ,16209
5,2004/04/03,3,6,19:04,神戸ウイ,神戸,0,0,大分,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,13269
6,2004/04/04,3,7,15:04,カシマ,鹿島,3,2,名古屋,ＢＳ／ＮＨＫ名古屋（録）／Ｊ　ＳＰＯＲＴＳ（録）,18781
7,2004/04/04,3,8,15:04,柏の葉,柏,1,2,新潟,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,9728
0,2004/04/10,4,1,15:00,味スタ,東京Ｖ,2,2,Ｇ大阪,スカイパーフェクＴＶ！／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,12768
1,2004/04/10,4,2,15:04,長居,Ｃ大阪,1,2,磐田,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,17376
2,2004/04/10,4,3,16:00,新潟ス,新潟,1,3,横浜FM,ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）,41192
3,2004/04/10,4,4,16:04,駒場,浦和,2,1,神戸,ＢＳ－ｉ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）,20558
4,2004/04/10,4,5,16:04,大分ス,大分,2,1,広島,ＮＨＫ大分／Ｊ　ＳＰＯＲＴＳ,17905
5,2004/04/10,4,6,19:04,市原,市原,2,1,鹿島,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,10559
6,2004/04/11,4,7,15:04,日本平,清水,0,0,Ｆ東京,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,14106
7,2004/04/11,4,8,15:05,豊田ス,名古屋,1,0,柏,ＢＳ－ｉ／中部日本放送（録）／Ｊ　ＳＰＯＲＴＳ（録）,15178
0,2004/04/14,5,1,18:32,神戸ウイ,神戸,1,1,東京Ｖ,読売テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,10079
1,2004/04/14,5,2,19:00,万博,Ｇ大阪,2,2,市原,Ｊ　ＳＰＯＲＴＳ（録）,4429
2,2004/04/14,5,3,19:00,広島ビ,広島,1,1,名古屋,Ｊ　ＳＰＯＲＴＳ（録）,5251
3,2004/04/14,5,4,19:01,柏,柏,1,3,磐田,ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）,8309
4,2004/04/14,5,5,19:02,大分ス,大分,1,1,横浜FM,スカイパーフェクＴＶ！／ＢＳ（録）／Ｊ　ＳＰＯＲＴＳ（録）,18463
5,2004/04/14,5,6,19:04,カシマ,鹿島,2,2,新潟,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,8474
6,2004/04/14,5,7,19:04,味スタ,Ｆ東京,1,1,Ｃ大阪,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,20732
7,2004/04/14,5,8,19:04,日本平,清水,4,3,浦和,Ｊ　ＳＰＯＲＴＳ,8354
0,2004/04/17,6,1,15:04,神戸ウイ,神戸,2,0,柏,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,10035
1,2004/04/17,6,2,16:03,ヤマハ,磐田,2,0,Ｆ東京,静岡放送／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,13847
2,2004/04/17,6,3,16:04,味スタ,東京Ｖ,0,0,広島,Ｊ　ＳＰＯＲＴＳ／日本テレビ（録）,7852
3,2004/04/17,6,4,16:04,長居,Ｃ大阪,1,0,鹿島,スカイパーフェクＴＶ！／関西テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,12354
4,2004/04/17,6,5,18:04,横浜国,横浜FM,2,1,Ｇ大阪,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,20360
5,2004/04/17,6,6,19:04,瑞穂陸,名古屋,2,2,清水,ＢＳ／ＮＨＫ名古屋（録）／ＮＨＫ静岡（録）／Ｊ　ＳＰＯＲＴＳ（録）,11560
6,2004/04/18,6,7,14:05,駒場,浦和,4,1,大分,ＴＢＳ（単）／大分放送／Ｊ　ＳＰＯＲＴＳ（録）,19232
7,2004/04/18,6,8,15:05,国立,市原,2,1,新潟,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,19694
0,2004/05/02,7,1,14:00,万博,Ｇ大阪,0,2,名古屋,Ｊ　ＳＰＯＲＴＳ（録）,16899
1,2004/05/02,7,2,15:00,大分ス,大分,3,0,Ｃ大阪,Ｊ　ＳＰＯＲＴＳ（録）,25841
2,2004/05/02,7,3,15:04,新潟ス,新潟,0,1,東京Ｖ,ＮＨＫ新潟／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,41156
3,2004/05/02,7,4,15:04,静岡,清水,1,0,磐田,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,39120
4,2004/05/02,7,5,16:03,味スタ,Ｆ東京,0,2,横浜FM,ＭＸテレビ／ＢＳ－ｉ／ＴＢＳ（録）／テレビ神奈川（録）／Ｊ　ＳＰＯＲＴＳ（録）,35680
5,2004/05/02,7,6,16:04,カシマ,鹿島,2,0,神戸,Ｊ　ＳＰＯＲＴＳ,21892
6,2004/05/02,7,7,18:04,市原,市原,1,1,柏,千葉テレビ／ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）,9380
7,2004/05/02,7,8,19:04,広島ビ,広島,0,0,浦和,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,29332
0,2004/05/05,8,1,14:05,神戸ユ,神戸,1,2,Ｆ東京,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,15582
1,2004/05/05,8,2,15:02,柏,柏,0,2,Ｇ大阪,スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,11039
2,2004/05/05,8,3,15:04,ヤマハ,磐田,2,1,大分,静岡放送／Ｊ　ＳＰＯＲＴＳ,13018
3,2004/05/05,8,4,15:33,埼玉,浦和,1,0,鹿島,ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）,56070
4,2004/05/05,8,5,15:33,瑞穂陸,名古屋,1,1,新潟,ＮＨＫ名古屋／ＮＨＫ新潟／Ｊ　ＳＰＯＲＴＳ（録）,14182
5,2004/05/05,8,6,15:33,長居,Ｃ大阪,1,2,広島,ＮＨＫ大阪／ＮＨＫ広島／Ｊ　ＳＰＯＲＴＳ（録）,13232
6,2004/05/05,8,7,15:34,味スタ,東京Ｖ,2,1,市原,ＢＳ／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,12251
7,2004/05/12,8,8,19:03,横浜国,横浜FM,1,1,清水,テレビ神奈川／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,13554
0,2004/05/09,9,1,14:01,広島ビ,広島,2,0,神戸,ＮＨＫ広島（録）／Ｊ　ＳＰＯＲＴＳ（録）,13821
1,2004/05/09,9,2,14:04,市原,市原,1,1,名古屋,ＢＳ－ｉ／千葉テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,5921
2,2004/05/09,9,3,14:05,新潟ス,新潟,0,3,浦和,ＴＢＳ（単）／新潟放送／Ｊ　ＳＰＯＲＴＳ（録）,41796
3,2004/05/09,9,4,15:03,日本平,清水,1,2,Ｃ大阪,静岡放送／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）,9132
4,2004/05/09,9,5,15:04,カシマ,鹿島,3,0,大分,ＢＳ（録）／Ｊ　ＳＰＯＲＴＳ（録）,9596
5,2004/05/09,9,6,15:04,横浜国,横浜FM,3,1,東京Ｖ,Ｊ　ＳＰＯＲＴＳ／テレビ神奈川（録）,17859
6,2004/05/09,9,7,15:04,万博,Ｇ大阪,0,2,磐田,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,18011
7,2004/05/09,9,8,16:04,国立,Ｆ東京,2,1,柏,ＢＳ－ｉ／テレビ東京（録）／Ｊ　ＳＰＯＲＴＳ（録）,16349
0,2004/05/15,10,1,14:05,静岡,磐田,1,2,横浜FM,ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）,29842
1,2004/05/15,10,2,15:04,大分ス,大分,4,3,Ｇ大阪,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,19860
2,2004/05/15,10,3,16:02,豊田ス,名古屋,1,2,東京Ｖ,スカイパーフェクＴＶ！／中京テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,14331
3,2004/05/15,10,4,16:04,駒場,浦和,3,3,市原,ＢＳ－ｉ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）,19618
4,2004/05/15,10,5,16:05,長居,Ｃ大阪,1,2,新潟,Ｊ　ＳＰＯＲＴＳ,8637
5,2004/05/15,10,6,19:05,国立,柏,0,1,鹿島,ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）,21711
6,2004/05/16,10,7,15:04,味スタ,Ｆ東京,1,1,広島,ＢＳ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）,18778
7,2004/05/16,10,8,15:06,神戸ウイ,神戸,5,1,清水,ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）,12509
0,2004/05/22,11,1,14:05,カシマ,鹿島,0,0,Ｆ東京,ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）,15388
