,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
225,1997,Ｊ１ １ｓｔ,第１１節第１日,05/28(水),19:03,市原,0-2,鹿島,国立,16484,
226,1997,Ｊ１ １ｓｔ,第１１節第１日,05/28(水),19:04,平塚,3-0,神戸,平塚,7175,
227,1997,Ｊ１ １ｓｔ,第１１節第１日,05/28(水),19:05,京都,1-3,名古屋,西京極,7158,
228,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),14:04,横浜Ｆ,0-1,京都,三ツ沢,6341,
229,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),15:00,神戸,2-1,横浜M,神戸ユ,9168,
230,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),15:01,鹿島,2-1,平塚,カシマ,16093,
231,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),15:02,磐田,0-1,Ｖ川崎,磐田,14594,
232,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),15:02,福岡,0-1,広島,博多球,7421,
233,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),15:04,名古屋,3-2,市原,瑞穂陸,13669,
234,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),16:04,Ｃ大阪,1-2,清水,長居,10581,
235,1997,Ｊ１ １ｓｔ,第１２節第１日,05/31(土),19:03,柏,4-1,Ｇ大阪,柏,11031,
236,1997,Ｊ１ １ｓｔ,第９節第２日,07/02(水),19:03,浦和,1-3,横浜Ｆ,駒場,14937,
237,1997,Ｊ１ １ｓｔ,第１３節第１日,07/02(水),19:04,平塚,1-0,名古屋,平塚,8020,
238,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),18:00,市原,0-4,横浜Ｆ,新潟,7119,
239,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),18:30,広島,2-2(PK3-2),Ｃ大阪,広島ビ,6234,
240,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),19:00,清水,2-4,神戸,日本平,9045,
241,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),19:01,Ｇ大阪,1-2,浦和,万博,16071,
242,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),19:03,Ｖ川崎,1-3,柏,等々力,10081,
243,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),19:05,横浜M,0-3,鹿島,三ツ沢,14225,
244,1997,Ｊ１ １ｓｔ,第１３節第２日,07/05(土),19:05,京都,0-6,磐田,西京極,7659,
245,1997,サテライトリーグ,第１節第１日,07/06(日),15:00,磐田,4-0,広島,磐田,1259,
246,1997,サテライトリーグ,第１節第１日,07/06(日),16:59,柏,2-1,横浜Ｆ,柏,2409,
247,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:00,鹿島,0-1,清水,カシマ,15475,
248,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:01,名古屋,0-1,横浜M,瑞穂陸,17346,
249,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:01,Ｃ大阪,2-0,福岡,長居,4110,
250,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:02,浦和,2-0,Ｖ川崎,駒場,18927,
251,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:03,磐田,4-1,市原,磐田,5065,
252,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:04,柏,3-2,京都,柏,5997,
253,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:04,神戸,0-1,広島,神戸ユ,3839,
254,1997,Ｊ１ １ｓｔ,第１４節第１日,07/09(水),19:34,横浜Ｆ,2-1,平塚,三ツ沢,7043,
255,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),18:31,市原,1-0,柏,市原,3855,
256,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),18:33,広島,2-3,鹿島,広島ビ,6991,
257,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),18:34,平塚,2-1,磐田,平塚,6386,
258,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),19:00,清水,3-1,名古屋,日本平,8243,
259,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),19:00,福岡,0-1,神戸,博多球,6755,
260,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),19:04,Ｖ川崎,0-1,Ｇ大阪,等々力,9090,
261,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),19:04,横浜M,1-0,横浜Ｆ,三ツ沢,12307,
262,1997,Ｊ１ １ｓｔ,第１５節第１日,07/12(土),19:06,京都,1-1(PK3-4),浦和,西京極,6149,
263,1997,サテライトリーグ,第２節第１日,07/13(日),14:59,柏,2-1,磐田,柏,2270,
264,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:03,浦和,3-0,市原,駒場,18127,
265,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:03,磐田,3-4,横浜M,磐田,10032,
266,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:03,名古屋,1-0,広島,瑞穂陸,13425,
267,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:04,Ｇ大阪,0-3,京都,万博,4716,
268,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:04,神戸,1-2,Ｃ大阪,神戸ユ,7439,
269,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:05,鹿島,2-0,福岡,カシマ,15937,
270,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:05,柏,2-0,平塚,柏,6577,
271,1997,Ｊ１ １ｓｔ,第１６節第１日,07/16(水),19:35,横浜Ｆ,4-3,清水,三ツ沢,11040,
272,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),18:30,市原,1-3,Ｇ大阪,市原,4174,
273,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),18:31,広島,2-3,横浜Ｆ,広島ビ,8840,
274,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),18:34,平塚,3-2,浦和,平塚,11056,
275,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),19:00,清水,1-2,磐田,日本平,17756,
276,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),19:00,福岡,3-2,名古屋,博多球,11217,
277,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),19:04,横浜M,0-3,柏,三ツ沢,11265,
278,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),19:05,京都,2-1,Ｖ川崎,西京極,16109,
279,1997,Ｊ１ １ｓｔ,第１７節第１日,07/19(土),19:05,Ｃ大阪,0-1,鹿島,長居,21027,
280,1997,オールスター,第１節第１日,07/27(日),19:06,ＷＥＳＴ,4-1,ＥＡＳＴ,神戸ユ,22248,
281,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:01,清水,3-1,横浜Ｆ,日本平,8014,
282,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:01,Ｃ大阪,3-1,神戸,長居,5897,
283,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:01,広島,1-0,名古屋,広島ビ,4176,
284,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:01,福岡,1-3,鹿島,博多球,16354,
285,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:04,横浜M,1-4,磐田,三ツ沢,7864,
286,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:04,平塚,7-4,柏,平塚,5113,
287,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:04,京都,3-2,Ｇ大阪,鳥取,8263,
288,1997,Ｊ１ ２ｎｄ,第１節第１日,07/30(水),19:05,市原,1-0,浦和,市原,3610,
289,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),18:30,市原,3-1,Ｖ川崎,市原,6209,
290,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),18:30,神戸,0-5,鹿島,神戸ユ,8978,
291,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),18:30,広島,1-3,磐田,広島ビ,5613,
292,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),18:34,平塚,3-4,Ｇ大阪,平塚,7174,
293,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),19:00,Ｃ大阪,2-3,名古屋,長居,6160,
294,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),19:04,横浜M,0-2,浦和,三ツ沢,13269,
295,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),19:04,清水,2-3,柏,日本平,9422,
296,1997,Ｊ１ ２ｎｄ,第２節第１日,08/02(土),19:04,福岡,0-1,横浜Ｆ,博多球,9477,
297,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:00,名古屋,3-0,神戸,瑞穂陸,12854,
298,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:01,Ｇ大阪,3-4,横浜M,金沢,12834,
299,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:03,磐田,2-1,福岡,磐田,7181,
300,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:04,浦和,3-4,清水,駒場,17890,
301,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:05,Ｖ川崎,1-2,平塚,等々力,7415,
302,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:30,横浜Ｆ,1-2,Ｃ大阪,三ツ沢,5138,
303,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:32,京都,2-3,市原,鴨池,13776,
304,1997,Ｊ１ ２ｎｄ,第３節第１日,08/06(水),19:35,柏,2-1,広島,柏,5887,
305,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),18:30,神戸,2-3,横浜Ｆ,神戸ユ,3917,
306,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),18:33,平塚,2-1,京都,平塚,7693,
307,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),18:33,広島,1-2,浦和,広島ビ,6342,
308,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),19:00,清水,1-2,Ｇ大阪,日本平,12067,
309,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),19:00,Ｃ大阪,1-4,磐田,長居,7287,
310,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),19:01,福岡,1-1(PK5-3),柏,博多球,6495,
311,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),19:04,鹿島,7-0,名古屋,カシマ,16988,
312,1997,Ｊ１ ２ｎｄ,第４節第１日,08/09(土),19:04,横浜M,7-2,Ｖ川崎,山形県,17222,
313,1997,Ｊ１ ２ｎｄ,第５節第１日,08/15(金),19:04,京都,1-4,横浜M,西京極,13874,
314,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),18:31,市原,0-0(PK5-6),平塚,市原,5511,
315,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),18:33,浦和,1-2,福岡,駒場,18223,
316,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),19:02,柏,0-1,Ｃ大阪,柏,8012,
317,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),19:04,Ｖ川崎,1-0,清水,等々力,11070,
318,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),19:04,横浜Ｆ,5-3,鹿島,三ツ沢,13498,
319,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),19:04,磐田,2-1,神戸,磐田,12366,
320,1997,Ｊ１ ２ｎｄ,第５節第２日,08/16(土),19:04,Ｇ大阪,3-0,広島,万博,6598,
321,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:00,名古屋,2-1,横浜Ｆ,瑞穂陸,13330,
322,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:00,Ｃ大阪,1-2,浦和,長居,7841,
323,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:02,広島,3-1,Ｖ川崎,広島ビ,10504,
324,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:03,横浜M,2-1,市原,三ツ沢,7646,
325,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:03,清水,1-0,京都,日本平,9327,
326,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:04,鹿島,2-0,磐田,カシマ,16678,
327,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:04,神戸,2-4,柏,神戸ユ,4113,
328,1997,Ｊ１ ２ｎｄ,第６節第１日,08/20(水),19:04,福岡,0-1,Ｇ大阪,水前寺,7452,
329,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),18:30,浦和,2-0,神戸,駒場,18412,
330,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),18:31,市原,0-3,清水,市原,4761,
331,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),18:34,平塚,1-3,横浜M,平塚,10032,
332,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),19:00,Ｖ川崎,2-0,福岡,等々力,6359,
333,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),19:03,磐田,1-3,名古屋,磐田,13169,
334,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),19:04,京都,0-3,広島,西京極,5340,
335,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),19:04,Ｇ大阪,3-2,Ｃ大阪,万博,11893,
336,1997,Ｊ１ ２ｎｄ,第７節第１日,08/23(土),19:05,柏,3-5,鹿島,柏,12067,
337,1997,ドリームマッチ,第１節第１日,08/28(木),19:03,日本代表,0-0,Ｊ外国,駒場,16819,
338,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),16:04,清水,3-1,平塚,日本平,10346,
339,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),18:29,神戸,0-4,Ｇ大阪,神戸ユ,10195,
340,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),18:30,鹿島,1-0,浦和,カシマ,16752,
341,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),19:00,Ｃ大阪,5-3,Ｖ川崎,長居,13043,
342,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),19:00,福岡,4-2,京都,博多球,8509,
343,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),19:01,横浜Ｆ,0-2,磐田,三ツ沢,8577,
344,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),19:03,名古屋,1-0,柏,瑞穂陸,19473,
345,1997,Ｊ１ ２ｎｄ,第８節第１日,08/30(土),19:04,広島,3-0,市原,広島ビ,6505,
346,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:00,市原,2-1,福岡,市原,3085,
347,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:00,Ｖ川崎,2-0,神戸,等々力,5087,
348,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:00,Ｇ大阪,2-1,鹿島,万博,11047,
349,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:04,浦和,3-0,名古屋,駒場,17305,
350,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:04,横浜M,1-0,清水,三ツ沢,6638,
351,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:04,平塚,2-0,広島,平塚,5271,
352,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:06,京都,1-1(PK6-7),Ｃ大阪,西京極,4781,
353,1997,Ｊ１ ２ｎｄ,第９節第１日,09/03(水),19:32,柏,0-2,横浜Ｆ,柏,5572,
354,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),15:05,鹿島,5-0,Ｖ川崎,カシマ,16428,
355,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),18:30,広島,2-3,横浜M,広島ビ,5071,
356,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),19:00,Ｃ大阪,1-0,市原,長居,4492,
357,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),19:00,福岡,1-2,平塚,博多球,6318,
358,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),19:03,名古屋,0-1,Ｇ大阪,瑞穂陸,17362,
359,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),19:04,横浜Ｆ,1-3,浦和,三ツ沢,10846,
360,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),19:04,神戸,4-2,京都,神戸ユ,3429,
361,1997,Ｊ１ ２ｎｄ,第１０節第１日,09/06(土),19:05,磐田,2-1,柏,磐田,10118,
362,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:00,柏,1-2,市原,柏,5034,
363,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:00,名古屋,2-1,清水,瑞穂陸,13026,
364,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:00,Ｇ大阪,2-1,Ｖ川崎,万博,10471,
365,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:02,磐田,3-1,平塚,磐田,7540,
366,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:03,浦和,4-1,京都,駒場,16732,
367,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:04,鹿島,2-1,広島,カシマ,15743,
368,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:04,神戸,4-3,福岡,神戸ユ,2568,
369,1997,Ｊ１ ２ｎｄ,第１１節第１日,09/10(水),19:34,横浜Ｆ,2-3,横浜M,三ツ沢,8273,
370,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),13:32,Ｖ川崎,2-0,名古屋,札幌,8077,
371,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),14:04,平塚,5-4,Ｃ大阪,平塚,5471,
372,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),15:04,清水,1-0,広島,日本平,8360,
373,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),16:00,Ｇ大阪,2-1,横浜Ｆ,万博,10067,
374,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),18:05,市原,3-4,神戸,福井,4184,
375,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),19:04,浦和,0-1,磐田,駒場,18783,
376,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),19:04,横浜M,4-1,福岡,三ツ沢,6752,
377,1997,Ｊ１ ２ｎｄ,第１２節第１日,09/13(土),19:04,京都,3-2,鹿島,西京極,8148,
378,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),14:04,平塚,2-5,鹿島,平塚,7499,
379,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),15:01,横浜M,2-1,神戸,三ツ沢,5558,
380,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),15:03,京都,1-2,横浜Ｆ,西京極,4522,
381,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),15:04,Ｇ大阪,1-2,柏,万博,7427,
382,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),16:04,市原,1-2,名古屋,国立,10459,
383,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),16:04,清水,2-0,Ｃ大阪,日本平,7339,
384,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),16:05,広島,1-3,福岡,広島ビ,6210,
385,1997,Ｊ１ ２ｎｄ,第１３節第１日,09/20(土),19:05,Ｖ川崎,1-6,磐田,新潟,11230,
386,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:00,鹿島,2-1,市原,カシマ,15176,
387,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:00,Ｃ大阪,2-3,横浜M,長居,8028,
388,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:00,神戸,0-1,平塚,神戸ユ,5178,
389,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:01,柏,3-0,浦和,柏,7892,
390,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:01,名古屋,1-2,京都,長良川,6266,
391,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:01,福岡,0-1,清水,博多球,5653,
392,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:04,磐田,1-0,Ｇ大阪,磐田,10542,
393,1997,Ｊ１ ２ｎｄ,第１４節第１日,09/24(水),19:05,横浜Ｆ,0-1,Ｖ川崎,国立,20119,
394,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),15:03,磐田,2-1,京都,磐田,10034,
395,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),15:03,名古屋,2-1,平塚,長良川,9117,
396,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),15:04,柏,2-1,Ｖ川崎,柏,10959,
397,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),15:04,神戸,0-3,清水,神戸ユ,10281,
398,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),15:05,鹿島,2-1,横浜M,カシマ,16379,
399,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),17:04,Ｃ大阪,3-1,広島,大分,4553,
400,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),19:01,横浜Ｆ,1-2,市原,鴨池,7565,
401,1997,Ｊ１ ２ｎｄ,第１５節第１日,09/27(土),19:03,浦和,1-4,Ｇ大阪,国立,37565,
402,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:00,清水,2-0,鹿島,日本平,11418,
403,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:00,広島,2-0,神戸,広島ビ,5396,
404,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:01,福岡,0-2,Ｃ大阪,博多球,8681,
405,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:03,Ｖ川崎,1-2,浦和,国立,20161,
406,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:03,平塚,0-0(PK4-5),横浜Ｆ,平塚,5905,
407,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:04,市原,0-5,磐田,市原,4712,
408,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:04,横浜M,1-2,名古屋,三ツ沢,7312,
409,1997,Ｊ１ ２ｎｄ,第１６節第１日,10/01(水),19:04,京都,0-1,柏,西京極,6019,
410,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:00,鹿島,1-2,Ｃ大阪,カシマ,15404,
411,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:00,横浜Ｆ,2-1,広島,三ツ沢,4601,
412,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:00,Ｇ大阪,4-3,市原,万博,6844,
413,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:02,Ｖ川崎,2-1,京都,等々力,6047,
414,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:03,浦和,1-0,平塚,駒場,16690,
415,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:03,名古屋,2-0,福岡,瑞穂陸,11625,
416,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:04,柏,2-3,横浜M,柏,8968,
417,1997,Ｊ１ ２ｎｄ,第１７節第１日,10/04(土),15:04,磐田,2-0,清水,磐田,17117,
418,1997,ＹＮＣ 決勝トーナメント,準々決勝第１戦,10/15(水),19:00,名古屋,4-0,市原,長良川,4033,
419,1997,ＹＮＣ 決勝トーナメント,準々決勝第１戦,10/15(水),19:01,札幌,1-2,鹿島,札幌,12983,
420,1997,ＹＮＣ 決勝トーナメント,準々決勝第１戦,10/15(水),19:02,横浜Ｆ,0-1,柏,三ツ沢,4093,
421,1997,ＹＮＣ 決勝トーナメント,準々決勝第１戦,10/15(水),19:04,浦和,0-0,磐田,駒場,14411,
422,1997,ＹＮＣ 決勝トーナメント,準々決勝第２戦,10/18(土),15:00,市原,1-1,名古屋,市原,3527,
423,1997,ＹＮＣ 決勝トーナメント,準々決勝第２戦,10/18(土),15:02,鹿島,7-0,札幌,カシマ,14579,
424,1997,ＹＮＣ 決勝トーナメント,準々決勝第２戦,10/18(土),15:03,磐田,3-2,浦和,磐田,10091,
425,1997,ＹＮＣ 決勝トーナメント,準々決勝第２戦,10/18(土),19:00,柏,0-3,横浜Ｆ,柏,6766,
426,1997,ＹＮＣ 決勝トーナメント,準決勝第１戦,11/01(土),19:00,横浜Ｆ,1-0,磐田,三ツ沢,5844,
427,1997,ＹＮＣ 決勝トーナメント,準決勝第１戦,11/01(土),19:04,鹿島,1-0,名古屋,カシマ,13361,
428,1997,ＹＮＣ 決勝トーナメント,準決勝第２戦,11/08(土),16:03,名古屋,0-0,鹿島,瑞穂陸,9948,
429,1997,ＹＮＣ 決勝トーナメント,準決勝第２戦,11/09(日),13:03,磐田,2-0,横浜Ｆ,磐田,8699,
430,1997,ＹＮＣ 決勝トーナメント,決勝戦第１戦,11/22(土),15:03,磐田,1-2,鹿島,磐田,10437,
431,1997,ＹＮＣ 決勝トーナメント,決勝戦第２戦,11/29(土),15:04,鹿島,5-1,磐田,カシマ,14444,
432,1997,チャンピオンシップ,第１節第１日,12/06(土),15:03,磐田,3-2,鹿島,磐田,17269,
433,1997,チャンピオンシップ,第２節第１日,12/13(土),19:36,鹿島,0-1,磐田,カシマ,15276,
