,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,03/16,1,1,14:03,等々力,Ｖ川崎,1,0,京都,,12835
1,03/16,1,2,15:03,駒場,浦和,2,1,柏,,20124
2,03/16,1,3,15:03,瑞穂陸,名古屋,4,1,平塚,,22021
3,03/16,1,4,15:03,長居２,Ｃ大阪,0,2,横浜Ｆ,,8087
4,03/16,1,5,15:04,カシマ,鹿島,4,1,清水,,15922
5,03/16,1,6,16:04,磐田,磐田,3,0,福岡,,13439
6,03/16,1,7,17:04,市原,市原,0,1,広島,,10722
7,03/16,1,8,19:05,三ツ沢,横浜M,1,2,Ｇ大阪,,11728
0,03/20,2,1,14:00,博多球,福岡,1,2,浦和,,17323
1,03/20,2,2,15:00,平塚,平塚,0,4,Ｖ川崎,,12716
2,03/20,2,3,15:00,日本平,清水,2,1,Ｃ大阪,,16413
3,03/20,2,4,15:00,万博,Ｇ大阪,0,1,横浜Ｆ,,9739
4,03/20,2,5,15:03,三ツ沢,横浜M,0,1,磐田,,12840
5,03/20,2,6,15:04,国立,柏,2,3,名古屋,,25948
6,03/20,2,7,15:04,西京極,京都,0,2,市原,,8318
7,03/20,2,8,16:05,広島ビ,広島,1,2,鹿島,,18863
0,03/23,3,1,14:04,磐田,磐田,2,0,Ｇ大阪,,11927
1,03/23,3,2,15:00,カシマ,鹿島,5,1,京都,,15224
2,03/23,3,3,15:01,市原,市原,0,2,平塚,,10293
3,03/23,3,4,15:01,長居２,Ｃ大阪,1,2,広島,,6276
4,03/23,3,5,15:03,等々力,Ｖ川崎,2,3,柏,,11599
5,03/23,3,6,15:03,三ツ沢,横浜Ｆ,1,0,清水,,10296
6,03/23,3,7,19:02,瑞穂陸,名古屋,3,1,福岡,,20793
7,03/23,3,8,19:03,国立,浦和,2,0,横浜M,,49094
0,03/30,4,1,14:02,磐田,磐田,1,4),浦和,,12730
1,03/30,4,2,15:00,国立,平塚,1,0,鹿島,,23748
2,03/30,4,3,15:00,万博,Ｇ大阪,2,3),清水,,5674
3,03/30,4,4,15:01,柏,柏,0,2,市原,,10272
4,03/30,4,5,15:03,西京極,京都,0,2,Ｃ大阪,,5231
5,03/30,4,6,15:04,広島ビ,広島,0,1,横浜Ｆ,,7105
6,03/30,4,7,15:05,三ツ沢,横浜M,0,1,名古屋,,12013
7,03/30,4,8,19:00,博多球,福岡,1,2,Ｖ川崎,,16328
0,04/03,5,1,19:00,国立,Ｖ川崎,3,2,横浜M,,35518
1,04/03,5,2,19:01,市原,市原,0,1,福岡,,8028
2,04/03,5,3,19:01,日本平,清水,1,0,広島,,12363
3,04/03,5,4,19:01,瑞穂陸,名古屋,1,2,磐田,,21576
4,04/03,5,5,19:01,長居２,Ｃ大阪,2,3,平塚,,6389
5,04/03,5,6,19:03,カシマ,鹿島,5,1,柏,,15489
6,04/03,5,7,19:03,三ツ沢,横浜Ｆ,3,0,京都,,6162
7,04/03,5,8,19:04,駒場,浦和,4,1,Ｇ大阪,,20614
0,04/06,6,1,14:02,駒場,浦和,0,2,名古屋,,19608
1,04/06,6,2,14:03,博多球,福岡,2,4,鹿島,,11087
2,04/06,6,3,15:00,万博,Ｇ大阪,2,1,広島,,7042
3,04/06,6,4,15:02,磐田,磐田,2,1,Ｖ川崎,,16381
4,04/06,6,5,15:03,柏,柏,3,0,Ｃ大阪,,8790
5,04/06,6,6,15:04,平塚,平塚,0,4,横浜Ｆ,,8855
6,04/06,6,7,15:04,西京極,京都,1,5,清水,,8683
7,04/06,6,8,19:04,国立,横浜M,2,1,市原,,28584
0,04/13,7,1,13:03,鴨池,横浜Ｆ,2,1,柏,,8083
1,04/13,7,2,14:02,広島ビ,広島,3,0,京都,,7098
2,04/13,7,3,15:00,カシマ,鹿島,3,1,横浜M,,16034
3,04/13,7,4,15:03,国立,Ｖ川崎,2,0,浦和,,45555
4,04/13,7,5,15:03,瑞穂陸,名古屋,2,0,Ｇ大阪,,22105
5,04/13,7,6,15:05,日本平,清水,5,1,平塚,,14477
6,04/13,7,7,15:05,長居２,Ｃ大阪,1,2,福岡,,7096
7,04/13,7,8,19:04,市原,市原,2,4,磐田,,13652
0,04/17,8,1,19:00,柏,柏,2,1,清水,,9212
1,04/17,8,2,19:00,磐田,磐田,2,3),鹿島,,14165
2,04/17,8,3,19:00,博多球,福岡,3,4,横浜Ｆ,,10551
3,04/17,8,4,19:01,万博,Ｇ大阪,4,2,京都,,6349
4,04/17,8,5,19:03,駒場,浦和,1,0,市原,,19366
5,04/17,8,6,19:03,三ツ沢,横浜M,3,0,Ｃ大阪,,10057
6,04/17,8,7,19:03,平塚,平塚,0,1,広島,,5747
7,04/17,8,8,19:04,瑞穂陸,名古屋,3,1,Ｖ川崎,,22613
0,04/20,9,1,15:00,三ツ沢,横浜Ｆ,1,2,横浜M,,13670
1,04/20,9,2,15:03,新潟,市原,3,0,名古屋,,10156
2,04/20,9,3,15:03,広島ビ,広島,0,1,柏,,7126
3,04/20,9,4,15:04,秋田,鹿島,1,0,浦和,,10643
4,04/20,9,5,15:04,日本平,清水,0,2,福岡,,14011
5,04/20,9,6,15:04,西京極,京都,0,2,平塚,,6622
6,04/20,9,7,16:02,愛媛陸,Ｃ大阪,2,1,磐田,,6323
7,04/20,9,8,19:01,等々力,Ｖ川崎,2,3,Ｇ大阪,,10858
0,04/27,10,1,14:03,長居２,Ｃ大阪,3,2,名古屋,,11046
1,04/27,10,2,14:33,カシマ,鹿島,2,1,Ｖ川崎,,15702
2,04/27,10,3,14:35,広島ビ,広島,0,3,横浜M,,12453
3,04/27,10,4,15:01,平塚,平塚,0,1,柏,,9229
4,04/27,10,5,15:03,西京極,京都,0,3,福岡,,7664
5,04/27,10,6,15:05,日本平,清水,1,2,磐田,,21931
6,04/27,10,7,16:00,山形県,市原,2,1,Ｇ大阪,,13153
7,04/27,10,8,19:33,三ツ沢,横浜Ｆ,1,4,浦和,,14692
0,05/01,11,1,19:00,等々力,Ｖ川崎,2,1,市原,,10021
1,05/01,11,2,19:00,磐田,磐田,2,3,横浜Ｆ,,14231
2,05/01,11,3,19:00,万博,Ｇ大阪,2,1,平塚,,7153
3,05/01,11,4,19:00,水前寺,福岡,0,2,広島,,7895
4,05/01,11,5,19:01,瑞穂陸,名古屋,3,1,鹿島,,21438
5,05/01,11,6,19:04,柏,柏,2,0,京都,,7422
6,05/01,11,7,19:04,国立,横浜M,1,2,清水,,25782
7,05/01,11,8,19:05,駒場,浦和,0,5),Ｃ大阪,,17789
0,05/04,12,1,14:00,磐田,磐田,1,0,広島,,16639
1,05/04,12,2,14:00,万博,Ｇ大阪,1,7,柏,,10646
2,05/04,12,3,14:03,国立,市原,3,2,鹿島,,40016
3,05/04,12,4,15:00,等々力,Ｖ川崎,1,2,Ｃ大阪,,15298
4,05/04,12,5,15:03,三ツ沢,横浜M,1,0,京都,,12533
5,05/04,12,6,15:03,長良川,名古屋,2,3,横浜Ｆ,,23861
6,05/04,12,7,15:04,博多球,福岡,0,4,平塚,,11286
7,05/04,12,8,18:34,駒場,浦和,2,1,清水,,19213
0,05/11,13,1,14:00,神戸ユ,Ｃ大阪,2,3,市原,,5896
1,05/11,13,2,14:59,カシマ,鹿島,4,0,Ｇ大阪,,15142
2,05/11,13,3,14:59,柏,柏,5,2,福岡,,11229
3,05/11,13,4,15:02,三ツ沢,横浜Ｆ,4,3,Ｖ川崎,,14329
4,05/11,13,5,15:02,広島ビ,広島,1,3,浦和,,9681
5,05/11,13,6,15:05,長崎,清水,1,4,名古屋,,7348
6,05/11,13,7,16:04,西京極,京都,1,2,磐田,,16980
7,05/11,13,8,18:34,国立,平塚,0,2,横浜M,,31699
0,05/15,14,1,19:00,等々力,Ｖ川崎,5,3,清水,,12016
1,05/15,14,2,19:00,磐田,磐田,3,4,平塚,,11924
2,05/15,14,3,19:00,万博,Ｇ大阪,3,0,福岡,,5389
3,05/15,14,4,19:03,市原,市原,4,2,横浜Ｆ,,10042
4,05/15,14,5,19:03,三ツ沢,横浜M,1,2,柏,,8395
5,05/15,14,6,19:03,瑞穂陸,名古屋,1,2,広島,,21303
6,05/15,14,7,19:04,カシマ,鹿島,1,0,Ｃ大阪,,15213
7,05/15,14,8,19:18,国立,浦和,1,0,京都,,50974
0,05/18,15,1,15:00,長居２,Ｃ大阪,0,2,Ｇ大阪,,9325
1,05/18,15,2,15:02,広島ビ,広島,1,3,Ｖ川崎,,12124
2,05/18,15,3,15:03,柏,柏,4,0,磐田,,13462
3,05/18,15,4,15:03,博多球,福岡,0,1,横浜M,,14295
4,05/18,15,5,16:05,日本平,清水,1,2,市原,,13380
5,05/18,15,6,17:05,鳥取,京都,2,3,名古屋,,9023
6,05/18,15,7,18:01,新潟,平塚,5,3,浦和,,12337
7,05/18,15,8,19:04,国立,横浜Ｆ,1,5),鹿島,,45159
0,08/28,16,1,18:59,カシマ,鹿島,2,0,市原,,16046
1,08/28,16,2,19:00,柏,柏,1,0,Ｇ大阪,,6093
2,08/28,16,3,19:00,平塚,平塚,1,4,福岡,,5539
3,08/28,16,4,19:00,広島ビ,広島,0,3,磐田,,6585
4,08/28,16,5,19:01,長居,Ｃ大阪,2,4,Ｖ川崎,,13069
