,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
16,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:03,Ｖ川崎,1-0,磐田,国立,27680,
17,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:03,横浜Ｆ,0-2,浦和,横浜国,24310,
18,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:03,広島,0-1,Ｇ大阪,広島ス,10457,
19,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:04,京都,1-0,清水,西京極,9719,
20,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:04,神戸,1-2,平塚,神戸ユ,12070,
21,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:04,福岡,0-0(PK3-4),柏,博多球,12470,
22,1998,Ｊ１ １ｓｔ,第２節第１日,03/25(水),19:06,Ｃ大阪,4-3,横浜M,長居,10534,
23,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),14:04,名古屋,2-1,横浜Ｆ,瑞穂陸,12032,
24,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:03,磐田,4-3,神戸,磐田,11599,
25,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:03,Ｇ大阪,3-2,福岡,万博,5121,
26,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:04,柏,1-1(PK5-4),札幌,柏,6340,
27,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:04,京都,0-2,Ｖ川崎,西京極,10772,
28,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:05,横浜M,4-0,広島,三ツ沢,8043,
29,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),15:05,平塚,0-1,市原,平塚,7199,
30,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),19:03,浦和,1-2,Ｃ大阪,駒場,19526,
31,1998,Ｊ１ １ｓｔ,第３節第１日,03/28(土),19:04,鹿島,3-2,清水,カシマ,15075,
32,1998,サテライトリーグ Ａグループ,第１節第１日,03/29(日),12:59,柏,2-0,市原,柏,994,
33,1998,サテライトリーグ Ａグループ,第１節第１日,03/29(日),14:01,横浜Ｆ,0-1,浦和,戸塚Ｇ,300,
34,1998,サテライトリーグ Ａグループ,第１節第１日,03/29(日),14:02,鹿島,4-2,横浜M,鹿島Ｇ,798,
35,1998,サテライトリーグ Ｃグループ,第２節第１日,03/29(日),13:58,京都,2-1,神戸,東城陽Ｇ,446,
36,1998,サテライトリーグ Ｃグループ,第２節第１日,03/29(日),14:00,Ｇ大阪,3-1,福岡,田辺Ｇ,58,
37,1998,サテライトリーグ Ｃグループ,第２節第１日,03/29(日),14:01,Ｃ大阪,0-1,広島,瀬田Ｇ,100,
38,1998,サテライトリーグ Ｂグループ,第２節第１日,04/02(木),19:00,Ｖ川崎,1-3,川崎Ｆ,よみうり,85,
39,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),13:05,札幌,1-0,Ｇ大阪,室蘭,8169,
40,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),15:01,広島,1-2,浦和,広島ス,10911,
41,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),15:03,鹿島,6-0,京都,カシマ,15075,
42,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),15:04,市原,3-1,磐田,市原,6162,
43,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),15:04,清水,0-2,柏,日本平,11181,
44,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),15:05,Ｃ大阪,2-0,名古屋,長居,10188,
45,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),15:32,横浜Ｆ,1-3,平塚,横浜国,23427,
46,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),19:03,神戸,0-2,Ｖ川崎,神戸ユ,8329,
47,1998,Ｊ１ １ｓｔ,第４節第１日,04/04(土),19:04,福岡,2-5,横浜M,博多球,15402,
48,1998,サテライトリーグ Ａグループ,第２節第１日,04/05(日),14:00,横浜M,0-6,浦和,獅子ケ谷,100,
49,1998,サテライトリーグ Ａグループ,第２節第１日,04/05(日),14:01,柏,2-0,横浜Ｆ,秋津,537,
50,1998,サテライトリーグ Ｂグループ,第３節第１日,04/05(日),13:01,清水,3-1,平塚,蛇塚Ｇ,177,
51,1998,サテライトリーグ Ｂグループ,第３節第１日,04/05(日),14:00,磐田,3-3,名古屋,磐田,630,
52,1998,サテライトリーグ Ｃグループ,第３節第１日,04/05(日),13:59,神戸,2-2,広島,いぶき旧,110,
53,1998,サテライトリーグ Ｃグループ,第３節第１日,04/05(日),14:00,Ｇ大阪,6-1,Ｃ大阪,田辺Ｇ,58,
54,1998,サテライトリーグ Ｃグループ,第３節第１日,04/05(日),14:00,福岡,5-3,京都,雁の巣,351,
55,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),14:03,Ｖ川崎,2-1,市原,等々力,9489,
56,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),14:04,浦和,2-2(PK5-4),福岡,駒場,19991,
57,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),14:04,磐田,4-0,横浜Ｆ,磐田,10564,
58,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),15:00,横浜M,4-0,札幌,三ツ沢,9214,
59,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),15:03,平塚,3-2,Ｃ大阪,平塚,8266,
60,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),16:04,柏,3-2,鹿島,国立,25720,
61,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),16:04,名古屋,3-2,広島,瑞穂陸,8213,
62,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),16:04,Ｇ大阪,1-2,清水,万博,6601,
63,1998,Ｊ１ １ｓｔ,第５節第１日,04/11(土),19:04,京都,2-1,神戸,西京極,8021,
64,1998,サテライトリーグ Ａグループ,第３節第１日,04/12(日),15:00,浦和,2-3,柏,大宮,2481,
65,1998,サテライトリーグ Ｂグループ,第４節第１日,04/12(日),14:00,Ｖ川崎,1-1,磐田,よみうり,284,
66,1998,サテライトリーグ Ｂグループ,第４節第１日,04/12(日),14:01,平塚,2-2,名古屋,大神Ｇ,420,
67,1998,サテライトリーグ Ｃグループ,第４節第１日,04/12(日),13:58,神戸,0-1,福岡,いぶき旧,100,
68,1998,サテライトリーグ Ｃグループ,第４節第１日,04/12(日),13:59,広島,1-2,Ｇ大阪,広域１,214,
69,1998,サテライトリーグ Ｃグループ,第４節第１日,04/12(日),14:00,京都,1-2,Ｃ大阪,東城陽Ｇ,421,
70,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),18:59,鹿島,1-0,Ｇ大阪,カシマ,13824,
71,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:00,札幌,2-0,浦和,仙台,12171,
72,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:00,清水,1-0,横浜M,日本平,10115,
73,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:00,福岡,1-2,名古屋,博多球,5611,
74,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:03,市原,1-2,神戸,市原,3012,
75,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:03,横浜Ｆ,0-3,Ｖ川崎,三ツ沢,6540,
76,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:03,Ｃ大阪,1-9,磐田,長居,12832,
77,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:03,広島,0-1,平塚,広島ス,10688,
78,1998,Ｊ１ １ｓｔ,第６節第１日,04/15(水),19:04,柏,3-2,京都,柏,4551,
79,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),14:03,名古屋,2-1,札幌,瑞穂陸,8173,
80,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),15:01,京都,1-3,市原,富山,5840,
81,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),15:03,Ｖ川崎,2-1,Ｃ大阪,等々力,7657,
82,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),15:03,Ｇ大阪,3-1,柏,万博,3282,
83,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),16:03,平塚,3-2,福岡,国立,24300,
84,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),16:04,横浜M,1-0,鹿島,横浜国,34199,
85,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),16:04,磐田,5-0,広島,磐田,8124,
86,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),19:00,神戸,1-4,横浜Ｆ,神戸ユ,3096,
87,1998,Ｊ１ １ｓｔ,第７節第１日,04/18(土),19:04,浦和,0-2,清水,駒場,19208,
88,1998,サテライトリーグ Ａグループ,第４節第１日,04/19(日),14:00,横浜Ｆ,3-3,鹿島,戸塚Ｇ,450,
89,1998,サテライトリーグ Ｂグループ,第５節第１日,04/19(日),12:59,平塚,2-0,Ｖ川崎,大神Ｇ,520,
90,1998,サテライトリーグ Ｂグループ,第５節第１日,04/19(日),14:00,川崎Ｆ,0-4,磐田,沼津Ｇ,0,
91,1998,サテライトリーグ Ｃグループ,第５節第１日,04/19(日),12:00,Ｃ大阪,1-1,神戸,萩谷,191,
92,1998,サテライトリーグ Ｃグループ,第５節第１日,04/19(日),14:00,福岡,2-3,広島,雁の巣,419,
93,1998,サテライトリーグ Ｃグループ,第５節第１日,04/19(日),14:02,Ｇ大阪,8-0,京都,萩谷,307,
94,1998,サテライトリーグ Ａグループ,第５節第１日,04/21(火),19:02,市原,1-1,横浜M,市原,310,
95,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),13:05,広島,2-1,Ｖ川崎,広島ス,9584,
96,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),14:04,札幌,3-3(PK4-5),平塚,室蘭,11518,
97,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),15:00,Ｇ大阪,0-1,京都,万博,4880,
98,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),15:01,Ｃ大阪,1-2,神戸,長居,7738,
99,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),15:03,横浜Ｆ,2-0,市原,三ツ沢,5232,
100,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),15:03,清水,3-1,名古屋,日本平,9314,
101,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),15:04,鹿島,1-4,浦和,カシマ,15641,
102,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),15:04,福岡,1-7,磐田,水前寺,11032,
103,1998,Ｊ１ １ｓｔ,第８節第１日,04/25(土),19:03,柏,0-4,横浜M,柏,9486,
104,1998,サテライトリーグ Ａグループ,第６節第１日,04/26(日),14:01,横浜Ｆ,3-1,横浜M,戸塚Ｇ,200,
105,1998,サテライトリーグ Ａグループ,第６節第１日,04/26(日),14:02,鹿島,1-1,市原,鹿島Ｇ,498,
106,1998,サテライトリーグ Ｃグループ,第６節第１日,04/26(日),14:00,神戸,2-1,京都,いぶき旧,135,
107,1998,サテライトリーグ Ｃグループ,第６節第１日,04/26(日),14:00,広島,2-0,Ｃ大阪,広域１,356,
108,1998,サテライトリーグ Ｃグループ,第６節第１日,04/26(日),14:59,福岡,1-2,Ｇ大阪,宇美町,447,
109,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),14:01,名古屋,3-0,鹿島,瑞穂陸,23932,
110,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),14:03,磐田,4-0,札幌,磐田,13846,
111,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),14:03,神戸,0-2,広島,神戸ユ,12592,
112,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),15:02,京都,1-2,横浜Ｆ,西京極,8334,
113,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),15:03,浦和,3-1,柏,国立,46547,
114,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),15:03,Ｖ川崎,6-1,福岡,等々力,10797,
115,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),16:04,市原,4-1,Ｃ大阪,市原,5403,
116,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),19:03,平塚,1-2,清水,平塚,13483,
117,1998,Ｊ１ １ｓｔ,第９節第１日,04/29(水・祝),19:04,横浜M,2-1,Ｇ大阪,横浜国,18087,
118,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),13:04,札幌,1-3,Ｖ川崎,室蘭,6079,
119,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),15:00,Ｃ大阪,1-4,横浜Ｆ,長居,10563,
120,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),15:03,鹿島,1-0,平塚,カシマ,15742,
121,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),15:03,Ｇ大阪,0-2,浦和,万博,10485,
122,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),15:04,清水,2-1,磐田,日本平,19544,
123,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),19:02,福岡,3-1,神戸,博多球,5591,
124,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),19:03,柏,2-3,名古屋,柏,7223,
125,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),19:04,横浜M,2-1,京都,横浜国,16380,
126,1998,Ｊ１ １ｓｔ,第１０節第１日,05/02(土),19:04,広島,3-1,市原,広島ス,4132,
127,1998,サテライトリーグ Ｂグループ,第６節第１日,05/03(日・祝),13:59,Ｖ川崎,5-0,名古屋,よみうり,281,
128,1998,サテライトリーグ Ｂグループ,第６節第１日,05/03(日・祝),14:00,磐田,7-0,清水,磐田,858,
129,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),14:03,磐田,0-3,鹿島,磐田,17269,
130,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),14:04,名古屋,0-0(PK1-3),Ｇ大阪,長良川,12109,
131,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),15:00,市原,4-2,福岡,市原,6857,
132,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),15:04,京都,1-2,Ｃ大阪,鴨池,8851,
133,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),15:04,神戸,2-3,札幌,神戸ユ,6004,
134,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),16:04,Ｖ川崎,2-0,清水,等々力,19649,
135,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),18:33,浦和,0-1,横浜M,駒場,20048,
136,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),19:03,平塚,1-3,柏,平塚,9201,
137,1998,Ｊ１ １ｓｔ,第１１節第１日,05/05(火・祝),19:04,横浜Ｆ,5-1,広島,横浜国,20266,
138,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),13:02,札幌,3-2,市原,室蘭,5118,
139,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),13:04,鹿島,3-1,Ｖ川崎,カシマ,15660,
140,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),15:01,Ｇ大阪,1-2,平塚,万博,19526,
141,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),15:03,横浜M,1-3,名古屋,横浜国,20274,
142,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),15:03,広島,0-2,Ｃ大阪,広島ス,5994,
143,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),15:03,福岡,0-1,横浜Ｆ,博多球,7519,
144,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),15:04,浦和,2-1,京都,国立,33773,
145,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),16:04,清水,4-0,神戸,日本平,10460,
146,1998,Ｊ１ １ｓｔ,第１２節第１日,05/09(土),19:05,柏,1-3,磐田,柏,12033,
147,1998,サテライトリーグ Ａグループ,第７節第１日,05/10(日),14:01,柏,3-1,鹿島,成田,1253,
148,1998,サテライトリーグ Ａグループ,第７節第１日,05/10(日),15:00,浦和,3-1,市原,鴻巣,2249,
149,1998,ＹＮＣ 予選Ａグループ,第１節第１日,05/16(土),18:30,広島,1-3,Ｖ川崎,鳥取,6429,
150,1998,ＹＮＣ 予選Ａグループ,第１節第１日,05/16(土),19:02,磐田,1-2,浦和,新潟,11765,
151,1998,ＹＮＣ 予選Ｂグループ,第１節第１日,05/16(土),15:01,Ｃ大阪,2-3,柏,長居,3896,
152,1998,ＹＮＣ 予選Ｂグループ,第１節第１日,05/16(土),15:02,鹿島,3-0,福岡,カシマ,14665,
153,1998,ＹＮＣ 予選Ｃグループ,第１節第１日,05/16(土),15:03,横浜Ｆ,0-2,Ｇ大阪,三ツ沢,4637,
154,1998,ＹＮＣ 予選Ｃグループ,第１節第１日,05/16(土),15:04,清水,2-0,札幌,日本平,8781,
155,1998,ＹＮＣ 予選Ｄグループ,第１節第１日,05/16(土),15:03,市原,3-2,平塚,市原,3003,
156,1998,ＹＮＣ 予選Ｄグループ,第１節第１日,05/16(土),15:03,名古屋,1-1,神戸,瑞穂陸,5467,
157,1998,ＹＮＣ 予選Ａグループ,第２節第１日,05/23(土),14:00,B仙台,0-1,広島,仙台,4394,
158,1998,ＹＮＣ 予選Ａグループ,第２節第１日,05/23(土),18:33,浦和,1-1,Ｖ川崎,駒場,17010,
159,1998,ＹＮＣ 予選Ｂグループ,第２節第１日,05/23(土),15:00,福岡,2-3,柏,博多球,5491,
160,1998,ＹＮＣ 予選Ｂグループ,第２節第１日,05/23(土),15:01,横浜M,2-0,Ｃ大阪,三ツ沢,6381,
161,1998,ＹＮＣ 予選Ｃグループ,第２節第１日,05/23(土),15:02,Ｇ大阪,5-2,札幌,万博,3410,
162,1998,ＹＮＣ 予選Ｃグループ,第２節第１日,05/23(土),19:03,川崎Ｆ,0-1,清水,等々力,6163,
163,1998,ＹＮＣ 予選Ｄグループ,第２節第１日,05/23(土),15:00,京都,3-3,市原,西京極,5621,
164,1998,ＹＮＣ 予選Ｄグループ,第２節第１日,05/23(土),15:03,神戸,0-2,平塚,神戸ユ,6344,
165,1998,ＹＮＣ 予選Ａグループ,第３節第１日,05/30(土),16:02,Ｖ川崎,1-2,磐田,国立,14090,
166,1998,ＹＮＣ 予選Ａグループ,第３節第１日,05/30(土),18:33,浦和,6-0,B仙台,駒場,13972,
167,1998,ＹＮＣ 予選Ｂグループ,第３節第１日,05/30(土),19:04,柏,1-1,鹿島,柏,10031,
168,1998,ＹＮＣ 予選Ｂグループ,第３節第１日,05/30(土),19:04,福岡,4-2,横浜M,博多球,7015,
169,1998,ＹＮＣ 予選Ｃグループ,第３節第１日,05/30(土),13:02,札幌,3-2,横浜Ｆ,室蘭,3352,
170,1998,ＹＮＣ 予選Ｃグループ,第３節第１日,05/30(土),19:00,Ｇ大阪,0-2,川崎Ｆ,万博,3261,
171,1998,ＹＮＣ 予選Ｄグループ,第３節第１日,05/30(土),15:03,平塚,1-3,名古屋,平塚,4746,
172,1998,ＹＮＣ 予選Ｄグループ,第３節第１日,05/30(土),19:03,神戸,3-1,京都,神戸ユ,3010,
173,1998,サテライトリーグ Ａグループ,第８節第１日,05/31(日),14:00,市原,3-4,横浜Ｆ,秋津,620,
174,1998,サテライトリーグ Ａグループ,第８節第１日,05/31(日),14:00,横浜M,0-4,柏,獅子ケ谷,200,
175,1998,サテライトリーグ Ａグループ,第８節第１日,05/31(日),17:02,浦和,3-2,鹿島,大宮,2806,
176,1998,サテライトリーグ Ｂグループ,第７節第１日,05/31(日),13:58,平塚,2-2,磐田,大神Ｇ,450,
177,1998,サテライトリーグ Ｂグループ,第７節第１日,05/31(日),13:59,名古屋,0-2,川崎Ｆ,一宮,2046,
178,1998,ＹＮＣ 予選Ａグループ,第４節第１日,06/03(水),19:03,B仙台,2-6,磐田,仙台,4570,
179,1998,ＹＮＣ 予選Ａグループ,第４節第１日,06/03(水),19:03,広島,1-1,浦和,広島ス,4594,
180,1998,ＹＮＣ 予選Ｂグループ,第４節第１日,06/03(水),19:00,Ｃ大阪,1-1,福岡,長居,4546,
181,1998,ＹＮＣ 予選Ｂグループ,第４節第１日,06/03(水),19:02,横浜M,1-2,鹿島,三ツ沢,5510,
182,1998,ＹＮＣ 予選Ｃグループ,第４節第１日,06/03(水),19:00,川崎Ｆ,0-1,横浜Ｆ,等々力,3103,
183,1998,ＹＮＣ 予選Ｃグループ,第４節第１日,06/03(水),19:01,清水,2-0,Ｇ大阪,日本平,11368,
184,1998,ＹＮＣ 予選Ｄグループ,第４節第１日,06/03(水),19:01,京都,1-2,名古屋,西京極,5043,
185,1998,ＹＮＣ 予選Ｄグループ,第４節第１日,06/03(水),19:04,市原,4-1,神戸,市原,1745,
186,1998,ＹＮＣ 予選Ａグループ,第５節第１日,06/06(土),19:03,Ｖ川崎,1-0,B仙台,等々力,6578,
187,1998,ＹＮＣ 予選Ａグループ,第５節第１日,06/06(土),19:03,磐田,3-0,広島,磐田,8023,
188,1998,ＹＮＣ 予選Ｂグループ,第５節第１日,06/06(土),15:00,鹿島,5-2,Ｃ大阪,カシマ,14405,
189,1998,ＹＮＣ 予選Ｂグループ,第５節第１日,06/06(土),19:04,柏,5-2,横浜M,柏,5563,
190,1998,ＹＮＣ 予選Ｃグループ,第５節第１日,06/06(土),13:00,札幌,0-2,川崎Ｆ,室蘭,4093,
191,1998,ＹＮＣ 予選Ｃグループ,第５節第１日,06/06(土),19:02,横浜Ｆ,2-3,清水,三ツ沢,5116,
192,1998,ＹＮＣ 予選Ｄグループ,第５節第１日,06/06(土),15:02,平塚,1-1,京都,平塚,4064,
193,1998,ＹＮＣ 予選Ｄグループ,第５節第１日,06/06(土),15:02,名古屋,1-4,市原,瑞穂陸,6317,
194,1998,サテライトリーグ Ｃグループ,第７節第１日,06/28(日),13:02,Ｇ大阪,5-0,神戸,瀬田Ｇ,55,
195,1998,サテライトリーグ Ｃグループ,第７節第１日,06/28(日),15:07,Ｃ大阪,0-4,福岡,瀬田Ｇ,50,
196,1998,サテライトリーグ Ｃグループ,第８節第１日,07/05(日),13:59,広島,2-2,京都,広域１,146,
197,1998,サテライトリーグ Ｂグループ,第８節第１日,07/12(日),15:00,名古屋,5-3,清水,豊田,657,
198,1998,サテライトリーグ Ｃグループ,第９節第１日,07/12(日),14:00,広島,2-1,神戸,広域１,222,
199,1998,サテライトリーグ Ｃグループ,第９節第１日,07/12(日),14:02,京都,0-4,福岡,東城陽Ｇ,215,
200,1998,サテライトリーグ Ｃグループ,第９節第１日,07/12(日),15:00,Ｃ大阪,0-5,Ｇ大阪,瀬田Ｇ,100,
201,1998,ＹＮＣ 決勝トーナメント,準決勝,07/15(水),19:03,市原,3-2,鹿島,市原,10794,
202,1998,ＹＮＣ 決勝トーナメント,準決勝,07/15(水),19:03,清水,0-2,磐田,日本平,14863,
203,1998,ＹＮＣ 決勝トーナメント,決勝戦,07/19(日),17:04,磐田,4-0,市原,国立,41718,
204,1998,サテライトリーグ Ｂグループ,第９節第１日,07/23(木),19:00,川崎Ｆ,1-4,Ｖ川崎,よみうり,100,
205,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:00,横浜Ｆ,2-2(PK5-3),札幌,三ツ沢,5104,
206,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:00,磐田,4-1,Ｇ大阪,磐田,10283,
207,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:00,名古屋,3-1,浦和,瑞穂陸,19370,
208,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:03,市原,0-1,清水,市原,4086,
209,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:03,平塚,1-4,横浜M,平塚,14119,
210,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:03,Ｃ大阪,3-1,福岡,長居,9711,
211,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:03,神戸,2-3,鹿島,神戸ユ,12501,
212,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:04,Ｖ川崎,1-3,柏,等々力,10468,
213,1998,Ｊ１ １ｓｔ,第１３節第１日,07/25(土),19:04,京都,1-2,広島,西京極,5231,
214,1998,サテライトリーグ Ｂグループ,第１０節第１日,07/26(日),14:58,名古屋,1-2,磐田,豊橋,997,
215,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:00,鹿島,4-1,市原,カシマ,15213,
216,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:01,清水,2-0,横浜Ｆ,日本平,10873,
217,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:01,福岡,1-1(PK5-3),広島,博多球,10025,
218,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:03,札幌,3-4,Ｃ大阪,札幌,17689,
219,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:03,柏,4-0,神戸,柏,6985,
220,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:03,Ｇ大阪,2-4,Ｖ川崎,金沢,15037,
221,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:04,浦和,2-1,平塚,駒場,18330,
222,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:04,横浜M,0-1,磐田,山形県,15165,
223,1998,Ｊ１ １ｓｔ,第１４節第１日,07/29(水),19:04,名古屋,3-1,京都,瑞穂陸,7075,
224,1998,Ｊ１ １ｓｔ,第１５節第１日,08/01(土),19:00,市原,3-0,柏,市原,4993,
