,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,06/27,1,1,15:03,いわスタ,岩手,0,4,秋田,ＤＡＺＮ／テレビ岩手,0
1,06/27,1,2,15:03,とうスタ,福島,2,0,八戸,ＤＡＺＮ,0
2,06/27,1,3,16:03,愛鷹,沼津,2,1,藤枝,ＤＡＺＮ,0
3,06/27,1,4,17:03,ギオンス,相模原,0,0,YS横浜,ＤＡＺＮ,0
4,06/27,1,5,18:03,ヤンマー,Ｃ大23,0,1,鳥取,ＤＡＺＮ,0
5,06/27,1,6,18:03,長良川,岐阜,0,0,今治,ＤＡＺＮ／岐阜放送,0
6,06/27,1,7,18:03,えがおＳ,熊本,3,2,鹿児島,ＤＡＺＮ,0
7,06/28,1,8,18:33,富山,富山,1,1,長野,ＤＡＺＮ,0
8,06/28,1,9,19:03,ピカスタ,讃岐,2,3,Ｇ大23,ＤＡＺＮ,0
0,07/04,2,1,15:03,ソユスタ,秋田,2,0,福島,ＤＡＺＮ／秋田テレビ,0
1,07/04,2,2,16:03,夢スタ,今治,0,1,熊本,ＤＡＺＮ／ＮＨＫ松山,0
2,07/04,2,3,17:03,藤枝サ,藤枝,2,3,相模原,ＤＡＺＮ,0
3,07/05,2,4,13:03,プラスタ,八戸,2,0,岩手,ＤＡＺＮ／青森テレビ／岩手めんこいテレビ,0
4,07/05,2,5,17:03,ニッパツ,YS横浜,3,4,富山,ＤＡＺＮ,0
5,07/05,2,6,17:03,長野Ｕ,長野,3,1,沼津,ＤＡＺＮ,0
6,07/05,2,7,18:03,パナスタ,Ｇ大23,0,0,Ｃ大23,ＤＡＺＮ,0
7,07/05,2,8,19:03,Ａｘｉｓ,鳥取,2,3,岐阜,ＤＡＺＮ,0
8,07/05,2,9,19:03,白波スタ,鹿児島,1,0,讃岐,ＤＡＺＮ,0
0,07/11,3,1,13:03,プラスタ,八戸,0,2,秋田,ＤＡＺＮ,444
1,07/11,3,2,15:03,とうスタ,福島,1,1,岩手,ＤＡＺＮ,407
2,07/11,3,3,16:03,夢スタ,今治,1,1,鹿児島,ＤＡＺＮ,1116
3,07/11,3,4,17:03,藤枝サ,藤枝,5,2,YS横浜,ＤＡＺＮ,462
4,07/11,3,5,17:03,ギオンス,相模原,0,0,長野,ＤＡＺＮ,801
5,07/11,3,6,18:03,長良川,岐阜,1,1,讃岐,ＤＡＺＮ,1680
6,07/11,3,7,18:33,富山,富山,0,1,沼津,ＤＡＺＮ,1257
7,07/11,3,8,19:03,えがおＳ,熊本,5,3,Ｃ大23,ＤＡＺＮ,1181
8,07/12,3,9,18:03,パナスタ,Ｇ大23,1,3,鳥取,ＤＡＺＮ,632
0,07/15,4,1,15:03,北上,岩手,1,3,藤枝,ＤＡＺＮ,101
1,07/15,4,2,16:04,愛鷹,沼津,0,0,相模原,ＤＡＺＮ,426
