,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
34,1993,サテライトリーグ,第２節第２日,05/30(日),14:00,浦和,1-3,柏,駒場,525,
35,1993,サテライトリーグ,第２節第２日,05/30(日),14:00,市原,1-0,磐田,秋津,238,
36,1993,サテライトリーグ,第２節第２日,05/30(日),14:00,名古屋,2-0,Ｖ川崎,豊田,5717,
37,1993,Ｊ１ サントリー,第６節第１日,06/02(水),16:02,清水,2-4,Ｖ川崎,草薙陸,18113,
38,1993,Ｊ１ サントリー,第６節第１日,06/02(水),19:00,鹿島,2-1,市原,カシマ,15194,
39,1993,Ｊ１ サントリー,第６節第１日,06/02(水),19:00,名古屋,1-4,広島,瑞穂球,11466,
40,1993,Ｊ１ サントリー,第６節第１日,06/02(水),19:02,浦和,0-1,横浜M,駒場,9088,
41,1993,Ｊ１ サントリー,第６節第１日,06/02(水),19:03,横浜Ｆ,0-1,Ｇ大阪,三ツ沢,9725,
42,1993,Ｊ１ サントリー,第７節第１日,06/05(土),15:03,Ｖ川崎,1-1(PK5-4),横浜Ｆ,国立,54995,
43,1993,Ｊ１ サントリー,第７節第１日,06/05(土),18:30,横浜M,0-2,鹿島,博多陸,28595,
44,1993,Ｊ１ サントリー,第７節第１日,06/05(土),18:30,Ｇ大阪,3-1,名古屋,神戸ユ,38304,
45,1993,Ｊ１ サントリー,第７節第１日,06/05(土),18:31,市原,1-2,清水,市原,9427,
46,1993,Ｊ１ サントリー,第７節第１日,06/05(土),18:32,広島,1-0,浦和,広島ス,14605,
47,1993,サテライトリーグ,第３節第１日,06/05(土),14:00,平塚,4-1,浦和,海老名,171,
48,1993,サテライトリーグ,第３節第２日,06/06(日),14:00,柏,1-2,市原,柏,1835,
49,1993,サテライトリーグ,第３節第２日,06/06(日),14:00,Ｖ川崎,2-1,鹿島,西が丘,800,
50,1993,サテライトリーグ,第３節第２日,06/06(日),14:00,清水,1-2,名古屋,西ヶ谷,949,
51,1993,サテライトリーグ,第３節第２日,06/06(日),14:00,磐田,1-1(PK4-3),横浜M,磐田,783,
52,1993,サテライトリーグ,第３節第２日,06/06(日),16:30,横浜Ｆ,1-2,Ｇ大阪,西が丘,2049,
53,1993,Ｊ１ サントリー,第８節第１日,06/09(水・祝),19:00,清水,1-2,横浜M,日本平,9464,
54,1993,Ｊ１ サントリー,第８節第１日,06/09(水・祝),19:00,Ｇ大阪,1-1(PK3-4),広島,万博,19351,
55,1993,Ｊ１ サントリー,第８節第１日,06/09(水・祝),19:03,鹿島,3-1,浦和,カシマ,15050,
56,1993,Ｊ１ サントリー,第８節第１日,06/09(水・祝),19:04,名古屋,3-1,Ｖ川崎,国立,56335,
57,1993,Ｊ１ サントリー,第８節第１日,06/09(水・祝),19:05,横浜Ｆ,1-0,市原,三ツ沢,13663,
58,1993,サテライトリーグ,第４節第１日,06/11(金),14:00,Ｇ大阪,1-3,磐田,鴻ノ池,102,
59,1993,Ｊ１ サントリー,第９節第１日,06/12(土),12:35,市原,3-1,名古屋,札幌,20947,
60,1993,Ｊ１ サントリー,第９節第１日,06/12(土),15:02,Ｖ川崎,1-0,Ｇ大阪,等々力,10058,
61,1993,Ｊ１ サントリー,第９節第１日,06/12(土),18:31,横浜M,3-2,横浜Ｆ,三ツ沢,11734,
62,1993,Ｊ１ サントリー,第９節第１日,06/12(土),18:33,広島,0-1,鹿島,愛媛陸,25131,
63,1993,Ｊ１ サントリー,第９節第１日,06/12(土),18:34,浦和,2-1,清水,駒場,9590,
64,1993,サテライトリーグ,第４節第２日,06/13(日),13:00,鹿島,2-4,清水,住金Ｇ,1203,
65,1993,サテライトリーグ,第４節第２日,06/13(日),14:00,浦和,3-5,Ｖ川崎,駒場,2372,
66,1993,サテライトリーグ,第４節第２日,06/13(日),14:00,市原,2-0,平塚,秋津,383,
67,1993,サテライトリーグ,第４節第２日,06/13(日),14:00,横浜M,1-2,柏,柏,569,
68,1993,サテライトリーグ,第４節第２日,06/13(日),14:00,広島,4-1,横浜Ｆ,防府,873,
69,1993,Ｊ１ サントリー,第１０節第１日,06/16(水),18:59,Ｇ大阪,2-1,横浜M,万博,19247,
70,1993,Ｊ１ サントリー,第１０節第１日,06/16(水),19:00,名古屋,3-1,浦和,瑞穂球,12227,
71,1993,Ｊ１ サントリー,第１０節第１日,06/16(水),19:01,広島,0-3,清水,広島ス,13923,
72,1993,Ｊ１ サントリー,第１０節第１日,06/16(水),19:02,Ｖ川崎,2-1,市原,等々力,10054,
73,1993,Ｊ１ サントリー,第１０節第１日,06/16(水),19:02,横浜Ｆ,2-0,鹿島,三ツ沢,14886,
74,1993,サテライトリーグ,第５節第１日,06/18(金),18:00,平塚,1-2,横浜M,平塚,866,
75,1993,Ｊ１ サントリー,第１１節第１日,06/19(土),15:31,浦和,1-3,Ｇ大阪,駒場,8953,
76,1993,Ｊ１ サントリー,第１１節第１日,06/19(土),17:02,市原,1-0,広島,市原,9042,
77,1993,Ｊ１ サントリー,第１１節第１日,06/19(土),19:01,清水,1-0,横浜Ｆ,日本平,8726,
78,1993,Ｊ１ サントリー,第１１節第１日,06/19(土),19:02,名古屋,0-4,鹿島,瑞穂球,10898,
79,1993,Ｊ１ サントリー,第１１節第１日,06/19(土),19:04,横浜M,2-0,Ｖ川崎,国立,53376,
80,1993,サテライトリーグ,第５節第２日,06/20(日),13:00,磐田,0-1,広島,磐田,840,
81,1993,サテライトリーグ,第５節第２日,06/20(日),14:00,柏,4-1,Ｇ大阪,柏,1865,
82,1993,サテライトリーグ,第５節第２日,06/20(日),14:00,Ｖ川崎,1-0,市原,稲城,1028,
83,1993,サテライトリーグ,第５節第２日,06/20(日),14:00,清水,1-2,浦和,日本平,1403,
84,1993,サテライトリーグ,第５節第２日,06/20(日),14:00,名古屋,0-2,鹿島,稲沢,2575,
85,1993,Ｊ１ サントリー,第１２節第１日,06/23(水),18:59,横浜M,3-2,広島,三ツ沢,11863,
86,1993,Ｊ１ サントリー,第１２節第１日,06/23(水),19:01,清水,3-2,Ｇ大阪,草薙陸,15703,
87,1993,Ｊ１ サントリー,第１２節第１日,06/23(水),19:03,浦和,2-3,市原,駒場,8514,
88,1993,Ｊ１ サントリー,第１２節第１日,06/23(水),19:03,横浜Ｆ,1-2,名古屋,水前寺,15328,
89,1993,Ｊ１ サントリー,第１２節第１日,06/23(水),19:06,鹿島,3-2,Ｖ川崎,カシマ,15777,
90,1993,サテライトリーグ,第６節第１日,06/25(金),18:00,横浜M,0-2,Ｖ川崎,秋津,454,
91,1993,Ｊ１ サントリー,第１３節第１日,06/26(土),15:04,名古屋,3-1,清水,長良川,29102,
92,1993,Ｊ１ サントリー,第１３節第１日,06/26(土),16:59,Ｇ大阪,2-4,鹿島,万博,20318,
93,1993,Ｊ１ サントリー,第１３節第１日,06/26(土),18:34,市原,1-3,横浜M,市原,10116,
94,1993,Ｊ１ サントリー,第１３節第１日,06/26(土),18:34,広島,1-2,横浜Ｆ,広島ス,13680,
95,1993,Ｊ１ サントリー,第１３節第１日,06/26(土),19:03,Ｖ川崎,1-0,浦和,等々力,10078,
96,1993,サテライトリーグ,第６節第２日,06/27(日),14:00,浦和,1-0,名古屋,駒場,1895,
97,1993,サテライトリーグ,第６節第２日,06/27(日),14:00,市原,2-0,清水,秋津,542,
98,1993,サテライトリーグ,第６節第２日,06/27(日),14:00,横浜Ｆ,0-5,磐田,柏,234,
99,1993,サテライトリーグ,第６節第２日,06/27(日),14:00,Ｇ大阪,1-2,平塚,西京極,874,
100,1993,サテライトリーグ,第６節第３日,06/28(月),14:00,広島,2-2(PK5-4),柏,広島ス,149,
101,1993,Ｊ１ サントリー,第１４節第１日,06/30(水),19:00,横浜M,5-1,浦和,三ツ沢,12110,
102,1993,Ｊ１ サントリー,第１４節第１日,06/30(水),19:00,Ｇ大阪,2-1,横浜Ｆ,万博,16506,
103,1993,Ｊ１ サントリー,第１４節第１日,06/30(水),19:01,広島,2-0,名古屋,広島ス,9709,
104,1993,Ｊ１ サントリー,第１４節第１日,06/30(水),19:02,Ｖ川崎,1-1(PK4-2),清水,等々力,10067,
105,1993,Ｊ１ サントリー,第１４節第１日,06/30(水),19:04,市原,0-2,鹿島,栃木,17990,
106,1993,Ｊ１ サントリー,第１５節第１日,07/03(土),15:03,鹿島,3-1,横浜M,カシマ,14976,
107,1993,Ｊ１ サントリー,第１５節第１日,07/03(土),18:30,名古屋,2-3,Ｇ大阪,鈴鹿,12167,
108,1993,Ｊ１ サントリー,第１５節第１日,07/03(土),18:31,浦和,1-0,広島,駒場,9013,
109,1993,Ｊ１ サントリー,第１５節第１日,07/03(土),18:59,清水,4-1,市原,日本平,9290,
110,1993,Ｊ１ サントリー,第１５節第１日,07/03(土),19:05,横浜Ｆ,0-0(PK1-3),Ｖ川崎,長崎,14552,
111,1993,サテライトリーグ,第７節第１日,07/04(日),13:00,鹿島,3-0,浦和,住金Ｇ,1229,
112,1993,サテライトリーグ,第７節第１日,07/04(日),14:00,平塚,1-0,広島,船橋,265,
113,1993,サテライトリーグ,第７節第１日,07/04(日),16:00,柏,1-0,横浜Ｆ,柏,2864,
114,1993,サテライトリーグ,第７節第１日,07/04(日),16:00,Ｖ川崎,3-1,Ｇ大阪,等々力,1317,
115,1993,サテライトリーグ,第７節第１日,07/04(日),16:00,清水,4-2,横浜M,日本平,1948,
116,1993,サテライトリーグ,第７節第１日,07/04(日),16:00,名古屋,0-2,市原,四日市,4795,
117,1993,Ｊ１ サントリー,第１６節第１日,07/07(水),19:01,市原,1-0,横浜Ｆ,市原,8941,
118,1993,Ｊ１ サントリー,第１６節第１日,07/07(水),19:02,Ｖ川崎,5-0,名古屋,等々力,10225,
119,1993,Ｊ１ サントリー,第１６節第１日,07/07(水),19:02,横浜M,3-1,清水,三ツ沢,12199,
120,1993,Ｊ１ サントリー,第１６節第１日,07/07(水),19:03,広島,4-3,Ｇ大阪,広島ス,12731,
121,1993,Ｊ１ サントリー,第１６節第１日,07/07(水),19:04,浦和,0-2,鹿島,駒場,9325,
122,1993,Ｊ１ サントリー,第１７節第１日,07/10(土),16:03,Ｇ大阪,2-3,Ｖ川崎,万博,21447,
123,1993,Ｊ１ サントリー,第１７節第１日,07/10(土),18:32,鹿島,1-2,広島,カシマ,15055,
124,1993,Ｊ１ サントリー,第１７節第１日,07/10(土),18:34,名古屋,0-1,市原,長良川,26370,
125,1993,Ｊ１ サントリー,第１７節第１日,07/10(土),18:35,横浜Ｆ,1-0,横浜M,三ツ沢,13943,
126,1993,Ｊ１ サントリー,第１７節第１日,07/10(土),18:59,清水,0-0(PK6-5),浦和,日本平,9448,
127,1993,サテライトリーグ,第８節第１日,07/10(土),14:00,Ｇ大阪,1-2,清水,紀三井寺,642,
128,1993,サテライトリーグ,第８節第１日,07/10(土),15:00,磐田,0-4,柏,磐田,250,
129,1993,サテライトリーグ,第８節第１日,07/10(土),16:00,広島,1-2,Ｖ川崎,広島ス,641,
130,1993,サテライトリーグ,第８節第２日,07/11(日),14:00,横浜Ｆ,3-2,平塚,駒沢,406,
131,1993,サテライトリーグ,第８節第２日,07/11(日),15:00,市原,1-0,鹿島,秋津,775,
132,1993,サテライトリーグ,第８節第２日,07/11(日),15:00,横浜M,2-0,名古屋,柏,294,
133,1993,Ｊ１ サントリー,第１８節第１日,07/14(水),19:01,浦和,0-2,横浜Ｆ,駒場,8905,
134,1993,Ｊ１ サントリー,第１８節第１日,07/14(水),19:01,市原,0-1,Ｇ大阪,市原,9113,
135,1993,Ｊ１ サントリー,第１８節第１日,07/14(水),19:01,横浜M,1-0,名古屋,三ツ沢,12280,
136,1993,Ｊ１ サントリー,第１８節第１日,07/14(水),19:03,鹿島,1-2,清水,カシマ,14673,
137,1993,Ｊ１ サントリー,第１８節第１日,07/14(水),19:04,Ｖ川崎,2-0,広島,等々力,10100,
138,1993,サテライトリーグ,第９節第１日,07/17(土),14:00,平塚,2-3,磐田,厚木,150,
139,1993,サテライトリーグ,第９節第１日,07/17(土),16:00,名古屋,0-1,Ｇ大阪,東員町,2810,
140,1993,オールスター,第１節第１日,07/17(土),18:07,ＷＥＳＴ,1-2,ＥＡＳＴ,神戸ユ,42790,
141,1993,サテライトリーグ,第９節第２日,07/18(日),14:00,浦和,0-2,市原,駒場,1726,
142,1993,サテライトリーグ,第９節第２日,07/18(日),14:30,Ｖ川崎,1-2,横浜Ｆ,町田,1736,
143,1993,サテライトリーグ,第９節第２日,07/18(日),16:00,清水,3-1,広島,日本平,1935,
144,1993,サテライトリーグ,第９節第２日,07/18(日),18:00,鹿島,1-0,横浜M,住金Ｇ,1454,
145,1993,Ｊ１ ＮＩＣＯＳ,第１節第１日,07/24(土),16:02,市原,1-0,清水,市原,9358,
146,1993,Ｊ１ ＮＩＣＯＳ,第１節第１日,07/24(土),18:31,名古屋,1-2,横浜Ｆ,神戸ユ,38757,
147,1993,Ｊ１ ＮＩＣＯＳ,第１節第１日,07/24(土),18:33,横浜M,3-0,Ｖ川崎,三ツ沢,14248,
148,1993,Ｊ１ ＮＩＣＯＳ,第１節第１日,07/24(土),18:33,広島,4-0,浦和,広島ス,13067,
149,1993,Ｊ１ ＮＩＣＯＳ,第１節第１日,07/24(土),19:00,Ｇ大阪,0-1,鹿島,万博,22677,
150,1993,サテライトリーグ,第１０節第１日,07/24(土),15:00,磐田,1-3,Ｖ川崎,磐田,757,
151,1993,サテライトリーグ,第１０節第２日,07/25(日),14:00,横浜Ｆ,3-1,清水,駒沢,688,
152,1993,サテライトリーグ,第１０節第２日,07/25(日),15:00,横浜M,0-2,浦和,秋津,132,
153,1993,サテライトリーグ,第１０節第２日,07/25(日),15:00,Ｇ大阪,1-0,鹿島,神戸中央,768,
154,1993,サテライトリーグ,第１０節第２日,07/25(日),16:00,柏,0-1,平塚,柏,825,
155,1993,サテライトリーグ,第１０節第２日,07/25(日),16:00,広島,0-2,名古屋,防府,773,
156,1993,Ｊ１ ＮＩＣＯＳ,第２節第１日,07/31(土),18:29,清水,2-1,広島,日本平,8991,
157,1993,Ｊ１ ＮＩＣＯＳ,第２節第１日,07/31(土),18:32,浦和,0-0(PK4-2),横浜M,駒場,9375,
158,1993,Ｊ１ ＮＩＣＯＳ,第２節第１日,07/31(土),18:34,鹿島,1-1(PK5-3),名古屋,カシマ,14747,
159,1993,Ｊ１ ＮＩＣＯＳ,第２節第１日,07/31(土),19:01,Ｖ川崎,2-0,Ｇ大阪,博多陸,27674,
160,1993,Ｊ１ ＮＩＣＯＳ,第２節第１日,07/31(土),19:33,横浜Ｆ,2-3,市原,三ツ沢,12425,
161,1993,サテライトリーグ,第１１節第１日,07/31(土),15:00,Ｖ川崎,5-0,柏,稲城,747,
162,1993,サテライトリーグ,第１１節第１日,07/31(土),16:00,名古屋,1-4,横浜Ｆ,各務原,1295,
163,1993,サテライトリーグ,第１１節第２日,08/01(日),16:00,浦和,2-1,Ｇ大阪,駒場,2330,
164,1993,サテライトリーグ,第１１節第２日,08/01(日),16:00,市原,1-1(PK4-2),横浜M,秋津,710,
165,1993,サテライトリーグ,第１１節第２日,08/01(日),16:00,清水,1-2,磐田,草薙球,2243,
166,1993,サテライトリーグ,第１１節第２日,08/01(日),18:00,鹿島,0-1,広島,住金Ｇ,1333,
167,1993,Ｊ１ ＮＩＣＯＳ,第３節第１日,08/04(水),18:59,Ｇ大阪,0-1,浦和,万博,20259,
168,1993,Ｊ１ ＮＩＣＯＳ,第３節第１日,08/04(水),19:01,市原,5-2,名古屋,市原,10551,
169,1993,Ｊ１ ＮＩＣＯＳ,第３節第１日,08/04(水),19:01,横浜M,0-4,清水,三ツ沢,13146,
170,1993,Ｊ１ ＮＩＣＯＳ,第３節第１日,08/04(水),19:02,Ｖ川崎,2-1,鹿島,等々力,10150,
171,1993,Ｊ１ ＮＩＣＯＳ,第３節第１日,08/04(水),19:03,広島,3-0,横浜Ｆ,広島ス,12758,
172,1993,Ｊ１ ＮＩＣＯＳ,第４節第１日,08/07(土),12:05,Ｖ川崎,2-1,市原,札幌,21745,
173,1993,Ｊ１ ＮＩＣＯＳ,第４節第１日,08/07(土),16:03,横浜M,1-1(PK8-7),鹿島,三ツ沢,14152,
174,1993,Ｊ１ ＮＩＣＯＳ,第４節第１日,08/07(土),18:31,名古屋,4-1,浦和,鈴鹿,11858,
175,1993,Ｊ１ ＮＩＣＯＳ,第４節第１日,08/07(土),19:00,横浜Ｆ,0-1,清水,水前寺,13133,
176,1993,Ｊ１ ＮＩＣＯＳ,第４節第２日,08/08(日),19:03,広島,0-2,Ｇ大阪,広島ビ,34872,
177,1993,サテライトリーグ,第１２節第１日,08/08(日),14:00,Ｇ大阪,2-0,市原,枚方,1091,
178,1993,サテライトリーグ,第１２節第１日,08/08(日),15:00,横浜Ｆ,0-2,鹿島,秋津,637,
179,1993,サテライトリーグ,第１２節第１日,08/08(日),15:00,平塚,0-1,Ｖ川崎,弘前,3557,
180,1993,サテライトリーグ,第１２節第１日,08/08(日),15:00,磐田,3-1,名古屋,磐田,2050,
181,1993,サテライトリーグ,第１２節第１日,08/08(日),16:00,柏,3-0,清水,柏,2453,
182,1993,サテライトリーグ,第１２節第１日,08/08(日),16:00,広島,1-0,浦和,広域１,136,
183,1993,Ｊ１ ＮＩＣＯＳ,第５節第１日,08/14(土),16:03,Ｇ大阪,2-1,横浜M,万博,21509,
184,1993,Ｊ１ ＮＩＣＯＳ,第５節第１日,08/14(土),18:31,鹿島,1-2,横浜Ｆ,カシマ,14035,
185,1993,Ｊ１ ＮＩＣＯＳ,第５節第１日,08/14(土),18:31,浦和,2-3,市原,駒場,9366,
186,1993,Ｊ１ ＮＩＣＯＳ,第５節第１日,08/14(土),19:02,Ｖ川崎,3-0,広島,等々力,10195,
187,1993,Ｊ１ ＮＩＣＯＳ,第５節第１日,08/14(土),19:04,名古屋,0-1,清水,長良川,25301,
188,1993,サテライトリーグ,第１３節第１日,08/15(日),15:00,市原,1-0,広島,秋津,721,
189,1993,サテライトリーグ,第１３節第１日,08/15(日),15:00,横浜M,1-3,Ｇ大阪,厚木,552,
190,1993,サテライトリーグ,第１３節第１日,08/15(日),16:00,鹿島,2-0,磐田,住金Ｇ,2115,
191,1993,サテライトリーグ,第１３節第１日,08/15(日),16:00,浦和,3-2,横浜Ｆ,駒場,2594,
192,1993,サテライトリーグ,第１３節第１日,08/15(日),16:00,清水,4-1,平塚,西ヶ谷,999,
193,1993,サテライトリーグ,第１３節第１日,08/15(日),16:00,名古屋,0-2,柏,大垣,3489,
194,1993,Ｊ１ ＮＩＣＯＳ,第６節第１日,08/19(木),19:03,Ｖ川崎,3-1,名古屋,国立,54977,
195,1993,Ｊ１ ＮＩＣＯＳ,第６節第２日,08/20(金),19:00,浦和,0-1,横浜Ｆ,駒場,9267,
196,1993,Ｊ１ ＮＩＣＯＳ,第６節第２日,08/20(金),19:01,鹿島,0-1,清水,カシマ,13938,
197,1993,Ｊ１ ＮＩＣＯＳ,第６節第２日,08/20(金),19:01,Ｇ大阪,2-0,市原,万博,20438,
198,1993,Ｊ１ ＮＩＣＯＳ,第６節第２日,08/20(金),19:03,横浜M,1-2,広島,三ツ沢,14102,
199,1993,サテライトリーグ,第１４節第１日,08/22(日),15:00,横浜M,3-2,広島,柏,193,
200,1993,サテライトリーグ,第１４節第１日,08/22(日),16:00,浦和,0-2,磐田,駒場,2059,
201,1993,サテライトリーグ,第１４節第１日,08/22(日),16:00,市原,2-3,横浜Ｆ,秋津,703,
202,1993,サテライトリーグ,第１４節第１日,08/22(日),16:00,清水,3-2,Ｖ川崎,日本平,3415,
203,1993,サテライトリーグ,第１４節第１日,08/22(日),16:00,名古屋,2-1,平塚,東員町,1838,
204,1993,サテライトリーグ,第１４節第１日,08/22(日),18:00,鹿島,3-2,柏,住金Ｇ,1575,
205,1993,Ｊ１ ＮＩＣＯＳ,第７節第１日,08/25(水),18:59,清水,3-0,浦和,日本平,8699,
206,1993,Ｊ１ ＮＩＣＯＳ,第７節第１日,08/25(水),19:00,市原,2-2(PK2-4),横浜M,栃木,17226,
207,1993,Ｊ１ ＮＩＣＯＳ,第７節第１日,08/25(水),19:02,名古屋,0-2,Ｇ大阪,博多陸,27356,
208,1993,Ｊ１ ＮＩＣＯＳ,第７節第１日,08/25(水),19:03,横浜Ｆ,0-1,Ｖ川崎,国立,51082,
209,1993,Ｊ１ ＮＩＣＯＳ,第７節第１日,08/25(水),19:04,鹿島,4-3,広島,カシマ,13923,
210,1993,Ｊ１ ＮＩＣＯＳ,第８節第１日,08/28(土),15:02,Ｖ川崎,0-0(PK2-3),清水,岩手,28625,
211,1993,Ｊ１ ＮＩＣＯＳ,第８節第１日,08/28(土),18:32,市原,1-3,広島,市原,10515,
212,1993,Ｊ１ ＮＩＣＯＳ,第８節第１日,08/28(土),18:33,横浜M,2-0,名古屋,三ツ沢,14450,
213,1993,Ｊ１ ＮＩＣＯＳ,第８節第１日,08/28(土),19:01,Ｇ大阪,0-0(PK4-5),横浜Ｆ,万博,21330,
214,1993,Ｊ１ ＮＩＣＯＳ,第８節第１日,08/28(土),19:05,鹿島,2-0,浦和,カシマ,14353,
215,1993,サテライトリーグ,第１５節第１日,08/28(土),15:00,磐田,0-1,市原,浜松,676,
216,1993,サテライトリーグ,第１５節第２日,08/29(日),15:00,Ｖ川崎,2-0,名古屋,稲城,1118,
217,1993,サテライトリーグ,第１５節第２日,08/29(日),15:00,横浜Ｆ,2-0,横浜M,総和,1299,
218,1993,サテライトリーグ,第１５節第２日,08/29(日),15:00,広島,2-1,Ｇ大阪,広域１,515,
219,1993,サテライトリーグ,第１５節第２日,08/29(日),16:00,柏,3-2,浦和,柏,2852,
220,1993,サテライトリーグ,第１５節第３日,08/30(月),18:00,平塚,0-1,鹿島,平塚,867,
221,1993,Ｊ１ ＮＩＣＯＳ,第９節第１日,09/03(金),19:00,清水,3-2,Ｇ大阪,日本平,9005,
222,1993,Ｊ１ ＮＩＣＯＳ,第９節第１日,09/03(金),19:01,名古屋,1-0,広島,瑞穂球,11016,
223,1993,Ｊ１ ＮＩＣＯＳ,第９節第１日,09/03(金),19:03,浦和,0-6,Ｖ川崎,駒場,9771,
224,1993,Ｊ１ ＮＩＣＯＳ,第９節第１日,09/03(金),19:03,市原,1-2,鹿島,市原,10467,
225,1993,Ｊ１ ＮＩＣＯＳ,第９節第１日,09/03(金),19:03,横浜Ｆ,3-2,横浜M,三ツ沢,13257,
226,1993,サテライトリーグ,第１６節第１日,09/05(日),13:00,鹿島,0-2,Ｖ川崎,住金Ｇ,3751,
227,1993,サテライトリーグ,第１６節第１日,09/05(日),14:00,横浜M,1-3,磐田,柏,184,
228,1993,サテライトリーグ,第１６節第１日,09/05(日),14:00,名古屋,0-2,清水,豊橋,3271,
229,1993,サテライトリーグ,第１６節第１日,09/05(日),15:00,浦和,2-1,平塚,駒場,3694,
230,1993,サテライトリーグ,第１６節第１日,09/05(日),15:00,市原,2-0,柏,秋津,787,
231,1993,サテライトリーグ,第１６節第１日,09/05(日),15:00,Ｇ大阪,4-3,横浜Ｆ,神戸中央,1317,
232,1993,ＹＮＣ,第１節第１日,09/10(金),19:01,清水,2-1,名古屋,草薙陸,17932,
233,1993,ＹＮＣ,第１節第２日,09/11(土),14:00,磐田,4-0,浦和,浜松,9132,
234,1993,ＹＮＣ,第１節第２日,09/11(土),18:02,平塚,2-1,市原,平塚,11136,
235,1993,ＹＮＣ,第１節第２日,09/11(土),18:30,柏,0-1,Ｇ大阪,柏,14380,
236,1993,ＹＮＣ,第１節第２日,09/11(土),18:31,Ｖ川崎,1-1(PK2-4),鹿島,等々力,10092,
237,1993,ＹＮＣ,第１節第２日,09/11(土),18:32,横浜Ｆ,3-1,横浜M,三ツ沢,13419,
