,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,broadcast,attendance
0,02/22,1,1,19:33,ヤンマー,Ｃ大阪,1,0,神戸,ＤＡＺＮ,42221
1,02/23,1,2,14:03,駅スタ,鳥栖,0,4,名古屋,ＤＡＺＮ／ＮＨＫ佐賀,18382
2,02/23,1,3,14:03,Ｅスタ,広島,1,1,清水,ＤＡＺＮ,14084
3,02/23,1,4,14:03,等々力,川崎Ｆ,0,0,FC東京,ＤＡＺＮ／ＮＨＫ総合,23113
4,02/23,1,5,14:04,ユアスタ,仙台,0,0,浦和,ＤＡＺＮ／ＮＨＫ仙台,18567
5,02/23,1,6,15:03,カシマ,鹿島,1,2,大分,ＤＡＺＮ／ＮＨＫ大分,19463
6,02/23,1,7,15:04,ヤマハ,磐田,1,1,松本,ＤＡＺＮ,14469
7,02/23,1,8,15:04,パナスタ,Ｇ大阪,2,3,横浜FM,ＤＡＺＮ,27064
8,02/23,1,9,16:03,ＢＭＷス,湘南,2,0,札幌,ＤＡＺＮ,13249
0,03/01,2,1,19:03,等々力,川崎Ｆ,1,1,鹿島,ＤＡＺＮ,23927
1,03/01,2,2,19:03,Ｅスタ,広島,0,0,磐田,ＤＡＺＮ,7741
2,03/02,2,3,13:03,日産ス,横浜FM,2,1,仙台,ＤＡＺＮ,22751
3,03/02,2,4,14:03,アイスタ,清水,2,4,Ｇ大阪,ＤＡＺＮ／テレビ静岡,16710
4,03/02,2,5,14:03,パロ瑞穂,名古屋,2,0,Ｃ大阪,ＤＡＺＮ／ＮＨＫ名古屋,19861
5,03/02,2,6,15:03,ノエスタ,神戸,1,0,鳥栖,ＤＡＺＮ／ＮＨＫ　ＢＳ１,25172
6,03/02,2,7,16:03,ＢＭＷス,湘南,2,3,FC東京,ＤＡＺＮ,12878
7,03/02,2,8,16:04,埼玉,浦和,0,2,札幌,ＤＡＺＮ／テレ玉,41109
8,03/02,2,9,16:05,昭和電ド,大分,0,1,松本,ＤＡＺＮ,13329
0,03/09,3,1,14:03,札幌ド,札幌,5,2,清水,ＤＡＺＮ／ＮＨＫ札幌,22692
1,03/09,3,2,14:04,サンアル,松本,0,1,浦和,ＤＡＺＮ／ＮＨＫ長野,18922
2,03/09,3,3,15:03,パナスタ,Ｇ大阪,2,3,名古屋,ＤＡＺＮ,26865
3,03/09,3,4,15:04,ヤマハ,磐田,1,2,大分,ＤＡＺＮ,12345
4,03/09,3,5,16:03,ヤンマー,Ｃ大阪,0,1,広島,ＤＡＺＮ,12044
5,03/09,3,6,16:03,カシマ,鹿島,1,0,湘南,ＤＡＺＮ,16659
6,03/10,3,7,14:03,味スタ,FC東京,2,0,鳥栖,ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ,27937
7,03/10,3,8,14:03,日産ス,横浜FM,2,2,川崎Ｆ,ＤＡＺＮ,36216
8,03/10,3,9,14:05,ユアスタ,仙台,1,3,神戸,ＤＡＺＮ／ＮＨＫ　ＢＳ１,19503
0,03/17,4,1,13:03,駅スタ,鳥栖,1,0,磐田,ＤＡＺＮ,14624
1,03/17,4,2,13:33,味スタ,FC東京,1,0,名古屋,ＤＡＺＮ,25656
2,03/17,4,3,14:03,ノエスタ,神戸,1,1,清水,ＤＡＺＮ,22542
3,03/17,4,4,14:03,札幌ド,札幌,1,3,鹿島,ＤＡＺＮ／ＮＨＫ　ＢＳ１,23002
4,03/17,4,5,15:03,Ｅスタ,広島,1,0,松本,ＤＡＺＮ,13131
5,03/17,4,6,15:03,等々力,川崎Ｆ,0,1,Ｇ大阪,ＤＡＺＮ,23982
6,03/17,4,7,15:03,ヤンマー,Ｃ大阪,1,2,浦和,ＤＡＺＮ,21022
7,03/17,4,8,16:03,昭和電ド,大分,2,0,横浜FM,ＤＡＺＮ,11848
8,03/17,4,9,17:03,ＢＭＷス,湘南,2,1,仙台,ＤＡＺＮ,9290
0,03/29,5,1,19:33,日産ス,横浜FM,0,0,鳥栖,ＤＡＺＮ,20688
1,03/30,5,2,14:03,豊田ス,名古屋,4,0,札幌,ＤＡＺＮ,31083
2,03/30,5,3,14:03,ユアスタ,仙台,0,2,Ｃ大阪,ＤＡＺＮ,10931
3,03/30,5,4,14:04,埼玉,浦和,1,1,FC東京,ＤＡＺＮ／テレ玉,39055
4,03/30,5,5,15:03,ヤマハ,磐田,1,1,鹿島,ＤＡＺＮ,13111
5,03/30,5,6,17:03,パナスタ,Ｇ大阪,3,4,神戸,ＤＡＺＮ,37076
6,03/30,5,7,19:03,昭和電ド,大分,0,1,広島,ＤＡＺＮ／ＮＨＫ　ＢＳ１,11443
7,03/31,5,8,14:03,サンアル,松本,0,2,川崎Ｆ,ＤＡＺＮ／信越放送,18563
